"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","Year","df","logLik","AICc","delta","weight","cw"
35.7360883905289,0.0765299807754161,-0.00115173026802252,0.00951628361471896,-1.10510822442625e-05,NA,NA,-0.0188365457728242,9,-664.073001856067,1346.3809906573,0,0.31498761883169,0.31498761883169
36.3647759346474,0.0768034920281097,-0.00115395879994084,0.00873549778001511,-9.91280515846335e-06,0.0465226234499196,NA,-0.01961972739591,10,-663.245113821607,1346.77780934256,0.396818685257358,0.258300591514513,0.573288210346203
56.6287438906398,0.0775107495595738,-0.00116545644546503,0.00869016175402114,-9.86382555262576e-06,-1.77838714264026,0.0401029996732485,-0.0193793499286727,11,-662.447566478931,1347.24068269608,0.859692038779031,0.204933864187403,0.778222074533606
38.2408582173038,0.0773525362263107,-0.00115200770509887,0.00324465105795021,NA,0.0600693919664566,NA,-0.0203584578699849,9,-665.347479486824,1348.92994591882,2.5489552615154,0.0880632848464684,0.866285359380075
58.6795219482615,0.0780298639209261,-0.00116344942608296,0.00322615112115405,NA,-1.78340179452597,0.0405106575353278,-0.0201011148028455,10,-664.538159419637,1349.36390053862,2.98290988131816,0.0708863855691973,0.937171744949272
37.6380957169807,0.0769990229345646,-0.00114843213367334,0.00344488673013355,NA,NA,NA,-0.0193990238217643,8,-666.762770798973,1349.71328605688,3.33229539957415,0.0595243595499781,0.99669610449925
-0.688040116362621,0.0316285460228259,-0.000895059666016653,0.0100478553698763,-1.20557767896652e-05,NA,NA,NA,8,-670.522645494954,1357.23303544884,10.8520447915364,0.00138612340969623,0.998082227908946
22.3132055096943,0.0319799713912992,-0.000906168942813594,0.00945041227098517,-1.12024557556811e-05,-2.04697394488006,0.0456995799184052,NA,10,-669.100106399808,1358.48779449896,12.1068038416599,0.000740175034183447,0.99882240294313
-1.30006526640959,0.030536655427742,-0.000889415404627939,0.00952767879011652,-1.13035859750352e-05,0.0321122550670493,NA,NA,9,-670.127838027683,1358.49066300054,12.1096723432329,0.000739114198492605,0.999561517141622
0.201272772933663,0.0307231863718775,-0.000882838840611338,0.00342255725607878,NA,NA,NA,NA,7,-673.697584740867,1361.54100281507,15.1600121577644,0.000160819486299423,0.999722336627922
23.3149924885449,0.0306995664662107,-0.000892862291349247,0.00324582394932276,NA,-2.07452877380832,0.0466249001123155,NA,9,-671.780892478434,1361.79677190204,15.4157812447356,0.000141513906212034,0.999863850534134
-0.770579499065911,0.0292272136486779,-0.000875674330036545,0.00326767052179398,NA,0.0467265953083437,NA,NA,8,-672.844336369071,1361.87641719707,15.4954265397703,0.000135989182462272,0.999999839716596
23.0545459108249,NA,NA,0.00934486015387159,-1.08313360342727e-05,NA,NA,-0.0119301151186776,7,-682.274673837817,1378.69518100897,32.3141903516648,3.02939709718174e-08,0.999999870010567
23.5611023483023,NA,NA,0.00852216691909776,-9.62534280053211e-06,0.0470737404046183,NA,-0.0126521026757951,8,-681.443026562133,1379.0737975832,32.692806925894,2.50692106986173e-08,0.999999895079778
41.7337820692997,NA,NA,0.00850276633941865,-9.61527304615511e-06,-1.59671400168028,0.0361106698983253,-0.0123900566839041,9,-680.802011935819,1379.83901081681,33.4580201595045,1.70992364586192e-08,0.999999912179014
17.6441125315949,-0.00546411480808088,NA,0.00940390011650346,-1.09377099241698e-05,NA,NA,-0.00912684608246724,8,-682.120921435989,1380.42958733091,34.0485966736053,1.27272524159315e-08,0.999999924906267
18.3440420029159,-0.00526271461165282,NA,0.00858779445060965,-9.74119637898966e-06,0.0467794464751527,NA,-0.00994645645444495,9,-681.300485287779,1380.83595752073,34.4549668634254,1.0387056451035e-08,0.999999935293323
-0.0731173900193144,-0.0202658791133047,NA,0.00965310980714949,-1.13968073007567e-05,NA,NA,NA,7,-683.392781216925,1380.93139576718,34.5504051098801,9.90303559384244e-09,0.999999945196359
24.7587115929597,NA,NA,0.00318985059796291,NA,0.0610686194673823,NA,-0.0130554081227831,7,-683.419817631941,1380.98546859721,34.6044779399112,9.63888001412544e-09,0.999999954835239
36.5140752815426,-0.00525517781883762,NA,0.00856478698618757,-9.72498841185985e-06,-1.59567577796092,0.0360829355501729,-0.00969094673253505,10,-680.661767915266,1381.61111752988,35.2301268725762,7.04966751298352e-09,0.999999961884906
42.9200183485007,NA,NA,0.00317584600603074,NA,-1.58153076500625,0.0360855967767073,-0.0127950421065425,8,-682.783217323272,1381.75417910548,35.3731884481724,6.56301214906551e-09,0.999999968447918
-0.83660125940044,-0.0212317509787215,NA,0.00898092078169188,-1.04192555572764e-05,0.0400255884162908,NA,NA,8,-682.787539584619,1381.76282362817,35.3818329708668,6.53470631201261e-09,0.999999974982625
24.2835164724316,NA,NA,0.0033975000522897,NA,NA,NA,-0.012153138540999,6,-684.861006894331,1381.83124655849,35.4502559011894,6.31492538444726e-09,0.99999998129755
19.1944639442474,-0.0207950843281215,NA,0.00893393906644858,-1.03635293539036e-05,-1.72272301430278,0.0387350366520388,NA,9,-682.053373673214,1382.3417342916,35.960743634294,4.89234663860609e-09,0.999999986189897
20.3785733671034,-0.00442810581264973,NA,0.00319115414904572,NA,0.0608803636349794,NA,-0.0107807210599806,8,-683.316906466429,1382.82155739179,36.4405667344856,3.8487965825569e-09,0.999999990038693
38.5306269076437,-0.00445319742786247,NA,0.0031769623830618,NA,-1.58285559216284,0.0361116905854123,-0.0105090625125131,9,-682.68048017933,1383.59594730383,37.2149566465259,2.61317398173523e-09,0.999999992651867
19.6959301127477,-0.00464141246467958,NA,0.0033976615234274,NA,NA,NA,-0.0097727429192921,7,-684.747445928906,1383.64072519115,37.2597345338431,2.55531786213851e-09,0.999999995207185
-0.372882652054764,-0.0217328919488579,NA,0.00321070657082751,NA,0.0542694244641544,NA,NA,7,-685.092329862244,1384.33049305782,37.9495024005178,1.80993818083984e-09,0.999999997017123
0.75991555225883,-0.0204641813895471,NA,0.00339355513530821,NA,NA,NA,NA,6,-686.233395851476,1384.57602447278,38.1950338154807,1.60083758513377e-09,0.999999998617961
19.9007514929153,-0.0212995390403709,NA,0.0031941277374548,NA,-1.73016804380445,0.0392118153573889,NA,8,-684.343954409049,1384.87565327703,38.4946626197254,1.37810942893669e-09,0.99999999999607
-0.735425299784628,NA,NA,0.00981710402324328,-1.17176612648616e-05,NA,NA,NA,6,-693.037474842577,1398.18418245498,51.8031917976809,1.77571519913409e-12,0.999999999997846
25.704863215389,NA,NA,0.009519294391482,-1.13029001013408e-05,-2.33582433834134,0.051640943853097,NA,8,-691.628846092045,1399.44543664302,53.0644459857187,9.4513847941942e-13,0.999999999998791
-1.01528466879983,NA,NA,0.00956836098852668,-1.13531799064829e-05,0.0141785805742977,NA,NA,7,-692.9610316251,1400.06789658353,53.6869059262294,6.92356838700163e-13,0.999999999999484
0.113557340437123,NA,NA,0.00338578322869353,NA,NA,NA,NA,5,-696.092946413033,1402.26381490399,55.8828242466852,2.30936394782038e-13,0.999999999999714
26.3496764137508,NA,NA,0.00326042882577792,NA,-2.33501308840524,0.051977123148565,NA,7,-694.391917483345,1402.92966830002,56.5486776427192,1.65540458524688e-13,0.99999999999988
-0.543258284180694,NA,NA,0.00328184494131624,NA,0.0304007704907958,NA,NA,6,-695.732879438032,1403.57499164589,57.1940009885916,1.1988751814325e-13,1
62.3722110194306,0.0737856578334127,-0.0011120155009119,NA,NA,-2.12449933265664,0.0501111114978248,-0.0200930134186955,9,-700.134708074627,1418.50440309442,72.1234124371213,6.86899918177303e-17,1
37.1611345748339,0.0730443322134711,-0.00109804770743351,NA,NA,0.156023021593062,NA,-0.020447634229833,8,-701.245070032382,1418.67788452369,72.2968938663919,6.29828706181678e-17,1
27.4791306499994,0.0264140106373995,-0.000842052303899681,NA,NA,-2.45309556627079,0.0570053572143247,NA,8,-707.272658136551,1430.73306073203,84.3520700747306,1.51870771128305e-19,1
-1.96590822039793,0.0246263885052631,-0.000820657151434033,NA,NA,0.140567991343674,NA,NA,7,-708.696925330752,1431.53968399484,85.1586933375343,1.01465449131119e-19,1
34.6055261122169,0.0704192260579988,-0.00107490495195097,NA,NA,NA,NA,-0.0173723541145579,7,-710.441603544658,1435.02904042265,88.6480497653461,1.77261353502352e-20,1
1.07982315766476,0.0288350164161444,-0.000837144783779558,NA,NA,NA,NA,NA,6,-716.116371086905,1444.34197494364,97.9609842863379,1.68397649262666e-22,1
25.1512294540824,NA,NA,NA,NA,0.158787898256303,NA,-0.0139470784807782,6,-718.020251942427,1448.14973665469,101.768745997383,2.50894461835588e-23,1
46.9557340188619,NA,NA,NA,NA,-1.81183642965646,0.0432914138641019,-0.0136449893681273,7,-717.199786617512,1448.54540656836,102.164415911053,2.05860225828724e-23,1
19.536317842369,-0.00565379849033461,NA,NA,NA,0.158017151363524,NA,-0.0110252986605281,7,-717.850005766052,1449.84584486544,103.464854208135,1.07444912520913e-23,1
41.3013491341251,-0.00582239499443397,NA,NA,NA,-1.82388044661975,0.0435404664689143,-0.0106365861742356,8,-717.021698487325,1450.23114143358,103.850150776277,8.86175563120378e-24,1
-1.64689048562383,-0.0233504778316115,NA,NA,NA,0.149747501329478,NA,NA,6,-719.72732537905,1451.56388352793,105.182892870628,4.55112224734323e-24,1
22.9046792621467,-0.022869617326925,NA,NA,NA,-2.01161760350432,0.047496087376078,NA,7,-718.743298160596,1451.63242965453,105.251438997223,4.39778404102011e-24,1
23.8806306623742,NA,NA,NA,NA,NA,NA,-0.0115139655384806,5,-727.4585915578,1464.99510519352,118.61411453622,5.51525724654893e-27,1
1.60931185619691,-0.0198941022578135,NA,NA,NA,NA,NA,NA,5,-728.136882681649,1466.35168744122,119.970696783917,2.79890193069882e-27,1
16.5627151243294,-0.00737500911736632,NA,NA,NA,NA,NA,-0.00771730617824773,6,-727.160063057854,1466.42935888554,120.048368228235,2.69228816364005e-27,1
30.0334898102106,NA,NA,NA,NA,-2.68019042327232,0.0616850045248124,NA,6,-730.954521705029,1474.01827617989,127.637285522585,6.05632384220303e-29,1
-1.88457230495171,NA,NA,NA,NA,0.127403629216579,NA,NA,5,-732.633113621303,1475.34414932053,128.963158663224,3.12104043500623e-29,1
0.979467485642933,NA,NA,NA,NA,NA,NA,NA,4,-738.643267197992,1485.33841507043,138.95742441313,2.10897854847544e-31,1
