"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","Year","df","logLik","AICc","delta","weight","cw"
-0.973541143650181,0.0425962020041454,-0.000732873571935832,0.00401756207389151,-4.42221363665798e-06,NA,NA,NA,8,-840.072414417055,1696.22308970368,0,0.312808741804393,0.312808741804393
-0.644594888181051,0.0420705902336953,-0.000729466354682705,0.00160402306638647,NA,NA,NA,NA,7,-841.867860684074,1697.79655787005,1.57346816637323,0.142431028503922,0.455239770308316
1.45645919407782,0.0475873340620222,-0.000760220030359504,0.00399563348410213,-4.38051130875877e-06,NA,NA,-0.00128017398687136,9,-839.909001028752,1697.91588133972,1.69279163604642,0.134181872504048,0.589421642812363
-0.847178712335518,0.0428552806148893,-0.000733445323825632,0.00406860696520033,-4.48314021842622e-06,-0.00633597431917471,NA,NA,9,-839.996020606947,1698.08992049611,1.86683079243721,0.122999041050796,0.712420683863159
2.02349422529915,0.0475631498228799,-0.000759554635839674,0.00160493993385022,NA,NA,NA,-0.00140740430120613,8,-841.670724740188,1699.41971034994,3.19662064626573,0.0632617975087954,0.775682481371954
-0.556520304601864,0.0422401490397688,-0.00072982329447272,0.00161596683641501,NA,-0.0042629324897026,NA,NA,8,-841.833190328012,1699.74464152559,3.52155182191382,0.0537753962756158,0.82945787764757
1.40955408548625,0.0474904781218043,-0.0007589717250562,0.00404055371978155,-4.43514133073052e-06,-0.00539030839083338,NA,-0.00119883419879955,10,-839.8543439009,1699.8283831228,3.60529341912502,0.0515702649467261,0.881028142594296
-2.90258458902144,0.042848789653038,-0.00073366557228027,0.00409426376516541,-4.51802785569852e-06,0.176000869199983,-0.00404814139775918,NA,10,-839.946873550455,1700.01344242191,3.79035271823545,0.0470125974246433,0.92804074001894
1.99890551288683,0.0475035943516185,-0.000758800372508397,0.00161390853620474,NA,-0.00320732900573887,NA,-0.00135947910970057,9,-841.651315743004,1701.40051076823,5.17742106454989,0.0234972037086938,0.951537943727633
-2.01075653997618,0.0422321338902602,-0.000729957772354558,0.00162063168140383,NA,0.12489718713588,-0.00286729450374187,NA,9,-841.808524054914,1701.71492739205,5.49183768836974,0.0200789722559443,0.971616915983578
-0.60774838743397,0.0474391247278419,-0.000758936041740409,0.00406568980314144,-4.46939859547855e-06,0.171607404146973,-0.00392977825644234,-0.00118716497240564,11,-839.808008729855,1701.75973003456,5.53664033088421,0.0196341773451652,0.991251093328743
0.590858860921837,0.0474685911024491,-0.000758777881156778,0.001618391063477,NA,0.120663488942878,-0.00274997190179416,-0.00135240981314843,10,-841.628613530377,1703.37692238176,7.15383267807943,0.00874669238871069,0.999997785717454
-4.59765928224303,NA,NA,0.00394147477573006,-4.30602843270379e-06,NA,NA,0.00210212696433063,7,-854.451601137194,1722.96403877629,26.7409490726138,4.88152558504009e-07,0.999998273870012
-0.578889807735035,0.00578037987635981,NA,0.00389401608920355,-4.21726192407446e-06,NA,NA,NA,7,-855.09423059029,1724.24929768248,28.0262079788051,2.56723215947924e-07,0.999998530593228
-4.04580320213267,NA,NA,0.00159159641249187,NA,NA,NA,0.00197978488757747,6,-856.152638151832,1724.35087890953,28.1277892058522,2.4400968332497e-07,0.999998774602911
-4.63415707424311,NA,NA,0.00400625222210384,-4.38570972848651e-06,-0.00752613781526001,NA,0.00219983336090435,8,-854.345711903327,1724.76968467622,28.546594972544,1.97908544380279e-07,0.999998972511456
-5.62194718006164,-0.00169950408812739,NA,0.0039424256327478,-4.30828887226427e-06,NA,NA,0.00264146937262844,8,-854.420935371636,1724.92013161284,28.6970419091613,1.83567336871433e-07,0.999999156078793
-0.266963867994227,0.0054448245202408,NA,0.00159252662967486,NA,NA,NA,NA,6,-856.730265357421,1725.5061333207,29.2830436170286,1.36945180672763e-07,0.999999293023973
-0.468463418497886,0.00598068708432909,NA,0.00394054509706942,-4.27366449639842e-06,-0.00553655939150181,NA,NA,8,-855.036288369591,1726.15083760875,29.9277479050706,9.92089826059503e-08,0.999999392232956
-4.0642439992491,NA,NA,0.00160645361222151,NA,-0.00526339213149536,NA,0.00204656639229267,7,-856.100669573908,1726.26217564972,30.039085946041,9.38370286807828e-08,0.999999486069985
-5.05348411812213,-0.00167251918426251,NA,0.0015913023179116,NA,NA,NA,0.00251047285184006,7,-856.122992564727,1726.30682163135,30.0837319276786,9.17655127879384e-08,0.999999577835497
-6.4903951590694,NA,NA,0.00402915849312373,-4.416783218729e-06,0.15779668488988,-0.0036701875527177,0.00219592768240108,9,-854.305354402363,1726.70858808695,30.4854983832693,7.50649186814551e-08,0.999999652900416
-5.67694884754594,-0.00172993626033093,NA,0.00400744926195312,-4.3882477579202e-06,-0.00756637213961112,NA,0.00274934788490465,9,-854.313930778537,1726.72574083929,30.5026511356164,7.44238864971959e-08,0.999999727324303
-0.196062890871855,0.00556596465943565,NA,0.00160224945843951,NA,-0.00342516797749927,NA,NA,7,-856.708018590072,1727.47687368205,31.2537839783697,5.11217746071986e-08,0.999999778446077
-2.22375061532782,0.00596524365049544,NA,0.00396174688953208,-4.30231066114261e-06,0.150175064062673,-0.00345656532734078,NA,9,-855.000453707315,1728.09878669685,31.8756969931719,3.74592627790214e-08,0.99999981590534
-5.08659984606331,-0.00169663074450902,NA,0.00160627177564416,NA,-0.00530782661780943,NA,0.00258546581434189,8,-856.070157652598,1728.21857617476,31.9954864710853,3.52815187135131e-08,0.999999851186859
-5.3444224276635,NA,NA,0.00161053520340729,NA,0.109018639652425,-0.0025368333199706,0.00204308646753112,8,-856.081381576902,1728.24102402337,32.0179343196924,3.4887735647762e-08,0.999999886074594
-7.6127399956615,-0.00178455728987894,NA,0.00403100318144905,-4.42024296727124e-06,0.161906856619127,-0.00376237984629911,0.00276270495676834,10,-854.27156935791,1728.66283403682,32.4397443331457,2.82538673796408e-08,0.999999914328462
-0.398338311136421,NA,NA,0.00360141501796266,-3.68018184266122e-06,NA,NA,NA,6,-858.682577145149,1729.41075689616,33.1876671924845,1.94387581719408e-08,0.99999993376722
-1.39993669116763,0.0055534760206361,NA,0.00160605189827507,NA,0.103491601555677,-0.0023731846735369,NA,8,-856.691122513942,1729.46050589745,33.2374161937732,1.89611929908036e-08,0.999999952728413
-0.133257663887281,NA,NA,0.00159276088163481,NA,NA,NA,NA,5,-859.936684036514,1729.90592368887,33.6828339851952,1.51755490967735e-08,0.999999967903962
-6.43299141968505,-0.00173375571368921,NA,0.00161049682541317,NA,0.112882364480217,-0.00262362124398803,0.00259368770549591,9,-856.049549474526,1730.19697823127,33.9738885275938,1.3120268515055e-08,0.99999998102423
-0.521359596675498,NA,NA,0.00356221627486717,-3.63918678268469e-06,0.00584348104448575,NA,NA,7,-858.613613099598,1731.2880627011,35.0649729974218,7.60355586221205e-09,0.999999988627786
-0.284614324406974,NA,NA,0.00157261805812511,NA,0.00702003681043323,NA,NA,6,-859.836971313825,1731.71954523351,35.4964555298363,6.12803870354963e-09,0.999999994755825
-2.70756787720443,NA,NA,0.00358963918262385,-3.67656758522328e-06,0.199757048381218,-0.00430526496803045,NA,8,-858.558041702137,1733.19434427384,36.9712545701623,2.93138564642834e-09,0.999999997687211
-1.97194681015024,NA,NA,0.00157802203621959,NA,0.156861083233916,-0.00332658747137346,NA,7,-859.803774855203,1733.66838621231,37.4452965086318,2.31278923892281e-09,1
-0.941211166313663,0.0387434580040111,-0.000690458708144748,NA,NA,0.0340871508764007,NA,NA,7,-883.811540991814,1781.68391848553,85.4608287818526,8.66354632584547e-20,1
4.95834584004865,0.0388190416628665,-0.000690470076702116,NA,NA,-0.49002369851695,0.0116269873919546,NA,8,-883.425814893699,1782.92989065696,86.7068009532868,4.6466106412929e-20,1
2.02416736970261,0.0448656362296888,-0.000724136829261255,NA,NA,0.0354409692578947,NA,-0.00157950070335157,8,-883.559670922949,1783.19760271546,86.9745130117881,4.06446462285118e-20,1
-0.211370978304343,0.0399944285272339,-0.000691425286954487,NA,NA,NA,NA,NA,6,-886.035024518828,1784.11565164352,87.892561939844,2.56833432496307e-20,1
8.03354773938741,0.0450408780373636,-0.000724696654676509,NA,NA,-0.494133895084818,0.0117485023268652,-0.00160505312097522,9,-883.165521982768,1784.42892324775,88.2058335440788,2.19596539227394e-20,1
1.6810898573662,0.0438949595548352,-0.000712743647608679,NA,NA,NA,NA,-0.000998250596339686,7,-885.932051973578,1785.92494044906,89.701850745382,1.03936834019314e-20,1
-3.48061245304785,NA,NA,NA,NA,0.033639397035087,NA,0.00152010446853062,6,-897.502245116691,1807.05009283925,110.82700313557,2.68844358522056e-25,1
-0.614701881719709,0.00402010941633112,NA,NA,NA,0.0354180793379405,NA,NA,6,-897.957603928845,1807.96081046355,111.737720759877,1.70506566153136e-25,1
2.4314856043853,NA,NA,NA,NA,-0.495197534755042,0.0117308225057166,0.00154187321000276,7,-897.110334261984,1808.28150502587,112.058415322194,1.45245661484137e-25,1
-4.95071724471029,-0.00243795887442326,NA,NA,NA,0.033508640369111,NA,0.0022957194021893,7,-897.436582781108,1808.93400206412,112.710912360441,1.04813020634194e-25,1
5.37071913711967,0.00409780161686046,NA,NA,NA,-0.496251326359162,0.0117930263280749,NA,7,-897.561337107026,1809.18351071595,112.960421012277,9.25198930081845e-26,1
-3.57360807077638,NA,NA,NA,NA,NA,NA,0.00194660265803517,5,-899.628464504701,1809.28948462525,113.066394921569,8.77451619451734e-26,1
-0.694540947609024,NA,NA,NA,NA,0.0434303680307207,NA,NA,5,-899.69147021854,1809.41549605292,113.192406349249,8.23872764071868e-26,1
0.997651374013103,-0.00227934385747991,NA,NA,NA,-0.490005951753873,0.0116130474551869,0.00226676739429845,8,-897.052941102301,1810.18414307417,113.961053370491,5.60984117926977e-26,1
0.144386023086384,0.00526171856171396,NA,NA,NA,NA,NA,NA,5,-900.348600752466,1810.72975712078,114.5066674171,4.27043367595432e-26,1
4.78445557915073,NA,NA,NA,NA,-0.443224052463262,0.0107973627238048,NA,6,-899.358841207661,1810.76328502118,114.540195317509,4.199441059385e-26,1
-5.2273544628046,-0.00274314228341975,NA,NA,NA,NA,NA,0.00281745343820556,6,-899.544598115354,1811.13479883657,114.911709132896,3.48753271462346e-26,1
0.27366473752113,NA,NA,NA,NA,NA,NA,NA,4,-903.568058834822,1815.15780964361,118.934719939938,4.66586955686131e-27,1
