"(Intercept)","CO2","dbh","I(dbh^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw"
7.40678847074941,-0.0179913399973273,0.0780600577081579,NA,-1.50536245509712,0.201624382582149,0.0297242025612594,-0.00016377234973971,10,-3423.520506512,6867.07325217992,98.1747838742231,2.80993125580612e-22,1
-0.537801595572225,NA,0.128554949226138,-0.00111750932621295,-0.333596108582056,NA,0.0289845649134411,-0.000159144930280876,9,-3434.00852717606,6886.0434279785,117.144959672802,2.13488438204935e-26,1
1.11201793747274,NA,0.128645217558976,-0.00111848298201425,-1.48986869487874,0.199391543831466,0.0295613338150453,-0.000162801760903353,10,-3433.4541265057,6886.94049216732,118.042023861621,1.36326205441938e-26,1
5.12511715483796,-0.0180008587852859,0.147224237750327,-0.00111566840339195,NA,NA,0.00352984305897387,NA,8,-3440.04130348188,6896.1037027739,127.205234468205,1.39576866784193e-28,1
6.97456124591764,-0.0178980168324898,0.0778143942150611,NA,-0.365530721571299,NA,0.00144427169226993,NA,8,-3454.27618032016,6924.57345645046,155.674988144765,9.17666723640663e-35,1
6.57585471777637,-0.0178956177386518,0.077810041720345,NA,-0.0914276075918488,-0.0472398398259962,0.00145751729819421,NA,9,-3454.24457062842,6926.51551488321,157.61704657751,3.4751403830453e-35,1
4.46352865736903,-0.017864038367542,0.0775904095220451,NA,NA,NA,0.033620685409924,-0.000174957642689138,8,-3455.67808175064,6927.37725931142,158.478791005724,2.25863954794711e-35,1
7.34457712353297,-0.0179295528208888,0.0780669603002347,NA,-0.449166536741111,NA,NA,NA,7,-3460.22983135826,6934.47606816548,165.57759985978,6.49172585771907e-37,1
7.62819054398358,-0.0179310339442085,0.0780682584297029,NA,-0.645273851906951,0.0338926378670899,NA,NA,8,-3460.21331882029,6936.44773345071,167.549265145015,2.42224737949568e-37,1
0.719187512880038,NA,0.128474975409169,-0.00111593646198489,-0.362917600641212,NA,0.00144753104824981,NA,8,-3463.94102674315,6943.90314929644,175.00468099074,5.82499442028805e-39,1
0.31671634934375,NA,0.128449665912161,-0.00111568582770802,-0.0854931487652391,-0.0478119049957842,0.0014609661670121,NA,9,-3463.90853874082,6945.843451108,176.94498280231,2.20782338331724e-39,1
-1.71633091571261,NA,0.125437323947969,-0.00110166326631396,NA,NA,0.0334616335562768,-0.000174093626469899,8,-3465.0796842768,6946.18046436374,177.281996058042,1.86544663670078e-39,1
1.06417780246578,NA,0.129681084694876,-0.0011220558124659,-0.446871931176863,NA,NA,NA,7,-3469.93543278142,6953.8872710118,184.988802706101,3.95613433264432e-41,1
1.34440938788347,NA,0.129689502910087,-0.00112218293158019,-0.641021090470938,0.0335543255380664,NA,NA,8,-3469.91918636499,6955.85946854011,186.961000234416,1.47575335080064e-41,1
0.198196170753145,NA,0.0561105613609688,NA,-0.341430308764597,NA,0.0288843694658149,-0.000158728936318243,8,-3474.46010238456,6964.94130057927,196.042832273572,1.57368935788423e-43,1
1.75180764020711,NA,0.0561770530833647,NA,-1.430442908698,0.187790634431505,0.0294266332150124,-0.000162168301400649,9,-3473.97080103083,6965.96797568803,197.069507382334,9.41844792049266e-44,1
5.70819895025321,-0.0177602166313775,0.0772623393121985,NA,NA,NA,0.00353244424969655,NA,7,-3491.53160377567,6997.07961300029,228.181144694599,1.65262050439916e-50,1
5.40191124772201,-0.0179499217404444,0.147762897510512,-0.0011190092590007,NA,NA,NA,NA,7,-3492.04161404707,6998.09963354309,229.201165237397,9.92381113151823e-51,1
-0.440900307538352,NA,0.124846450531444,-0.00109710335620233,NA,NA,0.00352133583545796,NA,7,-3500.622718647,7015.26184274294,246.363374437247,1.86188183073364e-54,1
1.45671207940546,NA,0.0558678280143114,NA,-0.370659590615892,NA,0.00141996470345174,NA,7,-3504.08380148633,7022.18400842161,253.285540115916,5.84551710049096e-56,1
0.964879316385881,NA,0.0558458629049119,NA,-0.0316155008727423,-0.0584308929444296,0.00143642075300672,NA,8,-3504.03553891233,7024.0921736348,255.1937053291,2.25149052687847e-56,1
-1.01979222194612,NA,0.0541155106502558,NA,NA,NA,0.0334579218942098,-0.000173978149628026,7,-3506.90941136441,7027.83522817777,258.936759872076,3.46478393676397e-57,1
1.79868373987438,NA,0.056650343755362,NA,-0.452923854523696,NA,NA,NA,6,-3509.82411916409,7031.66054061289,262.762072307191,5.11705536828125e-58,1
1.98019240304442,NA,0.0566551963913252,NA,-0.578708923750651,0.0217389508779859,NA,NA,7,-3509.81733625309,7033.65107795514,264.752609649446,1.89138710730734e-58,1
