"(Intercept)","dbh","I(dbh^2)","tmn","I(tmn^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-3.23914131896102,0.373509951423641,-0.0148252519204453,-1.30425099182632,0.089052848019935,-0.231004182938928,0.0125445120687663,10,-303.971758849941,628.03335028461,0,0.952815603799441,0.952815603799441,TRUE
-4.5569490106409,0.377259208860064,-0.0150108896046457,-1.27779527932863,0.086988446861565,0.0173663180893155,NA,9,-308.02120239368,634.115874175115,6.08252389050563,0.0455203486672255,0.998335952466666,TRUE
-4.62268707870547,0.372103817820636,-0.0147385252083262,-1.21358429521307,0.0829587167480698,NA,NA,8,-312.337467864307,640.733687258601,12.7003369739914,0.00166404753333128,0.999999999999998,TRUE
-8.19690823633805,0.364416648375289,-0.0143137694595442,NA,NA,-0.175569219229832,0.00943752219586939,8,-340.343731035298,696.746213600584,68.7128633159746,1.14340522853335e-15,0.999999999999999,TRUE
-8.18817594243031,0.363639706804158,-0.0142662622927018,0.00511601988217366,NA,-0.183917547026127,0.00982658880241172,9,-340.184402238194,698.442273864143,70.4089235795329,4.89672108034034e-16,0.999999999999999,TRUE
-9.12424571935633,0.367125932159564,-0.0144433990269114,NA,NA,0.0110489631421485,NA,7,-342.628926517618,699.303530033605,71.2701797489955,3.18336154826789e-16,1,FALSE
-9.00786007579577,0.364539535758116,-0.0143079847936786,NA,NA,NA,NA,6,-344.420464997266,700.875173777655,72.8418234930454,1.45080105714601e-16,1,FALSE
-9.13593644932937,0.366862950919071,-0.0144267463811424,0.0020272594254574,NA,0.0107897082850162,NA,8,-342.603376599838,701.265504729664,73.2321544450542,1.19357186791806e-16,1,FALSE
-9.04457593172484,0.364024649894712,-0.0142736248589873,0.00516001353475974,NA,NA,NA,7,-344.248810502164,702.543298002696,74.5099477180867,6.30056201131508e-17,1,FALSE
-1.90217000423402,0.0595755050160759,NA,-1.18518015124343,0.0815789374384067,-0.301638210124919,0.0158631171956196,9,-382.415989327294,782.905448042344,154.872097757734,2.23336719295583e-34,1,TRUE
-3.56993755124788,0.059550477226748,NA,-1.14584841479046,0.0785774575906122,0.0124243110134236,NA,8,-388.90062206678,793.859995663547,165.826645378937,9.33706410355854e-37,1,TRUE
-3.65615313123465,0.0599999190012758,NA,-1.09422139875156,0.0753080528988544,NA,NA,7,-391.083468075473,796.212613149315,168.179262864705,2.87969136690261e-37,1,TRUE
-6.49584555480631,0.0614221027277742,NA,0.0148120356832618,NA,-0.256044603459078,0.0132099649578623,8,-412.277113260026,840.612978050039,212.579627765429,6.57550646315583e-47,1,TRUE
-6.50556051198225,0.0608440645580665,NA,NA,NA,-0.232556471738028,0.0121164024148723,7,-413.6116232903,841.26892357897,213.23557329436,4.736880701612e-47,1,TRUE
-7.61531424174703,0.061093726925299,NA,NA,NA,NA,NA,5,-418.111855968868,846.248161815486,218.214811530876,3.92884234578477e-48,1,FALSE
-7.71077802730124,0.0615478142749604,NA,0.0124114499199665,NA,NA,NA,6,-417.121546259287,846.277336301697,218.243986017087,3.87194734682907e-48,1,FALSE
-7.68164478960514,0.0609310970230541,NA,NA,NA,0.00705473610149275,NA,6,-417.384165798645,846.802575380413,218.769225095803,2.97766081695585e-48,1,FALSE
-7.75179180412084,0.0613560590323339,NA,0.0107783000774008,NA,0.00569923740096013,NA,7,-416.663402983817,847.372482966003,219.339132681393,2.23934685044771e-48,1,FALSE
-0.767721734510581,NA,NA,-1.30911848741387,0.0895248483015778,-0.295018914906322,0.0157503298748561,8,-440.789099364631,897.636950259249,269.603599974639,2.72477706848307e-59,1,TRUE
-2.42541177367956,NA,NA,-1.26961948583245,0.086513485489451,0.0168099171998746,NA,7,-447.03626308298,908.11820316433,280.08485287972,1.44329738776507e-61,1,TRUE
-2.53183370178248,NA,NA,-1.20037600496684,0.082122034772266,NA,NA,6,-450.952354485761,913.938952754645,285.905602470035,7.85952159895429e-63,1,TRUE
-5.79618534622176,NA,NA,NA,NA,-0.231958239386322,0.0122305771663784,6,-476.251498971273,964.537241725668,336.503891441058,8.09314394520036e-74,1,TRUE
-5.78836595651311,NA,NA,0.00734054678236176,NA,-0.24353866505627,0.0127702390612805,7,-475.931939184467,965.909555367302,337.876205082692,4.0749580653244e-74,1,TRUE
-6.98239247436784,NA,NA,NA,NA,0.00991982020827576,NA,5,-479.993270067588,970.010990012927,341.977639728317,5.24213168699581e-75,1,FALSE
-6.8863056131755,NA,NA,NA,NA,NA,NA,4,-481.395285857743,970.806864994509,342.773514709899,3.52116089626239e-75,1,FALSE
-7.00327698336169,NA,NA,0.00344338801125531,NA,0.00949411635196418,NA,6,-479.921557616479,971.87735901608,343.844008731471,2.0617264710212e-75,1,FALSE
-6.93068770700582,NA,NA,0.00611078840946872,NA,NA,NA,5,-481.161769727951,972.347989333652,344.314639049042,1.62942723865714e-75,1,FALSE
