"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","pre","I(pre^2)","Year","df","logLik","AICc","delta","weight","cw"
12.3018416109682,0.0362233636107904,NA,1.15029274051423,-0.116704728395851,0.000487500721721037,NA,-0.00807922445114493,9,-907.422583554085,1832.96167196254,0,0.245426165142989,0.245426165142989
12.7297490809489,0.036433078091518,NA,1.09163558505561,-0.112920699084528,NA,NA,-0.0081781187235197,8,-908.836435875975,1833.76601534833,0.80434338578857,0.164157191926191,0.40958335706918
12.122094101476,0.0195726200082804,0.000399727659837085,1.1616165907217,-0.117812372239974,0.000489744417921747,NA,-0.00792837189098941,10,-906.918072967585,1833.9786329818,1.01696101926473,0.147601435744489,0.557184792813669
12.3494430379438,0.0362040575326307,NA,1.09958170123359,-0.111045025085024,0.00101110905948881,-2.48067389231251e-06,-0.00805814048124172,10,-907.300632232676,1834.74375151199,1.78207954944673,0.100680926665716,0.657865719479385
12.5485167763616,0.0199207976071178,0.000396121366859966,1.102424366621,-0.113984371277572,NA,NA,-0.0080261688399419,9,-908.346631988836,1834.80976883204,1.84809686950211,0.097411835171393,0.755277554650778
12.1691492679872,0.0195510962369149,0.000399759234275606,1.1111487383653,-0.112180265298981,0.00101042313167572,-2.46686489160252e-06,-0.00790719718652348,11,-906.797285925638,1835.76566712023,2.80399515769409,0.0604005717025854,0.815678126353363
15.4984579052301,0.0361512233286604,NA,NA,NA,0.000413024459385403,NA,-0.00827457919798098,7,-911.556043987236,1837.18448616452,4.22281420197919,0.0297131303675271,0.84539125672089
15.5681812451271,0.036458836146087,NA,NA,NA,NA,NA,-0.00829266971927769,6,-912.848310858919,1837.75088528373,4.78921332119103,0.0223849641108112,0.867776220831701
15.4043981268966,0.036082747510341,NA,NA,NA,0.00144539595835803,-5.09987752440449e-06,-0.00824868552054755,8,-910.940290831731,1837.97372525984,5.01205329730078,0.0200247598498813,0.887800980681583
15.3678847751229,0.0210178058495748,0.000363293860044939,NA,NA,0.000412474970306243,NA,-0.00814084529824536,8,-911.135740453059,1838.3646245025,5.4029525399576,0.0164696596484841,0.904270640330067
15.4307786091893,0.0211910549047443,0.000366191159371463,NA,NA,NA,NA,-0.00815481095641864,7,-912.425965612568,1838.92432941518,5.96265745264259,0.0124493376749488,0.916719978005015
15.4232735236769,0.0361719701962357,NA,0.00617007538948256,NA,0.000443448799849358,NA,-0.00825263177801144,8,-911.531004766341,1839.15515312906,6.19348116652077,0.0110923487158184,0.927812326720834
15.2728745913243,0.020893173648107,0.000364609768595903,NA,NA,0.00144416247509379,-5.09655612811315e-06,-0.00811419851344924,9,-910.519924708461,1839.15635427129,6.19468230875282,0.011085688971596,0.93889801569243
15.7210989020771,0.0363633691449699,NA,-0.0134951687814299,NA,NA,NA,-0.00833760452774879,7,-912.69500099581,1839.46240018167,6.50072821912704,0.00951274082403142,0.948410756516461
15.1700480196119,0.0361306594275518,NA,0.0178211676655751,NA,0.00172655394401476,-6.0547056074482e-06,-0.00818066673354005,9,-910.752518262738,1839.62154137984,6.65986941730625,0.00878513809008814,0.95719589460655
15.2869307038766,0.0209781394296489,0.000364775609206248,0.00659689185171371,NA,0.000444998403038555,NA,-0.00811681389822269,9,-911.107093533221,1840.33069192081,7.36901995827247,0.0061625223730743,0.963358416979624
15.5818323592026,0.021243145172998,0.000362762347709911,-0.0131408721242716,NA,NA,NA,-0.0082003188277581,8,-912.280475625117,1840.65409484661,7.69242288407372,0.00524242777555438,0.968600844755178
15.0304354378568,0.0207600649907594,0.000368963602836852,0.0182921323754277,NA,0.00173267322732941,-6.07627440111529e-06,-0.00804259949403024,10,-910.321928677333,1840.7863444013,7.82467243875953,0.00490698612562471,0.973507830880803
-2.82521067793416,NA,NA,1.15416644393216,-0.117195789484944,0.000490355748354467,NA,NA,7,-913.551944823854,1841.17628783775,8.21461587521458,0.00403775244394518,0.977545583324748
-3.02341222513212,0.00474069335710485,NA,1.19292960541456,-0.120692972278574,0.000501805240468628,NA,NA,8,-912.721732187715,1841.53660797181,8.57493600926978,0.00337207453633156,0.98091765786108
-2.58945948474198,NA,NA,1.09660417332439,-0.113516859972229,NA,NA,NA,6,-914.97801691131,1842.01029738851,9.04862542597334,0.00266095062303629,0.983578608484116
-2.91769021925,-0.0118383138532905,0.000416356749865765,1.2047337776772,-0.121840456546641,0.000503944694115677,NA,NA,9,-912.1843587382,1842.48522233077,9.52355036823064,0.00209849614109452,0.98567710462521
-2.77440947623327,0.00457214653116231,NA,1.13236777721006,-0.116778487851807,NA,NA,NA,7,-914.213988285945,1842.50037476193,9.53870279939633,0.00208265755595748,0.987759762181168
-2.72852485646899,NA,NA,1.099184522758,-0.111073883586541,0.00105014351916419,-2.65335918277663e-06,NA,8,-913.412604867122,1842.91835333062,9.95668136808422,0.00168987652641927,0.989449638707587
-2.78302932048338,NA,NA,1.15341142819149,-0.117127427287487,0.000490118159769399,NA,-2.04855023943225e-05,8,-913.551678745448,1843.19650108727,10.2348291247356,0.00147046927810246,0.99092010798569
-2.92177864554566,0.00481471604172857,NA,1.13404695007476,-0.114126663567528,0.00110630996074841,-2.86449328930678e-06,NA,9,-912.559383021961,1843.23527089829,10.2735989357534,0.00144223887594853,0.992362346861638
-2.66810683232339,-0.0118744282650467,0.000413055476351363,1.14365520276096,-0.117883348451961,NA,NA,NA,8,-913.691434536086,1843.47601266855,10.5143407060107,0.0012786768035404,0.993641023665179
-2.43843120509145,NA,NA,1.09401738151564,-0.113279945254336,NA,NA,-7.35794812927835e-05,7,-914.974619172483,1844.02163653501,11.059964572474,0.000973374735111226,0.99461439840029
-2.81642009348574,-0.0117667873267556,0.000416399946811525,1.14609262458063,-0.115301603503936,0.00110550330828378,-2.85060209988432e-06,NA,10,-912.023297541111,1844.18908212885,11.2274101663156,0.000895199272958443,0.995509597673248
-2.72264286678045,NA,NA,1.09909172063794,-0.11106574240427,0.00104998121637216,-2.65274586705286e-06,-2.86774878559052e-06,9,-913.41259966887,1844.94170419211,11.9800322295705,0.000614454764761102,0.996124052438009
-0.00565321778575868,NA,NA,NA,NA,0.000417531091279071,NA,NA,5,-917.72511145525,1845.48895757803,12.5272856154893,0.000467364104193921,0.996591416542203
0.03510203441328,NA,NA,NA,NA,NA,NA,NA,4,-919.042014280076,1846.10983501176,13.1481630492262,0.000342636426310681,0.996934052968514
-0.0522752542138061,NA,NA,NA,NA,0.00149542102150199,-5.32449472952183e-06,NA,6,-917.055576499054,1846.165416564,13.2037446014613,0.00033324539058796,0.997267298359102
-0.0797229479914458,0.00382820553181983,NA,NA,NA,0.000407317001817899,NA,NA,6,-917.169510056858,1846.39328367961,13.4316117170686,0.000297360607648784,0.997564658966751
-0.0445537461063454,0.00406197890581651,NA,NA,NA,NA,NA,NA,5,-918.421970320444,1846.88267530842,13.921003345878,0.000232816305697575,0.997797475272448
-0.12751039890186,0.00387247097620883,NA,NA,NA,0.00149205283965837,-5.35839171155877e-06,NA,7,-916.491103916845,1847.05460602373,14.0929340611963,0.000213638299844699,0.998011113572293
0.440719296080628,NA,NA,NA,NA,0.000419978374259692,NA,-0.000227954012482448,6,-917.69114064262,1847.43654485113,14.4748728885927,0.000176498959946818,0.99818761253224
