"sites_sitename","Date","pre","wet","tmp","tmn","tmx","pet","SF","pre_detrended","wet_detrended","tmp_detrended","tmn_detrended","tmx_detrended","pet_detrended","site"
"Barro_Colorado_Island","16/12/1932",274.32,29,25,21.8000011444092,28.2000007629395,3,-999,44.0744738500176,21.4557700085293,-1.40148846353375,-1.39940239058453,-1.48306632388586,11.0235472935035,"BCI"
"Barro_Colorado_Island","16/01/1933",63.246,13,25.5,22.2000007629395,28.8999996185303,3.70000004768372,-999,-167.883811689481,4.1192042975922,-0.909828014654011,-1.00629939560137,-0.793973051355071,10.422382797399,"BCI"
"Barro_Colorado_Island","15/02/1933",0.762,2,25.8000011444092,22.2000007629395,29.5,4.59999990463257,-999,-231.197402895868,-8.14293983492462,-0.617163310215012,-1.01219754131041,-0.203803189858348,10.0934993978071,"BCI"
"Barro_Colorado_Island","16/03/1933",30.988,14,26.8999996185303,23.5,30.3999996185303,4.80000019073486,-999,-201.749091560259,2.66599346651992,0.476411345418736,0.282804992471767,0.687353888918945,9.13366219972135,"BCI"
"Barro_Colorado_Island","16/04/1933",2.54,4,27.3999996185303,24,30.8999996185303,4.70000028610229,-999,-231.002292618828,-8.57597374833313,0.970251124561425,0.778207699796241,1.1786021617145,7.82408609184494,"BCI"
"Barro_Colorado_Island","16/05/1933",177.8,20,27.1000003814697,23.8000011444092,30.3999996185303,3.60000014305115,-999,-56.4960584911593,6.25257350616675,0.664966525060326,0.574470305353763,0.67080538211837,5.58301466808735,"BCI"
"Barro_Colorado_Island","16/06/1933",239.268,24,26.1000003814697,23,29.3000011444092,3.29999995231628,-999,4.21910423159326,9.07323320742216,-0.339816245292578,-0.228682324296869,-0.436572180069795,4.13408348063785,"BCI"
"Barro_Colorado_Island","16/07/1933",229.616,25,26.7000007629395,23.6000003814697,29.8999996185303,3.5,-999,-6.13648177269746,8.96179791911663,0.25619370469828,0.368935739302717,0.156924417086909,3.25113497818415,"BCI"
"Barro_Colorado_Island","16/08/1933",259.842,23,26,22.8999996185303,29.1000003814697,3.40000009536743,-999,23.3880163217723,5.84386311109802,-0.447290590527416,-0.332858842259132,-0.649150053256729,2.06167560557719,"BCI"
"Barro_Colorado_Island","16/09/1933",230.632,23,25.7000007629395,22.5,29,3.40000009536743,-999,-6.49779861609716,4.75666172444789,-0.750142429369799,-0.733995308883237,-0.754588950883061,1.00198514271096,"BCI"
"Barro_Colorado_Island","16/10/1933",162.306,20,25.5,22.3000011444092,28.8000011444092,3.10000014305115,-999,-75.4536140634424,0.733491478805718,-0.95232134832051,-0.934489363568566,-0.959260852550479,-0.295468088524783,"BCI"
"Barro_Colorado_Island","16/11/1933",831.092,28,25,22.1000003814697,28,2.79999995231628,-999,592.706312561239,7.70582714033276,-1.45398893056188,-1.13439761059496,-1.76349767005772,-1.59748296744784,"BCI"
"Barro_Colorado_Island","16/12/1933",353.822,28,24.8999996185303,21.7000007629395,28.1000003814697,3,-999,114.854112413165,6.73966768952982,-1.55505635841587,-1.53374269751226,-1.66703799559749,-2.33970316211389,"BCI"
"Barro_Colorado_Island","16/01/1934",38.608,10,25.2000007629395,21.8999996185303,28.6000003814697,3.60000014305115,-999,-200.937302701897,-12.2297144336849,-1.25561102204726,-1.33250396310249,-1.17013597563871,-2.68524818068545,"BCI"
"Barro_Colorado_Island","15/02/1934",19.05,11,25.5,21.8999996185303,29.2000007629395,4.5,-999,-221.030945627999,-12.1400831856859,-0.95563764072358,-1.33077786995057,-0.572606299688754,-2.67340847511923,"BCI"
"Barro_Colorado_Island","16/03/1934",146.304,12,26.5,23.1000003814697,30,4.59999990463257,-999,-94.2733405164599,-11.9944503645029,0.0448004572905347,-0.128633989500056,0.225483630195356,-3.40710008096153,"BCI"
"Barro_Colorado_Island","16/04/1934",46.482,8,27.6000003814697,24.2000007629395,31.1000003814697,4.80000019073486,-999,-194.602984573254,-16.8801581649441,1.14575581968345,0.974154551326979,1.32394874340915,-4.07155582056089,"BCI"
"Barro_Colorado_Island","16/05/1934",305.816,22,27.1000003814697,23.8000011444092,30.3999996185303,3.70000004768372,-999,64.2620921919157,-3.7104634513571,0.647142571175866,0.577324316563583,0.622945171888599,-5.98211940973169,"BCI"
"Barro_Colorado_Island","16/06/1934",229.108,25,26.3000011444092,23.2000007629395,29.5,3.40000009536743,-999,-12.907658054558,-1.54104335092393,-0.150962603481084,-0.0189329329248089,-0.277606911004199,-7.09313885062898,"BCI"
"Barro_Colorado_Island","16/07/1934",268.986,21,26.3999996185303,23.3000011444092,29.6000003814697,3.40000009536743,-999,26.5452790246807,-6.31862273665047,-0.0487009008057875,0.085125163256798,-0.177687436255891,-7.85258934526292,"BCI"
"Barro_Colorado_Island","16/08/1934",310.388,25,26.2000007629395,23.1000003814697,29.3000011444092,3.5,-999,67.5302755997997,-3.0953658399485,-0.245932890009367,-0.110250945988721,-0.477316302881043,-8.5114141612039,"BCI"
"Barro_Colorado_Island","16/09/1934",506.99,24,26,22.8000011444092,29.3000011444092,3.40000009536743,-999,263.737567838664,-4.84524668565768,-0.44274799382768,-0.405204914927772,-0.476499454485101,-9.34419205393306,"BCI"
"Barro_Colorado_Island","16/10/1934",347.98,27,25.6000003814697,22.3999996185303,28.8999996185303,3.10000014305115,-999,104.366536530455,-2.54567832233283,-0.839281370520265,-0.799940429175567,-0.875299419602644,-10.3288369354682,"BCI"
"Barro_Colorado_Island","16/11/1934",499.872,29,25.1000003814697,22.2000007629395,28.1000003814697,2.90000009536743,-999,255.906817205939,-1.24368456351704,-1.33531912652503,-0.99411871045346,-1.67364660203594,-11.2113077656688,"BCI"
"Barro_Colorado_Island","16/12/1934",389.89,21,25.2000007629395,22,28.3999996185303,3.10000014305115,-999,145.60481679744,-9.894547833052,-1.23113088334973,-1.18813607915143,-1.37166493017793,-11.6478771373759,"BCI"
"Barro_Colorado_Island","16/01/1935",42.164,15,25.3000011444092,22,28.7000007629395,3.70000004768372,-999,-202.431096974476,-16.5419889119701,-1.1264529992316,-1.18160761821244,-1.06923275407426,-11.6813006814573,"BCI"
"Barro_Colorado_Island","15/02/1935",150.114,16,25.7000007629395,22.1000003814697,29.3999996185303,4.59999990463257,-999,-94.7612172175942,-16.1445538291557,-0.721602293743626,-1.07497054763803,-0.36652427919427,-11.3710167610523,"BCI"
"Barro_Colorado_Island","16/03/1935",12.954,8,26.8999996185303,23.5,30.3999996185303,4.80000019073486,-999,-232.17375821877,-24.704895471061,0.483376325648205,0.331728418973512,0.636416799409854,-11.7195962791727,"BCI"
"Barro_Colorado_Island","16/04/1935",93.726,11,27.3999996185303,24,30.8999996185303,4.70000028610229,-999,-151.652177036582,-22.2801349261822,0.989001307328092,0.839183240754551,1.13989763993802,-12.3829668660578,"BCI"
"Barro_Colorado_Island","16/05/1935",256.794,25,26.8000011444092,23.5,30.1000003814697,3.60000014305115,-999,11.1924177004709,-8.81376932149033,0.394729857036218,0.346671671994017,0.343585966140726,-14.0057965694491,"BCI"
"Barro_Colorado_Island","16/06/1935",302.26,25,26.2000007629395,23.1000003814697,29.3999996185303,3.40000009536743,-999,56.4468268090082,-9.34170688082304,-0.1990735954118,-0.0453218372981574,-0.352287675874752,-14.7232605079555,"BCI"
"Barro_Colorado_Island","16/07/1935",725.928,29,26.5,23.3999996185303,29.7000007629395,3.5,-999,479.928407855806,-5.83020582339896,0.107179564920358,0.262670433051166,-0.047998384817344,-15.1022808579594,"BCI"
"Barro_Colorado_Island","16/08/1935",209.296,21,25.8999996185303,22.8000011444092,29,3.29999995231628,-999,-36.8775746529023,-14.3121659825815,-0.486106422861841,-0.32882978943784,-0.743276724883515,-15.7751130195061,"BCI"
"Barro_Colorado_Island","16/09/1935",230.886,24,25.6000003814697,22.3999996185303,28.8999996185303,3.40000009536743,-999,-15.4429145478321,-11.7712688601287,-0.779148553285292,-0.720104880891856,-0.838271209621045,-16.1257526221559,"BCI"
"Barro_Colorado_Island","16/10/1935",219.456,23,25.7000007629395,22.5,29,3.20000004768372,-999,-27.0057925459984,-13.1941216529333,-0.67219694546888,-0.611455847936924,-0.733168363368634,-16.741036428896,"BCI"
"Barro_Colorado_Island","16/11/1935",1056.128,29,25,22.1000003814697,28,2.90000009536743,-999,809.546622770256,-7.60924827108715,-1.3648016761633,-1.00232172807483,-1.72764122853181,-17.4489710899691,"BCI"
"Barro_Colorado_Island","16/12/1935",342.898,21,25.2000007629395,22,28.3999996185303,3.20000004768372,-999,96.2177491164872,-15.9901858367084,-1.15744919394383,-1.09330540433422,-1.32205776143093,-17.5235460919182,"BCI"
"Barro_Colorado_Island","16/01/1936",19.304,10,25.3999996185303,22.1000003814697,28.8000011444092,3.79999995231628,-999,-227.461316381823,-27.3626639210977,-0.949665069181041,-0.983817373473382,-0.916055104618501,-17.2900544609204,"BCI"
"Barro_Colorado_Island","15/02/1936",5.334,4,25.8999996185303,22.3000011444092,29.6000003814697,4.70000028610229,-999,-241.497384095004,-33.7029710556294,-0.441960026304205,-0.774482426930639,-0.110035633232282,-16.7251576307833,"BCI"
"Barro_Colorado_Island","16/03/1936",41.656,9,27.1000003814697,23.7000007629395,30.6000003814697,4.90000009536743,-999,-205.225758493662,-29.0237670796816,0.765902797096377,0.634989621786605,0.896183147854718,-16.8413028678806,"BCI"
"Barro_Colorado_Island","16/04/1936",57.404,10,27.7000007629395,24.3000011444092,31.2000007629395,4.90000009536743,-999,-189.51363451526,-28.3350884602862,1.37418084664712,1.24491125980432,1.50280718096967,-17.1483867310203,"BCI"
"Barro_Colorado_Island","16/05/1936",294.894,27,27.2000007629395,23.8999996185303,30.5,3.70000004768372,-999,47.9570029691375,-11.6171687164433,0.882329252471084,0.854628234425856,0.809397132424721,-18.6269046890468,"BCI"
"Barro_Colorado_Island","16/06/1936",137.922,19,26.1000003814697,23,29.3000011444092,3.40000009536743,-999,-109.019449896487,-19.8891458813116,-0.209119836654164,-0.0352194791577745,-0.383615323647042,-19.1957449807519,"BCI"
"Barro_Colorado_Island","16/07/1936",269.494,23,26.5,23.3999996185303,29.7000007629395,3.5,-999,22.5629944405323,-16.1337911140515,0.199271881150906,0.374699511833168,0.0233055222391449,-19.3378697759622,"BCI"
"Barro_Colorado_Island","16/08/1936",344.17,27,26.2000007629395,23.1000003814697,29.3000011444092,3.5,-999,97.2647191143624,-12.3677459330081,-0.0919455939295624,0.0850372124901391,-0.369387016127384,-19.5697402385053,"BCI"
"Barro_Colorado_Island","16/09/1936",326.898,22,25.8000011444092,22.6000003814697,29.1000003814697,3.5,-999,80.0333025380718,-17.5828833063572,-0.483062279982654,-0.404548606135759,-0.561933382996894,-19.7833097439627,"BCI"
"Barro_Colorado_Island","16/10/1936",504.19,27,25.7000007629395,22.5,29,3.10000014305115,-999,257.37842145361,-12.7734841317324,-0.574379783586419,-0.494407515689574,-0.654589270631504,-20.3728732967691,"BCI"
"Barro_Colorado_Island","16/11/1936",299.466,23,25.3999996185303,22.5,28.3999996185303,3,-999,52.7233043602121,-16.9525852444001,-0.865329182850932,-0.483873045248885,-1.24687526958565,-20.6513870775655,"BCI"
"Barro_Colorado_Island","16/12/1936",83.566,16,25.1000003814697,21.8999996185303,28.3000011444092,3.10000014305115,-999,-163.09679190959,-24.1089470633299,-1.15650108809168,-1.07363529423165,-1.33929642191652,-20.7076374523076,"BCI"
"Barro_Colorado_Island","16/01/1937",62.484,19,25.3000011444092,22,28.7000007629395,3.70000004768372,-999,-184.082852550173,-21.2533223778009,-0.947318407836498,-0.963020440966432,-0.931360867382249,-20.2523584766643,"BCI"
"Barro_Colorado_Island","15/02/1937",5.08,5,25.8000011444092,22.2000007629395,29.5,4.80000019073486,-999,-241.381365537939,-35.3767104866549,-0.438383159091366,-0.752722866058701,-0.12358797793371,-19.2765153959947,"BCI"
"Barro_Colorado_Island","16/03/1937",4.826,5,27,23.6000003814697,30.5,4.90000009536743,-999,-241.521849820148,-35.4810070610467,0.770291392499416,0.657245192628526,0.884006097442153,-19.281951242067,"BCI"
"Barro_Colorado_Island","16/04/1937",27.432,8,27.6000003814697,24.2000007629395,31.1000003814697,4.80000019073486,-999,-218.782253946914,-32.576527257919,1.37959892113989,1.26790889412336,1.49220215264544,-19.4791081857854,"BCI"
"Barro_Colorado_Island","16/05/1937",323.85,25,26.8999996185303,23.6000003814697,30.2000007629395,3.70000004768372,-999,77.7767928806168,-15.6535622377905,0.688629513791138,0.678226769158218,0.60020214856981,-20.6581287061313,"BCI"
"Barro_Colorado_Island","16/06/1937",261.874,27,26,22.8999996185303,29.2000007629395,3.40000009536743,-999,15.9583846171818,-13.7175717200391,-0.202020850400402,-0.0111215069904951,-0.391469575970415,-21.0245929120642,"BCI"
"Barro_Colorado_Island","16/07/1937",211.328,25,26.3999996185303,23.3000011444092,29.6000003814697,3.5,-999,-34.423941112294,-15.7647352083325,0.207034906817167,0.399171493776741,0.0166416194482544,-20.9745112841606,"BCI"
"Barro_Colorado_Island","16/08/1937",491.234,28,25.8999996185303,22.8000011444092,29,3.5,-999,245.662419835791,-12.7985187520965,-0.283606303028936,-0.0902200409337084,-0.574931348020669,-21.0115218782992,"BCI"
"Barro_Colorado_Island","16/09/1937",251.714,26,25.5,22.3000011444092,28.8000011444092,3.29999995231628,-999,6.33388423157402,-14.8174309795218,-0.674254229811993,-0.579646041037144,-0.766464785887202,-21.2340363529311,"BCI"
"Barro_Colorado_Island","16/10/1937",312.674,24,25.6000003814697,22.3999996185303,28.8999996185303,3.10000014305115,-999,67.4894486724703,-16.8218827289313,-0.56521789830904,-0.469454847484943,-0.658245422821327,-21.442320199814,"BCI"
"Barro_Colorado_Island","16/11/1937",471.678,29,25.1000003814697,22.2000007629395,28.1000003814697,2.90000009536743,-999,226.705846401423,-11.8124888294487,-1.05590264505645,-0.658970122893759,-1.4497279566591,-21.6372330185775,"BCI"
"Barro_Colorado_Island","16/12/1937",712.726,27,25.2000007629395,22,28.3999996185303,3.10000014305115,-999,467.969084089094,-13.7901584770464,-0.946915532745134,-0.848879636931173,-1.14147288885187,-21.419395180659,"BCI"
"Barro_Colorado_Island","16/01/1938",56.896,15,25.3999996185303,22.1000003814697,28.8000011444092,3.70000004768372,-999,-187.628791062063,-25.753718246925,-0.73766629819011,-0.738514491930086,-0.732933390435996,-20.7879219650524,"BCI"
"Barro_Colorado_Island","15/02/1938",29.21,11,25.8999996185303,22.3000011444092,29.6000003814697,4.70000028610229,-999,-215.081042656475,-29.705819495854,-0.228755525394408,-0.528550532862177,0.0753282271449542,-19.7451333148865,"BCI"
"Barro_Colorado_Island","16/03/1938",36.322,7,26.7000007629395,23.3000011444092,30.2000007629395,4.70000028610229,-999,-207.734831836387,-33.6479813437952,0.579815042211511,0.481011999722959,0.683309183108225,-19.6925094262945,"BCI"
"Barro_Colorado_Island","16/04/1938",84.582,9,27.2000007629395,23.8000011444092,30.7000007629395,4.59999990463257,-999,-159.215782311249,-31.5739126840358,1.0889211693518,0.99115350787735,1.19182658324137,-19.7243027830143,"BCI"
"Barro_Colorado_Island","16/05/1938",424.434,25,26.8999996185303,23.6000003814697,30.2000007629395,3.60000014305115,-999,180.895176383089,-15.4904817095962,0.797673166922973,0.800882222181603,0.700049543513575,-20.6468171081485,"BCI"
"Barro_Colorado_Island","16/06/1938",490.474,24,26.1000003814697,23,29.3000011444092,3.40000009536743,-999,247.211013399703,-16.3924337686021,0.00665166911960924,0.210842143611387,-0.191479895652613,-20.755184402683,"BCI"
"Barro_Colorado_Island","16/07/1938",263.144,28,26.3999996185303,23.3000011444092,29.6000003814697,3.5,-999,20.1556522220192,-12.2863871515144,0.315268511298424,0.520386496802324,0.116684174867718,-20.5555987525208,"BCI"
"Barro_Colorado_Island","16/08/1938",355.854,28,25.8000011444092,22.7000007629395,28.8999996185303,3.29999995231628,-999,113.15711069171,-12.1655760088183,-0.275903564914223,-0.0698568981527607,-0.574918990041542,-20.6417144943282,"BCI"
"Barro_Colorado_Island","16/09/1938",154.178,22,25.6000003814697,22.3999996185303,28.8999996185303,3.40000009536743,-999,-88.219934539858,-18.0336581813842,-0.467163156704824,-0.360212307446179,-0.566567582452851,-20.4169675517755,"BCI"
"Barro_Colorado_Island","16/10/1938",349.25,27,25.6000003814697,22.3999996185303,28.8999996185303,3.10000014305115,-999,107.148235460562,-12.8957112978628,-0.458790147336256,-0.350988413873754,-0.558535255674006,-20.5861829004016,"BCI"
"Barro_Colorado_Island","16/11/1938",243.84,25,25,22.1000003814697,28,2.90000009536743,-999,2.05107944355902,-14.7428372323063,-1.05023250537806,-0.641575385304915,-1.45029187051583,-20.6409297378507,"BCI"
"Barro_Colorado_Island","16/12/1938",480.822,26,24.8999996185303,21.7000007629395,28.1000003814697,3,-999,239.342142113466,-13.5851825252087,-1.1420466164837,-1.03258592454811,-1.34237494959191,-20.3908532547896,"BCI"
"Barro_Colorado_Island","16/01/1939",11.684,7,25.3000011444092,22,28.7000007629395,3.70000004768372,-999,-229.470254292314,-32.4125312338369,-0.733689486887364,-0.72342582944745,-0.734262139872282,-19.5262325605352,"BCI"
