"Date","cld","dtr","frs","pet","pre","tmn","tmp","tmx","vap","wet"
"15/02/1906",62.29999924,15.40000057,24.98999977,1.800000072,29.20000076,-6.5,1.200000048,8.900000572,3.900000095,7.96999979
"16/03/1906",79.30000305,10.69999981,23.79999924,1.600000024,117.8000031,-2.700000048,2.700000048,8.100000381,5.300000191,13.85999966
"16/04/1906",59.70000076,16.70000076,6.069999695,3.900000095,62.29999924,4.599999905,12.90000057,21.30000114,8.300000191,10.67000008
"16/05/1906",58.79999924,16.10000038,0.02,4.300000191,69.90000153,9.699999809,17.70000076,25.80000114,13.40000057,9.429999352
"16/06/1906",69.20000458,14.69999981,0,4.400000095,178.5,15.30000019,22.60000038,30,19.20000076,14.5899992
"16/07/1906",71.30000305,14.10000038,0,4.099999905,99.20000458,16.70000076,23.70000076,30.80000114,21.30000114,11.25
"16/08/1906",71.59999847,12.69999981,0,3.600000143,223.1000061,18,24.30000114,30.70000076,23.5,16.38999939
"16/09/1906",61,14.30000019,0,3.5,51.60000229,14.30000019,21.39999962,28.60000038,17.80000114,6.699999809
"16/10/1906",68.5,13.40000057,3.909999847,2.100000143,157.1000061,5.800000191,12.5,19.20000076,10.40000057,11.14999962
"16/11/1906",61.10000229,14.30000019,15.0199995,1.899999976,45.20000076,0.900000036,8,15.19999981,6.800000191,8.199999809
"16/12/1906",71.80000305,11.19999981,24.70999908,1.200000048,84.20000458,-3.5,2.100000143,7.700000286,4.700000286,13.92000008
"16/01/1907",67,12.60000038,24.70999908,1.5,62.20000076,-3.5,2.799999952,9.100000381,4.400000095,12.56999969
"15/02/1907",67.20000458,13.69999981,26.29999924,1.399999976,53.40000153,-8.400000572,-1.5,5.400000095,3.5,10.55999947
"16/03/1907",65.59999847,14.5,12.32999992,2.799999952,64.90000153,2.100000143,9.300000191,16.60000038,6.900000095,11.69999981
"16/04/1907",69.70000458,14.30000019,13.46999931,2.799999952,99.20000458,1.5,8.600000381,15.80000019,7.300000191,12.46000004
"16/05/1907",66.59999847,15.10000038,1.209999919,3.600000143,81.30000305,7.700000286,15.19999981,22.80000114,11.90000057,11.94999981
"16/06/1907",66.20000458,14,0,3.799999952,155.8000031,11.69999981,18.70000076,25.70000076,16.10000038,14.89999962
"16/07/1907",60.90000153,14.60000038,0,4.400000095,98.30000305,16.60000038,23.89999962,31.20000076,22.20000076,10.72999954
"16/08/1907",59.29999924,14.90000057,0,3.900000095,106.5,14.69999981,22.10000038,29.60000038,20,11.23999977
"16/09/1907",65.30000305,15.40000057,0,3.400000095,168.3000031,12.80000019,20.5,28.20000076,16.80000114,12.18999958
"16/10/1907",46,18.10000038,12.06999969,2.600000143,27.89999962,2.200000048,11.19999981,20.30000114,8.699999809,5.690000057
"16/11/1907",72,12.90000057,18.1099987,1.5,107.3000031,-0.300000012,6.200000286,12.69999981,6.5,12.42999935
"16/12/1907",71,12.30000019,24.60000038,1.300000072,89,-3.400000095,2.799999952,9,5,14.13000011
"16/01/1908",66.40000153,12.69999981,27.04999924,1.300000072,81.90000153,-5.800000191,0.600000024,7,3.900000095,13.47999954
"15/02/1908",71.20000458,11.80000019,26.63999939,1.200000048,93.80000305,-7.5,-1.600000024,4.300000191,3.600000143,13.89999962
"16/03/1908",66.90000153,14.80000019,13.38999939,2.900000095,61.10000229,1.700000048,9.100000381,16.5,6.599999905,11.55000019
"16/04/1908",62.10000229,16.10000038,4.309999943,3.900000095,48.10000229,5.5,13.5,21.60000038,8.699999809,9.460000038
"16/05/1908",71.80000305,14.19999981,0,3.799999952,153.3000031,10.80000019,17.89999962,25,14.19999981,15.22999954
"16/06/1908",55.70000076,16,0,4.800000191,113.4000015,13.69999981,21.70000076,29.70000076,17.80000114,11.47999954
"16/07/1908",54.79999924,15.30000019,0,4.900000095,136.9000092,17.20000076,24.80000114,32.5,21.80000114,11.86999989
"16/08/1908",62.40000153,14.30000019,0,3.5,150.8000031,15.30000019,22.39999962,29.60000038,22.80000114,12.21000004
"16/09/1908",47.60000229,15.90000057,0,3.400000095,68.30000305,11.19999981,19.10000038,27.10000038,16.39999962,8.649999619
"16/10/1908",46.90000153,17,5.029999733,2.700000048,67.80000305,5.200000286,13.69999981,22.20000076,10.19999981,7.509999752
"16/11/1908",55.79999924,15.5,18.1099987,1.800000072,23.80000114,-0.300000012,7.5,15.30000019,6.800000191,6.159999847
"16/12/1908",71.5,12,24.70999908,1.300000072,58.29999924,-3.5,2.5,8.5,4.800000191,11.40999985
"16/01/1909",67.59999847,11.90000057,25.25,1.399999976,64.70000458,-4,2,8,4.400000095,12.64999962
"15/02/1909",66.09999847,14.19999981,18.98999977,2.200000048,82.70000458,-1.200000048,5.900000095,13,5,13.10999966
"16/03/1909",69.5,13.80000019,21.27000046,2.200000048,61.29999924,-1.300000072,5.599999905,12.5,5.700000286,11.28999996
"16/04/1909",66.30000305,15.5,6.489999771,3.5,81.59999847,4.400000095,12.10000038,19.89999962,8.400000572,12.07999992
"16/05/1909",63.90000153,15.60000038,0.109999999,3.900000095,93.40000153,9.300000191,17.10000038,24.89999962,13.5,11.80000019
"16/06/1909",66.09999847,14.69999981,0,4.5,174.3000031,15.69999981,23,30.39999962,19.70000076,13.68999958
"16/07/1909",49.10000229,15.69999981,0,4.800000191,39.79999924,15.60000038,23.39999962,31.30000114,20.60000038,7.139999866
"16/08/1909",53.29999924,15.5,0,4,78.40000153,14.80000019,22.5,30.30000114,21.20000076,9.559999466
"16/09/1909",55.60000229,15.60000038,0,3.200000048,66,11,18.80000114,26.60000038,16,7.699999809
"16/10/1909",48.40000153,17.39999962,10.77999973,2.299999952,50.60000229,2.700000048,11.40000057,20.10000038,9.800000191,7.319999695
"16/11/1909",58.29999924,15.30000019,11.17999935,2.200000048,20.5,2.400000095,10,17.70000076,7.5,5.829999924
"16/12/1909",74.90000153,11.80000019,28.01000023,0.900000036,72.20000458,-6.900000095,-1,4.900000095,4.099999905,12.86999989
"16/01/1910",68.70000458,11.90000057,26.86999893,1.200000048,100.8000031,-5.599999905,0.400000006,6.400000095,4.099999905,15.56999969
"15/02/1910",68.80000305,12.5,24.35000038,1.5,71.40000153,-5.700000286,0.600000024,6.900000095,3.900000095,12.23999977
"16/03/1910",57.5,15.80000019,10.52999973,3.200000048,15.10000038,2.799999952,10.69999981,18.60000038,7.200000286,5.619999886
"16/04/1910",63.5,15.90000057,3.949999809,3.900000095,119.9000015,5.700000286,13.60000038,21.60000038,8.800000191,14.05999947
"16/05/1910",62.79999924,15.69999981,0.659999967,3.900000095,66.09999847,8.300000191,16.10000038,24,12.40000057,10.78999996
"16/06/1910",66.90000153,14,0,4.099999905,174.6999969,13.40000057,20.39999962,27.39999962,17.20000076,14.81999969
"16/07/1910",60.90000153,14.69999981,0,4.400000095,144,17,24.30000114,31.70000076,22.70000076,13.43999958
"16/08/1910",54.20000076,13.80000019,0,3.799999952,61.79999924,15.80000019,22.70000076,29.60000038,21.89999962,8.579999924
"16/09/1910",55.60000229,15,0,3.400000095,33.5,13.80000019,21.30000114,28.80000114,18.89999962,6.809999943
"16/10/1910",52.10000229,16.70000076,2.169999838,2.700000048,88.90000153,6.900000095,15.19999981,23.60000038,12,8.970000267
"16/11/1910",72.09999847,12.80000019,22.22999954,1.100000024,27.70000076,-2,4.400000095,10.80000019,6.800000191,6.980000019
"16/12/1910",71.90000153,12,28.97999954,0.900000036,48.5,-8.199999809,-2.200000048,3.799999952,3.600000143,10.47999954
"16/01/1911",66.59999847,12.90000057,24.48999977,1.600000024,110.7000046,-3.299999952,3.200000048,9.699999809,4.5,16.23999977
"15/02/1911",69.5,12.90000057,22.11999893,1.700000048,34.40000153,-3.299999952,3.200000048,9.699999809,4.800000191,8.960000038
"16/03/1911",64.80000305,14.90000057,23.68000031,2.299999952,59.5,-2.600000143,4.900000095,12.40000057,5.400000095,10.61999989
"16/04/1911",69.20000458,13.90000057,9.460000038,3,69.40000153,3.100000143,10,17,7.700000286,11.46000004
"16/05/1911",51.10000229,16.20000076,0,4.900000095,29.89999962,12.10000038,20.20000076,28.30000114,14.60000038,6.699999809
"16/06/1911",57.20000076,15.69999981,0,4.900000095,107.2000046,14.90000057,22.70000076,30.60000038,18.80000114,12.19999981
"16/07/1911",43.60000229,16.10000038,0,5.400000095,81.30000305,17.30000114,25.30000114,33.40000153,22.20000076,10.03999996
"16/08/1911",56.79999924,15.40000057,0,4.300000191,183.5,16.5,24.20000076,31.89999962,21.70000076,14.50999928
"16/09/1911",66.20000458,14.19999981,0,3.299999952,66.30000305,14,21.10000038,28.20000076,17.39999962,8.869999886
"16/10/1911",66.70000458,13.40000057,1.909999967,2.299999952,101.2000046,7.099999905,13.80000019,20.5,10.90000057,9.699999809
"16/11/1911",70.30000305,13.40000057,19.6099987,1.600000024,74.80000305,-0.900000036,5.800000191,12.5,6,10.46999931
"16/12/1911",71.09999847,10.90000057,21.52000046,1.200000048,79.70000458,-1.399999976,4.099999905,9.600000381,5.700000286,13.84999943
"16/01/1912",69.59999847,11.5,30.11999893,1,50.90000153,-10.19999981,-4.400000095,1.399999976,2.799999952,11.38999939
"15/02/1912",69.20000458,12.10000038,26.63999939,1.300000072,55.5,-7.5,-1.399999976,4.700000286,3.5,11.84999943
"16/03/1912",72.40000153,12.40000057,21.52000046,2.100000143,140.4000092,-1.399999976,4.800000191,11,5.400000095,16.36999893
"16/04/1912",69.30000305,14.60000038,3.439999819,3.700000048,64.30000305,6,13.30000019,20.60000038,8.5,11.21999931
"16/05/1912",64.5,15.30000019,0,4.099999905,137.4000092,10.5,18.10000038,25.80000114,14,14.38999939
"16/06/1912",57.20000076,15.10000038,0,4.700000286,107.2000046,13.69999981,21.20000076,28.80000114,17,12.71000004
"16/07/1912",61.5,14.60000038,0,4.400000095,104.4000015,16.60000038,23.89999962,31.20000076,22,11.38000011
"16/08/1912",56.70000076,14.30000019,0,3.900000095,39.5,15.5,22.60000038,29.80000114,21.30000114,7.019999981
"16/09/1912",64.5,13.90000057,0,3.200000048,180.3000031,14.5,21.39999962,28.39999962,18.80000114,12.57999992
"16/10/1912",48.29999924,16.5,2.899999857,2.799999952,24,6.400000095,14.60000038,22.89999962,10.60000038,5.019999981
"16/11/1912",62.10000229,14.60000038,15.79999924,1.899999976,54.10000229,0.600000024,7.900000095,15.19999981,6.700000286,9.079999924
"16/12/1912",63.60000229,12.69999981,24.70999908,1.200000048,83.20000458,-3.5,2.900000095,9.300000191,5.200000286,13.31999969
"16/01/1913",63.70000076,13.10000038,20.52000046,1.800000072,61.40000153,-1,5.599999905,12.19999981,5.099999905,12.21000004
"15/02/1913",69.30000305,13.19999981,23.10000038,1.800000072,25,-4.300000191,2.299999952,8.900000572,4.200000286,8.159999847
"16/03/1913",65.70000458,14,12.59999943,2.900000095,129,2,9,16,6.400000095,15.04999924
"16/04/1913",66.40000153,14.19999981,4.130000114,3.5,99.5,5.599999905,12.69999981,19.80000114,8.900000572,13.21999931
"16/05/1913",62.70000076,15.10000038,0,4.099999905,116.4000015,10,17.5,25.10000038,13.19999981,13.56999969
"16/06/1913",54.29999924,15.40000057,0,4.800000191,118.5999985,14.40000057,22.10000038,29.80000114,18.10000038,11.84000015
"16/07/1913",57.60000229,14.69999981,0,4.700000286,100.3000031,16.89999962,24.20000076,31.60000038,21.5,11.47999954
"16/08/1913",58.40000153,14.80000019,0,3.900000095,86.59999847,15.40000057,22.80000114,30.20000076,21.39999962,10.65999985
"16/09/1913",55.70000076,15.5,0,3.200000048,57.5,11.30000019,19,26.80000114,16.30000114,7.879999638
"16/10/1913",67.80000305,12.80000019,1.00999999,2.299999952,116.5,7.900000095,14.30000019,20.70000076,11.19999981,10.76000023
"16/11/1913",62.29999924,14.19999981,14.50999928,1.800000072,85,1.100000024,8.199999809,15.30000019,7.099999905,11.13999939
"16/12/1913",70.40000153,11.80000019,22.72999954,1.200000048,50.79999924,-1.899999976,4,9.900000572,5.700000286,11.2699995
"16/01/1914",70.09999847,11.60000038,24.14999962,1.399999976,93,-3,2.799999952,8.600000381,4.599999905,15.55999947
"15/02/1914",66.70000458,12.90000057,26.18000031,1.399999976,67.40000153,-8.199999809,-1.700000048,4.800000191,3.299999952,12.53999996
"16/03/1914",70.90000153,12.60000038,23.44999886,1.899999976,62,-2.400000095,3.900000095,10.19999981,5.5,10.85999966
"16/04/1914",65.80000305,14.60000038,6.069999695,3.400000095,94.59999847,4.599999905,11.90000057,19.20000076,8.400000572,12.75999928
"16/05/1914",57.79999924,15.5,0,4.400000095,36,11,18.70000076,26.5,13.90000057,7.989999771
"16/06/1914",52.70000076,16.10000038,0,5.300000191,73.90000153,15.5,23.5,31.60000038,18.20000076,10.65999985
"16/07/1914",58.10000229,14.5,0,4.5,79.30000305,16.80000114,24,31.30000114,21.80000114,10.09999943
"16/08/1914",54,15,0,4.300000191,76,16.30000114,23.80000114,31.30000114,21.39999962,10.26000023
"16/09/1914",45.90000153,15.69999981,0,3.400000095,29.5,10.60000038,18.39999962,26.30000114,15.30000019,5.039999962
"16/10/1914",61.5,13.90000057,0.829999983,2.5,57.60000229,8.100000381,15,22,11.40000057,8.149999619
"16/11/1914",57.60000229,14.69999981,18.61999893,1.800000072,53.5,-0.5,6.900000095,14.30000019,6.300000191,9.18999958
"16/12/1914",79.59999847,9.199999809,26.76999855,0.699999988,103.4000015,-5.5,-0.900000036,3.700000048,4.5,15.06999969
"16/01/1915",73,10.5,25.68000031,1.200000048,139.6000061,-4.400000095,0.900000036,6.200000286,4.200000286,17.75
"15/02/1915",69.59999847,11.90000057,21.5,1.600000024,97.5,-2.700000048,3.299999952,9.300000191,5,14.13999939
"16/03/1915",71.40000153,12.90000057,24.70999908,1.800000072,23.89999962,-3.5,3,9.5,5.200000286,7.359999657
"16/04/1915",56.90000153,17.5,3.609999895,4.700000286,21.80000114,5.900000095,14.60000038,23.39999962,7.5,7.190000057
"16/05/1915",68.5,14.5,0.039999999,3.700000048,81.30000305,9.600000381,16.80000114,24.10000038,13.30000019,11.50999928
"16/06/1915",61.10000229,15,0,4.400000095,133.9000092,13.5,21,28.5,17.20000076,13.59000015
"16/07/1915",56.40000153,15.19999981,0,4.599999905,79.5,16.39999962,24,31.60000038,22,10.60999966
"16/08/1915",65.70000458,13.90000057,0,3.5,162.6000061,15.5,22.39999962,29.39999962,21.60000038,13.7699995
"16/09/1915",57.10000229,15.10000038,0,3.400000095,67.09999847,13.30000019,20.80000114,28.39999962,18.10000038,8.199999809
"16/10/1915",60,14.90000057,1.779999971,2.5,92,7.200000286,14.60000038,22.10000038,11.30000019,9.559999466
"16/11/1915",58.79999924,15,16.82999992,1.800000072,38.90000153,0.200000003,7.700000286,15.19999981,6.800000191,7.559999943
"16/12/1915",72.40000153,10.69999981,25.77999878,1,64.5,-4.5,0.900000036,6.300000191,4.800000191,12.79999924
"16/01/1916",63.40000153,13.30000019,24.14999962,1.899999976,47.60000229,-3,3.700000048,10.40000057,4,10.55000019
"15/02/1916",68.20000458,12.80000019,24.76999855,1.300000072,62.60000229,-5.200000286,1.200000048,7.599999905,4.800000191,12.19999981
"16/03/1916",69.30000305,14.10000038,24.26000023,2,82.30000305,-3.100000143,4,11.10000038,5.5,13.25
"16/04/1916",68.30000305,14.19999981,6.710000038,3.200000048,77.20000458,4.300000191,11.40000057,18.5,8.300000191,11.81999969
"16/05/1916",68.5,14.40000057,0,4.300000191,82.30000305,11.60000038,18.80000114,26,13.10000038,10.92999935
"16/06/1916",63.20000076,14.40000057,0,3.900000095,210.1000061,13,20.20000076,27.39999962,18.39999962,15.93999958
"16/07/1916",70.20000458,12.69999981,0,3.900000095,111.9000015,18,24.30000114,30.70000076,23.89999962,12.38999939
"16/08/1916",60.20000076,14.10000038,0,3.900000095,68.40000153,16.39999962,23.39999962,30.5,22.39999962,9.369999886
"16/09/1916",50.10000229,16.39999962,0,3,69.80000305,10,18.20000076,26.39999962,17,8.710000038
"16/10/1916",43.29999924,16.39999962,5.230000019,2.600000143,49.10000229,5.099999905,13.30000019,21.5,10.5,7.059999943
"16/11/1916",58.60000229,14.30000019,15.53999996,1.800000072,36.79999924,0.699999988,7.800000191,15,7.099999905,7.919999599
"16/12/1916",65.70000458,12.30000019,26.38999939,1,61.10000229,-5.099999905,1.100000024,7.300000191,4.900000095,12.53999996
"16/01/1917",67.20000458,12.60000038,25.87999916,1.5,54.5,-4.599999905,1.700000048,8,3.900000095,12.61999989
"15/02/1917",64.59999847,14.10000038,24.84000015,1.600000024,48.79999924,-6.300000191,0.800000012,7.900000095,3.900000095,10.38999939
"16/03/1917",71,13,18.44999886,2.200000048,124.5999985,-0.200000003,6.300000191,12.80000019,6.300000191,15.5899992
"16/04/1917",65.59999847,14.10000038,5.059999943,3.400000095,75.80000305,5.099999905,12.10000038,19.20000076,8.400000572,11.81999969
"16/05/1917",73.40000153,13.90000057,1.209999919,3,69.70000458,7.700000286,14.60000038,21.60000038,13,10.97999954
"16/06/1917",60.60000229,15,0,4.5,77.40000153,14.10000038,21.60000038,29.10000038,18,11.52999973
"16/07/1917",70.5,13.10000038,0,4,110.2000046,17.39999962,23.89999962,30.5,22.70000076,12.10999966
"16/08/1917",58.79999924,13.90000057,0,3.900000095,108.7000046,16.20000076,23.10000038,30.10000038,21.39999962,10.69999981
"16/09/1917",61.70000076,13.5,0,2.600000143,63.70000076,10.60000038,17.30000114,24.10000038,16.5,7.929999828
"16/10/1917",53.20000076,15.69999981,10.77999973,1.899999976,116.2000046,2.700000048,10.5,18.39999962,10.19999981,10.17999935
"16/11/1917",59.10000229,15,21.77000046,1.5,10.69999981,-1.800000072,5.700000286,13.19999981,6.599999905,4.799999714
"16/12/1917",71.09999847,11,29.54999924,0.300000012,33.10000229,-9.100000381,-3.600000143,1.899999976,4.599999905,9.099999428
"16/01/1918",70.40000153,11.30000019,30.59000015,0.400000006,113.8000031,-11.40000057,-5.700000286,-0.100000001,3.700000048,16.82999992
"15/02/1918",63.40000153,13.80000019,23.64999962,1.800000072,18.30000114,-4.900000095,2,8.900000572,4,7.599999905
"16/03/1918",59.60000229,15.60000038,15.5199995,3,85.59999847,0.900000036,8.699999809,16.5,6,12.36999989
"16/04/1918",70.30000305,13.10000038,6.710000038,3,143.4000092,4.300000191,10.80000019,17.39999962,8.300000191,16.42000008
"16/05/1918",61.5,15,0,4.900000095,60.90000153,12.60000038,20.10000038,27.60000038,13.10000038,10.65999985
"16/06/1918",59.5,14.60000038,0,4.400000095,93.59999847,13.80000019,21.10000038,28.39999962,17.80000114,11.63000011
"16/07/1918",54.79999924,15,0,4.5,80.40000153,15.19999981,22.70000076,30.20000076,20.20000076,10.30000019
"16/08/1918",58.10000229,14.80000019,0,4.300000191,127,16.80000114,24.20000076,31.60000038,21.5,11.10999966
"16/09/1918",56,15.60000038,0.179999992,2.799999952,87.59999847,9.100000381,16.89999962,24.70000076,15.69999981,9.099999428
"16/10/1918",52.60000229,16.10000038,1.539999962,3,46.40000153,7.400000095,15.40000057,23.5,10.40000057,6.839999676
"16/11/1918",65.70000458,13.69999981,16.82999992,1.600000024,31.5,0.200000003,7,13.90000057,6.900000095,7.449999809
"16/12/1918",75.09999847,10.5,20.52000046,1.5,100.9000015,-1,4.300000191,9.600000381,4.900000095,14.7699995
"16/01/1919",63.79999924,13.30000019,25.25,1.700000048,78.80000305,-4,2.700000048,9.400000572,4.099999905,13.59000015
"15/02/1919",70,12.10000038,22.42000008,1.600000024,45.29999924,-3.600000143,2.5,8.600000381,4.599999905,10.25
"16/03/1919",65.90000153,14.60000038,15.78999996,2.700000048,87.90000153,0.800000012,8.100000381,15.40000057,6.200000286,12.64999962
"16/04/1919",65.09999847,15.40000057,6.489999771,3.600000143,65.40000153,4.400000095,12.10000038,19.80000114,8.199999809,10.98999977
"16/05/1919",68.09999847,14.40000057,0,3.799999952,149.6999969,10.10000038,17.30000114,24.5,13.40000057,14.46999931
"16/06/1919",63.10000229,14.10000038,0,4.599999905,113.9000015,16,23,30.10000038,19.5,12.88000011
"16/07/1919",61.20000076,13.60000038,0,4.400000095,134.9000092,17.5,24.30000114,31.10000038,22.60000038,13.2699995
"16/08/1919",59.29999924,14.5,0,3.700000048,72.70000458,15.40000057,22.60000038,29.89999962,22,9.779999733
