"Date","cld","dtr","frs","pet","pre","tmn","tmp","tmx","vap","wet"
"16/09/1919",49.5,16.20000076,0,3.600000143,41.40000153,12,20.10000038,28.20000076,16.60000038,6.440000057
"16/10/1919",64.40000153,14.10000038,0,2.700000048,73.20000458,10,17,24.10000038,13.10000038,8.670000076
"16/11/1919",66.90000153,13.5,15.79999924,1.700000048,68.70000458,0.600000024,7.300000191,14.10000038,6.700000286,10.23999977
"16/12/1919",64.5,12.69999981,28.09000015,1.100000024,55.60000229,-7,-0.600000024,5.800000191,3.799999952,11.53999996
"16/01/1920",69.30000305,11.19999981,28.17000008,1.300000072,58,-7.099999905,-1.5,4.099999905,3,12.25
"15/02/1920",74.40000153,10.80000019,25.21999931,1.399999976,71.30000305,-5.700000286,-0.300000012,5.099999905,3.600000143,12.72999954
"16/03/1920",62.10000229,15.10000038,20.01000023,2.799999952,85.40000153,-0.800000012,6.800000191,14.40000057,5.300000191,12.09999943
"16/04/1920",68.70000458,13.30000019,6.279999733,3.400000095,104.3000031,4.5,11.10000038,17.80000114,7.400000095,13.56999969
"16/05/1920",62.79999924,15.10000038,1.209999919,3.900000095,39.40000153,7.700000286,15.19999981,22.80000114,11.10000038,8.43999958
"16/06/1920",61.5,15,0,4.800000191,130.3000031,13.80000019,21.30000114,28.80000114,15.60000038,13.10999966
"16/07/1920",61.60000229,14,0,4.5,101.5,15.80000019,22.80000114,29.80000114,18.60000038,12.09999943
"16/08/1920",73.09999847,12,0,3.400000095,160.6000061,16.5,22.5,28.5,21.10000038,12.80999947
"16/09/1920",57.40000153,13.69999981,0,3.5,84.70000458,13.30000019,20.10000038,27,15.69999981,9.289999962
"16/10/1920",46.20000076,16.60000038,1.309999943,3.400000095,21.20000076,7.599999905,15.90000057,24.20000076,9.400000572,3.699999809
"16/11/1920",77.40000153,10.80000019,13.72999954,1.600000024,112.0999985,1.399999976,6.800000191,12.19999981,6.5,12.31999969
"16/12/1920",76.20000458,10,23.09000015,1.399999976,69.20000458,-2.100000143,2.900000095,7.900000095,4.5,12.80999947
"16/01/1921",67,11.30000019,24.93000031,1.600000024,53.90000153,-3.700000048,2,7.700000286,3.600000143,12.17999935
"15/02/1921",71.40000153,12.30000019,21.18000031,1.600000024,48.5,-2.400000095,3.799999952,10,5.400000095,10.44999981
"16/03/1921",57.79999924,15.90000057,5.639999866,3.5,42,4.900000095,12.80000019,20.80000114,8.199999809,9.920000076
"16/04/1921",62.20000076,15.90000057,1.839999914,4.200000286,55.5,7.099999905,15,23,9,10.21999931
"16/05/1921",70,13.19999981,0.02,3.5,159.8000031,9.699999809,16.30000114,22.89999962,13.40000057,14.29999924
"16/06/1921",53.40000153,15.40000057,0,5.099999905,81.30000305,15.40000057,23.10000038,30.80000114,18.10000038,11.13000011
"16/07/1921",59.90000153,13.80000019,0,4.400000095,87.59999847,18.39999962,25.30000114,32.20000076,25,10.71999931
"16/08/1921",55,14.60000038,0,3.799999952,77.59999847,15.40000057,22.70000076,30,22.5,9.68999958
"16/09/1921",58.5,14,0,3.700000048,75.09999847,16.20000076,23.20000076,30.20000076,19.60000038,9.569999695
"16/10/1921",40.79999924,17.30000114,4.449999809,2.700000048,29.30000114,5.5,14.10000038,22.80000114,11.30000019,5.949999809
"16/11/1921",72.90000153,12,10.18999958,1.600000024,75.80000305,2.799999952,8.800000191,14.80000019,8.199999809,10.73999977
"16/12/1921",71.40000153,11.90000057,24.02999878,1.300000072,54.79999924,-2.900000095,3.100000143,9.100000381,4.900000095,11.5199995
"16/01/1922",71.5,11.5,27.84000015,1.200000048,79.30000305,-6.700000286,-0.900000036,4.900000095,3.5,13.54999924
"15/02/1922",69.20000458,11.69999981,21.06999969,1.600000024,88.09999847,-2.299999952,3.600000143,9.5,5.099999905,12.98999977
"16/03/1922",69.59999847,13.5,14.98999977,2.5,107.7000046,1.100000024,7.800000191,14.60000038,6.5,14.59999943
"16/04/1922",66.5,14.5,3.279999971,3.600000143,39.70000076,6.099999905,13.30000019,20.60000038,8.900000572,8.239999771
"16/05/1922",66,14.90000057,0,4.099999905,106,11.30000019,18.70000076,26.20000076,14.69999981,12.36999989
"16/06/1922",67.40000153,14.19999981,0,4.5,100.5,16.5,23.60000038,30.70000076,20.30000114,11.59999943
"16/07/1922",67,13.19999981,0,4.099999905,134.1000061,17.80000114,24.39999962,31,23.30000114,13.10999966
"16/08/1922",60.40000153,14.10000038,0,3.700000048,90,15,22,29.10000038,20.89999962,10.38999939
"16/09/1922",49.29999924,15.40000057,0,3.5,25.80000114,13.30000019,21,28.70000076,18.39999962,6.019999981
"16/10/1922",47.5,16.89999962,2.309999943,3,64.40000153,6.800000191,15.19999981,23.70000076,10.80000019,7.599999905
"16/11/1922",63.70000076,13.80000019,13.21000004,1.700000048,10.80000019,1.600000024,8.5,15.40000057,7.599999905,4.400000095
"16/12/1922",68.59999847,12.30000019,23.79999924,1.399999976,81.80000305,-2.700000048,3.5,9.699999809,5,13.35999966
"16/01/1923",72,10.60000038,24.48999977,1.300000072,85.30000305,-3.299999952,2,7.300000191,4.599999905,14.36999989
"15/02/1923",73,11,24.01000023,1.300000072,46.60000229,-5.300000191,0.200000003,5.700000286,4.300000191,10.10999966
"16/03/1923",61.60000229,15.5,18.97999954,2.700000048,89.70000458,-0.400000006,7.400000095,15.19999981,6.099999905,12.43999958
"16/04/1923",63.10000229,15.80000019,7.589999676,3.5,80.30000305,3.900000095,11.80000019,19.70000076,8.300000191,12.39999962
"16/05/1923",57.90000153,15.5,0.449999988,4.099999905,31.80000114,8.600000381,16.30000114,24.10000038,12.19999981,7.819999695
"16/06/1923",56.20000076,15.19999981,0,4.800000191,58.90000153,15.90000057,23.5,31.10000038,20.39999962,9.649999619
"16/07/1923",58.5,14.19999981,0,4.400000095,106.8000031,16.80000114,23.89999962,31,22.5,11.75
"16/08/1923",64,13.30000019,0,3.600000143,112.8000031,15.90000057,22.5,29.20000076,21.39999962,11.60999966
"16/09/1923",61.90000153,13,0,2.900000095,89.5,13.80000019,20.30000114,26.80000114,18.80000114,9.319999695
"16/10/1923",53.10000229,15.40000057,5.429999828,2.299999952,34,5,12.69999981,20.39999962,10.60000038,5.699999809
"16/11/1923",71.09999847,11.60000038,15.27999973,1.399999976,77.30000305,0.800000012,6.599999905,12.40000057,7,10.55000019
"16/12/1923",67.90000153,11.60000038,16.32999992,1.399999976,64.70000458,0.600000024,6.400000095,12.19999981,6.5,11.94999981
"16/01/1924",64.09999847,12.80000019,27.22999954,1.300000072,108.8000031,-6,0.400000006,6.800000191,4,15.5899992
"15/02/1924",75.30000305,10.80000019,24.86999893,1.300000072,64.09999847,-5.300000191,0.100000001,5.5,4.200000286,11.94999981
"16/03/1924",72.30000305,12.10000038,19.5,2,103,-0.600000024,5.5,11.60000038,6.200000286,13.79999924
"16/04/1924",66.59999847,14.80000019,9.460000038,3.200000048,74.90000153,3.100000143,10.5,17.89999962,7.900000095,11.98999977
"16/05/1924",71.20000458,13.5,0.74000001,3.299999952,208.5,8.199999809,14.90000057,21.70000076,12.19999981,17.46999931
"16/06/1924",67.80000305,13.19999981,0,4,130.9000092,14.60000038,21.20000076,27.80000114,18.89999962,13.17999935
"16/07/1924",61,13.90000057,0,4.099999905,71.09999847,15.60000038,22.5,29.5,21.20000076,10.19999981
"16/08/1924",57.10000229,14.90000057,0,4,84.90000153,15.69999981,23.10000038,30.60000038,21.39999962,10.09000015
"16/09/1924",67,13.10000038,0,2.5,148.6000061,10.60000038,17.10000038,23.70000076,16.20000076,11.75
"16/10/1924",40.40000153,18,6.059999943,2.700000048,36.79999924,4.700000286,13.69999981,22.70000076,10.69999981,5.359999657
"16/11/1924",64.70000458,13.69999981,15.79999924,1.700000048,54.79999924,0.600000024,7.400000095,14.30000019,6.900000095,8.869999886
"16/12/1924",70.09999847,12.10000038,25.87999916,1.100000024,46.60000229,-4.599999905,1.5,7.599999905,4.800000191,10.42000008
"16/01/1925",67.80000305,12.30000019,28.01000023,1.300000072,100.5999985,-6.900000095,-0.699999988,5.5,3.5,15.13999939
"15/02/1925",64.09999847,13.90000057,20.85000038,2,44.40000153,-2.100000143,4.900000095,11.90000057,5.200000286,9.819999695
"16/03/1925",63.20000076,15.19999981,18.19000053,2.600000143,51.10000229,-0.100000001,7.5,15.10000038,6.200000286,9.239999771
"16/04/1925",60.10000229,16.30000114,5.059999943,4,73.70000458,5.099999905,13.19999981,21.39999962,8.199999809,11.0199995
"16/05/1925",60.5,15.60000038,1.659999967,3.799999952,44.5,7.300000191,15.10000038,22.89999962,11.60000038,8.479999542
"16/06/1925",51.29999924,15.69999981,0,5.400000095,81.90000153,16.39999962,24.20000076,32.10000229,19.10000038,10.94999981
"16/07/1925",57.79999924,15.30000019,0,4.599999905,85.70000458,16.80000114,24.39999962,32.10000229,23,9.75
"16/08/1925",49.5,15.30000019,0,4.200000286,52.70000076,15.30000019,22.89999962,30.60000038,21.30000114,7.829999924
"16/09/1925",57.29999924,15.5,0,3.799999952,26.70000076,15.40000057,23.10000038,30.89999962,19.5,5.989999771
"16/10/1925",75.09999847,12.40000057,6.269999981,1.700000048,110.2000046,4.599999905,10.80000019,17,10.10000038,10.11999989
"16/11/1925",71.09999847,14,19.11999893,1.600000024,60.40000153,-0.699999988,6.300000191,13.30000019,6.599999905,9.880000114
"16/12/1925",76.5,10.90000057,24.36999893,1.100000024,54.79999924,-3.200000048,2.299999952,7.800000191,5.200000286,10.71999931
"16/01/1926",66.40000153,13,27.5,1.300000072,82.80000305,-6.300000191,0.200000003,6.700000286,3.900000095,14.04999924
"15/02/1926",69.20000458,12.80000019,22.51999855,1.600000024,104.8000031,-3.700000048,2.700000048,9.100000381,4.700000286,13.92000008
"16/03/1926",69.40000153,14.69999981,24.26000023,2.200000048,44.10000229,-3.100000143,4.300000191,11.69999981,5.200000286,9.809999466
"16/04/1926",63.60000229,16.10000038,11.42999935,3.5,47.5,2.299999952,10.30000019,18.39999962,7.099999905,9.069999695
"16/05/1926",53.10000229,16.20000076,0.039999999,4.700000286,62.29999924,9.600000381,17.70000076,25.80000114,11.90000057,9.819999695
"16/06/1926",60.20000076,15.30000019,0,4.400000095,59.90000153,13.19999981,20.80000114,28.5,17.20000076,8.699999809
"16/07/1926",55.90000153,14.80000019,0,4.800000191,115.3000031,17.10000038,24.5,31.89999962,21.5,12.25
"16/08/1926",65.70000458,13.30000019,0,3.799999952,174.4000092,18,24.60000038,31.30000114,24.10000038,14.13999939
"16/09/1926",68.09999847,13.5,0,2.900000095,98.09999847,13.60000038,20.30000114,27.10000038,18.70000076,10.44999981
"16/10/1926",61,14.10000038,2.599999905,2.200000048,83.59999847,6.599999905,13.60000038,20.70000076,11.40000057,9.300000191
"16/11/1926",64.59999847,13.80000019,20.10000038,1.5,109.5,-1.100000024,5.800000191,12.69999981,6.5,12.72999954
"16/12/1926",75.5,10.40000057,25.77999878,0.900000036,79.20000458,-4.5,0.699999988,5.900000095,4.800000191,13.17999935
"16/01/1927",73.20000458,11.5,25.98999977,1.300000072,31.70000076,-4.700000286,1.100000024,6.900000095,4.300000191,9.420000076
"15/02/1927",69.30000305,13.90000057,20.73999977,1.899999976,88.20000458,-2,5,12,5.5,13.5
"16/03/1927",66.59999847,14.30000019,15.25999928,2.600000143,30.5,1,8.100000381,15.30000019,6.700000286,8.099999428
"16/04/1927",67.80000305,13.90000057,8.510000229,3.100000143,147.1000061,3.5,10.40000057,17.39999962,7.800000191,15.43999958
"16/05/1927",75.40000153,13.30000019,0,3.5,60.60000229,10.5,17.10000038,23.80000114,13.69999981,9.960000038
"16/06/1927",60.70000076,15.30000019,0,4.300000191,70.30000305,12.60000038,20.20000076,27.89999962,16.80000114,10.55999947
"16/07/1927",60.79999924,14.5,0,4.5,94.70000458,16.89999962,24.10000038,31.39999962,22,10.75
"16/08/1927",66.40000153,13.40000057,0,3.299999952,66.80000305,14.30000019,21,27.70000076,20.60000038,10.59999943
"16/09/1927",47.60000229,16.20000076,0,3.5,40.29999924,12.40000057,20.5,28.60000038,17.89999962,6.210000038
"16/10/1927",52,16.30000114,2.169999838,2.600000143,174.3000031,6.900000095,15,23.20000076,11.90000057,11.65999985
"16/11/1927",67.90000153,13.40000057,8.269999504,1.899999976,64,3.600000143,10.30000019,17,8.199999809,10.42999935
"16/12/1927",69.30000305,12.10000038,24.36999893,1.200000048,71.5,-3.200000048,2.900000095,9,5.099999905,12.75
"16/01/1928",62,13.60000038,25.77999878,1.600000024,45.90000153,-4.5,2.299999952,9.100000381,4.099999905,10.76000023
"15/02/1928",69.30000305,12.90000057,23.42000008,1.700000048,58.10000229,-3.799999952,2.700000048,9.199999809,4.700000286,10.7699995
"16/03/1928",68.40000153,14.19999981,20.01000023,2.400000095,64.09999847,-0.800000012,6.300000191,13.40000057,5.900000095,11.05000019
"16/04/1928",67.40000153,14.19999981,9.220000267,3.100000143,126,3.200000048,10.30000019,17.39999962,7.700000286,14.7699995
"16/05/1928",62.60000229,15.60000038,0.519999981,3.900000095,48.10000229,8.5,16.30000114,24.10000038,12.5,9.289999962
"16/06/1928",71.40000153,13.69999981,0,4,162.9000092,14.10000038,20.89999962,27.80000114,17.80000114,13.71000004
"16/07/1928",63.5,13.80000019,0,4.400000095,79.80000305,17.5,24.39999962,31.30000114,22.5,10.82999992
"16/08/1928",70,12.69999981,0,3.5,193.6000061,17.39999962,23.70000076,30.10000038,23.39999962,15.40999985
"16/09/1928",68.30000305,12.60000038,0,2.600000143,109.8000031,10.90000057,17.20000076,23.5,15.60000038,10.35999966
"16/10/1928",57.40000153,14.40000057,2.039999962,2.400000095,25.20000076,7,14.19999981,21.39999962,11.60000038,5.019999981
"16/11/1928",71.5,13,12.69999981,1.700000048,35,1.800000072,8.300000191,14.80000019,7.5,7.299999714
"16/12/1928",64.70000458,12.60000038,24.93000031,1.200000048,31.80000114,-3.700000048,2.600000143,8.900000572,5,9.359999657
"16/01/1929",65.40000153,11.60000038,26.57999992,1.200000048,58.29999924,-5.300000191,0.5,6.300000191,4.099999905,12.38999939
"15/02/1929",68.80000305,13.19999981,24.76000023,1.5,74.20000458,-6.200000286,0.400000006,7,3.900000095,12.25999928
"16/03/1929",64.80000305,14.30000019,12.06999969,2.700000048,78.59999847,2.200000048,9.300000191,16.5,7.200000286,12
"16/04/1929",66.90000153,14.90000057,2.960000038,3.700000048,117.9000015,6.300000191,13.69999981,21.20000076,9.300000191,14.98999977
"16/05/1929",67.20000458,14.10000038,0,3.799999952,88.09999847,10,17,24.10000038,13.40000057,11.80000019
"16/06/1929",59.29999924,14.69999981,0,4.5,97.70000458,14.19999981,21.5,28.89999962,18.30000114,13.07999992
"16/07/1929",58,14.60000038,0,4.5,79.70000458,16.20000076,23.5,30.80000114,21.20000076,9.359999657
"16/08/1929",54,15,0,4.099999905,38.10000229,14.90000057,22.39999962,29.89999962,20.10000038,7.779999733
"16/09/1929",54.5,16.20000076,0,3.5,48.70000076,12.60000038,20.70000076,28.80000114,17.30000114,8.300000191
"16/10/1929",59.90000153,15.10000038,5.639999866,2.299999952,187.6999969,4.900000095,12.40000057,20,10.19999981,12.00999928
"16/11/1929",78.30000305,11.10000038,10.92999935,1.5,82.20000458,2.5,8,13.60000038,7.800000191,9.769999504
"16/12/1929",70.30000305,12,24.26000023,1.300000072,49.90000153,-3.100000143,2.900000095,8.900000572,5,10.59999943
"16/01/1930",67,11.80000019,25.25,1.300000072,53.10000229,-4,1.899999976,7.800000191,4.5,12.09999943
"15/02/1930",62.10000229,14.60000038,20.73999977,2.100000143,41.5,-2,5.300000191,12.60000038,5.300000191,9.079999924
"16/03/1930",65.5,14.80000019,20.27000046,2.400000095,52.20000076,-0.900000036,6.5,13.90000057,6,10.34000015
"16/04/1930",64,14.80000019,6.279999733,3.299999952,50.40000153,4.5,11.90000057,19.30000114,8.699999809,10.28999996
"16/05/1930",58.10000229,15.40000057,0,4.400000095,38.40000153,11.40000057,19.10000038,26.80000114,14.69999981,8.18999958
"16/06/1930",50.5,16.10000038,0,5.099999905,74.20000458,14.80000019,22.80000114,30.89999962,19,10.60999966
"16/07/1930",40.90000153,16,0,5.700000286,16.20000076,18.39999962,26.39999962,34.40000153,22.39999962,5.730000019
"16/08/1930",41.29999924,16.5,0,4.700000286,25,15.69999981,23.89999962,32.20000076,21.39999962,5.710000038
"16/09/1930",47.60000229,16.39999962,0,4.099999905,32,15,23.20000076,31.39999962,18.70000076,5.739999771
"16/10/1930",48.10000229,16.80000114,7.149999619,2.600000143,8.900000572,4.200000286,12.60000038,21,9.600000381,3.399999857
"16/11/1930",68.5,13.19999981,16.05999947,1.600000024,30.60000038,0.5,7.099999905,13.69999981,7,6.710000038
"16/12/1930",74.80000305,10.69999981,26.09000015,0.900000036,67.80000305,-4.800000191,0.600000024,6,4.800000191,11.94999981
"16/01/1931",68.59999847,12.30000019,24.93000031,1.399999976,32.5,-3.700000048,2.5,8.699999809,4.700000286,9.590000153
"15/02/1931",66.59999847,12.80000019,21.69999886,1.700000048,41.20000076,-2.900000095,3.5,9.900000572,5,10.07999992
"16/03/1931",82.09999847,10.90000057,21.77000046,1.600000024,86,-1.5,4,9.5,5.900000095,12.55999947
"16/04/1931",64.30000305,15.10000038,7.139999866,3.400000095,73.59999847,4.099999905,11.60000038,19.20000076,8.199999809,11.32999992
"16/05/1931",67.40000153,14.69999981,0,3.900000095,125,10,17.30000114,24.70000076,13.5,14.5
"16/06/1931",56.90000153,15.19999981,0,4.700000286,84,15,22.60000038,30.20000076,19.10000038,10.34999943
"16/07/1931",61.10000229,14.30000019,0,4.700000286,143.4000092,19,26.10000038,33.29999924,24.30000114,12.84999943
"16/08/1931",64.5,13.40000057,0,3.700000048,126.7000046,16.60000038,23.30000114,30,22.5,12.25
"16/09/1931",55.79999924,15.19999981,0,3.700000048,69.59999847,15.19999981,22.80000114,30.39999962,19.30000114,8.559999466
"16/10/1931",46,16.60000038,1.659999967,2.900000095,25,7.300000191,15.60000038,23.89999962,11.69999981,5.230000019
"16/11/1931",60.70000076,14.30000019,6.069999695,2.299999952,13.80000019,4.599999905,11.69999981,18.89999962,8.400000572,5.099999905
"16/12/1931",67.30000305,12,16.8599987,1.5,49.20000076,0.400000006,6.400000095,12.40000057,6.200000286,10.38999939
"16/01/1932",71.09999847,11.19999981,13.92000008,1.600000024,101,1.5,7.099999905,12.69999981,6.800000191,15.71999931
"15/02/1932",64.5,14.19999981,19.19999886,2,60.10000229,-1,6.099999905,13.19999981,5.800000191,11.07999992
"16/03/1932",70.40000153,13,23.32999992,1.899999976,125.9000015,-2.299999952,4.200000286,10.69999981,5.599999905,15.00999928
"16/04/1932",61.20000076,16,8.739999771,3.600000143,47.20000076,3.400000095,11.40000057,19.39999962,7.800000191,9.539999962
"16/05/1932",62.70000076,15.19999981,0,4.099999905,150.8000031,9.900000572,17.5,25.10000038,13.30000019,14.32999992
"16/06/1932",60.29999924,14.80000019,0,4.599999905,90.09999847,15,22.39999962,29.80000114,19,10.57999992
"16/07/1932",53,15.10000038,0,4.900000095,87.80000305,17.30000114,24.80000114,32.40000153,22.30000114,10.46000004
"16/08/1932",44.79999924,16.70000076,0,4.800000191,44.90000153,16.30000114,24.60000038,33,21,6.589999676
"16/09/1932",48.70000076,16,0,3.600000143,40.70000076,12.80000019,20.80000114,28.80000114,17.30000114,6.809999943
"16/10/1932",60.40000153,14,2.309999943,2.299999952,164.4000092,6.800000191,13.80000019,20.80000114,11.40000057,12.46999931
"16/11/1932",64.90000153,13.40000057,18.86999893,1.5,139,-0.600000024,6.099999905,12.80000019,6.5,13.84000015
"16/12/1932",64,12.40000057,24.02999878,1.399999976,66.30000305,-2.900000095,3.299999952,9.5,4.900000095,13.11999989
"16/01/1933",65.80000305,12.40000057,19.75,1.600000024,93.80000305,-0.699999988,5.5,11.69999981,5.700000286,14.39999962
"15/02/1933",66.80000305,13.19999981,22.42000008,1.700000048,48.20000076,-3.600000143,3,9.600000381,4.700000286,10.85999966
"16/03/1933",73.59999847,12.19999981,19.75,2,76.30000305,-0.699999988,5.400000095,11.5,6.099999905,12.02999973
"16/04/1933",66.30000305,14.90000057,5.259999752,3.5,138.1000061,5,12.40000057,19.89999962,8.600000381,15.44999981
"16/05/1933",73.09999847,13.40000057,0,3.799999952,136.5,12.30000019,19,25.70000076,15.30000019,13.86999989
"16/06/1933",53.90000153,16.20000076,0,5,55.10000229,15.10000038,23.20000076,31.30000114,19.5,8.869999886
"16/07/1933",56.5,14.69999981,0,4.599999905,155.9000092,16.60000038,23.89999962,31.30000114,21.70000076,13.96000004
"16/08/1933",65.59999847,13.60000038,0,3.600000143,139.8000031,16.70000076,23.5,30.30000114,23,13.09999943
"16/09/1933",63.79999924,13.80000019,0,3.299999952,77,15.19999981,22.10000038,29,19.89999962,7.629999638
"16/10/1933",49.60000229,16.60000038,5.849999905,2.600000143,49.60000229,4.800000191,13.10000038,21.39999962,10.19999981,7.119999886
"16/11/1933",68.09999847,14,18.1099987,1.600000024,16.20000076,-0.300000012,6.700000286,13.69999981,6.700000286,4.819999695
"16/12/1933",65.59999847,12.40000057,23.55999947,1.399999976,49.79999924,-2.5,3.700000048,9.900000572,5.200000286,11.09999943
"16/01/1934",68.90000153,12.60000038,23.90999985,1.5,32,-2.799999952,3.5,9.800000191,5,9.659999847
"15/02/1934",65.90000153,13.40000057,27.3599987,1.200000048,44.29999924,-10.60000038,-3.900000095,2.799999952,2.900000095,11.30999947
"16/03/1934",63.70000076,15,24.02999878,2.299999952,86,-2.900000095,4.599999905,12.10000038,5.099999905,12.93999958
"16/04/1934",63.5,15.60000038,6.489999771,3.600000143,52.60000229,4.400000095,12.19999981,20,8.400000572,10.21000004
"16/05/1934",61.5,15.60000038,0,4.300000191,95.90000153,10.5,18.30000114,26.10000038,13.60000038,12.05999947
"16/06/1934",58.10000229,15.60000038,0,4.900000095,74.5,16.60000038,24.39999962,32.20000076,21.60000038,10.14999962
"16/07/1934",57.79999924,15,0,4.900000095,86.80000305,19.10000038,26.60000038,34.10000229,25,10.55000019
"16/08/1934",64.5,13.40000057,0,3.600000143,127.8000031,16.20000076,22.89999962,29.60000038,22.5,12.22999954
"16/09/1934",66,12.80000019,0,2.900000095,173.6000061,14.30000019,20.70000076,27.10000038,19.39999962,13.18999958
"16/10/1934",52.10000229,16,4.449999809,2.600000143,23.20000076,5.5,13.5,21.5,10.40000057,5.199999809
"16/11/1934",62,14.40000057,12.96000004,1.899999976,91.70000458,1.700000048,8.900000572,16.10000038,7.400000095,11.84999943
"16/12/1934",70.90000153,11.30000019,24.81999969,1.100000024,83.20000458,-3.600000143,2.100000143,7.800000191,4.900000095,13.63999939
"16/01/1935",69.70000458,12.19999981,27.22999954,1.200000048,116.8000031,-6,0.100000001,6.200000286,3.900000095,16.46999931
"15/02/1935",67.80000305,13.10000038,23.64999962,1.600000024,51.60000229,-4.900000095,1.700000048,8.300000191,4.400000095,10.67999935
"16/03/1935",65.70000458,14.30000019,11.80999947,2.700000048,73.20000458,2.299999952,9.400000572,16.60000038,7.200000286,12.44999981
"16/04/1935",72.80000305,12.90000057,7.139999866,2.900000095,89.59999847,4.099999905,10.5,17,8.199999809,12.46999931
"16/05/1935",67.09999847,14,0.280000001,3.5,81.40000153,8.900000572,15.90000057,22.89999962,13,11.18999958
"16/06/1935",57.5,15.5,0,4.700000286,83.59999847,14.30000019,22,29.80000114,18.60000038,10.88000011
"16/07/1935",67.5,13.90000057,0,4.400000095,83.20000458,18.70000076,25.60000038,32.60000229,24.39999962,10.19999981
"16/08/1935",64.09999847,13.30000019,0,3.700000048,92.40000153,17.39999962,24,30.70000076,23.70000076,10.59999943
"16/09/1935",61.29999924,13.90000057,0,2.900000095,134.8000031,12.30000019,19.20000076,26.20000076,17.39999962,11.38999939
"16/10/1935",47.10000229,16.80000114,3.730000019,2.700000048,65.20000458,5.900000095,14.30000019,22.70000076,10.90000057,7.730000019
"16/11/1935",75.30000305,11.60000038,8.269999504,1.600000024,93,3.600000143,9.400000572,15.19999981,8.400000572,11.84000015
"16/12/1935",78.80000305,9.5,27.04999924,0.800000012,54.70000076,-5.800000191,-1,3.799999952,4.400000095,11.5
"16/01/1936",71.40000153,11,28.47999954,1,112.8000031,-7.5,-2,3.5,3.600000143,16.27000046
"15/02/1936",67.70000458,12.40000057,27.1099987,1.200000048,87.90000153,-8.199999809,-2,4.200000286,3.5,12.71000004
"16/03/1936",68,14,12.32999992,2.799999952,168.4000092,2.100000143,9.100000381,16.10000038,6.700000286,16.15999985
"16/04/1936",67.59999847,14.40000057,8.739999771,3.100000143,59.40000153,3.400000095,10.60000038,17.80000114,8,10.72999954
"16/05/1936",52.90000153,16.89999962,0,4.599999905,38.70000076,10.69999981,19.10000038,27.60000038,14.60000038,8.68999958
"16/06/1936",57,15.60000038,0,4.800000191,75.40000153,14.60000038,22.39999962,30.20000076,18.5,10.11999989
"16/07/1936",50.79999924,15.40000057,0,5.099999905,76.90000153,17.80000114,25.5,33.20000076,23,10.73999977
"16/08/1936",56.79999924,15.10000038,0,4.300000191,74,17.80000114,25.30000114,32.90000153,24.30000114,9.899999619
"16/09/1936",56.60000229,14.80000019,0,3.400000095,62.20000076,14.10000038,21.5,28.89999962,18.89999962,8.609999657
"16/10/1936",62.29999924,14.19999981,0.919999957,2.299999952,109,8,15.10000038,22.20000076,12.60000038,9.569999695
"16/11/1936",68.59999847,13.10000038,16.57999992,1.5,20.89999962,0.300000012,6.800000191,13.40000057,7,5.639999866
"16/12/1936",74.80000305,10.19999981,23.55999947,1.100000024,118.0999985,-2.5,2.600000143,7.700000286,5.300000191,15.57999992
"16/01/1937",74.90000153,10.60000038,16.8599987,1.399999976,166.5,0.400000006,5.700000286,11,6.200000286,19.44999886
"15/02/1937",70.30000305,11.90000057,22.80999947,1.5,81.40000153,-4,2,8,4.800000191,12.50999928
"16/03/1937",70,13.30000019,21.52000046,2.100000143,31.39999962,-1.399999976,5.300000191,12,5.800000191,8.13999939
"16/04/1937",68.70000458,14.19999981,6.489999771,3.200000048,170.8000031,4.400000095,11.5,18.60000038,8.400000572,17.69000053
"16/05/1937",58.70000076,16.10000038,0,4.300000191,72.20000458,10,18,26.10000038,13.5,11.55000019
"16/06/1937",63,14.5,0,4.599999905,140.1000061,16.20000076,23.39999962,30.70000076,20.60000038,13.40999985
"16/07/1937",60.40000153,14.40000057,0,4.5,90.80000305,17.10000038,24.30000114,31.5,22.5,11.34999943
"16/08/1937",65.40000153,14.30000019,0,3.900000095,172.6999969,17.5,24.60000038,31.80000114,24.10000038,13.44999981
"16/09/1937",56.29999924,15.10000038,0,3.100000143,76.5,10.80000019,18.30000114,25.89999962,15.90000057,8.670000076
"16/10/1937",67.30000305,13.30000019,4.449999809,2,208.9000092,5.5,12.10000038,18.80000114,10.69999981,13.22999954
"16/11/1937",67.5,13.69999981,16.31999969,1.600000024,60.40000153,0.400000006,7.200000286,14.10000038,7,9.909999847
"16/12/1937",71.80000305,11.10000038,24.81999969,1.100000024,17.80000114,-3.600000143,2,7.599999905,5,6.739999771
"16/01/1938",71,11.10000038,25.56999969,1.200000048,44.40000153,-4.300000191,1.300000072,6.900000095,4.5,11.34000015
"15/02/1938",69.80000305,12.69999981,19.65999985,1.700000048,36.29999924,-1.5,4.900000095,11.30000019,5.800000191,9.220000267
"16/03/1938",65.30000305,14.80000019,12.59999943,2.799999952,59.60000229,2,9.400000572,16.80000114,7.200000286,10.55000019
"16/04/1938",66.09999847,15,3.609999895,3.600000143,40.5,5.900000095,13.40000057,20.89999962,9.199999809,8.760000229
"16/05/1938",69.59999847,14,0,3.700000048,106,10.40000057,17.39999962,24.39999962,14,11.67999935
"16/06/1938",62.70000076,15.10000038,0,4.400000095,87,14.10000038,21.60000038,29.20000076,18.39999962,11.60999966
