"coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_1SD_clim","variable","month"
0.196634527374838,FALSE,FALSE,-0.0107244296269269,0.374750818213905,0.0118998966835459,0.0252185568464418,"tmx","prev.apr"
0.122693253839495,FALSE,FALSE,-0.0670411733236865,0.303922103406152,0.00825904530378501,0.0157780236967786,"tmx","prev.may"
0.0398440536134955,FALSE,FALSE,-0.152340841168368,0.230737665090593,0.00306738383074435,0.00511405144781873,"tmx","prev.jun"
-0.0334339882212168,FALSE,FALSE,-0.202114242631134,0.144587573642734,-0.00383111657640169,-0.00436709252043034,"tmx","prev.jul"
0.100290268867102,FALSE,FALSE,-0.0935017288945979,0.270908959833706,0.0110222845900771,0.0128841901997369,"tmx","prev.aug"
0.0844310522862474,FALSE,FALSE,-0.138280372487991,0.293413003323308,0.0072070949743453,0.0108304796695961,"tmx","prev.sep"
0.0459765184763786,FALSE,FALSE,-0.148530108900336,0.227644110400729,0.00284062948390071,0.00590539294945153,"tmx","prev.oct"
-0.0681485575778966,FALSE,FALSE,-0.24174565540896,0.111414381495664,-0.00408840992746741,-0.00880970630618232,"tmx","prev.nov"
-0.110765079668308,FALSE,FALSE,-0.281309781419489,0.064743649677889,-0.00599785237600281,-0.0142158229412479,"tmx","prev.dec"
0.0147600936044949,FALSE,FALSE,-0.148166320259203,0.174181219534948,0.000775130000002639,0.00189533188143903,"tmx","curr.jan"
0.0334313441352804,FALSE,FALSE,-0.16997205212469,0.242627905637024,0.00179145290773743,0.00430581896131654,"tmx","curr.feb"
0.120714811135744,FALSE,FALSE,-0.0853045011116246,0.316188937991323,0.00674095854428115,0.0155695207271084,"tmx","curr.mar"
-0.188102982105722,TRUE,FALSE,-0.354266120149356,-0.00493311334820388,-0.011409576847216,-0.024183837845985,"tmx","curr.apr"
0.0916969495164999,FALSE,FALSE,-0.0864463415853104,0.270582411960615,0.00612101919725101,0.011759868258632,"tmx","curr.may"
0.04487341198958,FALSE,FALSE,-0.128360598062456,0.218203374795919,0.00344245955031272,0.00578186132698528,"tmx","curr.jun"
-0.0371551621270226,FALSE,FALSE,-0.221021655642982,0.114503829236564,-0.00426396254254851,-0.00478462927038558,"tmx","curr.jul"
-0.0106479546148013,FALSE,FALSE,-0.208639233846037,0.210266857476658,-0.00116914888036613,-0.00136547309172187,"tmx","curr.aug"
