"(Intercept)","CO2","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-0.0454853009973795,NA,0.0770994895597351,-0.000497468013054949,0.0163623223961071,0.000702934005923381,0.0456129090542415,-0.000914572566878643,10,-32492.0393663947,65004.0823253887,0,0.445383208126397,0.445383208126397,FALSE
0.0365654848396107,-0.000308028920562812,0.0774062331624083,-0.000495652644728081,0.0162786990627212,0.000725921490277367,0.045205563108109,-0.000900731764602456,11,-32491.5043238311,65005.0129588517,0.930633462994592,0.279672233251306,0.725055441377703,FALSE
-0.0385190136712351,NA,0.07711676809606,-0.000497126592866777,0.0208076508758583,NA,0.0439518594615212,-0.000864455626755828,9,-32494.2988057822,65006.6005509158,2.51822552708472,0.126446878847255,0.851502320224958,FALSE
0.0320569164267472,-0.000264211639168265,0.0773803637365633,-0.000495560210142768,0.0208605996813719,NA,0.0435558108758576,-0.000851176468757295,10,-32493.903393406,65007.8103794113,3.7280540226493,0.0690553282605486,0.920557648485506,FALSE
0.165183907065636,NA,0.0770735019910078,-0.000497583633937656,0.0166332762618027,0.000641851923078766,0.0177554495781886,NA,9,-32495.6225018683,65009.2479430879,5.16561769921827,0.0336538076373146,0.954211456122821,FALSE
0.2518823829697,-0.000338621495040129,0.0774109935398358,-0.00049558489933861,0.0165368626217474,0.00066813812864156,0.0177711313216454,NA,10,-32494.974997796,65009.9535881912,5.87126280250959,0.0236485937480246,0.977860049870845,FALSE
0.160984141003691,NA,0.0770906331704949,-0.000497264276013262,0.0206981235358052,NA,0.0176320419534546,NA,8,-32497.515147805,65011.0326470526,6.95032166392775,0.0137876632023611,0.991647713073206,FALSE
0.236763741719904,-0.000296559394600492,0.0773868273357051,-0.000495502775363986,0.0207594615212909,NA,0.0176413370464454,NA,9,-32497.0160926873,65012.035124726,7.95279933728307,0.00835228692679345,1,FALSE
0.448456447910298,NA,0.0770612720136665,-0.000496156746741822,0.0167640497918482,NA,NA,NA,7,-32772.9926745476,65559.9871779652,555.904852576474,8.62042882836104e-122,1,FALSE
0.499694743272833,-0.000200036886976376,0.0772604800924294,-0.000494965594365517,0.0168039939320751,NA,NA,NA,8,-32772.7662401922,65561.5348318271,557.452506438414,3.97612569027824e-122,1,FALSE
0.448322728986754,NA,0.0770615477988457,-0.000496148920373195,0.0168534805938558,-1.40270430523571e-05,NA,NA,8,-32772.9917730469,65561.9858975364,557.903572147763,3.17330948813356e-122,1,FALSE
0.499726029063533,-0.000200112629661371,0.0772605232395796,-0.000494965750024344,0.0167961686266361,1.22973072669543e-06,NA,NA,9,-32772.7662333019,65563.5354059552,559.453080566549,1.46231505860109e-122,1,FALSE
0.27409923865532,NA,0.0770625605827706,-0.000491743064792619,NA,NA,0.0140361249556219,NA,7,-32793.5767349208,65601.1552987117,597.072973322975,9.90797803970363e-131,1,FALSE
0.172931460957492,NA,0.0770755951966978,-0.00049165552311972,NA,NA,0.0274134771574669,-0.00043968923187076,8,-32792.7517850398,65601.5059215223,597.423596133645,8.31473207193162e-131,1,FALSE
0.213473548864816,0.000236146314968788,0.0768270763741857,-0.000493160839881784,NA,NA,0.0140377456298799,NA,8,-32793.2587194898,65602.5197904222,598.437465033545,5.0082895014214e-131,1,FALSE
0.104361666256962,0.000254640505764456,0.0768219719920085,-0.000493180539748865,NA,NA,0.0278381291689351,-0.000453588838028455,9,-32792.3828343794,65602.7686081102,598.68628272153,4.42241353599241e-131,1,FALSE
0.494462108280512,NA,0.077033876961849,-0.000491586589963241,NA,NA,NA,NA,6,-32973.4831660406,65958.9677037113,954.885378322615,1.98613384165008e-208,1,FALSE
0.435663971392192,0.000228989097446652,0.0768064306983746,-0.000492965017054088,NA,NA,NA,NA,7,-32973.185467841,65960.3727645521,956.290439163371,9.83792316717408e-209,1,FALSE
1.77908747670694,-0.00216751658073775,0.025420856236828,NA,0.0163163370415817,0.00068242312532625,0.0436661989082838,-0.000856768742887078,10,-33139.1425539782,66298.2887005557,1294.206375167,4.12467989388249e-282,1,FALSE
1.77427516535308,-0.00212518235203214,0.0254071718978289,NA,0.0206205031082997,NA,0.0421102948484959,-0.000810051032104466,9,-33141.2852169806,66300.5733733127,1296.49104792398,1.31607265033354e-282,1,FALSE
1.98376977833391,-0.0021968940108363,0.0254317196759469,NA,0.0165668894521866,0.000627354075790371,0.0175752780337153,NA,9,-33142.313259158,66302.6294576674,1298.54713227874,4.70767875124627e-283,1,FALSE
1.96902090762882,-0.00215632650826569,0.0254185433183464,NA,0.0205285967257103,NA,0.0174522626124382,NA,8,-33144.1318998626,66304.2661511679,1300.18382577918,2.07684144227422e-283,1,FALSE
1.22496328386228,NA,0.0220822072716937,NA,0.0168681667260484,0.000533997664676686,0.0462349193855645,-0.00094429018059703,9,-33163.0642729501,66344.1314852517,1340.04915986298,4.57884598136317e-292,1,FALSE
1.22965304162161,NA,0.0221232568108188,NA,0.0202420747066089,NA,0.0449735079010522,-0.000906256244645525,8,-33164.3806228263,66344.7635970953,1340.68127170664,3.33806425769196e-292,1,FALSE
1.44259748277022,NA,0.0220439053440819,NA,0.0171527821439071,0.000471022066939156,0.0174771758664221,NA,8,-33166.9177033277,66349.8377580981,1345.7554327094,2.64030823764036e-293,1,FALSE
1.43898460531924,NA,0.0220816611987787,NA,0.0201328380432891,NA,0.0173857910816502,NA,7,-33167.9466620128,66349.8951528956,1345.81282750695,2.56561513414158e-293,1,FALSE
2.22659455003377,-0.00205308101530108,0.0253360255247731,NA,0.0165115415849766,NA,NA,NA,7,-33416.8178755105,66847.6375798911,1843.55525450237,0,1,FALSE
2.22558320830951,-0.00205065239672321,0.0253352710844654,NA,0.0167555814569997,-3.83699844637204e-05,NA,NA,8,-33416.811089947,66849.6245313367,1845.54220594797,0,1,FALSE
1.94155326064886,-0.00163219677978685,0.0251393225119249,NA,NA,NA,0.0138056568583329,NA,7,-33435.8669436009,66885.7357160718,1881.65339068315,0,1,FALSE
1.83684102228741,-0.00161433591620326,0.0251329012375807,NA,NA,NA,0.0270501355112852,-0.000435387129801166,8,-33435.052271985,66886.1068954127,1882.02457002404,0,1,FALSE
1.72078490379179,NA,0.0221613288711285,NA,0.016148021155538,NA,NA,NA,6,-33438.3746266452,66888.7506249205,1884.66829953185,0,1,FALSE
1.71881883075751,NA,0.0221757374781414,NA,0.0173060497978749,-0.000181753597724427,NA,NA,7,-33438.2218245523,66890.4454779746,1886.36315258596,0,1,FALSE
1.42025086044709,NA,0.0226309240799084,NA,NA,NA,0.0294693212393294,-0.000514737889404626,7,-33448.4518095354,66910.9054479409,1906.82312255217,0,1,FALSE
1.53885083836083,NA,0.0226054886328419,NA,NA,NA,0.0138109882359063,NA,6,-33449.5920175033,66911.1854066366,1907.10308124794,0,1,FALSE
2.15902289358199,-0.00163526735803167,0.0251275301627025,NA,NA,NA,NA,NA,6,-33612.0803219969,67236.1620156238,2232.07969023514,0,1,FALSE
1.75546365566162,NA,0.0225925919016999,NA,NA,NA,NA,NA,5,-33625.8131821069,67261.6273439335,2257.54501854482,0,1,FALSE
0.231011754373034,0.00650472867427104,NA,NA,0.0167197283411498,0.000539935319646824,0.0459765936738104,-0.000938275459234169,9,-33685.0228128573,67388.0485650659,2383.96623967723,0,1,FALSE
0.227730094891231,0.00653494002335939,NA,NA,0.0201249902678193,NA,0.0447442860773514,-0.000901270705750678,8,-33686.3603443999,67388.7230402425,2384.64071485382,0,1,FALSE
0.454539038227196,0.00647631644776068,NA,NA,0.0169949976636617,0.000479561340158464,0.0174041384883282,NA,8,-33688.8141629169,67393.6306772765,2389.54835188778,0,1,FALSE
0.443746591682747,0.0065042688229742,NA,NA,0.0200232030043341,NA,0.0173100758668507,NA,7,-33689.8738604806,67393.7495498313,2389.66722444262,0,1,FALSE
0.703968203912879,0.00657963527702972,NA,NA,0.0160234925465623,NA,NA,NA,6,-33957.3871527385,67926.7756771071,2922.69335171842,0,1,FALSE
0.699382984043948,0.00658997653581212,NA,NA,0.0171704612730948,-0.000180340641773135,NA,NA,7,-33957.2376401239,67928.4771091178,2924.39478372914,0,1,FALSE
