"(Intercept)","CO2","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
0.47588716358244,-0.00114998570387131,0.0700703793668711,-0.000420382407518334,0.0158443793380237,0.000651482561787739,0.0412011592195006,-0.000777763804778564,11,-22241.0568484574,44504.1182947762,0,0.740006208496598,0.740006208496598,FALSE
0.469539929963369,-0.00109893139585497,0.0700408716633221,-0.000420348705947059,0.0199272277309788,NA,0.0396146337976474,-0.000729860367941643,10,-22243.5640962495,44507.1320239833,3.01372920712311,0.163988117751028,0.903994326247626,FALSE
0.660545890775941,-0.00117327999717216,0.0700831760787221,-0.000420410444137311,0.0160976229073869,0.000597554816257854,0.0175145927549434,NA,10,-22244.4259304936,44508.8556924716,4.73739769544773,0.0692663853269849,0.973260711574611,FALSE
0.644208794201961,-0.00112488908781805,0.0700552462759991,-0.00042037776146164,0.019847314049217,NA,0.0173969161572511,NA,9,-22246.5458827522,44511.0949003006,6.97660552446177,0.0226091753718703,0.995869886946481,FALSE
0.17888457294245,NA,0.0688746435068697,-0.000426776292064777,0.0161401262687934,0.000575658669371862,0.0421069955283269,-0.000808721867171935,10,-22247.6448937127,44515.2936189098,11.1753241336191,0.00277041328439806,0.998640300230879,FALSE
0.184950010698619,NA,0.068895685605653,-0.00042649399556823,0.0197549026367715,NA,0.0406623401563848,-0.00076495922383303,9,-22249.6113265946,44517.2257879855,13.1074932093397,0.00105433682919007,0.999694637060069,FALSE
0.364785926409208,NA,0.0688628790616407,-0.000426941273218919,0.0164098177167811,0.000517945405100489,0.0174767563416113,NA,9,-22251.2879452387,44520.5790252736,16.4607304974706,0.000197166511204709,0.999891803571274,FALSE
0.361172422892322,NA,0.0688824840852169,-0.000426677699240932,0.0196667291519494,NA,0.017375589691062,NA,8,-22252.8883589868,44521.7792257669,17.6609309907362,0.000108196428725876,1,FALSE
0.90688448601872,-0.00102881041601152,0.0698471950878327,-0.000419439845837626,0.0158163479936802,NA,NA,NA,8,-22598.0692511149,45212.1410100231,708.022715246916,1.33062664731551e-154,1,FALSE
0.904575298138362,-0.00102273550231845,0.069843821461495,-0.000419436103692609,0.0162996409740926,-7.64605021278355e-05,NA,NA,9,-22598.0347555232,45214.0726458426,709.954351066473,5.06531930858056e-155,1,FALSE
0.604047773421885,-0.000532673957945617,0.0694093949316313,-0.000418271491403538,NA,NA,0.013858130298559,NA,8,-22599.4394777804,45214.8814633541,710.763168577891,3.38044859861835e-155,1,FALSE
0.513241992233651,-0.000518110882238832,0.0694005079278417,-0.000418247715193014,NA,NA,0.0253958805797754,-0.000379261826314282,9,-22598.6444532697,45215.2920413356,711.173746559456,2.75307765009253e-155,1,FALSE
0.469533756282929,NA,0.0688546281612297,-0.000421285369527471,NA,NA,0.0138643401362136,NA,7,-22600.8695982752,45215.7411470223,711.622852246175,2.19936039386042e-155,1,FALSE
0.378229865709601,NA,0.068861135695124,-0.000421173119171965,NA,NA,0.0259549250268585,-0.000397439596759216,8,-22599.9956283993,45215.9937645919,711.875469815714,1.93839013888274e-155,1,FALSE
0.647611567488746,NA,0.0687771080845741,-0.000425212951514877,0.0156554063238422,NA,NA,NA,7,-22603.364301118,45220.730552708,716.612257931803,1.81493351866372e-156,1,FALSE
0.646133214923199,NA,0.068782722188887,-0.000425141094496715,0.0165741937628715,-0.000145071474116672,NA,NA,8,-22603.2395271738,45222.481562141,718.363267364824,7.56195091692155e-157,1,FALSE
1.97245389677948,-0.00257458644502519,0.0247533716454418,NA,0.0157798129593539,0.000640439577836552,0.0408273874867983,-0.000770026251729655,10,-22648.3520290287,45316.7078895418,812.589594765646,2.6160547811024e-177,1,FALSE
1.96559144405558,-0.00252274368918502,0.0247289664195702,NA,0.019791461333613,NA,0.0392655228437485,-0.00072288605948256,9,-22650.7970870237,45319.5973088436,815.479014067481,6.16903742134842e-178,1,FALSE
2.15540971803175,-0.00259795365726474,0.0247628631760719,NA,0.0160330278626662,0.000587007977990905,0.0173785998839168,NA,9,-22651.6836151014,45321.3703649991,817.252070222959,2.5421615892323e-178,1,FALSE
2.13876895263239,-0.00254887515052841,0.0247398490276361,NA,0.0197145793187433,NA,0.0172621904263021,NA,8,-22653.7480574487,45323.4986226907,819.380327914521,8.7711768316806e-179,1,FALSE
1.33661116414503,NA,0.0206742190950593,NA,0.0164072645874687,0.000481811901119908,0.0426723260975443,-0.000833312345440763,9,-22678.5155887409,45375.0343122781,870.916017501942,5.65229815152129e-190,1,FALSE
1.34107210876958,NA,0.02071838029235,NA,0.0194308624543853,NA,0.04146388523419,-0.000796723664122232,8,-22679.9043879438,45375.811283681,871.692988904804,3.83272682074521e-190,1,FALSE
1.52851130222832,NA,0.0206442432208407,NA,0.0166875086320305,0.000422405890212967,0.0172954503187696,NA,8,-22682.4146781095,45380.8318640123,876.713569236133,3.11388592825186e-191,1,FALSE
1.52501239890912,NA,0.0206844062139696,NA,0.0193418844461887,NA,0.0172124061188237,NA,7,-22683.487807219,45380.9775649099,876.859270133733,2.89510387739465e-191,1,FALSE
0.830404739136209,-0.000557920200893624,0.0693426615742514,-0.000417696590401571,NA,NA,NA,NA,7,-22829.3221416349,45672.6462337418,1168.52793896561,1.3384971232285e-254,1,FALSE
0.689531556292438,NA,0.0687637335407196,-0.000420861173271194,NA,NA,NA,NA,6,-22830.884679668,45673.7708221645,1169.65252738838,7.62809633152156e-255,1,FALSE
2.39511500817202,-0.00244333282206133,0.02461588222365,NA,0.0156534264554883,NA,NA,NA,7,-23003.0127668877,46020.0274842473,1515.90918947117,0,1,FALSE
2.39241504269522,-0.00243622328641735,0.0246125957343231,NA,0.01619962937109,-8.64439450383991e-05,NA,NA,8,-23002.9682708681,46021.9390495295,1517.82075475334,0,1,FALSE
2.09206227480765,-0.00195549317254939,0.0243438783788069,NA,NA,NA,0.0136995612825428,NA,7,-23004.4131630611,46022.8282765942,1518.709981818,0,1,FALSE
1.9997198143022,-0.00194050479144396,0.02433768995709,NA,NA,NA,0.0254165234712733,-0.000385184991275781,8,-23003.585976788,46023.1744613694,1519.05616659319,0,1,FALSE
1.51686258384955,NA,0.0212410209624716,NA,NA,NA,0.0273330915865489,-0.000447661321198845,7,-23020.9119525814,46055.8258556348,1551.70756085865,0,1,FALSE
1.61998628507218,NA,0.0212202381102764,NA,NA,NA,0.0137157455210925,NA,6,-23022.0294671299,46056.0603970882,1551.94210231207,0,1,FALSE
1.8060062042533,NA,0.0207283622640264,NA,0.0153053509301357,NA,NA,NA,6,-23030.3143048412,46072.6300725109,1568.5117777347,0,1,FALSE
1.8032595423551,NA,0.020750940981881,NA,0.0168187176498957,-0.00023906759590249,NA,NA,7,-23029.9726626634,46073.9472757988,1569.8289810226,0,1,FALSE
0.538764557986495,0.005798941865645,NA,NA,0.016335724295768,0.000480007560198509,0.0422491631015193,-0.000821516574339764,9,-23121.5881347154,46261.1794042271,1757.06110945091,0,1,FALSE
0.534557036318305,0.00583198905127816,NA,NA,0.0193425278273961,NA,0.0410774061868983,-0.000786146066216019,8,-23122.9556906618,46261.9138891169,1757.79559434074,0,1,FALSE
0.73343024291922,0.00577725467818577,NA,NA,0.0166063839036732,0.000422947264746409,0.0172326093575865,NA,8,-23125.3628303483,46266.7281684898,1762.60987371366,0,1,FALSE
0.722280483209394,0.00580735127906742,NA,NA,0.0192590640744265,NA,0.0171487656585518,NA,7,-23126.429921299,46266.86179307,1762.74349829387,0,1,FALSE
2.31339648260841,-0.00197454425823068,0.024323782499577,NA,NA,NA,NA,NA,6,-23231.4098937287,46474.8212502858,1970.70295550967,0,1,FALSE
1.83681259226676,NA,0.0211729429032829,NA,NA,NA,NA,NA,5,-23249.3165311834,46508.634107226,2004.51581244988,0,1,FALSE
2.47466409308712,NA,NA,NA,0.014096364831559,0.00102863009505034,0.0355296055691076,-0.000594348900456848,8,-23406.2976906335,46828.5978890603,2324.47959428417,0,1,FALSE
2.61037903055583,NA,NA,NA,0.0142985249552484,0.000986077611365546,0.0174313745394991,NA,7,-23408.2890515197,46830.5800535114,2326.46175873525,0,1,FALSE
2.48936055567635,NA,NA,NA,0.0205503194940174,NA,0.0329300789737296,-0.000515649889352801,7,-23412.6595660249,46839.3210825217,2335.20278774553,0,1,FALSE
