"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-5.12574320650305,0.1389983135597,-0.0131233598723508,0.0140177286444785,-9.94065353935594e-05,0.892455497702789,-0.0574735705109082,10,-94.2116371630163,208.477090372999,0,0.746145387408424,0.746145387408424,FALSE
-4.8078943566025,NA,NA,0.0139194855569183,-9.85196496021182e-05,0.891336298901065,-0.0574152295431146,8,-97.7517803601731,211.538768544307,3.06167817130773,0.16143157761135,0.907576965019774,FALSE
-4.70437495703868,-0.0163783249088512,NA,0.0139370867658378,-9.86346105866354e-05,0.891682961528722,-0.0574372749237267,9,-97.3050791416481,212.654178826216,4.17708845321678,0.0924230349795869,0.999999999999361,FALSE
-4.89753123399693,0.131106298538517,-0.0124239947156271,0.00369229052057549,NA,0.909175053456697,-0.0587951808100284,9,-123.391491631528,264.827003805976,56.3499134329765,4.3310702568498e-13,0.999999999999794,FALSE
-4.60171149019342,NA,NA,0.00368566823984074,NA,0.908067794584976,-0.0587351225087321,7,-126.594634380666,267.216645930729,58.7395555577294,1.31126670654614e-13,0.999999999999925,FALSE
-4.49841840263663,-0.0162951298067255,NA,0.00369149088469653,NA,0.908406005041156,-0.0587568013746595,8,-126.15496454286,268.345136909682,59.8680465366822,7.4583426532972e-14,1,FALSE
-5.00544733325426,0.136507545636301,-0.0126250423429704,NA,NA,0.97974395890074,-0.0634823567687554,8,-200.167761624538,416.370731073037,207.893640700037,5.3615822060972e-46,1,FALSE
-4.68170923268613,NA,NA,NA,NA,0.978117329092553,-0.063394554229857,6,-203.46111101878,418.942749896797,210.465659523798,1.48178835657623e-46,1,FALSE
-4.59490514423522,-0.0137973815232129,NA,NA,NA,0.978617999848054,-0.0634255096534165,7,-203.13178277139,420.290942712177,211.813852339177,7.55144089938283e-47,1,FALSE
-1.50362889998031,0.140190609384578,-0.0134886828329787,0.016020136889177,-0.000112886914315642,-0.0311266303738823,NA,9,-246.339373851677,510.722768246274,302.245677873275,1.74184063878231e-66,1,FALSE
-1.19647856612286,NA,NA,0.0159053291392684,-0.000111902929441785,-0.0314177426417774,NA,7,-250.44495817116,514.917293511716,306.440203138716,2.1388426238666e-67,1,FALSE
-1.0734135734417,-0.0192717042329447,NA,0.0159286834924687,-0.000112038844725866,-0.0313935829132078,NA,8,-249.794108945898,515.623425715757,307.146335342758,1.5026027193927e-67,1,FALSE
-1.80960695161807,0.148859979433292,-0.0143819577491801,0.0175740098205017,-0.000126078602466791,NA,NA,8,-270.126473352566,556.288154529093,347.811064156093,2.22131681739282e-76,1,FALSE
-1.48915617673404,NA,NA,0.017466658736699,-0.00012512778860634,NA,NA,6,-274.814250502248,561.649028863733,353.171938490734,1.52233921131793e-77,1,FALSE
-1.35753481422609,-0.0205637395498789,NA,0.0174902005213387,-0.000125268216712177,NA,NA,7,-274.072864596434,562.173106362264,353.696015989264,1.1714114127206e-77,1,FALSE
-1.15063990171147,0.131929288352935,-0.0127698413911867,0.00431145799554566,NA,-0.0362518187662824,NA,8,-280.448111904205,576.93143163237,368.454341259371,7.31105140412623e-81,1,FALSE
-0.86740656665915,NA,NA,0.00429810849509399,NA,-0.0364998329325514,NA,6,-284.188988713613,580.398505286464,371.921414913464,1.29155932480377e-81,1,FALSE
-0.743713049042369,-0.0193201648658875,NA,0.00430771474164367,NA,-0.0364770176373251,NA,7,-283.53783787985,581.103052929097,372.625962556098,9.08079313968047e-82,1,FALSE
-1.46500457859438,0.141092385402847,-0.0137336044262166,0.0045317655818245,NA,NA,NA,7,-312.673638459186,639.374654087768,430.897563714769,2.01653779005879e-94,1,FALSE
-1.16798873516572,NA,NA,0.0045222299001203,NA,NA,NA,5,-317.029898104012,644.074455382225,435.597365009225,1.92334627643028e-95,1,FALSE
-1.03373691336322,-0.0209235289585052,NA,0.00453164777616551,NA,NA,NA,6,-316.265832235384,644.552192330005,436.075101957005,1.51467068765991e-95,1,FALSE
-0.928121582811662,0.136572067082511,-0.01274426739534,NA,NA,-0.0417151470211741,NA,7,-375.866854284257,765.76108573791,557.283995364911,7.24671928717869e-122,1,FALSE
-0.61372658155362,NA,NA,NA,NA,-0.0420544561314094,NA,5,-379.48843773427,768.991534642739,560.51444426974,1.44098138947111e-122,1,FALSE
-0.516444454136027,-0.0151593128421516,NA,NA,NA,-0.0420181633236397,NA,6,-379.068632350049,770.157792559335,561.680702186335,8.0428261821817e-123,1,FALSE
-1.27923380379432,0.148580617812273,-0.0140238910058616,NA,NA,NA,NA,6,-416.153048882072,844.326625623381,635.849535250382,6.30741226939771e-139,1,FALSE
-0.947322968309772,NA,NA,NA,NA,NA,NA,4,-420.658111934466,849.325994264634,640.848903891634,5.17907394332758e-140,1,FALSE
-0.834306989459789,-0.0175525835844431,NA,NA,NA,NA,NA,5,-420.089685542323,850.194030258847,641.716939885847,3.35552508966122e-140,1,FALSE
