"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","Year","df","logLik","AICc","delta","weight","cw"
25.6444453783597,-0.0620928534822506,NA,0.00675520999845443,-4.1636227621395e-05,-0.0671035807786965,-0.00195610532407923,-0.0138719524532372,10,-126.034194593525,272.094629645066,0,0.723579074611084,0.723579074611084
25.6473856573638,-0.0679758022642253,0.000611210115926093,0.00675586396060705,-4.16405577751842e-05,-0.067114312890734,-0.00195636220026509,-0.0138681955865121,11,-126.006981624607,274.045455555071,1.95082591000522,0.27281581022289,0.996394884833975
33.3892813160573,NA,NA,0.00673575574885753,-4.15038808404994e-05,-0.0669660913389298,-0.00195289646991305,-0.017958826049072,9,-132.338439610841,282.69834612687,10.6037164818048,0.00360510751357493,0.999999992347549
26.093928032508,-0.0620565444940556,NA,0.00643655320023462,-3.85617009920329e-05,-0.00266216761837308,NA,-0.0138325561831089,9,-145.74833618198,309.518139269147,37.4235096240813,5.40846641597207e-09,0.999999997756016
26.0974436562298,-0.0673280882936088,0.000547923647028198,0.00643710389435438,-3.85652319503165e-05,-0.00266422180954654,NA,-0.0138296050819072,10,-145.726198463577,311.478637385169,39.3840077401037,2.02935198436466e-09,0.999999999785368
26.2475741065056,-0.0616019174681917,NA,0.0062076451845747,-3.71325618190488e-05,NA,NA,-0.0138854039007667,8,-150.42521584417,316.867603164611,44.7729735195453,1.37138163703938e-10,0.999999999922506
26.2509124035325,-0.0660044771300624,0.00045776992834057,0.00620795696292899,-3.71345842133138e-05,NA,NA,-0.0138831281141489,9,-150.40973382994,318.840934565067,46.7463049200018,5.11275357216546e-11,0.999999999973634
33.8323568256007,NA,NA,0.00641716663813063,-3.84313679547396e-05,-0.00262928890480788,NA,-0.0179165519230146,8,-152.103301894815,320.223775265899,48.1291456208337,2.56079502825535e-11,0.999999999999241
33.9276281949232,NA,NA,0.0061910751227104,-3.7019710510137e-05,NA,NA,-0.0179389463043742,7,-156.692025308213,327.397404616665,55.3027749715998,7.08991448271943e-13,0.99999999999995
25.6661608957518,-0.0619616229580216,NA,0.00178635875710458,NA,-0.0587887916263542,-0.00172246399182512,-0.0137772792638849,9,-157.672288696231,333.366044297649,61.2714146525836,3.58564556334505e-14,0.999999999999986
25.6688342474357,-0.0671039571992853,0.000534173068744711,0.00178647894665364,NA,-0.0587974998319449,-0.00172266947566253,-0.0137740348187335,10,-157.651445084386,335.329130626787,63.2345009817218,1.34365749115005e-14,1
33.3890663805951,NA,NA,0.00178263019169022,NA,-0.0586724873526977,-0.00171986158214713,-0.0178530161449603,8,-163.959754779982,343.936681036234,71.8420513911688,1.81627980870477e-16,1
26.0656575278199,-0.0619291053898535,NA,0.00182925332526163,NA,-0.00208512860450949,NA,-0.0137493346042352,8,-172.97419290158,361.96555727943,89.8709276343643,2.20933728246604e-20,1
26.0687187690474,-0.0665825551361398,0.000483503161539606,0.00182936712394861,NA,-0.00208690019076882,NA,-0.0137466980942519,9,-172.956938359712,363.935343624611,91.8407139795458,8.25141349811004e-21,1
26.1884353964087,-0.0615703656724642,NA,0.00178333628097839,NA,NA,NA,-0.0137938293070776,7,-175.846594578925,365.706543158088,93.6119135130226,3.4034334218292e-21,1
26.1914327772314,-0.0655576153042912,0.00041449438942047,0.00178340041076336,NA,NA,NA,-0.0137917494423613,8,-175.833893782281,367.684959040832,95.5903293957663,1.26563859206535e-21,1
33.783291447669,NA,NA,0.00182538084758792,NA,-0.0020536009927479,NA,-0.0178226897304018,7,-179.305153100944,372.623660202127,100.529030557061,1.07123407286072e-22,1
33.8599361187587,NA,NA,0.00178016732548381,NA,NA,NA,-0.0178431453590045,6,-182.107661816739,376.22533793963,104.130708294564,1.76925321876443e-23,1
-0.953546878701873,-0.209769155754097,NA,0.00669392777645102,-4.12681850468757e-05,-0.0678605851041541,-0.00197480760167712,NA,9,-186.706324888772,391.434116682731,119.339487037665,8.81547365880299e-27,1
-0.951269906114471,-0.211308340005191,0.000172564346532254,0.0066939700785948,-4.12684135329658e-05,-0.0678644277527568,-0.00197490815556426,NA,10,-186.704718194018,393.435676846051,121.341047200985,3.24050268032816e-27,1
-0.42058435634304,-0.209848814415795,NA,0.00637118913331211,-3.81590932452432e-05,-0.00280461068668041,NA,NA,8,-206.71186078414,429.440893044551,157.346263399485,4.92242409165245e-35,1
-0.420137925558917,-0.210145363052264,3.31912468853944e-05,0.00637119351406684,-3.81591025707784e-05,-0.0028047127944158,NA,NA,9,-206.71180021219,431.445067329567,159.350437684502,1.80708304549099e-35,1
-0.365742257248196,-0.209907237714626,NA,0.00612932199173271,-3.66485399895245e-05,NA,NA,NA,7,-211.881704133819,437.776762267876,165.682132622811,7.6219838611613e-37,1
-0.366795496541718,-0.209220904945841,-7.63858452726816e-05,0.00612933046147209,-3.66486198245958e-05,NA,NA,NA,8,-211.881380398343,439.779932272956,167.68530262789,2.79953038230016e-37,1
-0.751490415609502,-0.208720842452089,NA,0.00176875901996848,NA,-0.0596059219504458,-0.00174282527825485,NA,8,-217.660607303089,451.338386082448,179.243756437382,8.65364013038173e-40,1
