"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
0.231991697406943,-0.0280641254916926,NA,0.710227727353123,-0.222027574868791,0.00636666569982827,NA,NA,8,1058.25199627414,-2100.49467698351,736.629413472747,8.0560935120394e-161,1
0.20640056601409,-0.0250043780614066,-7.07956018402536e-05,0.710216784877193,-0.222012208947437,0.00636880519423163,NA,NA,9,1058.45853158689,-2098.90541796449,738.218672491772,3.63932874375675e-161,1
24.8264732243812,NA,NA,NA,NA,0.00494990472747047,NA,-0.0125167970728275,6,1036.58456499606,-2061.16369661567,775.960393840595,2.32012096203657e-169,1
0.511608845160695,-0.0275042714109048,NA,-0.0800878082982311,NA,0.0805078247134782,-0.0032952728300108,NA,8,1035.27908968294,-2054.54886380112,782.575226655139,8.49411101690509e-171,1
0.494293237216812,-0.0254201371733687,-4.81237647226832e-05,-0.0800664770069245,NA,0.0804691816965144,-0.00329348641793171,NA,9,1035.37789883464,-2052.74415245999,784.379937996275,3.44532221492957e-171,1
-0.550983576196742,NA,NA,0.559818581673763,-0.176825708939319,0.0580391425381217,-0.00230227757405756,NA,8,1019.1894571134,-2022.36959866205,814.754491794211,8.73935320798849e-178,1
0.275284342502784,-0.027659252944533,NA,0.727846191003105,-0.224335442479425,NA,NA,NA,7,1012.03548417017,-2010.06372336977,827.060367086489,1.85905579756271e-180,1
0.252715111310378,-0.0249649646103016,-6.22832707235714e-05,0.727842866627751,-0.224322733006263,NA,NA,NA,8,1012.1980468145,-2008.38677806425,828.737312392008,8.03800697154387e-181,1
24.5746038002865,NA,NA,NA,NA,NA,NA,-0.012359144894943,5,1009.15425738055,-2008.30463402893,828.819456427328,7.71455763361627e-181,1
-0.394037498068587,NA,NA,0.706205709168314,-0.220646694290431,0.0063257969363527,NA,NA,7,979.91477458294,-1945.82230419531,891.30178626095,2.0866302366178e-194,1
-0.0988891204478527,NA,NA,-0.0793488692708471,NA,0.0793173216447347,-0.00324461312427997,NA,7,954.695307868627,-1895.38337076669,941.740719689574,2.32686006332339e-205,1
0.947304440708851,-0.0277730761018509,NA,-0.0992947833895897,NA,0.00651874066807767,NA,NA,7,949.563893311497,-1885.12054165243,952.003548803835,1.37475478259282e-207,1
0.923163099140799,-0.0249023672217147,-6.63339489565392e-05,-0.0992510245473146,NA,0.00652079857279661,NA,NA,8,949.749349543665,-1883.48938352257,953.634706933688,6.08168261360032e-208,1
0.290465427250338,-0.0275532097868641,NA,NA,NA,0.0977583379698034,-0.00412794179201895,NA,7,945.34649719864,-1876.68574942671,960.43834102955,2.02597172247617e-209,1
0.270927744523535,-0.0251959933249824,-5.44053624310404e-05,NA,NA,0.0977086167820958,-0.00412563322054426,NA,8,945.473643448786,-1874.93797133282,962.186119123446,8.45489441552998e-210,1
-0.342070119849086,NA,NA,0.723916912725287,-0.222999457836985,NA,NA,NA,6,932.764903140574,-1853.52437290469,983.599717551568,1.89323433031929e-214,1
0.999146515441037,-0.0273521353134846,NA,-0.0898718909101103,NA,NA,NA,NA,6,901.934476109993,-1791.86351884353,1045.26057161273,7.72182645669054e-228,1
0.978100799877623,-0.0248529072166802,-5.76997386534221e-05,-0.0898305894994605,NA,NA,NA,NA,7,902.07728957686,-1790.14733418315,1046.97675627311,3.27382358385914e-228,1
0.323054818789591,NA,NA,-0.0981881281198606,NA,0.006480363003463,NA,NA,6,869.023590289566,-1726.04174720268,1111.08234325359,3.93281873908274e-242,1
-0.318469296090482,NA,NA,NA,NA,0.0963670061945542,-0.00406777307509487,NA,6,863.43718366191,-1714.86893394737,1122.2551565089,1.47420662471226e-244,1
0.384090419437599,NA,NA,-0.0888301071169803,NA,NA,NA,NA,5,820.34327512981,-1630.68266952745,1206.44142092881,7.7222403326121e-263,1
0.80040108326259,-0.0279117229117037,NA,NA,NA,0.0046102463511399,NA,NA,6,804.566147908758,-1597.12686244106,1239.9972280152,3.99201704497373e-270,1
0.771005840110329,-0.0244108309795086,-8.08673711381192e-05,NA,NA,0.00461383307643797,NA,NA,7,804.842754345933,-1595.6782637213,1241.44582673496,1.93478704921914e-270,1
0.848313636195654,-0.0275992534916581,NA,NA,NA,NA,NA,NA,5,780.521810401064,-1551.03974006996,1286.0843503863,3.92193977752806e-280,1
0.821559480850875,-0.0244132345862701,-7.35442854987964e-05,NA,NA,NA,NA,NA,6,780.753489417417,-1549.50154545838,1287.62254499788,1.81754932107133e-280,1
0.174911687508266,NA,NA,NA,NA,0.00459838574859392,NA,NA,5,722.499050461323,-1434.99422019048,1402.12987026578,2.48048413717086e-305,1
0.229738711485046,NA,NA,NA,NA,NA,NA,NA,4,697.751279384014,-1387.49997178058,1449.62411867569,1.20584490049837e-315,1
