"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
64.1290842374979,-0.103322404145543,0.00776636601653206,-0.13927708698984,NA,0.153590503146827,-0.00790115757165078,-0.033238554837501,10,-6141.13215536344,12302.3085585145,0,0.719540078497926,0.719540078497926
64.123687171762,-0.103254255463862,0.00776390664891466,-0.0551678298852937,-0.0233199062828516,0.150228383120965,-0.007752815802054,-0.0332644374963069,11,-6141.1113391716,12304.2757863698,1.96722785526617,0.26907719276996,0.988617271267886
64.1737198619094,-0.0991370469101978,0.00761466343155435,NA,NA,0.191568410242075,-0.00967955017721975,-0.0334945390205771,9,-6146.35131553786,12310.7388265312,8.43026801668748,0.0106278532474426,0.999245124515328
65.5077603223189,-0.10385027383181,0.00782566125661504,0.485971628528743,-0.186243137691096,-0.0252248308247231,NA,-0.033706787409585,10,-6148.6968808086,12317.4380094048,15.1294508903156,0.000373023739303399,0.999618148254632
65.8007922781615,-0.104573853528214,0.00785865772271199,-0.193973785042801,NA,-0.0251791511570526,NA,-0.0335457742555617,9,-6150.22278781388,12318.4817710832,16.1732125687267,0.000221353555679844,0.999839501810312
66.3793014403845,0.066198616812419,NA,-0.1341241012455,NA,0.155925484494866,-0.00800738205186293,-0.0347942421879157,9,-6150.88201190475,12319.800219265,17.4916607504565,0.000114495684438806,0.99995399749475
66.3722523404729,0.0662155672294652,NA,-0.0374003166394258,-0.0268192470434757,0.152060960575277,-0.00783685586004861,-0.0348234375481443,10,-6150.8543709993,12321.7529897862,19.4444312717169,4.31271129961342e-05,0.999997124607747
66.3619442367315,0.0669686670963549,NA,NA,NA,0.192438734181277,-0.00971737570877075,-0.0350020270356864,8,-6155.74722698635,12327.5234045155,25.2148460010303,2.4083563599421e-06,0.999999532964106
53.1205476917201,NA,NA,-0.136197485046192,NA,0.15740215580918,-0.0080805998321384,-0.027717207838513,8,-6157.92634112921,12331.8816328012,29.5730742867399,2.72485565656823e-07,0.999999805449672
53.1105346183128,NA,NA,-0.0445318283439518,-0.0254171698558275,0.153740581622179,-0.00791902736375681,-0.0277431022283438,9,-6157.90153779592,12333.8392710473,31.5307125327963,1.02387692976428e-07,0.999999907837365
67.7857162566215,0.0669436886052646,NA,0.509208928698567,-0.191360156909678,-0.0252712717648595,NA,-0.0352810114719908,9,-6158.63111402872,12335.2984235129,32.9898649984025,4.93624634811223e-08,0.999999957199829
68.0962846775751,0.0669330470923421,NA,-0.189331396443128,NA,-0.0252233744783344,NA,-0.0351221964324457,8,-6160.24790296222,12336.5247564673,34.2161979527755,2.67363432326301e-08,0.999999983936172
66.4444860033159,-0.0985614248882522,0.00765669026885161,NA,NA,-0.0286385664356079,NA,-0.0340429278359748,8,-6161.25887339135,12338.5466973255,36.2381388110243,9.72843830751743e-09,0.99999999366461
52.9387498230236,NA,NA,NA,NA,0.194506092171387,-0.00981835377629383,-0.027840816255891,7,-6162.94060572037,12339.9037240036,37.5951654890559,4.93592475062447e-09,0.999999998600535
66.8161266053858,-0.103516734205534,0.00785552837241124,0.440398250328918,-0.183068621779413,NA,NA,-0.0344896545862798,9,-6162.80187538208,12343.6399462196,41.331387705126,7.62181115953777e-10,0.999999999362716
67.1013900314744,-0.104221934127549,0.00788760244967995,-0.227912737401198,NA,NA,NA,-0.0343297596894775,8,-6164.26576950158,12344.560489546,42.2519310314838,4.81021779758504e-10,0.999999999843738
54.3900718573747,NA,NA,0.507653750041607,-0.191647985500209,-0.0254483613286033,NA,-0.0281260262988086,8,-6165.83481276466,12347.6985760721,45.3900175576437,1.0017005444644e-10,0.999999999943908
54.7040567898011,NA,NA,-0.19192495162539,NA,-0.0254002076906049,NA,-0.0279685356145983,7,-6167.45478716866,12348.9320869001,46.6235283856477,5.40610450609148e-11,0.999999999997969
68.6376368548166,0.0683758448184041,NA,NA,NA,-0.028591898604261,NA,-0.0355525407932144,7,-6170.81052967128,12355.6435719054,53.3350133908789,1.88583627464885e-12,0.999999999999855
69.0954213418502,0.0678768466715552,NA,0.463589910173563,-0.188154783692031,NA,NA,-0.0360661723537703,8,-6172.85066695628,12361.7302844554,59.4217259408779,8.99065118772489e-14,0.999999999999945
69.3978908648466,0.0678647709956724,NA,-0.223201212931815,NA,NA,NA,-0.0359083010944154,7,-6174.40264723272,12362.8278070283,60.5192485137559,5.19358387783249e-14,0.999999999999997
54.948445767103,NA,NA,NA,NA,-0.0288193381087033,NA,-0.0282425491821243,6,-6178.30378553074,12368.6244520904,66.3158935759293,2.86247477325038e-15,0.999999999999999
68.0921713046066,-0.096900330396676,0.00764843875606576,NA,NA,NA,NA,-0.0350584055470633,7,-6179.74929275693,12373.5210980767,71.2125395621733,2.47427804845638e-16,1
55.5179295939505,NA,NA,0.461664796359499,-0.188419479745793,NA,NA,-0.0288147231219016,7,-6180.24333367391,12374.5091799106,72.2006213961395,1.50969514375678e-16,1
55.8240773771686,NA,NA,-0.226079355652577,NA,NA,NA,-0.0286583544529051,6,-6181.79794705516,12375.6127751393,73.3042166247706,8.69453978378159e-17,1
70.2627521392849,0.0697669335969759,NA,NA,NA,NA,NA,-0.0365554478775264,6,-6189.31902108134,12390.6549231916,88.3463646771288,4.70853335704249e-20,1
56.3002774756183,NA,NA,NA,NA,NA,NA,-0.0291007618135958,5,-6197.09397986943,12404.200015194,101.891456679456,5.39021756242435e-23,1
1.04509791575311,-0.359951366466569,0.00972348699849196,-0.154691074111831,NA,0.166862842240113,-0.00863141068540609,NA,9,-6228.51561618227,12475.06742782,172.7588693055,2.20263821397019e-38,1
1.12972479020784,-0.359804795293123,0.00972945676580586,-0.28504918585788,0.036151684443263,0.172050337243339,-0.00886030756946343,NA,10,-6228.46544704797,12476.9751418836,174.666583369057,8.48571270722995e-39,1
0.553153203767699,-0.356804496230088,0.00953245445378723,NA,NA,0.209042878777278,-0.0106080185322546,NA,8,-6234.9922480816,12486.013446706,183.704888191527,9.24794778704463e-41,1
2.23742047010329,-0.364367627525463,0.00984958595336908,-0.214177608759307,NA,-0.028375218240459,NA,NA,8,-6239.36981673995,12494.7685840227,192.460025508228,1.16115836885219e-42,1
1.75916196844998,-0.364497993760273,0.00981116261395146,0.328737392712546,-0.148762641991381,-0.0284153715564507,NA,NA,9,-6238.39528462967,12494.8267647148,192.518206200293,1.12786645449342e-42,1
0.244690904264004,-0.168499084469602,NA,-0.148726137957891,NA,0.169296574872181,-0.00873457244377254,NA,8,-6239.94428550111,12495.917521545,193.608963030538,6.53736665689564e-43,1
0.311236995118757,-0.168282422584167,NA,-0.251948882251111,0.0286284242383399,0.173404668312353,-0.00891585462625841,NA,9,-6239.91268836877,12497.861572193,195.553013678495,2.4731907251503e-43,1
-0.213226957786208,-0.169101665159781,NA,NA,NA,0.209800770193845,-0.0106328913355637,NA,7,-6245.96275826985,12505.9480291025,203.639470588012,4.3381623630065e-45,1
0.938801584732833,-0.171492336679366,NA,0.365651890306154,-0.157402620449527,-0.0282977136916111,NA,NA,8,-6250.00489325606,12516.0387370549,213.730178540443,2.7934211116643e-47,1
1.4411270723804,-0.170522813356161,NA,-0.208732077063161,NA,-0.0282543504824479,NA,NA,7,-6251.10052200288,12516.2235565686,213.914998054071,2.54684997782612e-47,1
1.90448385309619,-0.36108076568146,0.00960410327267484,NA,NA,-0.0322156520436636,NA,NA,7,-6252.89613632798,12519.8147852188,217.506226704285,4.22841856151819e-48,1
2.03107654039357,-0.370114772967605,0.00984541537417909,-0.252681264758437,NA,NA,NA,NA,7,-6257.33025911294,12528.6830307887,226.374472274209,5.01721732184681e-50,1
1.56714445229633,-0.370248837521357,0.00980778469534643,0.273638849655531,-0.144228246866791,NA,NA,NA,8,-6256.42078531931,12528.8705211814,226.561962666938,4.56825030099316e-50,1
1.13611986101969,-0.172071456851306,NA,NA,NA,-0.0319938439552213,NA,NA,6,-6264.00985733281,12540.0365956946,237.728037180061,1.71817588264704e-52,1
0.748580708868858,-0.177383769318516,NA,0.310926892505268,-0.152901704625001,NA,NA,NA,7,-6267.95897886751,12549.9404702978,247.631911783337,1.21469872012343e-54,1
1.2368058161033,-0.176428096280597,NA,-0.246981430966888,NA,NA,NA,NA,6,-6268.98540991931,12549.9877008676,247.679142353054,1.18634932088276e-54,1
1.59406891881522,-0.367010499385007,0.00954697155691565,NA,NA,NA,NA,NA,6,-6276.46579133382,12564.9484636966,262.639905182086,6.69151129134299e-58,1
0.833548753331937,-0.179198276063065,NA,NA,NA,NA,NA,NA,5,-6287.35419196202,12584.7204393791,282.411880864631,3.40482070685633e-62,1
-1.50431077495589,NA,NA,-0.148289156669503,NA,0.174527083860073,-0.00904213264375622,NA,7,-6294.27365627271,12602.5698251082,300.261266593738,4.53053389332006e-66,1
-1.36547686053905,NA,NA,-0.356436191137263,0.0577391137478253,0.18278787246271,-0.00940696242734409,NA,8,-6294.1420573093,12604.3130651614,302.004506646934,1.89500175223703e-66,1
-1.96607955256275,NA,NA,NA,NA,0.214653088771675,-0.010923118572288,NA,6,-6300.42610966095,12612.8691003508,310.56054183635,2.62839226840351e-68,1
