"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
75.0363037373736,0.14317079724557,-0.00194013881179139,-0.477269149095518,0.206016065345915,-0.0258002931200675,NA,-0.0380833698518339,10,-2319.74422472105,4659.54133405748,0,0.693094058350984,0.693094058350984
75.15260648505,0.14322815826179,-0.00194086712873732,-0.450615626743184,0.198070420756474,-0.0366203430686858,0.000464701709939015,-0.0381228049939174,11,-2319.65669867066,4661.37687413862,1.83554008114061,0.276827806510822,0.969921864861805
74.4980952321963,0.141729941279186,-0.00190041103105089,0.271922256929213,NA,-0.0250448910995309,NA,-0.0381498632313997,9,-2324.48002435083,4667.00330753368,7.46197347619727,0.0166128912983922,0.986534756160198
74.8887748800622,0.142048607338743,-0.00190677653020369,0.26551558579383,NA,-0.0560448884830391,0.00132780911554221,-0.0382547180868809,10,-2323.71025502601,4667.4733946674,7.93206060991724,0.013133095408367,0.999667851568565
66.1466224726284,0.0824660507110709,NA,-0.45094882480237,0.199401692252573,-0.0260252674876977,NA,-0.033446077159094,9,-2328.76907858816,4675.58141600833,16.0400819508495,0.000227893865839974,0.999895745434405
66.2592078383563,0.0824987002011837,NA,-0.424158943277173,0.191414693955227,-0.036912860430653,0.000467643211461441,-0.0334834376332868,10,-2328.68064216815,4677.41416895169,17.8728348942022,9.11497308410519e-05,0.999986895165246
65.8386894182563,0.0823302689237282,NA,0.2741402086615,NA,-0.0252883852730498,NA,-0.0336213457692771,8,-2333.19808550995,4682.43076977049,22.8894357130102,7.42017868772622e-06,0.999994315343933
66.1870237364803,0.0824371735301689,NA,0.267866150674226,NA,-0.0556734022107543,0.00130155381528342,-0.033706117071896,9,-2332.46018798105,4682.96363479412,23.4223007366372,5.68465606663716e-06,1
78.1122939528399,0.146789011420762,-0.00196784061943314,-0.311121699943782,0.145928254580177,NA,NA,-0.0398590286702611,9,-2366.14380561282,4750.33087005765,90.789536000163,1.33688769539806e-20,1
77.6319372148298,0.145634527442946,-0.00193886877766774,0.220668960688989,NA,NA,NA,-0.0398532927509803,8,-2368.46237243529,4752.95934362118,93.418009563693,3.59194058134905e-21,1
