"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
68.5575148733868,0.278230422173527,-0.0143096674511606,1.53257414919674,-0.491624672144892,-0.0316499159742109,NA,-0.0359152483883971,10,-4121.18417120642,8262.44040268144,0,0.598854533123201,0.598854533123201
67.993463665056,0.277699582152872,-0.014295843139478,1.3235344722869,-0.428307982288444,0.0352066016903492,-0.00291500018417644,-0.0357293030982722,11,-4120.75996698814,8263.60643463159,1.16603195014977,0.334287948895404,0.933142482018606
67.9864885877312,0.276632349014124,-0.0142148722513913,-0.217950050883936,NA,0.103544783282981,-0.00590497448160855,-0.0352264397974673,10,-4123.69496183028,8267.46198392914,5.02158124770358,0.0486293907093722,0.981771872727978
69.3287083776414,0.277515140981197,-0.0142188888539879,-0.262992323296689,NA,-0.031980699465096,NA,-0.0354917168911367,9,-4125.73969859459,8269.53833628546,7.09793360402,0.0172196628024537,0.998991535530432
68.2795641151276,0.276868127345106,-0.0141780267873875,NA,NA,0.169166166043089,-0.00893414113140194,-0.0357419321509464,9,-4128.74828517621,8275.55550944868,13.1151067672454,0.000849986625316045,0.999841522155748
70.0948013995894,0.279254271529522,-0.0143505442466802,1.51925787331344,-0.501459056361389,NA,NA,-0.0368589754364256,9,-4130.53612567515,8279.13119044658,16.6907877651411,0.000142220705560155,0.999983742861308
70.6472017657265,0.278414536825074,-0.0141704193292875,NA,NA,-0.0372816417850156,NA,-0.0363676430587285,8,-4133.95341744108,8283.95397072503,21.5135680435978,1.2755849825953e-05,0.999996498711134
70.8917228612928,0.278507652924601,-0.0142574978550526,-0.312856833608344,NA,NA,NA,-0.0364335966648914,8,-4135.24629462386,8286.5397250906,24.0993224091599,3.50122460163543e-06,0.999999999935735
72.8127782067535,0.279728875325383,-0.0142028313975707,NA,NA,NA,NA,-0.0376925431958738,7,-4147.15938463226,8308.35541847918,45.9150157977438,6.41213035351473e-11,0.999999999999857
67.0340623469337,0.0294544510565835,NA,1.48845988067432,-0.48047050689863,-0.0318115472700902,NA,-0.0347156742532737,9,-4152.39212934021,8322.84319777669,60.4027950952532,4.58164083272628e-14,0.999999999999902
58.6565734060199,NA,NA,1.50243117573635,-0.484934172234621,-0.0318522866570844,NA,-0.030346098686143,8,-4153.60315121835,8323.25343827958,60.8130355981466,3.73197260705232e-14,0.99999999999994
66.433276002416,0.0291255790672993,NA,1.27145984661907,-0.414740800219815,0.0380770229285647,-0.00304977393103737,-0.0345163727596366,10,-4151.9298015621,8323.93166339279,61.4912607113547,2.6586657157802e-14,0.999999999999966
58.1396430366518,NA,NA,1.28017061450267,-0.417606423468664,0.0397302747702265,-0.00312390415980018,-0.0301933095858609,9,-4153.11840496304,8324.29574902234,61.8553463409025,2.21617241743944e-14,0.999999999999989
66.4646988185884,0.0294963220923638,NA,-0.220671329777305,NA,0.104004036482002,-0.00593586206092912,-0.034050809781008,9,-4154.6824016406,8327.42374237748,64.9833396960403,4.63840235538928e-15,0.999999999999993
58.0668912229573,NA,NA,-0.222259970960634,NA,0.106127985846891,-0.00603076644508209,-0.0296700210480579,8,-4155.9080075641,8327.86315097108,65.4227482896404,3.72350597256813e-15,0.999999999999997
67.8455948063731,0.0303713216335527,NA,-0.2653307054467,NA,-0.0321075721872925,NA,-0.0343349342203315,8,-4156.73565556481,8329.5184469725,67.0780442910636,1.62745539795643e-15,0.999999999999999
59.2118920458481,NA,NA,-0.267660842899505,NA,-0.0321499952800784,NA,-0.0298240906999549,7,-4158.02597820506,8330.08860562478,67.6482029433482,1.22377257652424e-15,1
66.7748088019621,0.030379142687764,NA,NA,NA,0.170138483983162,-0.00898993301989844,-0.0345795616333765,8,-4159.88032176688,8335.80777937664,73.3673766951997,7.01128976480412e-17,1
58.1155689065063,NA,NA,NA,NA,0.172836788965889,-0.00911132707834557,-0.0300653000138682,7,-4161.18136990644,8336.39938902753,73.9589863460951,5.2159270981651e-17,1
68.6007009404544,0.0297929403674511,NA,1.47230453448138,-0.489399536294601,NA,NA,-0.0356731271568121,8,-4161.85720317635,8339.76154219557,77.3211395141352,9.71067073771245e-18,1
60.1256261458857,NA,NA,1.48623955168177,-0.493864852775414,NA,NA,-0.0312528238841226,7,-4163.08814712464,8340.21294346395,77.7725407825146,7.74869717461274e-18,1
69.2094131002904,0.0321601484645673,NA,NA,NA,-0.0373685966854411,NA,-0.0352375851295402,7,-4165.10530907981,8344.24726737429,81.8068646928496,1.03082841724763e-18,1
60.0569424880129,NA,NA,NA,NA,-0.0374566214364629,NA,-0.0304577650588714,6,-4166.54532609222,8345.11813010397,82.6777274225387,6.6693105963274e-19,1
69.4355189399571,0.0307174781583887,NA,-0.314644340999346,NA,NA,NA,-0.0352907304140194,7,-4166.3344576556,8346.70556452587,84.2651618444343,3.01560141555618e-19,1
60.7021290596262,NA,NA,-0.317014353348296,NA,NA,NA,-0.0307280709041707,6,-4167.64540081086,8347.31827954124,84.8778768598058,2.21985477500638e-19,1
