"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
-111.122365647268,0.176641915039492,-0.00205111530978441,9.13356750068994,-0.182726576516177,-0.656913330729436,0.0343568869247299,NA,10,-3975.607672656,7971.26724434479,0,0.544158899747831,0.544158899747831
-104.893079275482,0.18105361930519,-0.00207780315856886,8.95226103074301,-0.179077733316769,-0.664539300711292,0.0347695676667188,-0.00203428311725041,11,-3974.8542937263,7971.77088098729,0.503636642503807,0.423021488535896,0.967180388283727
6.76461165428667,0.176299392849444,-0.00205161781963937,-0.127649816402974,NA,-0.774725169557291,0.0405406085839598,NA,9,-3980.38265911516,7978.80777106051,7.54052671572208,0.0125406822731021,0.979721070556829
11.1145190743108,0.181252877244492,-0.00208153943784961,-0.123579407881089,NA,-0.780626208571345,0.0408642016958581,-0.00228340793018036,10,-3979.43380042288,7978.91949987856,7.65225553376877,0.0118593137869125,0.991580384343742
-141.185622655443,0.177176400762567,-0.00205397354494965,11.2356052251781,-0.224024032904923,0.0205217894573193,NA,NA,9,-3981.58457208329,7981.21159699677,9.94435265198626,0.00376996219416248,0.995350346537904
-135.902502876874,0.181156169846724,-0.00207806997154733,11.0954597167678,-0.221192554758097,0.0209824752448406,NA,-0.00183373563718829,10,-3980.97570817881,7982.00331539041,10.7360710456196,0.00253756707247072,0.997887913610375
-150.6412186933,0.177177304406932,-0.00205028016552563,12.0242669323732,-0.240107070291565,NA,NA,NA,8,-3983.65889419408,7983.35174264424,12.0844982994522,0.00129303497588168,0.999180948586257
-145.984339752289,0.180834878938569,-0.00207233768219574,11.9118136078156,-0.237837975293674,NA,NA,-0.00168406630791607,9,-3983.14335041483,7984.32915365985,13.0619093150635,0.000793173447387438,0.999974122033644
8.75383694658372,0.181911235603954,-0.00209308198707173,NA,NA,-0.697545571054868,0.0375300014052097,-0.00292539241244745,9,-3987.62142301854,7993.28529886727,22.018054522483,9.0067051540896e-06,0.999983128738798
2.5584416615445,0.176862487321325,-0.00205533670491486,-0.116673469712365,NA,0.025782964716184,NA,NA,8,-3989.05020927721,7994.13437281048,22.8671284656948,5.89103878013494e-06,0.999989019777578
3.02774924263385,0.175553291135545,-0.00205496756539399,NA,NA,-0.686339382425792,0.0369680952156983,NA,8,-3989.18580102347,7994.405556303,23.138311958216,5.14404944574401e-06,0.999994163827024
6.54577344416216,0.181436748919763,-0.0020830101143964,-0.112837551949199,NA,0.0262345062158766,NA,-0.00210923117114246,9,-3988.24685675247,7994.53616633513,23.2689219903405,4.81885131437577e-06,0.999998982678339
3.66458228372697,0.176832766931967,-0.00205069485979648,-0.150391107004403,NA,NA,NA,NA,7,-3992.38026039409,7998.78692342844,27.5196790836508,5.75311892493706e-07,0.999999557990231
7.35639965394525,0.181050796192425,-0.00207612737259022,-0.147386302305901,NA,NA,NA,-0.00194368827182243,8,-3991.6954911162,7999.42493648848,28.157692143689,4.18177417163385e-07,0.999999976167648
4.72037493576435,0.182032779125033,-0.00209357395432059,NA,NA,0.0420883840314049,NA,-0.00271403034076994,8,-3995.10029759927,8006.23454945461,34.9673051098207,1.3889029756506e-08,0.999999990056678
-0.541793481713294,0.176132452909449,-0.00205815701763669,NA,NA,0.0422097453123124,NA,NA,7,-3996.43839265165,8006.90318794356,35.6359435987742,9.94211781572277e-09,0.999999999998796
5.21954926653535,0.181636619005869,-0.00208637413067412,NA,NA,NA,NA,-0.00275457962529504,7,-4005.97904870035,8025.98450004096,54.7172556961686,7.14536847574674e-13,0.99999999999951
-0.120018747713488,0.175648109278656,-0.00205042767082509,NA,NA,NA,NA,NA,6,-4007.36061061249,8026.74101853819,55.4737741934059,4.89495524318419e-13,1
-111.660639344321,0.0585527515513133,NA,8.59404786392699,-0.171888428604803,-0.569659089746311,0.0299680735177719,0.00405329721038623,10,-4179.95020415471,8379.9523073422,408.685062997414,9.79246185384275e-90,1
-99.7028459871138,0.0641258954005263,NA,8.26995429800494,-0.165381268411296,-0.577262559874478,0.0303915191711855,NA,9,-4181.98847726498,8382.01940736014,410.752163015353,3.48358829616191e-90,1
-0.186798407017488,0.0585775987810615,NA,-0.117806864962692,NA,-0.68269092167279,0.0358940845501188,0.0037610565342984,9,-4183.99854418909,8386.03954120837,414.772296863579,4.66730142348557e-91,1
-139.988727351511,0.0586512636816779,NA,10.5700063409494,-0.210710529069686,0.0214454305304355,NA,0.0042042085359235,9,-4184.56589011958,8387.17423306935,415.906988724557,2.64649234689105e-91,1
7.01299315126731,0.0637560009551553,NA,-0.112502385782346,NA,-0.685776814413787,0.0360787805372184,NA,8,-4185.75214820648,8387.53825066904,416.271006324248,2.20610015434179e-91,1
-128.045264264211,0.0644251474767977,NA,10.2666210116565,-0.204604612059491,0.0222317585417226,NA,NA,8,-4186.75563508936,8389.54522443479,418.277980089999,8.08753939408812e-92,1
-150.927826096897,0.0586209988065483,NA,11.4520588776375,-0.228667256022107,NA,NA,0.00437253998144213,8,-4186.89213990355,8389.81823406318,418.550989718387,7.05558651570523e-92,1
-138.926114605426,0.0646433118486431,NA,11.1713300460206,-0.223024152740599,NA,NA,NA,7,-4189.27111660086,8392.56863584198,421.301391497194,1.78357330582705e-92,1
-4.14189543877879,0.0587017460501755,NA,-0.10736844395968,NA,0.02639192773937,NA,0.00386995898256571,8,-4190.92146197432,8397.87687820471,426.60963385992,1.25493369539473e-93,1
-2.31667223945725,0.0586766504189016,NA,NA,NA,-0.599971057995731,0.032506865781453,0.00308260938297583,8,-4191.30003841008,8398.63403107622,427.366786731436,8.59423299265533e-94,1
3.71180310606605,0.0629402747871343,NA,NA,NA,-0.605511529080718,0.0327802041966226,NA,7,-4192.48087072912,8398.98814409851,427.720899753725,7.19966779176281e-94,1
