"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
-1.68353353724157,0.0641490898287174,-0.000362970865195794,8.33101322254403,-0.16856909153436,-1.01316878336915,0.0539030040789585,-0.0474935255429095,11,-2578.4667029922,5178.98538472037,0,0.999971038465788,0.999971038465788
108.274830669633,0.0636656894594338,-0.000357047223497262,-0.235621729486311,NA,-1.16918634938489,0.0619268633147648,-0.0476867271892582,10,-2589.92055187015,5199.88441082692,20.899026106551,2.89615342029404e-05,0.999999999999991
20.6215543488616,0.039457894844806,NA,7.74633657496088,-0.157003428535441,-1.02908025133989,0.0546350363907877,-0.0548040572513898,10,-2611.78930409739,5243.62191528139,64.6365305610188,9.21177127338628e-15,1
122.865334604411,0.0394030051495267,NA,-0.232670795411178,NA,-1.17475575897462,0.0621283884139835,-0.0548985693179413,9,-2621.73542380925,5261.50627371572,82.5208889953465,1.20449237697632e-18,1
-84.3979140967018,0.0646382665648071,-0.000374385565370689,14.2036443136382,-0.283917318749459,0.0490469467952354,NA,-0.0460832210884708,10,-2630.26248909268,5280.56828527197,101.582900551602,8.74059181803231e-23,1
-63.4072501773777,0.0389888934094764,NA,13.7200462841747,-0.274331124054255,0.0475452643370578,NA,-0.0534081287660184,9,-2665.14300382911,5348.32143375544,169.336049035071,1.6948512202062e-37,1
98.8044679345032,0.0638231771484058,-0.000365680315178041,-0.222262512528419,NA,0.0529490832985439,NA,-0.0460919676610159,9,-2665.57106316651,5349.17755243024,170.192167709869,1.10465782224955e-37,1
-102.801413037779,0.0622235232929201,-0.000355518786997214,15.4969461097231,-0.310861603608938,NA,NA,-0.0443298804816028,9,-2670.07431919169,5358.18406448061,179.198679760233,1.22317481342753e-39,1
106.858682634248,0.0643396413154124,-0.000356719816457934,NA,NA,-1.03837698308413,0.0571248506773564,-0.0504088911127043,9,-2685.17948846801,5388.39440303325,209.409018312876,3.36819219351473e-46,1
113.25231628246,0.0387575423204079,NA,-0.218940541284566,NA,0.0513632995967144,NA,-0.0532383324483695,8,-2698.14724511079,5412.32282552263,233.337440802262,2.14489452700544e-51,1
-82.8146756839535,0.03761235333623,NA,14.994229253741,-0.300856920018202,NA,NA,-0.0510511142042106,8,-2702.70896313523,5421.44626157152,242.460876851143,2.24014935763359e-53,1
97.6601334897415,0.0611049554437229,-0.000344300631839854,-0.304670467827215,NA,NA,NA,-0.0441661677694407,8,-2711.66859880276,5439.36553290659,260.380148186215,2.87843644476282e-57,1
122.060996607529,0.0403718114636227,NA,NA,NA,-1.04460120902257,0.0573362925235605,-0.0578941756832014,8,-2714.81459622176,5445.65752774459,266.672143024215,1.23841819933837e-58,1
110.679173148068,0.0372230928699089,NA,-0.299100246517088,NA,NA,NA,-0.0506331916971309,7,-2741.71801604674,5497.45806632524,318.472681604863,6.99074230018744e-70,1
97.9882834320624,0.0644730168457012,-0.00036568342490367,NA,NA,0.0871042419287937,NA,-0.0487022550021962,8,-2748.06749074561,5512.16331679228,333.177932071904,4.48041999384823e-73,1
-54.2398360117239,NA,NA,7.4807236247777,-0.151772473222799,-1.01973067837112,0.0541387043880844,-0.0146148530560676,9,-2752.61179677693,5523.25901965108,344.273634930705,1.74549039922533e-75,1
44.8200752911113,NA,NA,-0.232779295044115,NA,-1.16345862248781,0.061528111757276,-0.0148079176943912,8,-2761.46506757826,5538.95847045759,359.973085737217,6.80495154764774e-79,1
113.109980624306,0.0397020376732635,NA,NA,NA,0.08501284018647,NA,-0.0561491478570117,7,-2778.40075144957,5570.8235371309,391.838152410527,8.19244862237163e-86,1
-99.3700570667618,0.0415073529431659,-0.000536732939166052,8.67960860576146,-0.175718381240515,-0.934257333821173,0.0497321870881454,NA,10,-2777.84601136597,5575.73532981855,396.74994509818,7.02799584724951e-87,1
14.894966987871,0.0408087649786403,-0.000530251059119664,-0.250939441417753,NA,-1.10117824840524,0.0583112090720183,NA,9,-2789.74571729993,5597.52686069708,418.541475976712,1.30274882406212e-91,1
-138.935151497443,NA,NA,13.598229927883,-0.271908190197539,0.0473279408717649,NA,-0.0137964456452305,8,-2803.34772495842,5622.72378521791,443.738400497537,4.39964919660109e-97,1
-176.289566765162,0.0423940836805306,-0.000539766472311752,14.3452160416594,-0.286986855656602,0.0459019322573366,NA,NA,9,-2820.96597995504,5659.96738600731,480.982001286942,3.59809723158513e-105,1
-90.6471486262132,-0.00263581781044932,NA,8.05369487121692,-0.163349758488983,-0.941772604874132,0.0500395119712382,NA,9,-2827.81861880148,5673.67266370019,494.687278979818,3.8019785089822e-108,1
-91.8677487926813,NA,NA,8.13677396877829,-0.16501196025563,-0.928381948699412,0.0493500159196419,NA,8,-2829.97841146329,5675.98515822765,496.999773507273,1.19634889087556e-108,1
36.8344821508357,NA,NA,-0.217854879367469,NA,0.0511078310105099,NA,-0.0139676608982393,7,-2834.41174952082,5682.84553327339,503.860148553015,3.87388155774328e-110,1
15.5768561194695,-0.00279724597737232,NA,-0.248439104698819,NA,-1.09804860969124,0.0580708226425817,NA,8,-2838.05472415488,5692.13778361081,513.152398890442,3.71843175498592e-112,1
-155.478229141435,NA,NA,14.8802218191121,-0.298576253274035,NA,NA,-0.0129641681079723,7,-2839.75947784781,5693.54098992738,514.555605207009,1.84356067276441e-112,1
15.4305613137748,NA,NA,-0.249931853308095,NA,-1.08592286388985,0.0574459862657601,NA,7,-2840.4655581819,5694.95315059555,515.967765875182,9.09935569967554e-113,1
41.9508859585615,NA,NA,NA,NA,-1.02801673521215,0.0564475423193155,-0.0167574596430091,7,-2851.19655688615,5716.41514800405,537.429763283681,1.98882751471066e-117,1
-190.496639253307,0.040674979751514,-0.000514528338611591,15.5724984906412,-0.312547436064904,NA,NA,NA,8,-2855.4003508264,5726.82903695386,547.843652233486,1.08955677771292e-119,1
8.89629694712185,0.0413624581114552,-0.000528895124180593,-0.237269385374757,NA,0.0497937169359009,NA,NA,8,-2855.73284734176,5727.49402998459,548.508645264218,7.81355124384831e-120,1
-168.974148034632,-0.0020169823572459,NA,13.8275212605478,-0.276734537405732,0.0444791368201961,NA,NA,8,-2871.55773599542,5759.1438072919,580.158422571531,1.04757866676407e-126,1
