"(Intercept)","CO2","I(CO2^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-30.4777227224485,0.170536732278283,-0.000238461756628662,0.0330188982920457,NA,0.0046673466057954,-1.21567468102784e-05,9,-4416.20400289852,8850.44495919469,0,0.419205397708418,0.419205397708418,FALSE
-29.7056660828508,0.167239429545769,-0.000233792583566959,NA,NA,0.00398416682529593,-9.81991287007995e-06,8,-4417.29659813833,8850.62275292691,0.177793732214923,0.383547757245492,0.80275315495391,FALSE
-30.6702786719168,0.170668626351957,-0.000238647648571849,0.106624099450717,-0.00764548040795088,0.00454595050847649,-1.16204811907246e-05,10,-4416.15808422729,8852.36134299257,1.91638379787764,0.160801246760088,0.963554401713998,FALSE
-29.9338951194217,0.169111279899806,-0.000236534329241635,NA,NA,0.00196603493218215,NA,7,-4421.28156808439,8856.586119957,6.14116076231221,0.0194487077444007,0.983003109458399,FALSE
-31.0506919115687,0.170368386721867,-0.000238292754312762,0.365793031191284,-0.0369757471571854,0.00197225718121819,NA,9,-4419.96423055625,8857.96541451017,7.52045531547628,0.00975844780494338,0.992761557263342,FALSE
-30.0217602397625,0.169509160621463,-0.000237100029942937,0.00351263176213552,NA,0.00198762507270923,NA,8,-4421.26665618972,8858.56286902968,8.11790983499304,0.00723844273665772,1,FALSE
-27.2389450359779,0.150534350680787,-0.000209548688838176,0.355149631543981,-0.0447281690835488,NA,NA,8,-4453.07101281124,8922.17158227273,71.7266230780406,1.11477844266691e-16,1,FALSE
-25.9558257601015,0.149303234284962,-0.000207827863798325,-0.0839025752573015,NA,NA,NA,7,-4454.9458143976,8923.91461258343,73.4696533887363,4.66331056082115e-17,1,FALSE
-1.85160909901961,0.00531526825676066,NA,NA,NA,0.00400923328459231,-1.06700581960432e-05,7,-4456.85750950135,8927.73800279091,77.2930435962226,6.89375277071239e-18,1,FALSE
-1.93484267579281,0.00533799713094171,NA,0.0128362284673777,NA,0.00427421274872732,-1.15791350537801e-05,8,-4456.69243600206,8929.41442865437,78.9694694596801,2.98142887605187e-18,1,FALSE
-1.94118684444927,0.00533811686716442,NA,0.0155782374262424,-0.000284942288880331,0.004269661913731,-1.15590965434197e-05,9,-4456.69237231874,8931.42169803513,80.9767388404434,1.0928270733531e-18,1,FALSE
-0.899478031142402,NA,7.35022282120231e-06,NA,NA,0.00400664053167006,-1.06625889020878e-05,7,-4459.31815337835,8932.65929054493,82.2143313502347,5.88588329421329e-19,1,FALSE
-0.973419213465239,NA,7.37842325828804e-06,0.0120124456804441,NA,0.00425457288960714,-1.15130391762761e-05,8,-4459.17359680592,8934.37675026209,83.9317910673963,2.49384816013964e-19,1,FALSE
