"(Intercept)","CO2","I(CO2^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw"
28.0802106884436,-0.166291026701201,0.000245123485085136,0.337569440296246,-0.0482068622641414,0.000650520050103493,NA,9,187.058539821812,-355.984434101988,0,0.471687682233948,0.471687682233948
28.2971492345246,-0.16659773842024,0.00024563148410354,0.248642611166831,-0.0387455991138372,0.00146288138408361,-3.9769511079843e-06,10,188.019766306692,-355.877290725478,0.107143376509327,0.447083504502892,0.91877118673684
29.1003715317639,-0.166102567314222,0.000244913617145363,-0.129654934397616,NA,0.00204270445289317,-6.82748841230624e-06,9,185.211738771826,-352.290832002016,3.69360209997194,0.074404470425911,0.993175657162751
29.0607820812218,-0.165235681490205,0.000243527422265459,-0.136834621375783,NA,0.000646790363725023,NA,8,181.806488396091,-347.506938500578,8.47749560140994,0.00680439873391503,0.999980055896666
28.2691251384775,-0.166191862658838,0.000244750448549118,0.308752836499702,-0.0475577630374733,NA,NA,8,175.816334007908,-335.52662972421,20.4578043777775,1.70332985503059e-05,0.999997089195216
1.20467273492697,-0.00349821077976781,NA,0.333376267078929,-0.0476609310267096,0.000647059656426005,NA,8,172.689590402607,-329.273142513608,26.7112915883791,7.4708714639151e-07,0.999997836282363
1.35389198839295,-0.0034671075247173,NA,0.250711258725217,-0.0388670016951782,0.00139846280344746,-3.67962834483269e-06,9,173.526016482955,-328.919387424274,27.0650466777133,6.25971157337116e-07,0.99999846225352
0.578566860738732,NA,-4.78841337655948e-06,0.333557329208482,-0.0476702358614453,0.000647726526548978,NA,8,172.178926149802,-328.251814008,27.732620093988,4.48324628574312e-07,0.999998910578149
0.732954647933794,NA,-4.74034852206192e-06,0.250813491739113,-0.0388679346814609,0.00139976557682578,-3.68275299046055e-06,9,173.017132037829,-327.901618534021,28.0828155679665,3.76312475594649e-07,0.999999286890624
29.2394577881551,-0.165175117665556,0.000243214196851004,-0.159140539793479,NA,NA,NA,7,170.804222125775,-327.526030712183,28.4584033898045,3.11882320710924e-07,0.999999598772945
0.0922649358404662,NA,NA,0.336326313383676,-0.04788211132227,0.000654918939755694,NA,7,169.77220101532,-325.461988491272,30.5224456107153,1.11119347788654e-07,0.999999709892293
2.23917791461253,-0.00345141443315838,NA,-0.128732455113032,NA,0.00197980679272656,-6.53882104725987e-06,8,170.665747938574,-325.225457585544,30.758976516444,9.87251154055669e-08,0.999999808617408
0.255191968347455,NA,NA,0.251664232369692,-0.0388765574319535,0.00142367358453792,-3.76501644663374e-06,8,170.65009484786,-325.194151404114,30.7902826978735,9.71917941344165e-08,0.999999905809202
1.62107165257476,NA,-4.71902114577983e-06,-0.12863742426423,NA,0.00198113625187285,-6.54207856668626e-06,8,170.155767534036,-324.205496776467,31.7789373255201,5.92851570274299e-08,0.999999965094359
1.14558158745088,NA,NA,-0.127857811296722,NA,0.00200531671293412,-6.62551721342943e-06,7,167.78340973625,-321.484405933133,34.5000281688544,1.52078774961084e-08,0.999999980302237
2.34911898394299,-0.00351019306794373,NA,-0.135604223362693,NA,0.000643284514790219,NA,7,167.487237180119,-320.892060820871,35.092373281117,1.13094764005988e-08,0.999999991611713
1.72171707116229,NA,-4.81120884539302e-06,-0.135512213455358,NA,0.000643953011057325,NA,7,166.97263373148,-319.862853923593,36.1215801783947,6.76009906921377e-09,0.999999998371812
1.23810880161564,NA,NA,-0.134803375663275,NA,0.000651275765095105,NA,6,164.511114471774,-316.960464237666,39.0239698643213,1.58382483322705e-09,0.999999999955637
1.43837829983291,-0.00366298390200015,NA,0.30461090368474,-0.0470005774937125,NA,NA,7,161.401185223308,-308.71995690725,47.264477194738,2.57219397880373e-11,0.999999999981359
0.785528562069324,NA,-5.03941502706366e-06,0.304760060473483,-0.0470086228826629,NA,NA,7,160.862396269836,-307.642379000304,48.3420551016834,1.50075793351152e-11,0.999999999996367
0.275684826018913,NA,NA,0.30739380251321,-0.0472277184064407,NA,NA,6,158.173397400404,-304.285030094926,51.6994040070617,2.80073227508555e-12,0.999999999999167
2.56548651688163,-0.00367298606828238,NA,-0.157746007365835,NA,NA,NA,6,156.439241210831,-300.81671771578,55.1677163862072,4.94466794525998e-13,0.999999999999662
1.91161616634309,NA,-5.05901239537272e-06,-0.157673503130824,NA,NA,NA,6,155.896871064351,-299.73197742282,56.2524566791676,2.87467512178618e-13,0.999999999999949
1.40498781300994,NA,NA,-0.157174796561659,NA,NA,NA,5,153.153287194248,-296.262489157049,59.7219449449388,5.07223032332852e-14,1
27.8100486308998,-0.163281276222989,0.000241523692628546,NA,NA,0.0041274849326768,-1.39291163590547e-05,8,124.738550880948,-233.371063470291,122.613370631697,1.1181482763817e-27,1
27.5812179743989,-0.16113859749798,0.00023822894040453,NA,NA,0.00135516181955847,NA,7,111.284818668673,-208.487223797979,147.497210304009,4.41613427154449e-33,1
1.34039227837487,-0.00292560387592528,NA,NA,NA,0.00403826122162362,-1.3543152702608e-05,7,110.349791198316,-206.617168857265,149.367265244722,1.73366427026793e-33,1
0.810808933749374,NA,-3.93871665662348e-06,NA,NA,0.00403806557585602,-1.35412338227045e-05,7,109.914381450727,-205.746349362086,150.238084739902,1.12167992689946e-33,1
0.417831902516205,NA,NA,NA,NA,0.00404787461226329,-1.35750513194366e-05,6,108.190838822183,-204.319912938484,151.664521163504,5.49695541167635e-34,1
1.47415616971591,-0.0029855499399618,NA,NA,NA,0.0013433672152279,NA,6,97.4284800769924,-182.795195448102,173.189238653885,1.16436515160067e-38,1
0.935477204504133,NA,-4.03719777296446e-06,NA,NA,0.0013435573146639,NA,6,96.9922581695296,-181.922751633177,174.061682468811,7.52732091083246e-39,1
0.532977689650231,NA,NA,NA,NA,0.00134679038176129,NA,5,95.1873826840106,-180.330680136574,175.653753965414,3.39567798284154e-39,1
27.3789129591692,-0.159028663205226,0.000234861061238885,NA,NA,NA,NA,6,60.7626690337602,-109.463573361638,246.52086074035,1.38780928361906e-54,1
1.65285047646028,-0.00315512581926316,NA,NA,NA,NA,NA,5,47.1660940374909,-84.2881028435343,271.696331258453,4.73746294064888e-60,1
1.08729263783994,NA,-4.30372248395224e-06,NA,NA,NA,NA,5,46.702002636192,-83.3599200409365,272.624514061051,2.97847178908653e-60,1
0.658625724234137,NA,NA,NA,NA,NA,NA,4,44.6010458088281,-81.1727230420321,274.811711059956,9.97814239333929e-61,1
