"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmp","I(tmp^2)","Year","df","logLik","AICc","delta","weight","cw"
-8.99359714571253,0.207721142682651,-0.00259043307449218,0.00160594994002266,NA,NA,NA,NA,7,-542.944950444683,1099.95117003597,8.89433975679799,0.00395888513458293,1
-1.68751321380677,0.221882041247605,-0.00265329716086558,NA,NA,0.0462128741630959,NA,-0.00424342932917717,8,-601.415128491255,1218.9090747165,127.852244437324,5.83703248485464e-29,1
-1.55501093834761,0.219772159550839,-0.00263046688424374,NA,NA,NA,NA,-0.00369120853073319,7,-603.327799603722,1220.71686835405,129.660038074877,2.36393053067269e-29,1
8.46343477285144,0.221768433797374,-0.00265176837338325,NA,NA,-0.742862216860882,0.0153469865041112,-0.00424781320095025,9,-601.35279445686,1220.80416503639,129.747334757215,2.26296832940764e-29,1
-9.55861089835292,0.205501293979518,-0.00256230536846994,NA,NA,0.0392536468063901,NA,NA,7,-603.732818637712,1221.52690642203,130.470076142856,1.57665683608386e-29,1
-8.55613547004525,0.205511150794363,-0.00255278356193375,NA,NA,NA,NA,NA,6,-605.132475641187,1222.31087801829,131.254047739119,1.0653686405638e-29,1
0.104393409995127,0.205376015357651,-0.00256076647718321,NA,NA,-0.712509346430878,0.0146213704731258,NA,8,-603.676466817858,1223.43175136971,132.374921090529,6.0828254361788e-30,1
-6.85144968694116,0.0811025379075688,NA,0.00416137579798639,-4.3579839674914e-06,-0.0491961829741143,NA,NA,8,-662.4982950365,1341.07540780699,250.018577527814,1.73025432113241e-55,1
2.54669274166022,0.081065412041902,NA,0.00423758775982702,-4.49898532525643e-06,-0.780885885041409,0.0142247430756831,NA,9,-662.440672696624,1342.97992151592,251.923091236743,6.67651832386476e-56,1
-8.07602870427591,0.080553887512343,NA,0.00405816605123577,-4.37821397732546e-06,NA,NA,NA,7,-664.494307221565,1343.04988358974,251.993053310561,6.44700450924062e-56,1
-6.59367935688501,0.0814437364258294,NA,0.00415981802938642,-4.35569829520309e-06,-0.0490673249313708,NA,-0.000136210880809182,9,-662.497000049141,1343.09257622095,252.035745941779,6.3108431581363e-56,1
-6.52118348676995,0.0808039366245339,NA,0.00178542111062563,NA,-0.049570055902752,NA,NA,7,-665.130778953884,1344.32282705438,253.2659967752,3.41147201274128e-56,1
2.793440102663,0.0813997375926352,NA,0.00423602260650937,-4.49667115083014e-06,-0.78032239541863,0.0142162378325059,-0.000133357162762961,10,-662.439434574606,1344.99941709442,253.942586815241,2.43232807294484e-56,1
-6.80900453086081,0.0822115983979768,NA,0.00405190146152286,-4.36688283584783e-06,NA,NA,-0.000661218107529405,8,-664.463383666483,1345.00558506696,253.948754787779,2.42483836158624e-56,1
-10.7788027436582,0.0808253719186547,NA,0.00178572246664799,NA,0.281533983790492,-0.00643686766610327,NA,8,-665.118460797749,1346.31573932949,255.258909050312,1.25946589203628e-56,1
-6.05240479336028,0.0814262490757665,NA,0.00178485719866523,NA,-0.049334869150367,NA,-0.000247896680540529,8,-665.126507529114,1346.33183279222,255.275002513042,1.2493719743272e-56,1
-7.75356637171491,0.0802495451974446,NA,0.0016703293264853,NA,NA,NA,NA,6,-667.150450388487,1346.3468275129,255.289997233719,1.24004000870572e-56,1
-6.26712304881515,0.0821994389811739,NA,0.00167023698448163,NA,NA,NA,-0.000776273111019458,7,-667.10794319431,1348.27715553523,257.220325256052,4.72356932156688e-57,1
-10.3093081681769,0.0814472409831751,NA,0.00178515749402214,NA,0.281703278616377,-0.00643558157442492,-0.000247826354929062,9,-665.114189135268,1348.32695439321,257.270124114033,4.60740732778384e-57,1
-55.9876832136427,NA,NA,0.00422057637618876,-4.40245118030545e-06,-0.0599396125506801,NA,0.0260038225614127,8,-690.964264991765,1398.00734771752,306.950517438344,7.50751604296345e-68,1
-43.8846175818318,NA,NA,0.00431784837996605,-4.582602365445e-06,-1.00007654746485,0.0182780694643329,0.0259890414068556,9,-690.87253682271,1399.84364976809,308.786819488916,2.99742513715104e-68,1
-55.4275639725952,NA,NA,0.00182000165638746,NA,-0.0602398223592113,NA,0.0258845127308355,7,-693.543349056646,1401.1479672599,310.091136980723,1.56141878672816e-68,1
-56.8431991618152,NA,NA,0.00409021100234191,-4.41697953888655e-06,NA,NA,0.0256737639475347,7,-693.810696278396,1401.6826617034,310.625831424224,1.19512127412533e-68,1
-57.1298732234245,NA,NA,0.00182013708939114,NA,0.0717430891692925,-0.00256596117226096,0.0258872717067969,8,-693.541462771736,1403.16174327746,312.104912998287,5.70470898114792e-69,1
-56.2859143198079,NA,NA,0.0016810499203219,NA,NA,NA,0.0255525965122753,6,-696.409254207286,1404.86443515049,313.807604871317,2.43499824137311e-69,1
-8.94772299926096,0.0786824779447266,NA,NA,NA,0.0645793533651822,NA,NA,6,-735.668325889057,1483.38257851404,392.325748234859,2.17020348150084e-86,1
-6.89261071024771,0.0786720413691218,NA,NA,NA,-0.0952343591734289,0.0031066890851759,NA,7,-735.665731217613,1485.39273158183,394.335901302658,7.94330545295858e-87,1
-7.30191232965523,0.0793307033240541,NA,NA,NA,NA,NA,NA,5,-739.297582519651,1488.62795192455,397.571121645371,1.57573104661472e-87,1
-7.66542208897681,0.0788384605085492,NA,NA,NA,NA,NA,0.000190033613238934,6,-739.295112613114,1490.63615196215,399.579321682973,5.77307227428852e-88,1
0.92009531540695,0.0910699076725867,NA,NA,NA,0.0769921100335373,NA,-0.00530700268280265,7,-750.274168156237,1514.60960545908,423.552775179905,3.59449357457331e-93,1
-2.85180317204374,0.0910722509494053,NA,NA,NA,0.369432198571465,-0.00568468446198678,-0.00530114859385001,8,-750.265182237364,1516.60918220872,425.552351929541,1.32262015762516e-93,1
-56.4433819710803,NA,NA,NA,NA,0.0539699905446315,NA,0.0251480629218852,6,-764.080189910997,1540.20630655792,449.14947627874,9.93996123155938e-99,1
-51.0093976308131,NA,NA,NA,NA,-0.367389738541685,0.00819135793367787,0.0251397365169754,7,-764.062788305075,1542.18684575676,451.130015477582,3.69246228341408e-99,1
-55.6277289863494,NA,NA,NA,NA,NA,NA,0.0254379923060266,5,-766.495849490068,1543.02448586538,451.967655586207,2.42898498071844e-99,1
-6.14307746439708,NA,NA,0.00395319082605595,-4.08383876484017e-06,NA,NA,NA,6,-794.688051120584,1601.42202897709,510.365198697912,5.06476692445168e-112,1
-5.46419766262291,NA,NA,0.00401446688657654,-4.07932269500071e-06,-0.0270189167268395,NA,NA,7,-794.077259068123,1602.21578728285,511.158957003677,3.40562667050705e-112,1
-1.90198400278388,NA,NA,0.0040437598788339,-4.13339579636874e-06,-0.304348807635499,0.00539089370857504,NA,8,-794.068609291569,1604.21603631713,513.159206037953,1.25270404355127e-112,1
-5.84820933020171,NA,NA,0.00172621137683045,NA,NA,NA,NA,5,-797.122928729615,1604.27864434448,513.221814065299,1.21409681237325e-112,1
-5.16743446310749,NA,NA,0.00179015737397658,NA,-0.0271070171025812,NA,NA,6,-796.510301327309,1605.06652939054,514.009699111363,8.18778169626508e-113,1
-14.4378250719601,NA,NA,0.00179065602460279,NA,0.693830423999402,-0.0140139365085355,NA,7,-796.449176421481,1606.95962198957,515.902791710394,3.17750629915719e-113,1
-7.89591108763403,NA,NA,NA,NA,0.0971365249687678,NA,NA,5,-870.827574717269,1751.68793631978,660.631106040608,1.18776979179556e-144,1
-12.9214097267078,NA,NA,NA,NA,0.487948144988378,-0.00759646607859709,NA,6,-870.811297381493,1753.66852149891,662.611691219731,4.41218454129379e-145,1
-5.39626070468503,NA,NA,NA,NA,NA,NA,NA,4,-879.340892270709,1766.70363052722,675.646800248043,6.51802028441753e-148,1
