"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmp","I(tmp^2)","Year","df","logLik","AICc","delta","weight","cw"
135.243138677523,NA,NA,0.0115754576299671,-1.50404103086558e-05,-15.9253657563386,0.309407729910781,0.0314972041152618,9,-639.833620556123,1297.90692153834,132.685403824811,1.27964600208742e-29,1
-69.6187745743728,NA,NA,0.0102363465651802,-1.25460363923562e-05,NA,NA,0.0315760696949959,7,-644.272134220664,1302.69300682114,137.471489107608,1.1689734031183e-30,1
-69.6669316501079,NA,NA,0.0102202951431314,-1.25448831015143e-05,0.00598664476552544,NA,0.0315246589513207,8,-644.267678046351,1304.7268454544,139.505327740871,4.22826484498285e-31,1
88.2636626498632,NA,NA,0.00334210444702329,NA,-12.1488974720153,0.236066356826328,0.031225965170598,8,-646.141248384848,1308.4739861314,143.252468417865,6.49353106951923e-32,1
-68.2398332721554,NA,NA,0.00336641721001982,NA,NA,NA,0.0313380363846051,6,-648.784098330722,1309.67960249699,144.458084783455,3.55373185633864e-32,1
-68.2885985225876,NA,NA,0.00335090852723256,NA,0.00602523143014105,NA,0.0312864011300085,7,-648.779649650614,1311.70803768104,146.48651996751,1.28888910241771e-32,1
202.095071203238,NA,NA,0.0114537895158218,-1.50032176540664e-05,-16.298364273043,0.317537257951419,NA,8,-662.592537244053,1341.37656384981,176.155046136276,4.6534703497454e-39,1
-6.84562877673431,NA,NA,0.0101851041916181,-1.24159092022515e-05,NA,NA,NA,6,-667.786183264835,1347.68377236521,182.462254651682,1.98693666487133e-40,1
-8.23772216213881,NA,NA,0.0100347274960038,-1.2404525272426e-05,0.0554729736177142,NA,NA,7,-667.395017356352,1348.93877309252,183.717255378984,1.06087466619824e-40,1
153.785890767176,NA,NA,0.00323919641778151,NA,-12.4628409723612,0.243094030586705,NA,7,-669.086507952527,1352.32175428487,187.100236571336,1.95460518469236e-41,1
-5.94882933888008,NA,NA,0.00338974699617869,NA,NA,NA,NA,5,-672.366041251603,1354.81155270188,189.590034988348,5.62867521316788e-42,1
-7.37256796589219,NA,NA,0.0032424083830172,NA,0.0566992600619241,NA,NA,6,-671.963649363682,1356.03870456291,190.817186849374,3.04742866824615e-42,1
148.647856865816,0.0680165245901046,NA,NA,NA,-12.3902913202783,0.246014915733155,NA,7,-673.330605292812,1360.80994896544,195.588431251905,2.80460039508834e-43,1
166.735905079081,0.0777238777752143,NA,NA,NA,-12.4075038643602,0.246483865606962,-0.0091837518498869,8,-672.340231101644,1360.87195156499,195.650433851458,2.7189880411986e-43,1
-14.4115403332267,0.0679959896577508,NA,NA,NA,0.278337916066157,NA,NA,6,-675.965268919677,1364.0419436749,198.820425961364,5.57252796938583e-44,1
3.09675632066988,0.0775760154705103,NA,NA,NA,0.285341118519874,NA,-0.00904740318970785,7,-675.005851452736,1364.16044128529,198.938923571753,5.2519529623085e-44,1
-7.24814980215464,0.0687505813087051,NA,NA,NA,NA,NA,NA,5,-686.7296235026,1383.53871720388,218.317199490343,3.25373124415908e-48,1
3.74546371324515,0.0750627766758725,NA,NA,NA,NA,NA,-0.00562865664062111,6,-686.326101868676,1384.7636095729,219.542091859363,1.7635983314966e-48,1
94.5944897278243,NA,NA,NA,NA,-12.4791142891192,0.24792720990284,0.0287885027567516,7,-689.15214097798,1392.45302033577,227.231502622242,3.77281358818255e-50,1
-69.8569611295303,NA,NA,NA,NA,0.286752671061576,NA,0.0288667184337069,6,-691.684636378346,1395.48067859224,230.259160878702,8.3026687372995e-51,1
-67.3191313862316,NA,NA,NA,NA,NA,NA,0.0313107190742581,5,-702.521372908877,1415.12221601643,249.900698302896,4.5093303332148e-55,1
151.307074287118,NA,NA,NA,NA,-12.4928943467037,0.24924666456971,NA,6,-710.517568792508,1433.14654342056,267.925025707026,5.49767528552144e-59,1
-13.9201686202516,NA,NA,NA,NA,0.343128902306137,NA,NA,5,-713.142793304335,1436.36505680735,271.143539093813,1.0997343318481e-59,1
-5.07161369371453,NA,NA,NA,NA,NA,NA,NA,4,-729.516467051044,1467.085844155,301.864326441465,2.34613809204938e-66,1
