"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmp","I(tmp^2)","Year","df","logLik","AICc","delta","weight","cw"
-13.3629379763219,0.227461008376393,-0.00325933273972098,NA,NA,0.175421901070953,NA,NA,7,-774.499398795561,1563.04902180637,177.528636636097,1.93565864851582e-39,1
-15.3827430420506,0.227481040619095,-0.00325957519917488,NA,NA,0.332515511194027,-0.00305435540031002,NA,8,-774.496458495223,1565.05751995142,179.537134781143,7.09069723170031e-40,1
-10.8680286788334,0.0855562346317316,NA,0.00501336143376646,-5.93662761385173e-06,0.0946523653876186,NA,NA,8,-795.163322823695,1606.39124860836,220.870863438087,7.50211652706183e-49,1
-8.34729839658074,0.0886059967120809,NA,0.00498031089273057,-5.88629835537901e-06,0.096321342069434,NA,-0.00132596363980745,9,-794.807292332719,1607.69537461158,222.174989441305,3.90837693910554e-49,1
-8.54612335150114,0.0855494601353205,NA,0.00503181216536288,-5.97065510488765e-06,-0.0860983581706798,0.00351350128262106,NA,9,-795.15913104642,1608.39905203898,222.878666868707,2.74912717125563e-49,1
-5.57226381537304,0.0886063200868175,NA,0.00500222003230738,-5.92673162925196e-06,-0.119187590300521,0.00418923144039103,-0.00132942609737725,10,-794.801327130125,1609.7014418669,224.181056696623,1.43345634876758e-49,1
-10.416311675279,0.0851838434035927,NA,0.00177958176398069,NA,0.0939516626381697,NA,NA,7,-801.015771289743,1616.08176679473,230.561381624459,5.90084922586126e-51,1
-0.284617802117241,0.246881655341512,-0.00333209221374724,NA,NA,NA,NA,-0.00451308257192772,7,-801.237415370731,1616.52505495671,231.004669786435,4.72776320900794e-51,1
-7.58214651173775,0.0886240941243328,NA,0.00177321899369636,NA,0.0958395978245983,NA,-0.00149315200137605,8,-800.563614327347,1617.19183161566,231.67144644539,3.3874040689475e-51,1
-25.9396017514377,0.0852442399945847,NA,0.00178014981432982,NA,1.30105386575867,-0.0234635717313146,NA,8,-800.821430578064,1617.7074641171,232.187078946824,2.61757316589387e-51,1
-22.5131573900336,0.0886224607287731,NA,0.00177386834442223,NA,1.25323420423495,-0.0224979448359937,-0.00146859847697737,9,-800.384806214675,1618.85040237549,233.330017205218,1.47813105154904e-51,1
-8.5082370857811,0.0867251025647445,NA,0.00520738268469322,-5.89156326231771e-06,NA,NA,NA,7,-803.854637650109,1621.75949951546,236.239114345192,3.45152102179302e-52,1
-8.88714192233157,0.228365053622998,-0.0032191731009398,NA,NA,NA,NA,NA,6,-805.463409226149,1622.96446972975,237.444084559478,1.88953336663014e-52,1
-7.12414545620917,0.0884007731454121,NA,0.00519082878543926,-5.86287260034234e-06,NA,NA,-0.000716369207409983,8,-803.747720159465,1623.5600432799,238.039658109626,1.40290225138765e-52,1
-8.07720675339476,0.0863444135948939,NA,0.00199646393720528,NA,NA,NA,NA,6,-809.528268939996,1631.09418915745,245.573803987174,3.24345907083677e-54,1
-6.36682058172244,0.0884212237113362,NA,0.00199531907366757,NA,NA,NA,-0.000886600089377841,7,-809.364212234884,1632.77864868501,247.258263514741,1.39711669727092e-54,1
-56.3035257435323,NA,NA,0.0050584923365458,-5.97797304421201e-06,0.0960359916873479,NA,0.0238329483416715,8,-855.919219172892,1727.90304130675,342.38265613648,3.08484450643699e-75,1
-54.1275299267211,NA,NA,0.00507565538002566,-6.00965417379326e-06,-0.0730044254256434,0.00328599756616858,0.0238305590778195,9,-855.915651066068,1729.91209207828,344.391706908003,1.12972683800852e-75,1
-55.5387676764747,NA,NA,0.00180141998556958,NA,0.0955613141884996,NA,0.0236693733260714,7,-861.684193049367,1737.41861031398,351.898225143707,2.64821793218334e-77,1
-71.2815877738967,NA,NA,0.00180213173097248,NA,1.31628162474875,-0.0237293160378896,0.0236928130537429,8,-861.490818039835,1739.04623904064,353.525853870367,1.17359603815038e-77,1
-55.0458848074164,NA,NA,0.00526916800945224,-5.95659573908046e-06,NA,NA,0.0244190128551381,7,-864.569211785629,1743.1886477865,357.668262616231,1.47912883888295e-78,1
-54.2894045501549,NA,NA,0.00202258077097193,NA,NA,NA,0.0242528137166296,6,-870.200572117409,1752.43879551227,366.918410342,1.44997978535021e-80,1
-8.54954738017258,0.0885287223723067,NA,NA,NA,0.209846559301222,NA,-0.00225714852292054,7,-883.705550480181,1781.46132517561,395.940940005336,7.23102238211151e-87,1
-12.8367809856156,0.0832286348519249,NA,NA,NA,0.207277759296789,NA,NA,6,-884.75127740425,1781.54020608595,396.019820915681,6.95137845886585e-87,1
-19.2080648214447,0.0885296693713359,NA,NA,NA,1.03623647475043,-0.0160630491472787,-0.00224100200026635,8,-883.622465945143,1783.30953485125,397.789149680982,2.86989543888815e-87,1
-24.4750977369686,0.0832757213861615,NA,NA,NA,1.11225353396445,-0.017590208883416,NA,7,-884.651827612347,1783.35387943994,397.833494269668,2.80696352310902e-87,1
-7.55087474566219,0.0856609655285345,NA,NA,NA,NA,NA,NA,5,-927.690306835933,1865.4074953923,479.887110222024,4.27091034486514e-105,1
-5.83208322898635,0.0878314937784535,NA,NA,NA,NA,NA,-0.00089191535015255,6,-927.515046011587,1867.06774330063,481.547358130356,1.86209657888751e-105,1
-56.5399365792427,NA,NA,NA,NA,0.210949180134695,NA,0.0229069833882663,6,-945.03628882139,1902.11022892023,516.589843749962,4.57744499001036e-113,1
-67.9762856049553,NA,NA,NA,NA,1.0978571773377,-0.0172396809410669,0.0229230664936333,7,-944.943266910828,1903.9367580369,518.41637286663,1.83652724542897e-113,1
-10.0158905645515,NA,NA,0.00478243264335992,-5.57201909247984e-06,0.129111687281817,NA,NA,7,-963.3978632188,1940.84595065285,555.325565482574,1.77528479450631e-121,1
-11.795627128522,NA,NA,0.00476813986136366,-5.54570896857361e-06,0.267650100153578,-0.00269263150874179,NA,8,-963.395288835808,1942.85518063259,557.334795462313,6.50083714918541e-122,1
-9.61190274046128,NA,NA,0.00174631881854291,NA,0.128993930490256,NA,NA,6,-968.843685612913,1949.72502250328,564.204637333007,2.09508708061813e-123,1
-28.3261656911499,NA,NA,0.00174677704852172,NA,1.58419891960045,-0.0282832698919993,NA,7,-968.548104759026,1951.1464337333,565.626048563025,1.02931085287121e-123,1
-6.76746784413877,NA,NA,0.00506953678031192,-5.5385426831525e-06,NA,NA,NA,6,-979.937728772504,1971.91310882246,586.392723652189,3.18508005532167e-128,1
-6.36887426488332,NA,NA,0.00205137036568778,NA,NA,NA,NA,5,-985.250872099143,1980.52862591872,595.008240748443,4.28829432945756e-130,1
-53.6407079894667,NA,NA,NA,NA,NA,NA,0.0241866266067908,5,-988.076055713799,1986.17899314803,600.658607977756,2.54286281794344e-131,1
-12.2993434856434,NA,NA,NA,NA,0.250840447757688,NA,NA,5,-1053.14115116195,2116.30918404432,730.788798874052,1.40575945723021e-159,1
-28.7736776332944,NA,NA,NA,NA,1.53185725675852,-0.0248973526329726,NA,6,-1052.932292753,2117.90223678346,732.381851613184,6.33846369148019e-160,1
-5.8411376620827,NA,NA,NA,NA,NA,NA,NA,4,-1119.43735336448,2246.89261985033,861.372234680056,6.19552643905291e-188,1
