"(Intercept)","dbh","I(dbh^2)","tmn","I(tmn^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
44.4691399393608,0.475782230939212,-0.014743644151022,-0.186820790300896,0.0186552423677536,-0.179433910681821,0.0101596628777496,-0.0271236320788759,11,-429.909870674116,881.926971242627,0,0.782190693352241,0.782190693352241
43.7498593491828,0.477903015340153,-0.0148388289232183,-0.187377749303702,0.0183331731685103,0.0210940722887211,NA,-0.0272572950752753,10,-432.206749192193,884.502820349468,2.57584910684136,0.21576158194892,0.99795227530116
43.2157250323017,0.472934958006769,-0.0146265534704462,-0.154235289601955,0.0149842448252905,NA,NA,-0.0269099081681209,9,-437.873643634651,893.820339217353,11.8933679747265,0.00204503433042196,0.999997309631583
42.9062032783206,0.470171014782376,-0.0145019966789029,NA,NA,-0.163098637468816,0.00880978491379494,-0.0265586608429048,9,-445.320284997634,908.71362194332,26.7866507006934,1.19306842018884e-06,0.999998502700003
42.1328657156245,0.471791355663398,-0.0145749631017658,NA,NA,0.0110615420947176,NA,-0.0266035009696276,8,-447.210501907174,910.479421664247,28.5524504216199,4.93431434167593e-07,0.999998996131437
42.8944551124889,0.470117729970979,-0.0144997763718687,0.000322454902158549,NA,-0.164722718640097,0.00889246994928379,-0.026549273818943,10,-445.318705160877,910.726732286836,28.7997610442094,4.36037653155725e-07,0.99999943216909
41.9780795507069,0.46956585423865,-0.0144781920022626,NA,NA,NA,NA,-0.0264651394313001,7,-448.900445259935,911.846308200324,29.9193369576967,2.49121478591313e-07,0.999999681290569
42.3101799816905,0.472146533760635,-0.0145892163428509,-0.00299887833608644,NA,0.0109641471213807,NA,-0.0266871771156701,9,-447.059973827441,912.192999602935,30.2660283603077,2.09473018694396e-07,0.999999890763587
42.1756199422815,0.469981256956885,-0.0144948561330223,-0.00329781514935357,NA,NA,NA,-0.0265590453810061,8,-448.718371534683,913.495160919264,31.5681896766372,1.09236393746683e-07,0.999999999999981
-8.2329343355856,0.459784452866848,-0.0182703847287481,-0.180497607195767,0.0182515837566965,-0.199784439362224,0.0111453621197013,NA,10,-462.435690010728,944.960701986539,63.0337307439117,1.6058756998702e-14,0.999999999999997
-9.30753331496008,0.462283603343129,-0.0184122212547437,-0.181085661018127,0.0178993310709017,0.0201813194279634,NA,NA,9,-465.154358376174,948.3817687004,66.4547974577731,2.90293110162239e-15,1
-9.17147009135496,0.457500060117853,-0.0181494466773529,-0.149440935174256,0.0147015965488227,NA,NA,NA,8,-470.243415650563,956.545249151025,74.6182779083982,4.89958698077887e-17,1
-8.7304686422245,0.454685522347266,-0.0179640368259872,NA,NA,-0.172776881739774,0.00926388309061032,NA,8,-477.001580879873,970.061579609644,88.1346083670168,5.69017476228067e-20,1
-8.67806772744501,0.454249957960616,-0.0179324353273048,0.00261359114093165,NA,-0.185851844607859,0.009929685418881,NA,9,-476.899421216395,971.871894380842,89.9449231382155,2.30155176528815e-20,1
