"(Intercept)","dbh","I(dbh^2)","tmn","I(tmn^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
9.76205939061587,0.452437990112792,-0.0114320864083737,NA,NA,0.0138163056040144,NA,-0.0103890833030297,8,-2039.72193030681,4095.47347805499,0,0.360590020656005,0.360590020656005
9.66465870485065,0.452269731977435,-0.0114250690582476,0.045869914956797,-0.00433581342081634,0.012348345780388,NA,-0.0103906697555522,10,-2038.48499267782,4097.01525284536,1.54177479036798,0.166809799954917,0.527399820610922
9.78734255840483,0.452578810826585,-0.0114359753309053,0.00265832863137564,NA,0.0143325120016553,NA,-0.0104112174951372,9,-2039.54093690494,4097.11890322769,1.64542517270229,0.158385043054173,0.685784863665095
9.68954653118241,0.45245631607018,-0.011432987963472,NA,NA,0.0316203014961486,-0.000917439669168038,-0.0103958081322525,9,-2039.68297319226,4097.40297580234,1.92949774734507,0.137413243614231,0.823198107279326
9.62213445097758,0.452277259104492,-0.0114255216135879,0.0456142325230003,-0.00431796181539317,0.0227071343414633,-0.000534145299267682,-0.0103939842151348,11,-2038.47195394285,4098.99824005281,3.52476199781313,0.0618901251078062,0.885088232387132
9.7300785431364,0.452587339606595,-0.0114365242188325,0.00255472323689803,NA,0.0281211431455081,-0.000711564711799172,-0.010415550067014,10,-2039.51777480068,4099.08081709107,3.60733903607752,0.0593868082321967,0.944475040619329
9.62818133961758,0.45183477734117,-0.0114138054740673,0.0625953003694007,-0.0061867525967003,NA,NA,-0.0103290792582545,9,-2041.28738195416,4100.61179332613,5.13831527114007,0.0276212112342345,0.972096251853563
9.80186525801507,0.452173859297031,-0.0114270895885888,NA,NA,NA,NA,-0.0103413879234829,7,-2043.59847438303,4101.21997981685,5.74650176186015,0.0203787105449092,0.992474962398473
9.8069837148351,0.452198912850972,-0.0114278053041484,0.000513026118482344,NA,NA,NA,-0.0103452897619653,8,-2043.59154561719,4103.21270867577,7.73923062077711,0.00752421379210075,0.999999176190573
-10.2415940730997,0.408127875097506,-0.0109692508877195,NA,NA,0.0136188831779236,NA,NA,7,-2054.72631710064,4123.47566525207,28.0021871970753,2.99513231597645e-07,0.999999475703805
-10.3411565912165,0.407935231182635,-0.0109615625862756,0.0464895794553143,-0.004441734655669,0.0120162743459662,NA,NA,9,-2053.49582413153,4125.02867768087,29.5551996258741,1.37779196878896e-07,0.999999613483002
-10.2560549734715,0.408166226989829,-0.0109719079772093,0.00222246352011983,NA,0.0140505196113231,NA,NA,8,-2054.60021467174,4125.23004678487,29.7565687298779,1.2458246039326e-07,0.999999738065462
-10.3042977693227,0.408122052650667,-0.0109698215228657,NA,NA,0.0266817186789601,-0.000673123306684558,NA,8,-2054.7054105535,4125.44043854837,29.9669604933811,1.12142675320938e-07,0.999999850208137
-10.3702596332704,0.407930560236602,-0.0109618321866714,0.0463380364818722,-0.00443118913307213,0.0181852256460555,-0.000318101606447664,NA,10,-2053.49121453004,4127.0276965498,31.554218494804,5.07110049232034e-08,0.999999900919142
-10.3021127833244,0.408160647800155,-0.0109722206682547,0.00214954746294395,NA,0.0237293823964896,-0.000499477698877119,NA,9,-2054.58883798992,4127.21470539766,31.7412273426685,4.61842357690667e-08,0.999999947103378
-10.2610066752903,0.407762382376051,-0.010954610118279,0.0627776288688187,-0.00624405066151509,NA,NA,NA,8,-2056.13963618201,4128.3088898054,32.83541175041,2.67235799235645e-08,0.999999973826958
-10.1114774558091,0.408064636526116,-0.0109684523825079,NA,NA,NA,NA,NA,6,-2058.47921631754,4128.97570237193,33.5022243169356,1.91468849310022e-08,0.999999992973843
-10.1120391805878,0.40806645876259,-0.0109685759280581,0.000120420116277493,NA,NA,NA,NA,7,-2058.47883580488,4130.98070266055,35.5072246055538,7.02615694470342e-09,1
1.15353596429688,0.192965825834176,NA,NA,NA,0.0139215444400031,NA,-0.00548514249461813,7,-2149.05275800985,4312.12854707049,216.655069015495,3.24312156862893e-48,1
1.06207795539967,0.19292704515165,NA,0.0471265107661854,-0.00451487154396777,0.0122494968547101,NA,-0.00548982641665596,9,-2147.75212664508,4313.54128270797,218.067804652981,1.60026380591535e-48,1
1.1912948852215,0.193012184757109,NA,0.00214357512766083,NA,0.0143416116262983,NA,-0.00551181427239068,8,-2148.93171579621,4313.8930490338,218.419570978811,1.3421668114208e-48,1
1.11298835890831,0.192963259984278,NA,NA,NA,0.0236058823254143,-0.000498931272345954,-0.00548821569737699,8,-2149.04086333074,4314.11134410286,218.637866047866,1.20338425133347e-48,1
1.04989001054382,0.192925933648445,NA,0.0470567515686631,-0.00451004942663787,0.0151016500377547,-0.000147045334361935,-0.00549048903148966,10,-2147.75110677583,4315.54748104137,220.074002986379,5.86882486619874e-49,1
1.16374425993213,0.193009410403293,NA,0.00209508366806534,NA,0.020705528424614,-0.000328354730392848,-0.00551322739900745,9,-2148.92662553241,4315.89028048263,220.416802427638,4.94439543624941e-49,1
-9.44880280689116,0.17779943609795,NA,NA,NA,0.0138986506826566,NA,NA,6,-2152.36270779819,4316.74268533322,221.269207278232,3.22861184245766e-49,1
1.03744483762205,0.192692432166112,NA,0.0638611129568344,-0.00636714210270951,NA,NA,-0.00543491152521838,8,-2150.58250848924,4317.19463441987,221.721156364878,2.57558767504965e-49,1
-9.54861326333768,0.177751774753607,NA,0.0473784942574808,-0.00456692029134787,0.0121506785087649,NA,NA,8,-2151.06882710283,4318.16727164705,222.693793592055,1.58369245573574e-49,1
1.22592031517865,0.192755995739671,NA,NA,NA,NA,NA,-0.00545349408378692,6,-2153.10083409655,4318.21893792995,222.745459874956,1.54330462285955e-49,1
-9.46086307575987,0.177775026779984,NA,0.00187565769583766,NA,0.0142660900818959,NA,NA,7,-2152.2703905897,4318.5638122302,223.090334175206,1.29886242830496e-49,1
-9.48773986668774,0.177790676056426,NA,NA,NA,0.0220088346056791,-0.00041783436246395,NA,7,-2152.35440250032,4318.73183605143,223.258357996434,1.19420049020516e-49,1
-9.55637437906708,0.177750189646057,NA,0.0473383011309515,-0.00456414340541249,0.0137939230132025,-8.47196336498477e-05,NA,9,-2151.06849004544,4320.17400950869,224.700531453696,5.8064843240888e-50,1
1.22551154287667,0.192755591261324,NA,-2.21200398594857e-05,NA,NA,NA,-0.00545323049638784,7,-2153.1008208482,4320.22467274719,224.751194692195,5.66124402650252e-50,1
-9.48559023488189,0.177769811306636,NA,0.00183601921777202,NA,0.0194621096069003,-0.000268097534933141,NA,8,-2152.26701286255,4320.56364316648,225.090165111491,4.77865177407113e-50,1
-9.46777989270266,0.177673460291442,NA,0.0639743072117357,-0.00640362062343202,NA,NA,NA,7,-2153.84159185751,4321.70621476581,226.232736710816,2.69897656572757e-50,1
-9.31547899637657,0.17768133287707,NA,NA,NA,NA,NA,NA,5,-2156.37948826799,4322.77130952672,227.297831471732,1.58458932207489e-50,1
-9.31422333704079,0.177685421750133,NA,-0.000276051399131648,NA,NA,NA,NA,6,-2156.37743183143,4324.77213339971,229.298655344718,5.82697750377085e-51,1
-69.6037729204447,NA,NA,NA,NA,0.0136418544722977,NA,0.0315924642312978,6,-2324.72050152147,4661.45827277979,565.984794724797,4.51832127711996e-124,1
-69.6865459338007,NA,NA,0.0475987539959864,-0.00461170250814977,0.0118251672069503,NA,0.0315838820219519,8,-2323.45745153471,4662.94452051081,567.471042455818,2.14903017823215e-124,1
-69.582705006508,NA,NA,0.00165325579924224,NA,0.0139659998854281,NA,0.0315761719617458,7,-2324.65071268959,4663.32445642997,567.850978374976,1.77721707688012e-124,1
-69.647702720034,NA,NA,NA,NA,0.0244060494467681,-0.000554548844373484,0.0315884507571474,7,-2324.70624938054,4663.43552981186,567.96205175687,1.68120703719172e-124,1
-69.7058087339383,NA,NA,0.0474849201744527,-0.00460384364453161,0.0164825756590104,-0.000240111145416291,0.0315824643607562,9,-2323.45481409561,4664.94665760903,569.473179554037,7.89739694359722e-125,1
-69.6171778692122,NA,NA,0.0015903765737125,NA,0.0222006726459075,-0.000424868423590025,0.0315737243457314,8,-2324.64244735983,4665.31451216104,569.841034106052,6.57060509767035e-125,1
-69.6141730192906,NA,NA,0.0637756346340588,-0.00640213750851713,NA,NA,0.0315867456787916,7,-2326.01369622207,4666.05042349493,570.576945439942,4.54783029693118e-125,1
-69.4321637052134,NA,NA,NA,NA,NA,NA,0.0315711455540086,5,-2328.48857119761,4666.98947538598,571.515997330984,2.84375202524678e-125,1
-69.4390684869059,NA,NA,-0.000456678555269395,NA,NA,NA,0.0315757644915326,6,-2328.48309401987,4668.98345777658,573.509979721583,1.04931033084001e-125,1
-7.61204629097486,NA,NA,NA,NA,0.0134406036739981,NA,NA,5,-2404.61084121313,4819.23401541701,723.760537362016,2.47976145779883e-158,1
-7.71570045420492,NA,NA,0.0464191391093703,-0.00435668984296102,0.0120035988445336,NA,NA,7,-2403.29174129659,4820.60651364397,725.133035588974,1.24846307611192e-158,1
-7.63235732901413,NA,NA,0.00301867562296621,NA,0.014032937533043,NA,NA,6,-2404.37442635232,4820.76612244149,725.292644386499,1.15270212133083e-158,1
-7.68392836843341,NA,NA,NA,NA,0.0283719201393903,-0.000769183171749933,NA,6,-2404.58294721283,4821.1831641625,725.709686107507,9.35745254478966e-159,1
-7.7482840931778,NA,NA,0.0462510424551183,-0.0043451133156575,0.0188866473551123,-0.000354834247415572,NA,8,-2403.28588183259,4822.60138110657,727.127903051577,4.60464058311923e-159,1
-7.6812219129053,NA,NA,0.00294006666396325,NA,0.0242775168027266,-0.000528541644450602,NA,7,-2404.36141476192,4822.74586057463,727.272382519634,4.28373324696134e-159,1
-7.63662246425034,NA,NA,0.0628770579536401,-0.00617802501898892,NA,NA,NA,6,-2405.9677670411,4823.95280381904,728.479325764044,2.34281514842028e-159,1
-7.48467302907174,NA,NA,NA,NA,NA,NA,NA,4,-2408.32860223252,4824.66542476918,729.19194671419,1.64056843105759e-159,1
-7.48904477019445,NA,NA,0.000897921829564179,NA,NA,NA,NA,5,-2408.30708105339,4826.62649509753,731.153017042534,6.15394115578375e-160,1
