"(Intercept)","dbh","I(dbh^2)","tmn","I(tmn^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
92.4490404884349,0.304600860076128,-0.00376477224526839,-0.215228351511987,0.0144987450630208,-1.17636996550271,0.0542801209080135,-0.0486078761747514,11,-6659.08364277986,13340.212382929,0,0.807057387089483,0.807057387089483
91.7914712293656,0.304399416401042,-0.00376523791649458,-0.0692723203532284,NA,-1.1782686956552,0.054015988588915,-0.0484296563441471,10,-6661.51840611172,13343.0743869459,2.86200401685346,0.19294260648411,0.999999993573593
89.5721006977056,0.310164268214333,-0.00389134645770227,-0.226231827768719,0.0140017812727274,-0.108683174288825,NA,-0.049785879132461,10,-6679.04583802493,13378.1292507723,37.9168678432761,4.71369175779496e-09,0.999999998287284
88.9561828594342,0.309955630387679,-0.0038912842184426,-0.0851736812370971,NA,-0.115487114198036,NA,-0.0496114912710099,9,-6681.28992652853,13380.610590762,40.39820783293,1.36315439052167e-09,0.999999999650439
89.7446400597619,0.301602908081603,-0.00370429830835167,NA,NA,-1.43281828554878,0.0669919800249094,-0.046908155900615,9,-6682.65080444527,13383.3323465955,43.119963666426,3.49561244558429e-10,1
85.3696958527162,0.307917937930185,-0.0038495401737001,NA,NA,-0.114568624602131,NA,-0.0479812907974758,8,-6714.59603802044,13445.2166620064,105.004279077353,1.27501392303854e-23,1
91.1217092696664,0.316490387422453,-0.00401605602080884,-0.398432333763265,0.0311475770390554,NA,NA,-0.050922885965349,9,-6722.67663320348,13463.3840041119,123.171621182841,1.4471938678134e-27,1
89.8482726702959,0.316859777271676,-0.0040343103170733,-0.0847455053787379,NA,NA,NA,-0.0506613826833955,8,-6734.45792311813,13484.9404322018,144.728049272739,3.01722591435133e-32,1
86.2996750104195,0.31480200765976,-0.00399075338646207,NA,NA,NA,NA,-0.0490451327389823,7,-6766.56232339011,13547.1437659335,206.931383004472,9.38265032628288e-46,1
71.0656103183747,0.15243277147515,NA,-0.205864234701179,0.0145192680108843,-1.42454161511474,0.0664306176770065,-0.0365104558809781,10,-6773.98304820404,13568.0036711305,227.791288201501,2.77111577885995e-50,1
70.3830635415844,0.152212534412224,NA,-0.0597664844870401,NA,-1.42452549509378,0.0660548113702772,-0.036323610656216,9,-6776.39621707125,13570.8231718474,230.610788918371,6.76718220159407e-51,1
69.035268392362,0.152090293975135,NA,NA,NA,-1.64057754677166,0.0771041833619628,-0.0352437628737843,8,-6792.15895636575,13600.342498697,260.130115767979,2.63249460348483e-57,1
66.5471503722795,0.15294466931688,NA,-0.215281698790362,0.0135510583615181,-0.118172565797543,NA,-0.0374235229581447,9,-6803.90554960243,13625.8418369098,285.629453980737,7.64287137237528e-63,1
65.9504714810926,0.152762824208662,NA,-0.0788036042819183,NA,-0.125021966635776,NA,-0.0372531936352599,8,-6805.97942796677,13627.9834418991,287.771058970009,2.61946702633114e-63,1
-0.143746331908665,0.152713271061833,-0.002118210923804,-0.156664843926107,0.0106979559784754,-1.46027430208136,0.0681500731120433,NA,10,-6831.13533735426,13682.308249431,342.095866501943,4.18534116688308e-75,1
-0.384083109578218,0.152987354375184,-0.00212320210375221,-0.0490665840021152,NA,-1.45958947613488,0.067840747294543,NA,9,-6832.44462503783,13682.9199877806,342.707604851532,3.08243246663469e-75,1
62.9979113176481,0.152638097444222,NA,NA,NA,-0.123209136821354,NA,-0.0359432600671024,7,-6834.46619324481,13682.9515056429,342.739122713874,3.03423737453191e-75,1
0.217694547338485,0.154611241532079,-0.00211981309714023,NA,NA,-1.63504461793497,0.0768157107292915,NA,8,-6843.13240421269,13702.2893943909,362.077011461844,1.91814028293294e-79,1
67.6552262923653,0.154610725819394,NA,-0.408174267636393,0.0329045288485938,NA,NA,-0.038341490002835,8,-6854.52309750431,13725.0707809741,384.858398045095,2.16753003671735e-84,1
-6.62489717493659,0.154948723675472,-0.00222305851630897,-0.164289528176585,0.00955036177585151,-0.120031780698162,NA,NA,9,-6862.54840271267,13743.1275431303,402.915160201215,2.6000939559099e-88,1
-6.81373755375145,0.155199616221426,-0.00222728696052852,-0.0681459301219649,NA,-0.124831234724189,NA,NA,8,-6863.57791512087,13743.1804162073,402.968033278217,2.53225710848436e-88,1
66.1590997993972,0.154229804412067,NA,-0.0766030365465235,NA,NA,NA,-0.0379858526293504,7,-6867.58898003163,13749.1970792166,408.984696287511,1.25027638029367e-89,1
0.796824811429562,0.079482840675338,NA,-0.163569068912087,0.0114645073221214,-1.54480153532324,0.0722768544094519,NA,9,-6866.51318300842,13751.0571037218,410.844720792711,4.93295140649706e-90,1
0.540552834146389,0.0795962198752031,NA,-0.0482681922960995,NA,-1.54401332100574,0.0719391940524599,NA,8,-6868.00942595159,13752.0434378687,411.831054939643,3.01250029890164e-90,1
1.13255314066919,0.0813073808062297,NA,NA,NA,-1.71687202804825,0.0807866791002289,NA,7,-6878.31735299209,13770.6538251375,430.441442208432,2.73988825197863e-94,1
-7.17642666913833,0.157918979912478,-0.00224136524997959,NA,NA,-0.123242702811738,NA,NA,7,-6884.95205735785,13783.923233869,443.71085093995,3.60012313427434e-97,1
63.3848948832944,0.15424757642941,NA,NA,NA,NA,NA,-0.0367538051154728,6,-6893.86343028828,13799.7411974941,459.528814565077,1.32278784767063e-100,1
-6.05106315966088,0.0780708765219073,NA,-0.171312230703363,0.0102071427430095,-0.123536160234197,NA,NA,8,-6901.7993071346,13819.6232002347,479.410817305668,6.3704213279696e-105,1
-6.25129426626197,0.0781887396098417,NA,-0.0685617151780536,NA,-0.128727698716902,NA,NA,7,-6902.96898238217,13819.9570839176,479.744700988589,5.39096157311731e-105,1
-7.33406006124741,0.158045666765736,-0.00231601845676161,-0.358237956835837,0.0290327976793588,NA,NA,NA,8,-6914.67834226506,13845.3812704956,505.168887566588,1.62507821096109e-110,1
-6.61440090954713,0.0804428968804926,NA,NA,NA,-0.126978545251354,NA,NA,6,-6924.53647398458,13861.0872848867,520.874901957679,6.31475602515419e-114,1
-8.05088481179745,0.159159874722527,-0.00234100536376808,-0.0657624599207421,NA,NA,NA,NA,7,-6924.81139574193,13863.6419106372,523.429527708113,1.76046194904588e-114,1
