"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
88.7664133237542,0.0342555136198691,0.000345229306027709,NA,NA,2.44159433879485,-0.180230073575535,-0.0494081936618101,9,-5578.77999588857,11175.5977513744,85.8669400932667,1.27258512404237e-19,1,FALSE
90.7156766228696,0.052276200512631,NA,NA,NA,2.45082789749815,-0.180776744316987,-0.050519398918345,8,-5579.88883077113,11175.8078628845,86.0770516034336,1.14567571522799e-19,1,FALSE
88.963599903963,0.0217888048760677,0.000577742932677891,0.656552509791659,NA,NA,NA,-0.0456174504380465,8,-5580.67004763901,11177.3702966203,87.6394853391994,5.24545943232638e-20,1,FALSE
92.0052621530775,0.0517173939169773,NA,0.651664853583497,NA,NA,NA,-0.047329038322272,7,-5583.66680801732,11181.357101042,91.6262897608649,7.14594965599755e-21,1,FALSE
50.5328560813427,NA,NA,-0.466990886111859,0.50118836215261,1.85345228390664,-0.136998317461106,-0.0285644834430795,9,-5593.79955385769,11205.6368673126,115.906056031494,3.8174705521515e-26,1,TRUE
51.0208293368036,NA,NA,0.546012980289616,NA,1.96263037586926,-0.144052891982437,-0.0292686253138376,8,-5596.02271632641,11208.0756339951,118.344822713998,1.12772767710125e-26,1,FALSE
54.3359493795002,NA,NA,-1.14241519677208,0.88796528193116,0.0241408737911877,NA,-0.0272981715716131,8,-5627.11283851711,11270.2558783765,180.525067095399,3.54760885345636e-40,1,TRUE
53.478362236906,NA,NA,-1.45257719080572,1.04097974749278,NA,NA,-0.0267055775068622,7,-5628.18739392178,11270.3982728509,180.667461569796,3.30381075652441e-40,1,TRUE
55.6024571828017,NA,NA,0.661760113637997,NA,0.0520106176722494,NA,-0.0284799482347244,7,-5634.29547426482,11282.614433537,192.883622255871,7.35037632711286e-43,1,FALSE
53.8846332616119,NA,NA,0.663329362004625,NA,NA,NA,-0.0274345301548246,6,-5640.51539219396,11293.0483944508,203.317583169708,3.98660998502969e-45,1,FALSE
52.2781688803777,NA,NA,NA,NA,2.43257310902383,-0.17942080369426,-0.0304215616873185,7,-5639.88327929808,11293.7900436035,204.059232322379,2.75141868914365e-45,1,FALSE
94.9189279238573,0.0308949571533972,0.000412831092687486,NA,NA,0.0517211247724743,NA,-0.0485476106869131,8,-5640.44601023515,11296.9222218126,207.191410531466,5.74662458684761e-46,1,FALSE
97.1935186807411,0.0523371878160613,NA,NA,NA,0.0540258319838762,NA,-0.0498320261178503,7,-5641.96905815869,11297.9616013247,208.230790043603,3.41754650696261e-46,1,FALSE
92.9007953996776,0.027201893427809,0.000485906975105411,NA,NA,NA,NA,-0.0473294220377842,7,-5646.39459565221,11306.8126763118,217.08186503065,4.09004343769862e-48,1,FALSE
95.4669206645237,0.0524106270834121,NA,NA,NA,NA,NA,-0.0487754009420322,6,-5648.50757656045,11309.0327631838,219.301951902671,1.34785191949868e-48,1,FALSE
-1.84800936120893,-0.142870191899153,0.00219045429979591,-1.71078669713701,1.15190548473722,1.46706963480567,-0.112031352869705,NA,10,-5687.73406546656,11395.5142912353,305.783479954149,2.24087159612953e-67,1,TRUE
58.6583781008407,NA,NA,NA,NA,0.0536469265768237,NA,-0.0297135071557364,6,-5700.77578088403,11413.5691718309,323.838360549838,2.69060202511344e-71,1,FALSE
-3.82326803427368,-0.144325482372494,0.00215456568684915,0.618101616195642,NA,1.70458990740093,-0.127238896835811,NA,9,-5699.42299186363,11416.8837433245,327.152932043387,5.12978791360546e-72,1,FALSE
56.8884944339027,NA,NA,NA,NA,NA,NA,-0.028635421169906,5,-5707.17974661634,11424.3720692126,334.641257931442,1.21347296198398e-73,1,FALSE
3.24525139646152,-0.141462509730443,0.00221077247853824,-2.2397555346294,1.45685347221512,-0.0280092695189412,NA,NA,9,-5710.13618677857,11438.3101331544,348.579321873269,1.14134771807606e-76,1,TRUE
2.90747328019645,-0.142200366871153,0.00219547432324128,-1.87806649482985,1.2788796062011,NA,NA,NA,8,-5711.58873308312,11439.2076675085,349.476856227413,7.28653182689506e-77,1,TRUE
-3.04181076600259,-0.0385070190940204,NA,-1.53093224932728,1.06103481297148,1.46803732462079,-0.111609068959281,NA,9,-5727.34324343213,11472.7242464615,382.993435180379,3.84138839858734e-84,1,TRUE
1.66410866035019,-0.142769950854404,0.00217555916755907,0.721125348378789,NA,NA,NA,NA,7,-5730.05752058483,11474.138526177,384.407714895893,1.89400570258263e-84,1,FALSE
1.56119669154824,-0.143155281093296,0.00216754101241941,0.721114485956888,NA,0.0174258105737592,NA,NA,8,-5729.36024659591,11474.7506945341,385.019883252988,1.39460305595488e-84,1,FALSE
-4.85028822441943,-0.041426768505832,NA,0.612689950061768,NA,1.68851326995551,-0.125712516825503,NA,8,-5737.20208975725,11490.4343808568,400.703569575666,5.4800106134362e-88,1,FALSE
1.76774350736828,-0.0372858743392579,NA,-1.77730492951365,1.22759462652828,NA,NA,NA,7,-5750.51182979264,11515.0471445926,425.316333311504,2.47849280316253e-93,1,TRUE
2.02878917516388,-0.0361319014398625,NA,-2.06413725318943,1.36883068767705,-0.0220720525724462,NA,NA,8,-5749.61867905663,11515.2675594555,425.536748174434,2.21985794101405e-93,1,TRUE
-4.89950115236891,-0.145096101065172,0.00212092108673941,NA,NA,2.22618435650778,-0.166604362265563,NA,8,-5754.56698158236,11525.164164507,435.433353225892,1.57508755870656e-95,1,FALSE
0.465019742027454,-0.0396589670192413,NA,0.71618750726412,NA,0.0210978280572589,NA,NA,7,-5766.50155277955,11547.0265905664,457.295779285338,2.81798840489122e-100,1,FALSE
0.584777589802392,-0.0387292927955891,NA,0.716221646075969,NA,NA,NA,NA,6,-5767.51924511484,11547.0561002926,457.325289011467,2.77671461520949e-100,1,FALSE
-2.50456260234607,NA,NA,-2.23110479882619,1.42821588069987,1.18598798722399,-0.0930563175322002,NA,8,-5780.22471173159,11576.4796248055,486.748813524349,1.13316741903438e-106,1,TRUE
-5.911264391874,-0.0437436192887473,NA,NA,NA,2.20828984868671,-0.164924052958079,NA,7,-5790.82037108854,11595.6642271844,505.933415903306,7.73411461543714e-111,1,FALSE
1.75269372926766,NA,NA,-2.65892706422054,1.67742563959673,-0.0557982085023823,NA,NA,7,-5795.93765237494,11605.8987897572,516.167978476111,4.63450738745147e-113,1,TRUE
-4.97904158952253,NA,NA,0.65194340684674,NA,1.46945689478478,-0.11100266255216,NA,7,-5797.97333655467,11609.9701581167,520.239346835569,6.05225436899151e-114,1,FALSE
1.02314734952288,NA,NA,-1.92008274907654,1.3140755883355,NA,NA,NA,6,-5801.70345347033,11615.4245170036,525.693705722442,3.95838643043596e-115,1,TRUE
2.38937243867815,-0.143426555851158,0.00213951268419014,NA,NA,NA,NA,NA,6,-5807.72720098692,11627.4720120367,537.74120075562,9.58159659766883e-118,1,FALSE
2.28818635597207,-0.143799306190292,0.00213156137879491,NA,NA,0.0171173718245236,NA,NA,7,-5807.07791219579,11628.1793093989,538.448498117807,6.72744586300639e-118,1,FALSE
-0.27346800463742,NA,NA,0.746025894068344,NA,NA,NA,NA,5,-5821.17048197652,11652.3535399329,562.622728651804,3.78863484287954e-123,1,FALSE
-0.255101625063501,NA,NA,0.745985120972333,NA,-0.00276769507955374,NA,NA,6,-5821.15284069794,11654.3232914588,564.592480177664,1.41500065148589e-123,1,FALSE
1.32152479460098,-0.0410353373806546,NA,NA,NA,NA,NA,NA,5,-5843.45170585646,11696.9159876928,607.18517641168,7.97756162858892e-133,1,FALSE
1.20285399305551,-0.0419540012460322,NA,NA,NA,0.0208930781694525,NA,NA,6,-5842.48811770712,11696.9938454771,607.263034196018,7.67297114249322e-133,1,FALSE
-6.14354460329653,NA,NA,NA,NA,2.01780209498265,-0.152418378675352,NA,6,-5857.45748999135,11726.9325900456,637.20177876448,2.42018064966817e-139,1,FALSE
0.442184826261822,NA,NA,NA,NA,NA,NA,NA,4,-5902.32393361672,11812.6562494631,722.925438181996,5.87748673275022e-158,1,FALSE
0.47037525210553,NA,NA,NA,NA,-0.00425702194973182,NA,NA,5,-5902.28375270012,11814.5800813801,724.849270099017,2.24614022060196e-158,1,FALSE
