"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
85.7117976478529,0.0262641923180139,0.000483916812088425,-0.46340218875033,0.495379608972121,1.86651502247838,-0.138148190455726,-0.0468419035342526,11,-5533.83770364685,11089.7308112811,0,0.562932046012952,0.562932046012952,TRUE
88.4757170956579,0.0514871800053271,NA,-0.366528520898636,0.444910659304071,1.89419519108033,-0.139913975947525,-0.0484646511574234,10,-5535.99629544296,11092.0387511881,2.30793990695747,0.177538762894334,0.740470808907286,TRUE
86.6017638809935,0.0290032333192694,0.000434886873271869,0.537471787955981,NA,1.97623412162745,-0.145241686598862,-0.0477645130081545,10,-5536.00225469693,11092.050669696,2.31985841488859,0.176483910505876,0.916954719413161,FALSE
89.0382075496647,0.051665496733314,NA,0.532827957705291,NA,1.99145727166869,-0.146206349312467,-0.0491577888693522,9,-5537.76029875472,11093.5583571067,3.82754582555572,0.0830452805868318,0.999999999999993,FALSE
87.9828195585449,0.01888482283607,0.000625187009480222,-1.43541983126808,1.02928435113238,NA,NA,-0.0445841288115397,9,-5568.57852996926,11155.1948195358,65.464008254643,3.42868192762037e-15,0.999999999999997,TRUE
88.929098007162,0.0207570402469152,0.000589146331744316,-1.16105951887559,0.893798820990063,0.0212029834544804,NA,-0.0452136836959278,10,-5567.75421365689,11155.5545876159,65.8237763348116,2.86420799260655e-15,0.999999999999999,TRUE
92.2350041693166,0.0513101512886891,NA,-1.05716230950098,0.840139802849916,0.0260336038135098,NA,-0.0471061158151399,9,-5570.86071471759,11159.7591890324,70.0283777513068,3.49934656140763e-16,1,TRUE
91.2918999033472,0.0512843635299567,NA,-1.39085601183418,1.00477523846097,NA,NA,-0.0464576966451726,8,-5572.11908252306,11160.2683663884,70.5375551072884,2.7128169944013e-16,1,TRUE
90.8880133658675,0.0252945826986593,0.000508002701483383,0.654450419908815,NA,0.0495925309173092,NA,-0.0467787764567877,9,-5575.01901582192,11168.0757912411,78.3449799599657,5.47091203196014e-18,1,FALSE
93.6735317387923,0.051637949847066,NA,0.649985118240129,NA,0.0523261447720295,NA,-0.0483494838720477,8,-5577.33328845018,11170.6967782426,80.9659669615376,1.47543348565907e-18,1,FALSE
