"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","Year","df","logLik","AICc","delta","weight","cw"
-9.80250618237324,-0.170940921876078,0.00112767040590112,0.014238350765392,NA,0.644484648994565,-0.0193340255384545,0.00579403121324094,10,-307.437641935411,635.096167404959,0,0.487383632117623,0.487383632117623
-9.44189962324,-0.171325218598648,0.00113005500077921,0.0231998300784975,-0.000154099019572023,0.57627566610285,-0.0173483853578821,0.00585104154779709,11,-307.264476304953,636.794279243072,1.69811183811282,0.208511801079505,0.695895433197129
-4.74412295910768,-0.171836529177982,0.00113310951802906,0.0361197374737268,-0.000352669622846418,NA,NA,0.00579490187721577,9,-310.269650977824,638.719843580523,3.62367617556436,0.079615872068052,0.775511305265181
-4.64814684705111,-0.17236852835506,0.00113644230184098,0.0349182055697078,-0.000360350850713214,-0.0182524312835866,NA,0.00593442378118289,10,-309.276280307678,638.773444149492,3.67727674453272,0.0775104825815122,0.853021787846693
-4.23349144892867,-0.171139720063805,0.00112875981005108,0.0154860620609155,NA,NA,NA,0.00567010097345771,8,-311.333169474015,638.810627525185,3.71446012022625,0.0760827450345599,0.929104532881253
-4.12920709758911,-0.171647974494699,0.0011319421562702,0.0138749392296814,NA,-0.0178104217068114,NA,0.00580377808858395,9,-310.387701107305,638.955943839486,3.85977643452668,0.0707507644443362,0.999855297325589
-1.88873607730126,-0.075234882451982,0.000565524552511958,0.0145165898867558,NA,0.64768549464826,-0.0192991430879722,NA,9,-317.273924964,652.728391552875,17.6322241479164,7.22906474760182e-05,0.999927587973065
-1.71974137144076,-0.0750190079208871,0.000564313603015263,0.0179695817873125,-5.93428304405299e-05,0.621401982128552,-0.0185335211518024,NA,10,-317.247780192233,654.716443918602,19.6202765136431,2.67535876138767e-05,0.999954341560679
3.57137191335765,-0.0770948376865866,0.000576486106400268,0.0153654377159968,NA,NA,NA,NA,7,-320.799441431357,655.710994974825,20.6148275698664,1.62711410781057e-05,0.999970612701757
3.30746858334259,-0.0760205415343782,0.000570404358417793,0.0314059331286673,-0.000274091978809622,NA,NA,NA,8,-320.146281847941,656.436852273037,21.3406848680779,1.13187925686407e-05,0.999981931494326
3.78785502676782,-0.0757894653864478,0.000568945558750041,0.0141456021500994,NA,-0.0133996029167089,NA,NA,8,-320.254712824287,656.653714225728,21.5575468207689,1.01556827655423e-05,0.999992087177091
3.52390776353927,-0.0746700630109627,0.000562603383530972,0.0304265510754202,-0.000278617277880337,-0.0136687012434371,NA,NA,9,-319.578854688504,657.338251001882,22.2420835969232,7.21213510924893e-06,0.999999299312201
-4.41837004231561,0.00834004727824285,NA,0.0143161173686131,NA,0.651974241993229,-0.0194949583723771,NA,8,-324.617265901486,665.378820380126,30.2826529751674,1.29442352679545e-07,0.999999428754553
-3.88521835343698,NA,NA,0.0143742709989393,NA,0.651207735765199,-0.019449783052024,NA,7,-325.766910569608,665.645933251328,30.5497658463695,1.13259222211041e-07,0.999999542013775
-5.81871617367664,NA,NA,0.0142812892153715,NA,0.651940611039751,-0.0195074493246343,0.000995100298013325,8,-325.208267100862,666.560822778878,31.4646553739194,7.16816243540928e-08,0.9999996136954
-4.14612162859665,0.0083906892320919,NA,0.0196963586481572,-9.24445783503012e-05,0.611007456199409,-0.0183015822117653,NA,9,-324.553423190189,667.287388005252,32.1912206002934,4.98466761130687e-08,0.999999663542076
-5.08563768417431,0.00750652078656572,NA,0.0142884762338672,NA,0.652128713052931,-0.019510302050305,0.000370904911071769,9,-324.556237563636,667.293016752147,32.1968493471876,4.97065861765557e-08,0.999999713248662
-3.64982837975621,NA,NA,0.0189715042088116,-7.89848428152449e-05,0.616197073909157,-0.0184297279576712,NA,8,-325.720292633522,667.584873844199,32.4887064392396,4.29573987106707e-08,0.999999756206061
-5.57227549406271,NA,NA,0.0202226585707751,-0.000102129523145715,0.606702911598593,-0.018190560063306,0.00102487827142897,9,-325.130936297692,668.442414220258,33.3462468152992,2.79785657727991e-08,0.999999784184627
1.00473489171359,0.00807349007662255,NA,0.0153809399870621,NA,NA,NA,NA,6,-328.455083963441,668.994167926881,33.8980005219225,2.12331121189996e-08,0.999999805417739
1.52285466745089,NA,NA,0.0153690259528632,NA,NA,NA,NA,5,-329.511938726423,669.083817512786,33.9876501078273,2.03023585219418e-08,0.999999825720097
-4.84623010300867,0.00749316618615956,NA,0.0200904957678243,-9.97313976726994e-05,0.607948327943645,-0.0182242095134704,0.000401083213694501,10,-324.482378709444,669.185640953025,34.0894735480661,1.92946015148398e-08,0.999999845014699
