"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_1SD_clim","variable","month"
"CedarBreaks_PSME",-0.15504404289374,FALSE,FALSE,-0.494145015019606,0.218802788390229,-0.000956243437091641,-0.0160137293677477,"pre","prev.apr"
"CedarBreaks_PSME",0.16900831991578,FALSE,FALSE,-0.294836045196758,0.545653533028033,0.00123736818224404,0.0182218741782894,"pre","prev.may"
"CedarBreaks_PSME",-0.110803119376768,FALSE,FALSE,-0.410259109199495,0.231868861446277,-0.00111870048869757,-0.0139234164581337,"pre","prev.jun"
"CedarBreaks_PSME",0.0150430910504414,FALSE,FALSE,-0.282414196966577,0.341969797195241,9.03692653566814e-05,0.00175071151797812,"pre","prev.jul"
"CedarBreaks_PSME",0.196311042526504,FALSE,FALSE,-0.198970145629347,0.515664215382722,0.000980339746869688,0.0233101863848646,"pre","prev.aug"
"CedarBreaks_PSME",-0.275972557412032,FALSE,FALSE,-0.546795969207723,0.0957108899965684,-0.00115181560651706,-0.0272699662367025,"pre","prev.sep"
"CedarBreaks_PSME",0.216501812717737,FALSE,FALSE,-0.121677641438208,0.509822631959912,0.000851375274702045,0.0252607607305657,"pre","prev.oct"
"CedarBreaks_PSME",0.0307135073743239,FALSE,FALSE,-0.282270746009602,0.394334722411578,0.00019099290501337,0.00312722322335794,"pre","prev.nov"
"CedarBreaks_PSME",0.16608257021509,FALSE,FALSE,-0.246305152536699,0.506028193656168,0.00122207947765049,0.0201796127894536,"pre","prev.dec"
"CedarBreaks_PSME",0.365268548397412,FALSE,FALSE,-0.11167957713785,0.713299515558,0.00166957232862061,0.0331272013358346,"pre","curr.jan"
"CedarBreaks_PSME",0.390928442698232,FALSE,FALSE,-0.145801134900521,0.746970853279885,0.00192777289583523,0.0378506872611228,"pre","curr.feb"
"CedarBreaks_PSME",-0.196753208554785,FALSE,FALSE,-0.437343481203513,0.0762685918306432,-0.00100874827399044,-0.0203993841749537,"pre","curr.mar"
"CedarBreaks_PSME",0.167279953217538,FALSE,FALSE,-0.181530220057801,0.485370009704643,0.00104411357097872,0.0175142166055467,"pre","curr.apr"
"CedarBreaks_PSME",-0.268748354481111,FALSE,FALSE,-0.525626130809044,0.0905084630448498,-0.00199576728451328,-0.0293763621671614,"pre","curr.may"
"CedarBreaks_PSME",0.193189988474923,FALSE,FALSE,-0.0810587819490328,0.452741333544858,0.00199132919716887,0.0247665185292047,"pre","curr.jun"
"CedarBreaks_PSME",-0.387385014881319,TRUE,FALSE,-0.612782909333706,-0.0191270962520165,-0.00235437280920127,-0.0455694109121051,"pre","curr.jul"
"CedarBreaks_PSME",-0.0624314971299563,FALSE,FALSE,-0.38551756064311,0.270240329477297,-0.000296485761800872,-0.00699480393055131,"pre","curr.aug"
"CedarBreaks_PSME",-0.247559593945155,FALSE,FALSE,-0.579955933407113,0.112658295789094,-0.0109129675631425,-0.0248155620182794,"wet","prev.apr"
"CedarBreaks_PSME",-0.00640779421340143,FALSE,FALSE,-0.378337342217286,0.315523903256413,-0.000301236855499525,-0.000687956305789113,"wet","prev.may"
"CedarBreaks_PSME",0.027277898782449,FALSE,FALSE,-0.295145088897921,0.36955865452734,0.00127512166436632,0.00315881812390467,"wet","prev.jun"
"CedarBreaks_PSME",-0.053081010113439,FALSE,FALSE,-0.397005349175563,0.283324017117348,-0.00253856569338435,-0.00511890756604338,"wet","prev.jul"
"CedarBreaks_PSME",0.138981040565968,FALSE,FALSE,-0.13608899879258,0.433797923289649,0.00655523068948865,0.0145457806491799,"wet","prev.aug"
"CedarBreaks_PSME",-0.162067050151396,FALSE,FALSE,-0.441902665653765,0.193076255147407,-0.00640336891264212,-0.0162425034674147,"wet","prev.sep"
"CedarBreaks_PSME",0.151905489252482,FALSE,FALSE,-0.178113399449845,0.434768863589215,0.00708721615093386,0.0174289079035432,"wet","prev.oct"
"CedarBreaks_PSME",-0.0886187742891211,FALSE,FALSE,-0.368380752796016,0.330014292146032,-0.00490986659635509,-0.0100490420938314,"wet","prev.nov"
"CedarBreaks_PSME",-0.00813840293656075,FALSE,FALSE,-0.424052317222162,0.379695300867904,-0.000392513738197995,-0.00104641633716131,"wet","prev.dec"
"CedarBreaks_PSME",0.349010503083553,FALSE,FALSE,-0.0671500490647713,0.65714366698148,0.0149557190683006,0.0389343294693507,"wet","curr.jan"
"CedarBreaks_PSME",0.385281581207165,FALSE,FALSE,-0.0556510806125651,0.687426429410178,0.0172517059386393,0.042689299946826,"wet","curr.feb"
"CedarBreaks_PSME",-0.121802729176996,FALSE,FALSE,-0.426942681940318,0.208151204112139,-0.00447557590875958,-0.0126215540989658,"wet","curr.mar"
"CedarBreaks_PSME",0.0327245895138605,FALSE,FALSE,-0.288084764730399,0.408881228862392,0.00146155464907693,0.00332681843957469,"wet","curr.apr"
"CedarBreaks_PSME",-0.121875221839049,FALSE,FALSE,-0.49397503910378,0.295021429396836,-0.00582905926006421,-0.0133123103111075,"wet","curr.may"
"CedarBreaks_PSME",0.12030411814178,FALSE,FALSE,-0.208346024417704,0.381439252294369,0.00563414870965408,0.0139793438134433,"wet","curr.jun"
"CedarBreaks_PSME",-0.320645058522789,FALSE,FALSE,-0.637534828810966,0.118658855820369,-0.0154672512135654,-0.0311382749501878,"wet","curr.jul"
"CedarBreaks_PSME",0.125110455342183,FALSE,FALSE,-0.202409203256516,0.421225080482828,0.00552248123386785,0.0123396748235036,"wet","curr.aug"
"CedarBreaks_PSME",0.468974034566104,TRUE,FALSE,0.117170926226,0.704039904986515,0.0311718091251726,0.0514854628912699,"tmp","prev.apr"
"CedarBreaks_PSME",0.4577278019906,TRUE,FALSE,0.223849092272355,0.660698702259269,0.0358454580245488,0.0546309943449477,"tmp","prev.may"
"CedarBreaks_PSME",0.166623453135835,FALSE,FALSE,-0.152178106354072,0.515904491963176,0.012966093392229,0.0180277504244912,"tmp","prev.jun"
"CedarBreaks_PSME",-0.0608138575329336,FALSE,FALSE,-0.411270880312057,0.32175110941221,-0.00571679935831792,-0.0054841732673687,"tmp","prev.jul"
"CedarBreaks_PSME",-0.0598347793409714,FALSE,FALSE,-0.35445567715209,0.255600929210122,-0.00730066003867081,-0.00685771242333527,"tmp","prev.aug"
"CedarBreaks_PSME",0.0261638380140593,FALSE,FALSE,-0.409734944371647,0.423908767010913,0.00248170582510725,0.00309388775439757,"tmp","prev.sep"
"CedarBreaks_PSME",0.0442442494243924,FALSE,FALSE,-0.339410444869083,0.403784788931488,0.00334772547443578,0.00502137977340146,"tmp","prev.oct"
"CedarBreaks_PSME",-0.29069244816979,FALSE,FALSE,-0.576289105526896,0.0947148106106833,-0.0190834919964884,-0.0311803739613537,"tmp","prev.nov"
"CedarBreaks_PSME",-0.155224754808627,FALSE,FALSE,-0.588494909502326,0.289892788350791,-0.0100522203350837,-0.0211307260863084,"tmp","prev.dec"
"CedarBreaks_PSME",-0.0303392522927077,FALSE,FALSE,-0.323955749753419,0.272163631385741,-0.00158932163104575,-0.00385538934372405,"tmp","curr.jan"
"CedarBreaks_PSME",-0.382804448353585,TRUE,TRUE,-0.576339832887744,-0.143251981028624,-0.0249404231459348,-0.0562825030966548,"tmp","curr.feb"
"CedarBreaks_PSME",0.351154904566306,TRUE,FALSE,0.0556489238868332,0.573574397937235,0.0252294344371085,0.0460957326641048,"tmp","curr.mar"
"CedarBreaks_PSME",-0.00978140649782061,FALSE,FALSE,-0.318954542953326,0.283212173583982,-0.000650151423858434,-0.00107200388605938,"tmp","curr.apr"
"CedarBreaks_PSME",0.137978674888929,FALSE,FALSE,-0.209400236256377,0.465692185057891,0.0104274040414978,0.016061407340454,"tmp","curr.may"
"CedarBreaks_PSME",-0.147808041705317,FALSE,FALSE,-0.471898690565988,0.25236531364448,-0.0113959088936994,-0.015813193901267,"tmp","curr.jun"
"CedarBreaks_PSME",-0.0775227590879072,FALSE,FALSE,-0.453372832959535,0.325135994936172,-0.00726674096273586,-0.00693605847672431,"tmp","curr.jul"
"CedarBreaks_PSME",0.15436544134993,FALSE,FALSE,-0.212114694103296,0.50048848633336,0.019615847447352,0.0183608651643113,"tmp","curr.aug"
"CedarBreaks_PSME",0.380975997561858,FALSE,FALSE,-0.0321864533122794,0.655675720487475,0.0316683331338338,0.0425239011324229,"tmn","prev.apr"
"CedarBreaks_PSME",0.471164518226239,TRUE,TRUE,0.183786312655189,0.69318282797156,0.0449701091704486,0.0570203589270569,"tmn","prev.may"
"CedarBreaks_PSME",0.220964154522304,FALSE,FALSE,-0.0885217557476825,0.535485320490638,0.0195394745498998,0.0243735585752643,"tmn","prev.jun"
"CedarBreaks_PSME",-0.0761074975604205,FALSE,FALSE,-0.362037606972654,0.257528297378815,-0.00694878401371947,-0.00696102821349517,"tmn","prev.jul"
"CedarBreaks_PSME",-0.131732402041284,FALSE,FALSE,-0.411379020896025,0.184419645533259,-0.0149989907735293,-0.0159469783520698,"tmn","prev.aug"
"CedarBreaks_PSME",-0.116116649921269,FALSE,FALSE,-0.481824621566511,0.261413207275679,-0.0107962523252903,-0.0143633919330409,"tmn","prev.sep"
"CedarBreaks_PSME",0.111346882627007,FALSE,FALSE,-0.296936453956573,0.427483301826545,0.0104770545775112,0.0135581417874401,"tmn","prev.oct"
"CedarBreaks_PSME",-0.321305461980721,FALSE,FALSE,-0.637456592584175,0.163690964143754,-0.0259943687249326,-0.0376242839460561,"tmn","prev.nov"
"CedarBreaks_PSME",-0.123589856745264,FALSE,FALSE,-0.546818234166511,0.289058400648586,-0.00795944388912415,-0.0166665735563831,"tmn","prev.dec"
"CedarBreaks_PSME",0.0300953460221613,FALSE,FALSE,-0.288372025579566,0.324638059381728,0.00147872881205098,0.00391868041835837,"tmn","curr.jan"
"CedarBreaks_PSME",-0.207218108269608,FALSE,FALSE,-0.429364096962451,0.0260750388344756,-0.0133006159891233,-0.0321402383872728,"tmn","curr.feb"
"CedarBreaks_PSME",0.293475740964789,TRUE,FALSE,0.00506445545984856,0.552645674398556,0.0253106106366676,0.0411313654333267,"tmn","curr.mar"
"CedarBreaks_PSME",0.0403616611368155,FALSE,FALSE,-0.267205849564377,0.37401827030154,0.00336463331521956,0.00448383081719231,"tmn","curr.apr"
"CedarBreaks_PSME",0.0207523930428612,FALSE,FALSE,-0.370893146586297,0.38675739290688,0.00186880940404915,0.00241119602046951,"tmn","curr.may"
"CedarBreaks_PSME",-0.151244624008527,FALSE,FALSE,-0.488318497333371,0.264902079775698,-0.0136438239039835,-0.0168886727555728,"tmn","curr.jun"
"CedarBreaks_PSME",-0.159854408583684,FALSE,FALSE,-0.581877446802898,0.357576355670706,-0.0146951992840266,-0.0147842696203257,"tmn","curr.jul"
"CedarBreaks_PSME",0.100400445266879,FALSE,FALSE,-0.258481106137906,0.514333656978802,0.0117863415922699,0.0124860138477393,"tmn","curr.aug"
"CedarBreaks_PSME",0.495767728271138,TRUE,TRUE,0.179052183216483,0.701785343380208,0.0257033245067319,0.0544711241999127,"tmx","prev.apr"
"CedarBreaks_PSME",0.44086439046099,TRUE,TRUE,0.196302127736203,0.655283915331449,0.0275481260403871,0.0526277516927863,"tmx","prev.may"
"CedarBreaks_PSME",0.131456989526907,FALSE,FALSE,-0.185868954207141,0.452850257298155,0.00865853792699514,0.0144358224679034,"tmx","prev.jun"
"CedarBreaks_PSME",-0.0543608102665553,FALSE,FALSE,-0.424018067481354,0.340833817583676,-0.00473589942641886,-0.00539845513707898,"tmx","prev.jul"
"CedarBreaks_PSME",0.0395399347080529,FALSE,FALSE,-0.238159217001882,0.310040086639898,0.00409003435021447,0.00478093085521139,"tmx","prev.aug"
"CedarBreaks_PSME",0.135638827391478,FALSE,FALSE,-0.318702696375172,0.538411629033242,0.0103485668433665,0.0155513342345983,"tmx","prev.sep"
"CedarBreaks_PSME",0.00829258528944697,FALSE,FALSE,-0.339207986704922,0.318731120950046,0.000455673300028124,0.000947300557320221,"tmx","prev.oct"
"CedarBreaks_PSME",-0.256158386074665,FALSE,FALSE,-0.52211728584126,0.0730525497798269,-0.0128475999104995,-0.0276840101552506,"tmx","prev.nov"
"CedarBreaks_PSME",-0.168276314466755,FALSE,FALSE,-0.501066308830673,0.303743813844467,-0.00925746774941371,-0.0219416074554477,"tmx","prev.dec"
"CedarBreaks_PSME",-0.0946531113274982,FALSE,FALSE,-0.401936980294184,0.226661635989547,-0.00468183703005964,-0.0114479312976451,"tmx","curr.jan"
"CedarBreaks_PSME",-0.472666291014485,TRUE,TRUE,-0.708519993004269,-0.182699251606544,-0.0259472525435023,-0.0623651180074761,"tmx","curr.feb"
"CedarBreaks_PSME",0.332458031967895,TRUE,FALSE,0.0375037622428342,0.575217515631755,0.0177577107138226,0.0410147968139358,"tmx","curr.mar"
"CedarBreaks_PSME",-0.049310691316167,FALSE,FALSE,-0.375715788912287,0.255919471308299,-0.00255232055310373,-0.00540992073709519,"tmx","curr.apr"
"CedarBreaks_PSME",0.213637574196462,FALSE,FALSE,-0.155066928515304,0.504823579958574,0.0131092480594426,0.0251858432690438,"tmx","curr.may"
"CedarBreaks_PSME",-0.125239797447473,FALSE,FALSE,-0.44779607096941,0.28045620235684,-0.00788206730822603,-0.0132385056324009,"tmx","curr.jun"
"CedarBreaks_PSME",-0.00471788787725518,FALSE,FALSE,-0.332501746597184,0.353105221257134,-0.000411340631661652,-0.000461568882631628,"tmx","curr.jul"
"CedarBreaks_PSME",0.171960315923868,FALSE,FALSE,-0.0860166206482934,0.467869023151561,0.018299849958413,0.0213727722109569,"tmx","curr.aug"
"CedarBreaks_PSME",0.548101087538018,TRUE,FALSE,0.217130954799775,0.733169574659859,0.169734993361557,0.0630668413945831,"pet","prev.apr"
"CedarBreaks_PSME",0.404782549645696,TRUE,FALSE,0.116907768577633,0.655348944923276,0.12742238036413,0.0490070672933879,"pet","prev.may"
"CedarBreaks_PSME",0.170859191262235,FALSE,FALSE,-0.186421382618176,0.548009550237826,0.0561531068685061,0.0201457039296079,"pet","prev.jun"
"CedarBreaks_PSME",-0.0183897348311764,FALSE,FALSE,-0.368694459681188,0.347497399797122,-0.00748242294904319,-0.00202053911750146,"pet","prev.jul"
