"(Intercept)","CO2","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
1.17015428900513,-0.0060517311700877,0.156354077849528,-0.00181748563869192,0.0014701368928972,NA,-0.0446744846773014,NA,9,211.452295848572,-404.790955333508,0,0.484071621786006,0.484071621786006,FALSE
1.18309816907838,-0.00603489598793078,0.156378472494188,-0.00181965541403495,0.000735638505166531,6.77322089659225e-06,-0.0445191141721245,NA,10,211.786274169218,-403.433571711778,1.35738362172964,0.245559937932612,0.729631559718618,FALSE
1.17645497425172,-0.00604876982047606,0.156344403345114,-0.00181748559999848,0.00147140244361317,NA,-0.0470364454903282,0.000194292326275678,10,211.455088499185,-402.771200371713,2.01975496179551,0.176329674556475,0.905961234275093,TRUE
1.18443229340007,-0.00603429197604788,0.156376377437734,-0.00181965203652095,0.000736947028924146,6.76365583830266e-06,-0.0450257779558045,4.16604174974794e-05,11,211.786401973026,-401.405926575635,3.38502875787344,0.0890963613418578,0.995057595616951,TRUE
-0.426832067309078,NA,0.15210327681335,-0.00197782010081096,0.00148280972861004,NA,-0.0444023087805461,NA,8,205.119551519739,-394.148251304462,10.6427040290465,0.00236524322484544,0.997422838841796,FALSE
-0.408679217938874,NA,0.152155593068506,-0.00197985019849679,0.000707090962531644,7.15312664286975e-06,-0.0442398462798494,NA,9,205.49257674964,-392.871517135643,11.919438197865,0.0012492130283573,0.998672051870153,FALSE
-0.411401206041909,NA,0.152089109104804,-0.00197767503600619,0.00148556183848997,NA,-0.0495648673313525,0.000424654257154663,9,205.132921970309,-392.152207576981,12.6387477565268,0.000871847283860874,0.999543899154014,TRUE
-0.399268037068368,NA,0.152146336436494,-0.00197974253942134,0.000715410727150967,7.09213983129597e-06,-0.0474414879072564,0.00026324217955938,10,205.497690461002,-390.856404295345,13.9345510381631,0.000456100251242063,0.999999999405256,TRUE
3.32557831803636,-0.00879323014374,0.0506251251515867,NA,0.00147866421778058,NA,-0.044164111339781,NA,8,189.196976116803,-362.30310049859,42.487854834918,2.8760019220489e-10,0.999999999692857,FALSE
3.34194257077686,-0.00878724464667333,0.050549884212121,NA,0.000773073368374562,6.50699912774877e-06,-0.0440124648167503,NA,9,189.512867117057,-360.912097870477,43.8788574630307,1.43461969633001e-10,0.999999999836318,FALSE
3.33387203484895,-0.00878852890341881,0.050611724721333,NA,0.00148037891933692,NA,-0.0473524177516201,0.000262299677949933,9,189.202203555049,-360.290770746461,44.5001845870474,1.05151946969066e-10,0.99999999994147,TRUE
3.34546578298856,-0.00878523149293831,0.0505443849643906,NA,0.000776696492808128,6.48043279619741e-06,-0.0453933879845699,0.000113556567155779,10,189.51384224667,-358.888707866681,45.9022474668267,5.21630806908353e-11,0.999999999993634,TRUE
1.30750922701808,-0.00624722424403558,0.158033108533463,-0.00184391770041666,NA,NA,-0.0488183933569698,NA,8,185.002168397029,-353.913485059042,50.8774702744659,4.33518191839205e-12,0.999999999997969,FALSE
1.26023631109847,-0.00626662176764198,0.158087142731777,-0.0018437032340901,NA,NA,-0.0314687148774505,-0.00142501552403106,9,185.147421528987,-352.181206694337,52.6097486391709,1.82325687210529e-12,0.999999999999792,FALSE
1.15394011651879,NA,0.0313496599386611,NA,0.00149287209851507,NA,-0.0440218706259666,NA,7,180.139074866962,-346.20753182724,58.5834235062678,9.19773395490224e-14,0.999999999999884,FALSE
1.17221369307193,NA,0.0312897181510427,NA,0.000764488539570135,6.71718914983985e-06,-0.0438662807402072,NA,8,180.476597828093,-344.86234392117,59.9286114123379,4.69436658756047e-14,0.999999999999931,FALSE
1.17281151550167,NA,0.0313446995784624,NA,0.00149628824134913,NA,-0.0503989138407309,0.000524631268429235,8,180.16006015881,-344.229268582604,60.5616867509044,3.42063265958092e-14,0.999999999999965,TRUE
1.18534237058941,NA,0.0312869721008806,NA,0.000776392298661186,6.62972670618105e-06,-0.0483849953568826,0.000371582253076774,9,180.487074065788,-342.86051176794,61.9304435655686,1.72537965274594e-14,0.999999999999982,TRUE
-0.340788147684472,NA,0.153686434641886,-0.00201021071205042,NA,NA,-0.0485413516366235,NA,7,178.151432864498,-342.232247822312,62.5587075111965,1.26025633657965e-14,0.999999999999995,FALSE
-0.384720108455662,NA,0.153717122907506,-0.00201042986740009,NA,NA,-0.0339696742948785,-0.00119680820230818,8,178.254114415686,-340.417377096356,64.3735782371523,5.08586372254728e-15,1,FALSE
3.50065456379254,-0.00905117677296158,0.0507852110307393,NA,NA,NA,-0.0482751878482943,NA,7,161.697815698229,-309.325013489774,95.4659418437344,9.01039327764835e-22,1,FALSE
1.24718609155455,0.00291777915897097,NA,NA,0.0014858030038805,NA,-0.044036714898207,NA,7,161.235911742013,-308.401205577342,96.3897497561659,5.67729429922545e-22,1,FALSE
2.17628115851496,NA,NA,NA,0.00147959125600295,NA,-0.0440273562096869,NA,6,159.876795133755,-307.700660210798,97.0902951227098,3.99963089334139e-22,1,FALSE
3.45612542748411,-0.00907343820589119,0.0508529616484882,NA,NA,NA,-0.0316108086001561,-0.00136890457458677,8,161.835565809303,-307.580279883591,97.2106754499173,3.76599429963146e-22,1,FALSE
1.2699743896254,0.00290276984630567,NA,NA,0.000681768694468552,7.41525156885076e-06,-0.043864528439743,NA,8,161.649668264028,-307.20848479304,97.5824705404685,3.12712599825679e-22,1,FALSE
2.19455101964595,NA,NA,NA,0.000663790817154814,7.52407506366137e-06,-0.0438525778820545,NA,7,160.303772729521,-306.536927552359,98.2540277811489,2.23521126869402e-22,1,FALSE
1.26886789620759,0.00292402272575473,NA,NA,0.00149015140588942,NA,-0.0521011793766319,0.000663485969260098,8,161.269684832047,-306.448517929079,98.3424374044289,2.13855622330074e-22,1,TRUE
2.19775075808733,NA,NA,NA,0.00148352389210207,NA,-0.0513413490991397,0.000601746504926962,7,159.904646211257,-305.738674515831,99.0522808176768,1.49961623600872e-22,1,TRUE
1.28574638323032,0.00290765644314431,NA,NA,0.000697702272473988,7.2981440101565e-06,-0.0498678589983225,0.000493686868582137,9,161.668273363269,-305.222910362901,99.5680449706069,1.15873298776412e-22,1,TRUE
2.20962118209303,NA,NA,NA,0.000677626062374143,7.42235022526061e-06,-0.0490729760011907,0.000429304930255984,8,160.317877655392,-304.544903575768,100.24605175774,8.25574115317097e-23,1,TRUE
