"(Intercept)","CO2","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-10.9347996767577,NA,0.298487696972563,-0.00457063976282169,0.0346187594605722,-0.000420989268189416,-0.0176264908258722,NA,9,185.595082622457,-353.07072264372,0,0.271777248422917,0.271777248422917,FALSE
-9.995694712004,-0.00342242171602082,0.299387317435753,-0.00442136894635926,0.0347013738965044,-0.000421842974191321,-0.0172392223025148,NA,10,186.599358427699,-353.05263451808,0.0180881256393377,0.269330359502377,0.541107607925295,FALSE
-12.276841774144,NA,0.298502815335133,-0.00457046957775899,0.0313961015588527,-0.000364576207447461,0.144305402253901,-0.00471912555592193,10,186.366434528671,-352.586786720024,0.483935923695867,0.213367243575142,0.754474851500436,FALSE
-11.3385120308026,-0.00343659283911339,0.299404571149036,-0.00442054688388932,0.0314675932137325,-0.000365235603133081,0.145261021038743,-0.00473566702829536,11,187.377128638321,-352.57884199425,0.491880649469351,0.212521352660677,0.966996204161114,FALSE
-10.2311680467469,-0.0037375111533158,0.299172626338776,-0.00441065296994082,0.0359851232085764,-0.000416694687954566,NA,NA,9,182.321814667477,-346.524186733759,6.54653590996077,0.0102955816396613,0.977291785800775,FALSE
-11.2647702557673,NA,0.298187341160292,-0.00457370659215602,0.0359250727230714,-0.000415619666478336,NA,NA,8,181.119528382296,-346.143566048412,6.92715659530762,0.00851138342077312,0.985803169221548,FALSE
-13.2353759844514,NA,0.298461579620802,-0.00457577260145047,0.0102056517274215,NA,0.291338620487745,-0.00899641049872355,9,181.856146920403,-345.592851239612,7.47787140410765,0.00646269936649387,0.992265868588042,FALSE
-12.3077389950131,-0.00340249590583919,0.299331653294394,-0.00442703005546042,0.0102387174499911,NA,0.292547559559129,-0.0090204066187462,10,182.844736679972,-345.543391022626,7.52733162109337,0.00630483614272356,0.998570704730766,FALSE
-10.588473470862,NA,0.298414151020398,-0.00457797741577589,0.0100809254791299,NA,-0.0172738905886533,NA,8,178.622058318917,-341.148625921653,11.9220967220671,0.000700426691839976,0.999271131422606,FALSE
-9.66535430433555,-0.00336023592423587,0.299268252007941,-0.00443103564187187,0.0101136935890208,NA,-0.0168907197570931,NA,9,179.589664034443,-341.059885467692,12.010837176028,0.000670027986312479,0.999941159408918,FALSE
-9.89999768863269,-0.00367020643159377,0.299061538242255,-0.00442042906263246,0.0116658603908406,NA,NA,NA,8,175.523238132266,-334.950985548351,18.1197370953686,3.15909132056718e-05,0.999972750322124,FALSE
