"(Intercept)","CO2","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-10.4826950097832,0.00519487686475293,0.138387041544675,-0.00146839978702153,0.00120956081855048,NA,-0.0672024853317045,NA,9,828.720570376263,-1639.37254319155,0,0.399880187220862,0.399880187220862,FALSE
-10.4968129690151,0.00517747034472537,0.138472880585368,-0.00146806375637056,0.00188567058861845,-6.22096341733131e-06,-0.067130138579775,NA,10,829.442068080897,-1638.80026273442,0.572280457129182,0.300372911701213,0.700253098922075,FALSE
-10.5320586158541,0.0051942923299066,0.138428254697732,-0.0014686035903916,0.00120805951209796,NA,-0.0551588406384844,-0.000737451131607702,10,828.783062431105,-1637.48225143484,1.8902917567143,0.155402588053272,0.855655686975347,FALSE
-10.5283809575433,0.00517741672011192,0.138498018653068,-0.00146820344287356,0.00187100843460277,-6.09497060795296e-06,-0.0593593852202366,-0.000475905421443065,11,829.467816974851,-1636.83494745085,2.53759574070341,0.112434080628496,0.968089767603843,FALSE
-9.59967492268802,NA,0.161562098898546,-0.00139326333784191,0.00121549002815437,NA,-0.0669367736773272,NA,8,824.273117988782,-1632.49137883471,6.88116435684265,0.0128145698339935,0.980904337437837,FALSE
-9.61865291646757,NA,0.161615046745688,-0.00139324621770916,0.00191671077704491,-6.45236703625608e-06,-0.0668629963546769,NA,9,825.05053855984,-1632.0324795587,7.34006363284607,0.0101872114462203,0.991091548884057,FALSE
-9.65313765193742,NA,0.161616681736196,-0.00139349458638172,0.00121387328855808,NA,-0.054015426387633,-0.000791197681907009,9,824.345143209916,-1630.62168885886,8.75085433269305,0.00503159888782722,0.996123147771884,FALSE
-9.65341140676522,NA,0.161649968389055,-0.0013933996750765,0.00190068617193862,-6.31469948999007e-06,-0.0583668316687431,-0.0005203325693075,10,825.081358918983,-1630.07884441059,9.29369878095758,0.00383556050700661,0.999958708278891,FALSE
-9.26087495702195,0.00500858350381272,0.050534634492312,NA,0.0012102504098316,NA,-0.0671982352480994,NA,8,817.579831265667,-1619.10480538848,20.2677378030733,1.58798553643165e-05,0.999974588134255,FALSE
-9.27553255210397,0.00499381201750037,0.0506169076708452,NA,0.00189265778040454,-6.27913763261581e-06,-0.0671264912964972,NA,9,818.320301643826,-1618.57200572668,20.8005374648728,1.21660771441047e-05,0.999986754211399,FALSE
-9.31081597690193,0.00500863747641984,0.0505601235980568,NA,0.00120871827401018,NA,-0.0549949917552847,-0.000747257222618041,9,817.644488838777,-1617.22038011658,22.1521630749721,6.18940346805944e-06,0.999992943614867,FALSE
-9.3074726311803,0.00499412104494824,0.0506318689183825,NA,0.00187773860183946,-6.15096191859218e-06,-0.0592493809467513,-0.000482439380545636,10,818.346962884067,-1616.61005234076,22.7624908507901,4.56160631646244e-06,0.999997505221184,FALSE
-8.46442978078672,NA,0.0771735205586912,NA,0.00121568699703513,NA,-0.0669416339436788,NA,7,813.807247551038,-1613.57184468319,25.8006985083623,9.98572015633804e-07,0.9999985037932,FALSE
-8.48347262078697,NA,0.0772281158226945,NA,0.00191844310988498,-6.46669878652519e-06,-0.0668688262364977,NA,8,814.593216832877,-1613.1315765229,26.2409666686528,8.01265372685149e-07,0.999999305058572,FALSE
-8.51808493800677,NA,0.0772180874317406,NA,0.00121405082276579,NA,-0.0539555258195848,-0.000795195719318801,8,813.880499057468,-1611.70614097208,27.6664022194711,3.92868291089023e-07,0.999999697926863,FALSE
-8.51836180638427,NA,0.0772565563210267,NA,0.00190228307477674,-6.32789951406961e-06,-0.058329431086178,-0.000523000573858988,9,814.62456401071,-1611.18053046044,28.1920127311059,3.02073136743535e-07,1,FALSE
-9.96345472644412,0.0119905754405688,NA,NA,0.00120824498189163,NA,-0.067474955743654,NA,7,788.245475362,-1562.44830030511,76.9242428864393,7.90756520381259e-18,1,FALSE
-9.97805603778511,0.0119849182097036,NA,NA,0.00187040617738926,-6.09301312304889e-06,-0.0674066292057907,NA,8,788.944331458745,-1561.83380577463,77.538737416917,5.81576687910858e-18,1,FALSE
-10.0068208177816,0.0119934765186529,NA,NA,0.00120691300856727,NA,-0.0569391971268743,-0.000645184374646809,8,788.293807239438,-1560.53275733602,78.8397858555311,3.03450537453774e-18,1,FALSE
-10.0037947746278,0.01198675198607,NA,NA,0.00185841198145264,-5.98999098154199e-06,-0.0610945531908596,-0.000386607251810576,9,788.961498389172,-1559.85439921737,79.5181439741809,2.16164472372436e-18,1,FALSE
-10.4445518458158,0.00545709503575295,0.138540282806903,-0.0014755985034583,NA,NA,-0.0741507849449301,NA,8,784.877843724261,-1553.70083030566,85.6717128858857,9.96675553503458e-20,1,FALSE
-10.536877944877,0.00545612986592113,0.138611296750546,-0.0014759379828137,NA,NA,-0.051653327802033,-0.00137655638757654,9,785.087478405493,-1552.10635925001,87.2661839415396,4.49074934773508e-20,1,FALSE
-9.51768382208975,NA,0.162850896645009,-0.00139460214278627,NA,NA,-0.0739094908465933,NA,7,779.931366315022,-1545.82008221116,93.5524609803936,1.93763111843689e-21,1,FALSE
