"with_CO2","what","site","sp","parameter","Value","Std.Error","DF","t.value","p.value"
FALSE,"log_core_measurement_dbh","SCBI","QUVE","pet",0.260821732400971,0.0617267261395109,6420,4.22542630580275,2.41791282542825e-05
FALSE,"log_core_measurement_dbh","SCBI","QUVE","I(pet^2)",-0.126721835149252,0.0201454678589061,6420,-6.2903396454617,3.37626767762141e-10
FALSE,"log_core_measurement_dbh","SCBI","QUVE","pre",0.0039455984449058,0.000559022087290551,6420,7.05803676564765,1.866262583526e-12
FALSE,"log_core_measurement_dbh","SCBI","QUVE","I(pre^2)",-6.53386604509334e-05,1.32295182794445e-05,6420,-4.9388540890755,8.0570509222653e-07
FALSE,"log_core_measurement_dbh","SCBI","FAGR","(Intercept)",-0.417469439825027,0.0525498688043698,3902,-7.94425275121357,2.53485483806419e-15
FALSE,"log_core_measurement_dbh","SCBI","FAGR","dbh",0.0822462460215664,0.00682747827079267,3902,12.0463577853346,7.70184835510915e-33
FALSE,"log_core_measurement_dbh","SCBI","FAGR","I(dbh^2)",-0.00176157708169299,0.000232442308311402,3902,-7.57855613502604,4.33905277967448e-14
FALSE,"log_core_measurement_dbh","SCBI","FAGR","pre",0.0116848419013153,0.000935086502479991,3902,12.4960010334074,3.66653316606914e-35
FALSE,"log_core_measurement_dbh","SCBI","FAGR","I(pre^2)",-0.000194595993564025,2.2935782967518e-05,3902,-8.48438415377464,3.03785895321685e-17
FALSE,"log_core_measurement_dbh","SCBI","PIST","(Intercept)",0.504522837299422,0.272692885835706,2151,1.85015034680219,0.0644289386419549
FALSE,"log_core_measurement_dbh","SCBI","PIST","dbh",-0.0727890143551043,0.0155316933734591,2151,-4.68648283254727,2.95327862552451e-06
FALSE,"log_core_measurement_dbh","SCBI","PIST","I(dbh^2)",0.00148911089994832,0.000363689074285281,2151,4.0944614651257,4.38793584023641e-05
FALSE,"log_core_measurement_dbh","SCBI","PIST","pet",0.487470887474556,0.291034766071788,2151,1.67495757999686,0.0940879123654835
FALSE,"log_core_measurement_dbh","SCBI","PIST","I(pet^2)",-0.187769067813633,0.101700210340909,2151,-1.84629969971756,0.0649860047273751
FALSE,"log_core_measurement_dbh","SCBI","PIST","pre",0.0218930212514352,0.0018596444949273,2151,11.7726916683025,4.73752953985688e-31
FALSE,"log_core_measurement_dbh","SCBI","PIST","I(pre^2)",-0.000503463973397161,4.43556335465201e-05,2151,-11.350620724854,4.84738542220027e-29
FALSE,"log_agb_inc_dbh","SCBI","CACO","(Intercept)",-9.96311950409324,0.226071275641594,1039,-44.0707006045669,4.67659150415872e-240
FALSE,"log_agb_inc_dbh","SCBI","CACO","dbh",0.309375254754454,0.0286087446061039,1039,10.8140101571757,6.6637920880548e-26
FALSE,"log_agb_inc_dbh","SCBI","CACO","I(dbh^2)",-0.00580819151176608,0.000832699028921157,1039,-6.97513904788763,5.43063315661376e-12
FALSE,"log_agb_inc_dbh","SCBI","CACO","pet",-0.736947881132265,0.117545981592618,1039,-6.26944342245847,5.30370478234559e-10
FALSE,"log_agb_inc_dbh","SCBI","CACO","pre",0.00263166051845221,0.00154322244034717,1039,1.7053021325041,0.0884369976831911
FALSE,"log_agb_inc_dbh","SCBI","CACO","I(pre^2)",-4.81407943952506e-05,2.34863769635371e-05,1039,-2.04973267992717,0.0406411402602099
FALSE,"log_agb_inc_dbh","SCBI","CAGL","(Intercept)",-9.11874983274517,0.172786669666814,2945,-52.7746142125948,0
FALSE,"log_agb_inc_dbh","SCBI","CAGL","dbh",0.181776975768925,0.0152441112171665,2945,11.9244062956078,4.76934464646275e-32
FALSE,"log_agb_inc_dbh","SCBI","CAGL","I(dbh^2)",-0.00213871521773869,0.000312911492528634,2945,-6.83488867876266,9.93528004924015e-12
FALSE,"log_agb_inc_dbh","SCBI","CAGL","pet",-0.305341150624785,0.0734205726969329,2945,-4.1587955447471,3.29069030129675e-05
FALSE,"log_agb_inc_dbh","SCBI","CAGL","I(pet^2)",0.875002204177351,0.363190844231676,2945,2.40920777072011,0.0160481971627838
FALSE,"log_agb_inc_dbh","SCBI","CAGL","pre",0.00138573791237183,0.000380054533062034,2945,3.64615546407823,0.000270799877299024
FALSE,"log_agb_inc_dbh","SCBI","CAOVL","(Intercept)",-8.65648421384868,0.246917139184208,2088,-35.0582557470451,3.85931121758327e-212
FALSE,"log_agb_inc_dbh","SCBI","CAOVL","dbh",0.160973590299435,0.021180820728873,2088,7.5999694421662,4.44434870424154e-14
FALSE,"log_agb_inc_dbh","SCBI","CAOVL","I(dbh^2)",-0.00180022705337641,0.000422681107759534,2088,-4.25906675346504,2.14390426186967e-05
FALSE,"log_agb_inc_dbh","SCBI","CAOVL","pet",-0.160092364811521,0.0571086710456296,2088,-2.80329347330824,0.00510510221028171
FALSE,"log_agb_inc_dbh","SCBI","CAOVL","pre",0.00416429350649024,0.000700825594733796,2088,5.94198262418201,3.29097168672943e-09
FALSE,"log_agb_inc_dbh","SCBI","CAOVL","I(pre^2)",-5.1814434250763e-05,1.03044614426528e-05,2088,-5.02834956869168,5.36920520086578e-07
FALSE,"log_agb_inc_dbh","SCBI","CATO","(Intercept)",-9.24180824386591,0.400384313727315,850,-23.0823434560429,6.67462229492287e-92
FALSE,"log_agb_inc_dbh","SCBI","CATO","dbh",0.264394250050042,0.0472437366419565,850,5.5963873487356,2.9527824011864e-08
FALSE,"log_agb_inc_dbh","SCBI","CATO","I(dbh^2)",-0.00559041767778385,0.00134297314607699,850,-4.1627173961849,3.46523711654929e-05
FALSE,"log_agb_inc_dbh","SCBI","CATO","pet",-0.638300947215354,0.102782646986966,850,-6.21020148757499,8.27091212197918e-10
FALSE,"log_agb_inc_dbh","SCBI","CATO","I(pet^2)",1.318759604558,0.539200973264542,850,2.44576636531958,0.0146563027004399
FALSE,"log_agb_inc_dbh","SCBI","FRAM","(Intercept)",-8.83013201815819,0.123627413995303,4237,-71.4253556941158,0
FALSE,"log_agb_inc_dbh","SCBI","FRAM","dbh",0.155024686542966,0.00782962458778047,4237,19.799759848628,1.60721265701802e-83
FALSE,"log_agb_inc_dbh","SCBI","FRAM","I(dbh^2)",-0.00119803525486956,0.000104666939530394,4237,-11.446166862667,6.73156264173795e-30
FALSE,"log_agb_inc_dbh","SCBI","FRAM","pet",-0.151921355884447,0.0468457934569277,4237,-3.24300955696547,0.00119191176120539
FALSE,"log_agb_inc_dbh","SCBI","FRAM","I(pet^2)",-0.365848380609997,0.240602161749842,4237,-1.52055317354287,0.128446623244495
FALSE,"log_agb_inc_dbh","SCBI","FRAM","pre",0.00231852789487344,0.000581946432015403,4237,3.98409160589556,6.88767220782057e-05
FALSE,"log_agb_inc_dbh","SCBI","FRAM","I(pre^2)",-2.67975826310351e-05,8.77160591228891e-06,4237,-3.05503723023991,0.00226432559891089
FALSE,"log_agb_inc_dbh","SCBI","FRNI","(Intercept)",-10.1662314577525,0.324547152945915,694,-31.3243587733665,6.25216492761188e-135
FALSE,"log_agb_inc_dbh","SCBI","FRNI","dbh",0.355993223484993,0.0461124632411396,694,7.72010858807021,4.0634771342477e-14
FALSE,"log_agb_inc_dbh","SCBI","FRNI","I(dbh^2)",-0.00752471215257392,0.00148137879240606,694,-5.0795327914424,4.86806472200008e-07
FALSE,"log_agb_inc_dbh","SCBI","FRNI","pre",0.00126209479747314,0.000554114019563641,694,2.27768068107541,0.0230489107841013
FALSE,"log_agb_inc_dbh","SCBI","JUNI","(Intercept)",-6.80051222914765,0.285793874164922,2258,-23.7951644310728,7.32623109409506e-112
FALSE,"log_agb_inc_dbh","SCBI","JUNI","dbh",0.0733071362166234,0.0177267105851014,2258,4.13540548680447,3.67285864416495e-05
FALSE,"log_agb_inc_dbh","SCBI","JUNI","I(dbh^2)",-0.00074941402505233,0.000268733213589888,2258,-2.78869148714905,0.00533651056263944
FALSE,"log_agb_inc_dbh","SCBI","JUNI","pet",-0.238599209735638,0.0696046552859305,2258,-3.42792028428977,0.000619126103947096
FALSE,"log_agb_inc_dbh","SCBI","JUNI","pre",0.00821278099827818,0.000845389296962508,2258,9.7147917862064,6.94765740777595e-22
FALSE,"log_agb_inc_dbh","SCBI","JUNI","I(pre^2)",-9.47940829725782e-05,1.24333779749669e-05,2258,-7.62416160462864,3.59321580045968e-14
FALSE,"log_agb_inc_dbh","SCBI","LITU","(Intercept)",-9.57060264664414,0.117115846357046,6764,-81.7191092780621,0
FALSE,"log_agb_inc_dbh","SCBI","LITU","dbh",0.20110381933361,0.00900236760444944,6764,22.3389921595975,1.0360478878861e-106
FALSE,"log_agb_inc_dbh","SCBI","LITU","I(dbh^2)",-0.00170870946426191,0.000132764553057959,6764,-12.8702234512548,1.81769645815822e-37
FALSE,"log_agb_inc_dbh","SCBI","LITU","pet",-0.390572686339481,0.0412556761940184,6764,-9.46712603867367,3.88615613385821e-21
FALSE,"log_agb_inc_dbh","SCBI","LITU","I(pet^2)",1.08507436006891,0.210790040621499,6764,5.14765477946512,2.71201894858006e-07
FALSE,"log_agb_inc_dbh","SCBI","LITU","pre",0.00450987810490837,0.000479904544874506,6764,9.39744820730485,7.48756247827369e-21
FALSE,"log_agb_inc_dbh","SCBI","LITU","I(pre^2)",-5.92353115643531e-05,7.15726064032267e-06,6764,-8.27625463723264,1.51760713295542e-16
FALSE,"log_agb_inc_dbh","SCBI","QUAL","(Intercept)",-8.86269732218723,0.125599178425761,6176,-70.5633383376453,0
FALSE,"log_agb_inc_dbh","SCBI","QUAL","dbh",0.168859188430905,0.0079903421543825,6176,21.1329108526711,9.10315083097108e-96
FALSE,"log_agb_inc_dbh","SCBI","QUAL","I(dbh^2)",-0.00154722694262795,0.000115079126980265,6176,-13.4448964223833,1.22478929785314e-40
FALSE,"log_agb_inc_dbh","SCBI","QUAL","pet",-0.293778566245582,0.0321644741379903,6176,-9.13363498452451,8.81565259965036e-20
FALSE,"log_agb_inc_dbh","SCBI","QUAL","I(pet^2)",0.420548621784208,0.159574497911686,6176,2.63543753724956,0.00842388696725437
FALSE,"log_agb_inc_dbh","SCBI","QUAL","pre",0.00382471523265369,0.000382230429607529,6176,10.0063075474678,2.15349137105084e-23
FALSE,"log_agb_inc_dbh","SCBI","QUAL","I(pre^2)",-4.49433104644221e-05,5.67601511472678e-06,6176,-7.91810972240258,2.83858655765497e-15
FALSE,"log_agb_inc_dbh","SCBI","QUMO","(Intercept)",-8.75269216070878,0.117837943554457,5445,-74.2773668369719,0
FALSE,"log_agb_inc_dbh","SCBI","QUMO","dbh",0.159438202789964,0.00748914596185059,5445,21.2892369306374,1.13304659936836e-96
FALSE,"log_agb_inc_dbh","SCBI","QUMO","I(dbh^2)",-0.00143629758189499,0.000109463138271653,5445,-13.1212900029465,9.57738133193589e-39
FALSE,"log_agb_inc_dbh","SCBI","QUMO","pet",-0.201707695346797,0.0355891072787712,5445,-5.66768066888588,1.52179077274276e-08
FALSE,"log_agb_inc_dbh","SCBI","QUMO","pre",0.0033770622648021,0.000441727442163904,5445,7.64512670586819,2.45211540822744e-14
FALSE,"log_agb_inc_dbh","SCBI","QUMO","I(pre^2)",-3.34397861780049e-05,6.50344687665663e-06,5445,-5.14185582080068,2.81552334055222e-07
FALSE,"log_agb_inc_dbh","SCBI","QURU","(Intercept)",-8.32708641487904,0.114373274210186,5207,-72.8062256884958,0
FALSE,"log_agb_inc_dbh","SCBI","QURU","dbh",0.155901361012447,0.00631042044261217,5207,24.705384123013,1.60338366031007e-127
FALSE,"log_agb_inc_dbh","SCBI","QURU","I(dbh^2)",-0.00126721325984046,7.89796140414076e-05,5207,-16.0448145413331,1.38622484632637e-56
FALSE,"log_agb_inc_dbh","SCBI","QURU","pet",-0.335963628812667,0.0267293594652811,5207,-12.5690864103591,1.02608588284698e-35
FALSE,"log_agb_inc_dbh","SCBI","QURU","pre",0.00232770483901402,0.000327656837950637,5207,7.10409358026186,1.3741760625801e-12
FALSE,"log_agb_inc_dbh","SCBI","QURU","I(pre^2)",-2.79817934343516e-05,4.79234244309994e-06,5207,-5.83885516667117,5.57431713113124e-09
FALSE,"log_agb_inc_dbh","SCBI","QUVE","(Intercept)",-7.8877421432738,0.113427978406602,6355,-69.539651980738,0
FALSE,"log_agb_inc_dbh","SCBI","QUVE","dbh",0.140436061596413,0.00628610434510372,6355,22.3407143576609,1.71406925694824e-106
FALSE,"log_agb_inc_dbh","SCBI","QUVE","I(dbh^2)",-0.00122416300211535,8.18884863628704e-05,6355,-14.9491467785928,1.09454716211244e-49
FALSE,"log_agb_inc_dbh","SCBI","QUVE","pet",-0.40978563333486,0.022425914026393,6355,-18.2728620493499,9.67318934418603e-73
FALSE,"log_agb_inc_dbh","SCBI","QUVE","pre",0.00157334961737513,0.000275475167573197,6355,5.71140270549821,1.17117698874502e-08
FALSE,"log_agb_inc_dbh","SCBI","QUVE","I(pre^2)",-1.59462347285803e-05,4.03439996236958e-06,6355,-3.95256664617218,7.81559858225318e-05
FALSE,"log_agb_inc_dbh","SCBI","FAGR","(Intercept)",-10.5012744347459,0.0747646116506626,3824,-140.457820924865,0
FALSE,"log_agb_inc_dbh","SCBI","FAGR","dbh",0.427243285332257,0.0114028330641068,3824,37.4681697899367,5.42065532551028e-262
FALSE,"log_agb_inc_dbh","SCBI","FAGR","I(dbh^2)",-0.00782729261325297,0.000366964281702119,3824,-21.3298487170114,1.78408110133748e-95
FALSE,"log_agb_inc_dbh","SCBI","FAGR","pet",-0.15168863531942,0.0486480740046841,3824,-3.11808100162021,0.00183385602857508
FALSE,"log_agb_inc_dbh","SCBI","FAGR","I(pet^2)",0.466414823140002,0.27225819142494,3824,1.7131342153523,0.0867689069813879
FALSE,"log_agb_inc_dbh","SCBI","FAGR","pre",0.00316904733426609,0.000515619709985846,3824,6.14609424909899,8.75503242159415e-10
FALSE,"log_agb_inc_dbh","SCBI","FAGR","I(pre^2)",-3.37776078022848e-05,7.45196091334523e-06,3824,-4.53271403259707,6.00118470816652e-06
FALSE,"log_agb_inc_dbh","SCBI","PIST","(Intercept)",-8.59453043662373,0.187774490220119,2120,-45.7704900519169,1.06585769908624e-318
FALSE,"log_agb_inc_dbh","SCBI","PIST","dbh",0.133121504323449,0.0170847020237963,2120,7.79185403046725,1.02588035201363e-14
FALSE,"log_agb_inc_dbh","SCBI","PIST","I(dbh^2)",-0.00122256317450962,0.000396907190643786,2120,-3.08022430263008,0.00209499930898625
FALSE,"log_agb_inc_dbh","SCBI","PIST","pet",0.0397604659143292,0.0921491837548461,2120,0.431479306643758,0.666163768691743
FALSE,"log_agb_inc_dbh","SCBI","PIST","I(pet^2)",1.09643015276795,0.527418961943607,2120,2.07885994225059,0.0377502083324497
FALSE,"log_agb_inc_dbh","SCBI","PIST","pre",0.00872857370571424,0.00105948449234387,2120,8.23851011391797,3.01492975245454e-16
FALSE,"log_agb_inc_dbh","SCBI","PIST","I(pre^2)",-0.000124991304021913,1.54886760725337e-05,2120,-8.06985073718222,1.16639794635331e-15
FALSE,"log_BAI_dbh","SCBI","CACO","(Intercept)",-1.14162304852509,0.229858471931185,1038,-4.96663463797355,7.96126905471009e-07
FALSE,"log_BAI_dbh","SCBI","CACO","dbh",0.226757118663552,0.029338526614798,1038,7.72898794955772,2.55060076675892e-14
FALSE,"log_BAI_dbh","SCBI","CACO","I(dbh^2)",-0.0043846928625082,0.000854567945159494,1038,-5.13088852366192,3.44041351818265e-07
FALSE,"log_BAI_dbh","SCBI","CACO","pet",-0.603806173146858,0.124420269512541,1038,-4.85295664052551,1.4028260890742e-06
FALSE,"log_BAI_dbh","SCBI","CACO","I(pet^2)",0.926516605730725,0.597221228717989,1038,1.55137922293822,0.121115655160517
FALSE,"log_BAI_dbh","SCBI","CACO","pre",0.0174917573165007,0.00283777835780685,1038,6.16389129488569,1.01449789516716e-09
FALSE,"log_BAI_dbh","SCBI","CACO","I(pre^2)",-0.000372451216992876,6.52679600418254e-05,1038,-5.70649391760061,1.50385843760845e-08
FALSE,"log_BAI_dbh","SCBI","CAGL","(Intercept)",-0.30659082557781,0.172075748408795,2944,-1.78172013437624,0.0748979344126203
FALSE,"log_BAI_dbh","SCBI","CAGL","dbh",0.119679343094255,0.0151450005184735,2944,7.90223433457616,3.83707346205364e-15
FALSE,"log_BAI_dbh","SCBI","CAGL","I(dbh^2)",-0.00139011968951104,0.000311073300310953,2944,-4.46878497164965,8.16330068845265e-06
FALSE,"log_BAI_dbh","SCBI","CAGL","pet",-0.226077817190405,0.0719069546147216,2944,-3.14403270729143,0.00168296349008534
FALSE,"log_BAI_dbh","SCBI","CAGL","I(pet^2)",0.93125507896064,0.338235258331982,2944,2.7532761769224,0.0059364203159231
FALSE,"log_BAI_dbh","SCBI","CAGL","pre",0.00562878822844303,0.00161811872706032,2944,3.47860026233613,0.000511351163139937
FALSE,"log_BAI_dbh","SCBI","CAGL","I(pre^2)",-5.46888255181351e-05,3.71860724714411e-05,2944,-1.47068033495971,0.141484454577707
FALSE,"log_BAI_dbh","SCBI","CAOVL","(Intercept)",0.189205540671182,0.245164961316968,2088,0.771747886218386,0.440351094837004
FALSE,"log_BAI_dbh","SCBI","CAOVL","dbh",0.101280044338884,0.0209439816083151,2088,4.83575884628711,1.42322756909398e-06
FALSE,"log_BAI_dbh","SCBI","CAOVL","I(dbh^2)",-0.00110882944638538,0.000418010936402041,2088,-2.65263262231711,0.00804716052315748
FALSE,"log_BAI_dbh","SCBI","CAOVL","pet",-0.212394377774523,0.0608618303751546,2088,-3.48977966100125,0.000493444497458476
FALSE,"log_BAI_dbh","SCBI","CAOVL","pre",0.00574933588616317,0.00146514927211571,2088,3.92406152436673,8.9885923399333e-05
FALSE,"log_BAI_dbh","SCBI","CAOVL","I(pre^2)",-0.000121661536587149,3.35654227690063e-05,2088,-3.62460909324487,0.0002963225471697
FALSE,"log_BAI_dbh","SCBI","CATO","(Intercept)",-0.312242061911711,0.402578548553442,848,-0.775605314872513,0.438198301336566
FALSE,"log_BAI_dbh","SCBI","CATO","dbh",0.188386609285188,0.0473732406734789,848,3.97664602646981,7.58567238486539e-05
FALSE,"log_BAI_dbh","SCBI","CATO","I(dbh^2)",-0.00434592354432153,0.00134672042130632,848,-3.22704213552058,0.00129876381997009
FALSE,"log_BAI_dbh","SCBI","CATO","pet",-0.719846155988293,0.11321396435237,848,-6.35828062471011,3.33063717121578e-10
FALSE,"log_BAI_dbh","SCBI","CATO","I(pet^2)",1.37611419991358,0.541226142718156,848,2.54258634478083,0.011180286235621
FALSE,"log_BAI_dbh","SCBI","CATO","pre",0.00304729302197257,0.00263930102033213,848,1.15458335312927,0.248586344766363
FALSE,"log_BAI_dbh","SCBI","CATO","I(pre^2)",-0.000138580180081344,6.06275840928088e-05,848,-2.28576121174818,0.0225141627553226
FALSE,"log_BAI_dbh","SCBI","FRAM","(Intercept)",0.232902833265171,0.115809523212714,4237,2.01108533049899,0.0443796672639136
FALSE,"log_BAI_dbh","SCBI","FRAM","dbh",0.0953606017640901,0.00688310598159058,4237,13.8542980478783,1.01071132694567e-42
FALSE,"log_BAI_dbh","SCBI","FRAM","I(dbh^2)",-0.000754897767633107,9.10556612488727e-05,4237,-8.29050887423491,1.49764651405976e-16
FALSE,"log_BAI_dbh","SCBI","FRAM","pet",-0.179589623181143,0.0449890262944803,4237,-3.99185396913507,6.66682981760949e-05
FALSE,"log_BAI_dbh","SCBI","FRAM","I(pet^2)",-0.319520577326862,0.220012544507556,4237,-1.45228345066428,0.146496852455542
FALSE,"log_BAI_dbh","SCBI","FRAM","pre",0.00380916213600544,0.00103348997782641,4237,3.68572721335596,0.000230902753870275
FALSE,"log_BAI_dbh","SCBI","FRAM","I(pre^2)",-8.24195143020624e-05,2.37313736308392e-05,4237,-3.47301911739982,0.000519787428215793
FALSE,"log_BAI_dbh","SCBI","FRNI","(Intercept)",-0.919083838995466,0.310274914947575,694,-2.96215966782476,0.00315929492570618
FALSE,"log_BAI_dbh","SCBI","FRNI","dbh",0.24369947136961,0.0432410243230831,694,5.63583946459652,2.53417843640342e-08
FALSE,"log_BAI_dbh","SCBI","FRNI","I(dbh^2)",-0.00532598341598136,0.00138308252405801,694,-3.8508066751901,0.0001286158038519
FALSE,"log_BAI_dbh","SCBI","FRNI","pre",0.00179692700378866,0.00104384249757096,694,1.72145415421401,0.0856140811524473
FALSE,"log_BAI_dbh","SCBI","JUNI","(Intercept)",1.81885140278327,0.285453739083929,2258,6.37179042958163,2.25739115175055e-10
FALSE,"log_BAI_dbh","SCBI","JUNI","dbh",0.038393276551723,0.0176985382414561,2258,2.16929082096693,0.0301646323310365
FALSE,"log_BAI_dbh","SCBI","JUNI","I(dbh^2)",-0.000494943933636354,0.000268228982564548,2258,-1.84522913558474,0.0651350756382013
FALSE,"log_BAI_dbh","SCBI","JUNI","pet",-0.364299610829973,0.0749420703945799,2258,-4.86108281919472,1.24775137597415e-06
FALSE,"log_BAI_dbh","SCBI","JUNI","pre",0.0130500518242388,0.00172751725447608,2258,7.55422372218019,6.0818485324249e-14
FALSE,"log_BAI_dbh","SCBI","JUNI","I(pre^2)",-0.000296147787777891,3.96112727455518e-05,2258,-7.4763512316364,1.08702797153461e-13
FALSE,"log_BAI_dbh","SCBI","LITU","(Intercept)",-0.0471555921101864,0.116065416248668,6764,-0.406284607717742,0.68454634671717
FALSE,"log_BAI_dbh","SCBI","LITU","dbh",0.114109273404453,0.00792923885972927,6764,14.3909491721819,2.83117228658818e-46
FALSE,"log_BAI_dbh","SCBI","LITU","I(dbh^2)",-0.000966974816474187,0.000113661556090724,6764,-8.50749232838548,2.16552146024786e-17
FALSE,"log_BAI_dbh","SCBI","LITU","pet",-0.381511378768424,0.0434285788740352,6764,-8.78479997871906,1.95991336896963e-18
FALSE,"log_BAI_dbh","SCBI","LITU","I(pet^2)",0.924196013336662,0.207122448379443,6764,4.46207555273563,8.24842230955078e-06
FALSE,"log_BAI_dbh","SCBI","LITU","pre",0.0076779856105579,0.000928294472011843,6764,8.27106682421345,1.58443939915073e-16
FALSE,"log_BAI_dbh","SCBI","LITU","I(pre^2)",-0.000158069237996644,2.14014738079408e-05,6764,-7.3859043267382,1.69600805335367e-13
FALSE,"log_BAI_dbh","SCBI","QUAL","(Intercept)",-0.15320051730846,0.123166166486546,6176,-1.24385228247885,0.213601142271904
FALSE,"log_BAI_dbh","SCBI","QUAL","dbh",0.121402972810564,0.00778182365054306,6176,15.600838346175,7.57831745979374e-54
FALSE,"log_BAI_dbh","SCBI","QUAL","I(dbh^2)",-0.00110345369066537,0.000111960889846958,6176,-9.85570668626977,9.52417046093604e-23
FALSE,"log_BAI_dbh","SCBI","QUAL","pet",-0.300748050417245,0.0339025126532108,6176,-8.87096639395433,9.35634892519846e-19
FALSE,"log_BAI_dbh","SCBI","QUAL","I(pet^2)",0.254848472021919,0.156764975299621,6176,1.62567226215443,0.10407041553492
FALSE,"log_BAI_dbh","SCBI","QUAL","pre",0.00746143510668879,0.000790382961196141,6176,9.44027828661296,5.14857819905696e-21
FALSE,"log_BAI_dbh","SCBI","QUAL","I(pre^2)",-0.000155250708873874,1.80841803611121e-05,6176,-8.58489053823653,1.1375495546084e-17
FALSE,"log_BAI_dbh","SCBI","QUMO","(Intercept)",-0.0155432951446052,0.115231961621522,5445,-0.134887013341464,0.892706193213126
FALSE,"log_BAI_dbh","SCBI","QUMO","dbh",0.111454375703338,0.00722681098876905,5445,15.4223454683603,1.4766881672374e-52
FALSE,"log_BAI_dbh","SCBI","QUMO","I(dbh^2)",-0.000986777225014386,0.000105287573279797,5445,-9.37220978958338,1.01650621205673e-20
FALSE,"log_BAI_dbh","SCBI","QUMO","pet",-0.2502427664891,0.0370108504974037,5445,-6.76133520645937,1.51039423828151e-11
FALSE,"log_BAI_dbh","SCBI","QUMO","pre",0.00552371329634064,0.000877620374778256,5445,6.29396656582442,3.3365276455238e-10
FALSE,"log_BAI_dbh","SCBI","QUMO","I(pre^2)",-0.000115671453488263,2.00974667717874e-05,5445,-5.75552405692449,9.10906392137356e-09
FALSE,"log_BAI_dbh","SCBI","QURU","(Intercept)",0.309878203146736,0.108871690044489,5207,2.84626979722742,0.00444076498748344
FALSE,"log_BAI_dbh","SCBI","QURU","dbh",0.116532093239602,0.00591135438073839,5207,19.7132646317587,1.72214207404874e-83
FALSE,"log_BAI_dbh","SCBI","QURU","I(dbh^2)",-0.000952302419007769,7.38256487377172e-05,5207,-12.8993437279643,1.6947726936771e-37
FALSE,"log_BAI_dbh","SCBI","QURU","pet",-0.420167956196831,0.0287045892217731,5207,-14.6376578654581,1.40857493403676e-47
FALSE,"log_BAI_dbh","SCBI","QURU","pre",0.00124498444268628,0.00065691506267354,5207,1.89519850194848,0.0581214441377123
FALSE,"log_BAI_dbh","SCBI","QURU","I(pre^2)",-4.07560560178937e-05,1.49746052428319e-05,5207,-2.72167815825415,0.00651674376221684
FALSE,"log_BAI_dbh","SCBI","QUVE","(Intercept)",1.01043984741904,0.101419528670731,6355,9.96297124096826,3.2735667922884e-23
FALSE,"log_BAI_dbh","SCBI","QUVE","dbh",0.0900886314829196,0.00513199407524394,6355,17.5543132283599,2.1056741425657e-67
FALSE,"log_BAI_dbh","SCBI","QUVE","I(dbh^2)",-0.0008370917858284,6.66864140438665e-05,6355,-12.5526585561755,1.01710392439493e-35
FALSE,"log_BAI_dbh","SCBI","QUVE","pet",-0.467619475769418,0.0239964953865069,6355,-19.486990422458,3.41426737549304e-82
FALSE,"log_BAI_dbh","SCBI","QUVE","pre",0.00212333187781445,0.000558353634438583,6355,3.80284419559555,0.000144384658190771
FALSE,"log_BAI_dbh","SCBI","QUVE","I(pre^2)",-5.90081578071344e-05,1.27824249366303e-05,6355,-4.61635081760083,3.98225497554465e-06
FALSE,"log_BAI_dbh","SCBI","FAGR","(Intercept)",-1.54543252471115,0.0729324322479925,3824,-21.1899216449578,2.56654014207357e-94
FALSE,"log_BAI_dbh","SCBI","FAGR","dbh",0.339830460650803,0.0110732646225944,3824,30.6892747742519,4.31808810418902e-185
FALSE,"log_BAI_dbh","SCBI","FAGR","I(dbh^2)",-0.00638038157539998,0.000356228034751681,3824,-17.9109473510349,5.91405753073762e-69
FALSE,"log_BAI_dbh","SCBI","FAGR","pet",0.0803484104557714,0.0506843614726771,3824,1.58527025143812,0.112987630372672
FALSE,"log_BAI_dbh","SCBI","FAGR","I(pet^2)",0.527356909985816,0.262442542905979,3824,2.00941853461138,0.0445629017018763
FALSE,"log_BAI_dbh","SCBI","FAGR","pre",0.0125928052992006,0.000994822719047992,3824,12.6583410873964,5.25688526891801e-36
FALSE,"log_BAI_dbh","SCBI","FAGR","I(pre^2)",-0.000205270849818059,2.26518033973124e-05,3824,-9.06200915739955,1.99897477863565e-19
FALSE,"log_BAI_dbh","SCBI","PIST","(Intercept)",0.35350997792864,0.189147676862824,2120,1.86896283259676,0.0617657778382584
FALSE,"log_BAI_dbh","SCBI","PIST","dbh",0.081655873825175,0.0171131664479656,2120,4.77152338075238,1.95301813596677e-06
FALSE,"log_BAI_dbh","SCBI","PIST","I(dbh^2)",-0.00063404914554434,0.000397404803026131,2120,-1.59547428897745,0.110755264929361
FALSE,"log_BAI_dbh","SCBI","PIST","pet",0.310104073325278,0.0940989824408383,2120,3.29550931669475,0.000998629791980206
FALSE,"log_BAI_dbh","SCBI","PIST","I(pet^2)",1.46712821079729,0.500600398665764,2120,2.93073720018519,0.00341775885232915
FALSE,"log_BAI_dbh","SCBI","PIST","pre",0.0262210054534127,0.0019234172860557,2120,13.6325100348783,1.2568565351587e-40
FALSE,"log_BAI_dbh","SCBI","PIST","I(pre^2)",-0.000557860604727891,4.37116136834754e-05,2120,-12.7622971956028,5.42142597416461e-36
