"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
47.3933485500915,0.0418660007906185,NA,0.564609299431581,-0.178322771327179,0.0559483646264126,-0.00218915332553112,-0.0248106077629133,10,1428.56907714484,-2837.12392033523,0,0.729741911010721,0.729741911010721,FALSE
47.3920031945355,0.0423342286521669,-1.05360112677089e-05,0.564647486121477,-0.178331681949777,0.0559343964141604,-0.00218852198098715,-0.0248120104675672,11,1428.57718755539,-2835.13729326025,1.98662707498579,0.270258088989277,0.999999999999997,FALSE
48.0951239749092,0.0424184005045156,NA,0.704530776709926,-0.220209916144855,0.00675618817499655,NA,-0.0250970563561857,9,1394.11686401021,-2770.22208281113,66.9018375241012,2.16580751693147e-15,0.999999999999999,FALSE
48.0915701659346,0.0433964944629532,-2.20336312350394e-05,0.704523963129916,-0.220202617126711,0.00675669826518207,NA,-0.0250996469052022,10,1394.15217715038,-2768.29012034631,68.8337999889191,8.24327024460229e-16,1,FALSE
47.4697530051386,0.0417636951276123,NA,-0.080050172630152,NA,0.0774472404298018,-0.00314075940350483,-0.0246172868154258,9,1365.18106599381,-2712.35048677832,124.773433556913,5.87438557430554e-28,1,FALSE
47.4691860004963,0.0419184271741259,-3.48612301095858e-06,-0.0800481281373437,NA,0.0774428991828622,-0.00314056296586236,-0.0246176831373066,10,1365.18196715873,-2710.34970036301,126.774219972227,2.16021610176928e-28,1,FALSE
47.5077809137299,0.0419899461152266,NA,0.723359389995055,-0.222683788153646,NA,NA,-0.0247662078672848,8,1342.18640884211,-2668.36350211947,168.760418215763,1.64933962245689e-37,1,FALSE
47.5050358588521,0.0427530777379906,-1.71835206605723e-05,0.723355868278367,-0.222678406935217,NA,NA,-0.0247682448802889,9,1342.20801006754,-2666.40437492578,170.719545409449,6.19285665340674e-38,1,FALSE
24.0514910281087,NA,NA,0.570394290194246,-0.17999669917353,0.0574389837327657,-0.00225827657383267,-0.012493756173533,9,1324.9464829281,-2631.88132064691,205.242599688327,1.9738086213804e-45,1,FALSE
24.456846339702,NA,NA,0.71475118436178,-0.22321063152274,0.00669591791301197,NA,-0.0126211447684854,8,1288.59180495662,-2561.17429434849,275.949625986741,8.73915344689809e-61,1,FALSE
48.6153872740738,0.0426063472942343,NA,-0.0984421546196192,NA,0.00691342776449016,NA,-0.0250001734789113,8,1287.25580077642,-2558.50228598809,278.621634347142,2.29747144203471e-61,1,FALSE
48.6123744802597,0.0434699866669674,-1.94430658769988e-05,-0.098423873352619,NA,0.0069138940222798,NA,-0.0250025416559627,9,1287.28367182771,-2556.55569844613,280.568221889103,8.68068521317425e-62,1,FALSE
47.1737972323724,0.0416091631245029,NA,NA,NA,0.0947225541532049,-0.00397422024273425,-0.0245783926593842,8,1275.56781671389,-2535.12631786302,301.997602472209,1.92851552241171e-66,1,FALSE
47.1726834334779,0.0419771393409538,-8.27859557707269e-06,NA,NA,0.0947108727113907,-0.00397368861305513,-0.0245794507327245,9,1275.57293556104,-2533.13422591279,303.989694422447,7.12271993248289e-67,1,FALSE
24.1888911718603,NA,NA,-0.0803109009445484,NA,0.0791454858465817,-0.00321915072105856,-0.0123303017708861,8,1260.8930427919,-2505.77677001904,331.347150316196,8.1667601565224e-73,1,FALSE
24.1119859047406,NA,NA,0.733382757320869,-0.225656044331253,NA,NA,-0.0124183954079763,7,1237.9968473015,-2461.98644963244,375.137470702794,2.52989530434625e-82,1,FALSE
48.0220564068253,0.0421705491506261,NA,-0.0884053537430319,NA,NA,NA,-0.0246613763970291,7,1233.77924474973,-2453.5512445289,383.572675806333,3.72752902527568e-84,1,FALSE
48.0200201633189,0.0428140661027215,-1.44736120817869e-05,-0.0883911433543641,NA,NA,NA,-0.0246632501725025,8,1233.79478007962,-2451.58024459449,385.543675740741,1.39130977440542e-84,1,FALSE
24.881397640458,NA,NA,-0.0991555457861496,NA,0.00685445266053162,NA,-0.0124684856916877,7,1179.72422272959,-2345.44120048861,491.682719846628,1.24630188351715e-107,1,FALSE
23.9702772641247,NA,NA,NA,NA,0.0964737624831143,-0.00405522873108773,-0.0123326941326382,7,1171.40811200834,-2328.8089790461,508.31494128913,3.04777045168524e-111,1,FALSE
48.6252517198763,0.042702430290086,NA,NA,NA,0.00502241521638094,NA,-0.0250820018828216,7,1144.98613505575,-2275.96502514093,561.158895194306,1.0210886828322e-122,1,FALSE
48.6197726956637,0.0441068794893644,-3.16252168811714e-05,NA,NA,0.00502381236745598,NA,-0.0250855371401622,8,1145.06052328193,-2274.1117309991,563.012189336132,4.04227404600666e-123,1,FALSE
24.5344026480533,NA,NA,-0.0892105720046897,NA,NA,NA,-0.0122598674719896,6,1127.5922526761,-2243.17907197574,593.944848359492,7.75682852610741e-130,1,FALSE
48.1837842949692,0.0423710963615738,NA,NA,NA,NA,NA,-0.0248239665107462,6,1116.51416651526,-2221.02289965405,616.101020681179,1.19820879006591e-134,1,FALSE
48.1792889606455,0.043567814570812,-2.69356871186661e-05,NA,NA,NA,NA,-0.0248270637536652,7,1116.5683635299,-2219.12948208923,617.994438246003,4.64924145010314e-135,1,FALSE
0.0657294009064218,-0.0278102853200464,NA,0.560444149387351,-0.177190690639442,0.0591536268493513,-0.00234964556428865,NA,9,1097.93591804125,-2177.86019087321,659.263729462024,5.08006626714112e-144,1,FALSE
0.0452446733911505,-0.0253474011008317,-5.6938910658058e-05,0.560578838607583,-0.177221148661684,0.0591056880123511,-0.002347435432488,NA,10,1098.07125390727,-2176.12827386009,660.995646475145,2.13692055491255e-144,1,FALSE
0.231991629471861,-0.0280641223597294,NA,0.710227707939844,-0.222027568982948,0.00636666643761506,NA,NA,8,1058.25205524518,-2100.49479492561,736.629125409625,8.05725488336829e-161,1,FALSE
0.206401352260478,-0.0250044293929178,-7.07948867700798e-05,0.710216739759954,-0.2220121968725,0.00636880542683742,NA,NA,9,1058.45858831608,-2098.90553142286,738.218388912372,3.63984523156125e-161,1,FALSE
24.8264732243812,NA,NA,NA,NA,0.00494990472747047,NA,-0.0125167970728275,6,1036.58456499606,-2061.16369661567,775.960223719567,2.32031859643035e-169,1,FALSE
0.511608907948589,-0.0275042748071954,NA,-0.0800878066322707,NA,0.0805078265653856,-0.00329527288444752,NA,8,1035.27915854005,-2054.54900151534,782.574918819893,8.49541951893125e-171,1,FALSE
0.494293318153827,-0.0254201217734017,-4.81245065985456e-05,-0.0800664751966953,NA,0.0804691808137409,-0.00329348632922597,NA,9,1035.37796623606,-2052.74428726283,784.379633072402,3.44584794434058e-171,1,FALSE
-0.550983576196742,NA,NA,0.559818581673763,-0.176825708939319,0.0580391425381217,-0.00230227757405756,NA,8,1019.1894571134,-2022.36959866205,814.754321673183,8.74009765054192e-178,1,FALSE
0.27528737557637,-0.0276593529635444,NA,0.72784579742557,-0.224335342797396,NA,NA,NA,7,1012.03553394748,-2010.06382292439,827.060097410847,1.85930670611355e-180,1,FALSE
0.252715168003737,-0.0249649820531067,-6.22826975206582e-05,0.727842846126016,-0.224322726639087,NA,NA,NA,8,1012.19809466367,-2008.38687376258,828.737046572653,8.03907632534026e-181,1,FALSE
24.5746038002865,NA,NA,NA,NA,NA,NA,-0.012359144894943,5,1009.15425738055,-2008.30463402893,828.8192863063,7.71521478121595e-181,1,FALSE
-0.394037498068587,NA,NA,0.706205709168314,-0.220646694290431,0.0063257969363527,NA,NA,7,979.91477458294,-1945.82230419531,891.301616139922,2.08680798161842e-194,1,FALSE
-0.0988891204478527,NA,NA,-0.0793488692708471,NA,0.0793173216447347,-0.00324461312427997,NA,7,954.695307868627,-1895.38337076669,941.740549568546,2.32705827177266e-205,1,FALSE
0.947303847614811,-0.0277730526732241,NA,-0.0992947780391794,NA,0.00651874196635877,NA,NA,7,949.563958855353,-1885.12067274014,952.003247595095,1.37496200540948e-207,1,FALSE
0.923163585941772,-0.0249023998892936,-6.63335284649857e-05,-0.0992510246695837,NA,0.0065207990312862,NA,NA,8,949.749413086276,-1883.4895106078,953.634409727438,6.08258715953025e-208,1,FALSE
0.290468206120707,-0.0275533251299672,NA,NA,NA,0.0977584464736096,-0.00412794712366401,NA,7,945.346568922447,-1876.68589287433,960.438027460908,2.02628962840971e-209,1,FALSE
0.270926682141736,-0.0251959709201684,-5.4404443834755e-05,NA,NA,0.0977086070408139,-0.00412563273326719,NA,8,945.473714103115,-1874.93811264147,962.185807693761,8.45621207396914e-210,1,FALSE
-0.342070119849086,NA,NA,0.723916912725287,-0.222999457836985,NA,NA,NA,6,932.764903140574,-1853.52437290469,983.59954743054,1.89339560131562e-214,1,FALSE
0.999146795682542,-0.0273521553883831,NA,-0.0898718770171412,NA,NA,NA,NA,6,901.934532314976,-1791.8636312535,1045.26028908174,7.72291827775885e-228,1,FALSE
0.978099188563868,-0.0248526733287896,-5.77060410087708e-05,-0.0898305703743189,NA,NA,NA,NA,7,902.077344181758,-1790.14744339295,1046.97647694228,3.27428124422125e-228,1,FALSE
0.323054818789591,NA,NA,-0.0981881281198606,NA,0.006480363003463,NA,NA,6,869.023590289566,-1726.04174720268,1111.08217313256,3.93315374758447e-242,1,FALSE
-0.318469296090482,NA,NA,NA,NA,0.0963670061945542,-0.00406777307509487,NA,6,863.43718366191,-1714.86893394737,1122.25498638787,1.47433220175645e-244,1,FALSE
0.384090419437599,NA,NA,-0.0888301071169803,NA,NA,NA,NA,5,820.34327512981,-1630.68266952745,1206.44125080778,7.72289813464557e-263,1,FALSE
0.800403996310756,-0.027911859217063,NA,NA,NA,0.00461024968864834,NA,NA,6,804.566216819185,-1597.12700026191,1239.99692007332,3.99263222066522e-270,1,FALSE
0.771006386679792,-0.0244108681160577,-8.08668771013119e-05,NA,NA,0.00461383344134871,NA,NA,7,804.842820976926,-1595.67839698329,1241.44552335195,1.93508079185227e-270,1,FALSE
0.848315777728955,-0.0275993403594253,NA,NA,NA,NA,NA,NA,5,780.52187221888,-1551.0398637056,1286.08405662964,3.92251633322948e-280,1,FALSE
0.821559696978762,-0.0244132543481078,-7.35439057419739e-05,NA,NA,NA,NA,NA,6,780.753549312925,-1549.5016652494,1287.62225508584,1.81781302058138e-280,1,FALSE
0.174911687508266,NA,NA,NA,NA,0.00459838574859392,NA,NA,5,722.499050461323,-1434.99422019048,1402.12970014475,2.48069543174849e-305,1,FALSE
0.229738711485046,NA,NA,NA,NA,NA,NA,NA,4,697.751279384014,-1387.49997178058,1449.62394855466,1.20594761674614e-315,1,FALSE
