"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
0.387584021592806,-0.00589804714871019,-0.00129891405490756,0.288829196828048,-0.173856709948878,-0.0142142149852519,0.000290966875319917,10,-3305.75410432976,6631.55270704139,0,0.379916969567895,0.379916969567895,TRUE
0.195541606954261,-0.00616356565907868,-0.00130616597078585,0.36245373851537,-0.212738827100122,NA,NA,8,-3308.50318997168,6633.03549437927,1.4827873378872,0.181011227325523,0.560928196893418,FALSE
0.230040375794317,-0.00603830091023834,-0.00129776976319176,0.339983202638901,-0.200721248754373,-0.00122010245029822,NA,9,-3307.82979360803,6633.69598762051,2.14328057911916,0.130101177752548,0.691029374645966,FALSE
0.5636783332719,-0.00520691726923667,-0.00130356343822962,-0.0456048619526448,NA,-0.016770864142184,0.000341695439123686,9,-3308.08966317608,6634.21572675661,2.66301971521898,0.10032780451883,0.791357179164796,TRUE
0.519301586106286,-0.00509562628838393,-0.00129446561637341,NA,NA,-0.0169149568756204,0.000344089611329179,8,-3309.5585774278,6635.14626929151,3.59356225012561,0.0630023232468457,0.854359502411642,TRUE
0.505260019141467,-0.0348664699542666,NA,0.291388558387783,-0.174816324118373,-0.0142070003325761,0.000289761157487862,9,-3308.9227809842,6635.88196237285,4.32925533146044,0.0436116825116441,0.897971184923286,TRUE
0.313187072934724,-0.0353017776172131,NA,0.365725718072579,-0.214082668641703,NA,NA,7,-3311.70886796685,6637.44037591752,5.88766887613474,0.0200077218120179,0.917978906735304,FALSE
0.348230497028901,-0.0349776181070353,NA,0.342343969230754,-0.201578988641857,-0.00126711831285575,NA,8,-3310.98224868715,6637.9936118102,6.44090476881502,0.0151727391898704,0.933151645925174,FALSE
0.406394537021112,-0.0052484435922163,-0.00130306278476915,-0.0462335608744111,NA,-0.00156549973970211,NA,8,-3311.02714497008,6638.08340437607,6.53069733468692,0.0145066049624798,0.947658250887654,FALSE
0.375163618531802,-0.00535143784700778,-0.0013143999609477,-0.0470894624997483,NA,NA,NA,7,-3312.15260746458,6638.32785491298,6.7751478715918,0.012837605481779,0.960495856369433,FALSE
0.682833091668882,-0.0342836567693997,NA,-0.0448790655596733,NA,-0.0167783961909775,0.000340773901064035,8,-3311.28474337306,6638.59860118203,7.04589414064503,0.0112122357245011,0.971708092093934,TRUE
0.360291289075534,-0.00513659318881224,-0.00129382150065353,NA,NA,-0.00160359301404504,NA,7,-3312.53579107188,6639.09422212759,7.54151508619998,0.00875123807467276,0.980459330168607,FALSE
0.638362848576267,-0.0339759503647301,NA,NA,NA,-0.016920709070794,0.000343143343285484,7,-3312.70756615302,6639.43777228987,7.88506524848071,0.00737001766787792,0.987829347836485,TRUE
0.3274194738783,-0.00524010981068,-0.00130530666148608,NA,NA,NA,NA,6,-3313.71626376084,6639.44950407787,7.8967970364838,0.00732691247429632,0.995156260310781,FALSE
0.525911365535538,-0.0343116417269445,NA,-0.0455096125586975,NA,-0.00161461525681222,NA,7,-3314.20777808858,6642.43819616099,10.8854891195997,0.0016441247371074,0.996800385047888,FALSE
0.494785965276439,-0.0346788325899681,NA,-0.0463897348495911,NA,NA,NA,6,-3315.40558749501,6642.82815154621,11.2754445048204,0.00135287299458766,0.998153258042476,FALSE
0.479711478292017,-0.0340001967739305,NA,NA,NA,-0.00165202992638865,NA,6,-3315.66985004537,6643.35667664692,11.8039696055284,0.00103869791605061,0.999191955958527,FALSE
0.446948558702884,-0.03437096966319,NA,NA,NA,NA,NA,5,-3316.9233831329,6643.85888992715,12.3061828857626,0.000808044041473099,1,FALSE
0.160102130885875,NA,NA,0.2333490562877,-0.140064928165937,-0.0148454470656427,0.000291373049445458,8,-3343.79025259151,6703.60961961892,72.0569125775346,8.56503091184067e-17,1,TRUE
0.274801714768644,NA,NA,NA,NA,-0.0170442824447317,0.000334719030007607,6,-3346.2689320091,6704.55484057439,73.002133533003,5.33920765699838e-17,1,TRUE
0.30761012169357,NA,NA,-0.0359998488811069,NA,-0.0169207826677487,0.000332610501802224,7,-3345.33586766883,6704.6943753215,73.1416682801109,4.97940242855014e-17,1,TRUE
0.000895777140152451,NA,NA,0.285053630278263,-0.167249648448006,-0.00183993807004283,NA,7,-3345.92166027895,6705.86596054174,74.3132535003506,2.77185640891378e-17,1,FALSE
-0.0551000407223234,NA,NA,0.318840904221224,-0.185319640390019,NA,NA,6,-3347.4890730169,6706.99512258999,75.4424155485985,1.57607291357748e-17,1,FALSE
0.119925421865419,NA,NA,NA,NA,-0.00215814465130714,NA,5,-3349.15349656926,6708.31911679987,76.7664097584802,8.12970179560017e-18,1,FALSE
0.154335891134274,NA,NA,-0.0366676645491136,NA,-0.00212792024132811,NA,6,-3348.18620367339,6708.38938390296,76.8366768615679,7.84903576554551e-18,1,FALSE
0.107965687365712,NA,NA,-0.0378042374775794,NA,NA,NA,5,-3350.31401776766,6710.64015919667,79.0874521552778,2.54722121396549e-18,1,FALSE
0.0717972841747943,NA,NA,NA,NA,NA,NA,4,-3351.3413389873,6710.69075878269,79.1380517413018,2.483585424936e-18,1,FALSE
