"(Intercept)","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
7.73029458974672,0.0508791247172307,-0.000636846391236913,NA,NA,-0.390897523684751,0.0210993443368588,-0.00280073665276962,9,-5934.21602980256,11886.4596415849,0,0.384705426685617,0.384705426685617
6.9294029236643,0.0507404661789689,-0.000635260042787925,0.0204579128595097,NA,-0.364122682071653,0.0200167938585991,-0.00279510240798965,10,-5933.64790055686,11887.3295175888,0.869876003935133,0.249021668301668,0.633727094987284
39.9993485906055,0.0505764907545621,-0.00063341961757472,-2.09189761890055,0.0339460398629,-0.372426992716696,0.0204007225055241,-0.00288090060400856,11,-5932.76879551828,11887.5780570084,1.11841542346701,0.219921398772067,0.853648493759351
2.18979436710807,0.0466337428965298,-0.000611585644587088,NA,NA,-0.372962219340612,0.0201887615875844,NA,8,-5937.49053543868,11891.0031330805,4.54349149563677,0.0396754325275876,0.893323926286939
1.38791868080723,0.0465008393641649,-0.000610001575219038,0.0207704597297368,NA,-0.345802262414865,0.0190908398702899,NA,9,-5936.90562006349,11891.8388221067,5.37918052186433,0.0261248679311658,0.919448794218104
4.48972345541468,0.0508169108909792,-0.000634530774979337,0.027338284133671,NA,0.0330639099448585,NA,-0.00265853135677255,9,-5937.18930981084,11892.4062016015,5.94656001657859,0.0196720315290241,0.939120825747129
5.40079685408595,0.0510114985787386,-0.000636638224454723,NA,NA,0.0258582413656131,NA,-0.00265644372055066,8,-5938.22109357049,11892.4642493441,6.00460775925058,0.0191092791473324,0.958230104894461
30.3837358378014,0.0462397761211513,-0.000607666102574925,-1.84091162493944,0.0299177657695221,-0.352628356689223,0.0194042789602986,NA,10,-5936.22100996558,11892.4757364063,6.01609482136882,0.0189998389963376,0.977229943890799
34.9005236674075,0.0506674285624502,-0.000632825097099528,-1.91777301161644,0.031260261408051,0.0324310034277447,NA,-0.0027352552722409,10,-5936.44317365291,11892.9200637809,6.46042219602714,0.0152147723027697,0.992444716193568
-0.685839416653183,0.0467733107965966,-0.00061046079554934,0.027344379809984,NA,0.0330177151805637,NA,NA,8,-5940.1320330383,11896.2861282798,9.82648669486844,0.00282705227112609,0.995271768464694
0.229492895219969,0.0469724584405818,-0.000612624236280968,NA,NA,0.0258118301700508,NA,NA,7,-5941.1631296581,11896.3434161789,9.88377459405274,0.00274722309786937,0.998018991562564
25.9861637683082,0.0465371240795736,-0.000608318686633225,-1.68704672298584,0.0275522981080685,0.0324584459859109,NA,NA,9,-5939.55100144037,11897.1295848605,10.6699432756213,0.00185429816753735,0.999873289730101
5.64167436489529,0.050418301507765,-0.000628645231101853,NA,NA,NA,NA,-0.00264511579743757,7,-5945.1962551601,11904.4096671829,17.9500255980583,4.86776696357026e-05,0.999921967399737
42.2265157091397,0.0504544106643358,-0.000629216847248786,-2.32592054339006,0.0371402796465178,NA,NA,-0.00273704448689169,9,-5943.60971877704,11905.2470195338,18.7873779489601,3.20258766213474e-05,0.999953993276358
6.13326650555797,0.0506279804779696,-0.000631170555981385,-0.0159239231810227,NA,NA,NA,-0.00264574465360898,8,-5944.66327388325,11905.3486099697,18.8889683847756,3.04397403338698e-05,0.999984433016692
0.49189359333438,0.0464019243644796,-0.000604811085035437,NA,NA,NA,NA,NA,6,-5948.10882523619,11908.2305161486,21.7708745637046,7.20514902699673e-06,0.999991638165719
0.980554076060007,0.0466099128132893,-0.000607331702216507,-0.0158680706069241,NA,NA,NA,NA,7,-5947.58016305484,11909.1774829724,22.7178413875354,4.48757515430874e-06,0.999996125740873
33.3055197638112,0.0463267782556503,-0.000604795847245971,-2.09492987985871,0.0334273091363656,NA,NA,NA,8,-5946.72466843437,11909.4713990719,23.0117574870037,3.87425912670915e-06,1
46.7091620631813,0.00368514386338893,NA,-2.87273281384424,0.0467051744218473,-0.345219873889067,0.0189306675078214,NA,9,-6047.96722536747,12113.9620327147,227.502391129834,1.52620112308175e-50,1
41.7397347055401,0.00234429432648806,NA,-2.74803068848835,0.0446994943234298,-0.336936526706881,0.0185178555638916,0.00152972647779614,10,-6047.17424498625,12114.3822064476,227.92256486272,1.23700712747583e-50,1
39.6722903353395,NA,NA,-2.77958721472331,0.0452123228035951,-0.34495656465901,0.0189309301624609,0.00287341460376294,9,-6048.52730923063,12115.082200441,228.622558856143,8.71706807612453e-51,1
1.430568603132,0.00384420876794148,NA,0.0338063025642995,NA,-0.332894567784472,0.0183583909406609,NA,8,-6049.63095825275,12115.2839787087,228.824337123771,7.88051941862441e-51,1
-1.86279907511993,0.00237482638831825,NA,0.0336847105722931,NA,-0.324498630351921,0.0179380599567804,0.0016655252154048,9,-6048.6918423212,12115.4112666222,228.951625037284,7.39459894192418e-51,1
-4.46349371013292,NA,NA,0.0340489227367324,NA,-0.332451258813063,0.0183484108870916,0.00302797889786186,8,-6050.07939905794,12116.180860319,229.721218734159,5.0326818478454e-51,1
2.74737235935281,0.00388155642557785,NA,NA,NA,-0.37907390250284,0.0202464287299455,NA,7,-6051.16941821227,12116.3559932873,229.8963517024,4.61073153338945e-51,1
-0.572124474748317,0.00240153357953042,NA,NA,NA,-0.370486966419052,0.0198181510141701,0.00167641472031126,8,-6050.21825438529,12116.4585709737,229.998929388845,4.38021445373534e-51,1
-3.18856158057088,NA,NA,NA,NA,-0.379076899696319,0.0202560262891367,0.00305472768774143,7,-6051.63827202575,12117.2937009142,230.834059329352,2.88502254640902e-51,1
42.0304008754571,0.00392902542022441,NA,-2.69816880705881,0.0440118349572381,0.0306413140192054,NA,NA,8,-6051.14810065407,12118.3182635113,231.858621926413,1.7284955682464e-51,1
36.7401896864832,0.00246100434202357,NA,-2.56722775532297,0.0419032504419659,0.0307388479748193,NA,0.00166616815985996,9,-6050.21134014082,12118.4502622614,231.990620676523,1.61809906144922e-51,1
-4.06886052559144,0.00248599418476496,NA,0.0402797922184689,NA,0.0316112175697389,NA,0.00179008371022762,8,-6051.54674144199,12119.1155450871,232.655903502246,1.16022114423386e-51,1
