"(Intercept)","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
103.020950020047,NA,NA,-0.145419935972824,NA,-1.25614732467264,0.0662610826140109,-0.0458468888517035,8,-3899.63728148309,7815.30219151568,0,0.403227162426407,0.403227162426407
123.568962285997,NA,NA,-1.45611106310223,0.021041428019685,-1.26506957143247,0.0666860898707945,-0.0458954865514819,9,-3899.17810413556,7816.39075058546,1.0885590697826,0.233976468123435,0.637203630549842
105.615105090777,0.0012389677450786,NA,-0.145641619094066,NA,-1.25691873492903,0.0663037100272648,-0.0471735108923287,9,-3899.5142039189,7817.06295015214,1.76075863646383,0.167188306898116,0.804391937447958
125.503236538771,0.00113324824974222,NA,-1.42839644878993,0.0205932825659936,-1.26557057613376,0.0667152954225969,-0.0471074946290403,10,-3899.07498609313,7818.19219867379,2.8900071581138,0.0950588812810255,0.899450818728983
105.103241280623,0.00229981228707478,-1.51466179657892e-05,-0.145689948328347,NA,-1.25649158079045,0.0662880423984104,-0.0469234935335855,10,-3899.46473100449,7818.97168849651,3.66949698082863,0.0643766887212391,0.963827507450222
124.81533529198,0.00206745368696639,-1.32915991392704e-05,-1.412747593218,0.0203413941594142,-1.26509011368484,0.0666965487976648,-0.0468912487007639,11,-3899.03695612741,7820.12459376758,4.82240225190344,0.0361724925497775,1
97.9081517225639,NA,NA,NA,NA,-1.04495307476527,0.0576673493150862,-0.0461658220821383,7,-3936.66187725239,7887.34523925445,72.0430477387717,9.15378554183489e-17,1
99.0659664452366,0.000555208348513595,NA,NA,NA,-1.04515850798956,0.0576806675457295,-0.0467599120603956,8,-3936.63755516129,7889.30273887208,74.0005473564015,3.43981504975201e-17,1
98.6698534503366,0.00141689047190236,-1.21948385102479e-05,NA,NA,-1.04474955108477,0.0576651368652809,-0.0465676126683896,9,-3936.60677345782,7891.24808922997,75.9458977142958,1.30049183350889e-17,1
93.7900908723838,NA,NA,-0.120186436229581,NA,0.0567887685321741,NA,-0.0448375023662261,7,-3950.69136779878,7915.40422034723,100.102028831549,7.39044186694947e-23,1
95.3456449874881,0.000745977326475109,NA,-0.120317371527296,NA,0.0568291478197646,NA,-0.0456343260679807,8,-3950.64636386203,7917.32035627356,102.018164757887,2.83522007647979e-23,1
99.2462322688701,NA,NA,-0.469125727665739,0.00560234584261884,0.0566537364584949,NA,-0.044849072340807,8,-3950.65929700452,7917.34622255855,102.044031042868,2.79878787051577e-23,1
94.7374034659215,0.00210176988546238,-1.91324823360139e-05,-0.120381954579682,NA,0.0569796711036189,NA,-0.0453371247886495,9,-3950.56886042316,7919.17226316066,103.870071644978,1.12318243859059e-23,1
100.476153484284,0.000719808299784678,NA,-0.45192415258169,0.00532414691204221,0.056699485184141,NA,-0.0456173131804027,9,-3950.61744231858,7919.26942695149,103.967235435814,1.06992036833846e-23,1
99.535053682093,0.00204485541472106,-1.86692659887304e-05,-0.429477159498514,0.00496273575468876,0.0568552223125427,NA,-0.0453288129922176,10,-3950.54377913665,7921.12978476083,105.827593245149,4.22065534881142e-24,1
90.4496099370864,NA,NA,NA,NA,0.0913835079931051,NA,-0.0452029000481459,6,-3975.98661650865,7963.9893434891,148.687151973424,2.08230798083589e-33,1
95.808912216597,NA,NA,-0.197189378546517,NA,NA,NA,-0.0443711073979905,6,-3976.76992040675,7965.55595128531,150.253759769633,9.51393988698958e-34,1
90.9056473210892,0.000219357000034504,NA,NA,NA,0.0914055025574085,NA,-0.0454371650066981,7,-3975.98279746576,7965.98707968118,150.684888165503,7.66905869030049e-34,1
111.789063824788,NA,NA,-1.21962411695654,0.0164243017551396,NA,NA,-0.0444076695470277,7,-3976.49770880298,7967.01690235563,151.714710839952,4.58267342214977e-34,1
96.5303246573334,0.000346131328917075,NA,-0.197278484035451,NA,NA,NA,-0.0447401180707501,7,-3976.75990162252,7967.54128799471,152.239096479033,3.52573781970357e-34,1
90.3989105468986,0.00139202293992178,-1.64424689703324e-05,NA,NA,0.0915457550664958,NA,-0.045190869688805,8,-3975.92769809368,7967.88302473685,152.580833221175,2.97195906689532e-34,1
112.246185661754,0.000269025044448776,NA,-1.21307278573045,0.0163179561287786,NA,NA,-0.0446941895374329,8,-3976.49165889151,7969.01094633253,153.708754816849,1.69089936497523e-34,1
96.4726388900264,0.000476999372980238,-1.8436650928375e-06,-0.197305724168016,NA,NA,NA,-0.0447115504472508,8,-3976.75915934467,7969.54594723884,154.243755723161,1.29402834767541e-34,1
112.224498137184,0.000300271624452902,-4.39934373019754e-07,-1.21256952846335,0.0163097651144137,NA,NA,-0.0446873762674061,9,-3976.49161642834,7971.01777517102,155.715583655338,6.19926805698741e-35,1
12.4839519963171,-0.0207097015840637,-0.000180060114276632,-0.140078481496693,NA,-1.15308353779832,0.0610039533115867,NA,9,-4067.21558031902,8152.46570295238,337.163511436697,2.46276811135678e-74,1
31.1588286833044,-0.0209153700543047,-0.000178249706678325,-1.33614399216437,0.0191994723167242,-1.16227592211874,0.0614434582986164,NA,10,-4066.8423826504,8153.72699178832,338.424800272644,1.31080512527738e-74,1
12.6955427954051,-0.0355060139888997,NA,-0.139032707701546,NA,-1.149738660577,0.0607787557184422,NA,8,-4072.66257753176,8161.35278361302,346.050592097345,2.89479941380383e-76,1
34.0368449439185,-0.0355721844082966,NA,-1.50600809208599,0.0219425740257562,-1.16034038351182,0.0612863858270371,NA,9,-4072.17482106151,8162.38418443736,347.081992921684,1.72843333124453e-76,1
90.1242481794793,NA,NA,NA,NA,NA,NA,-0.0445873065801577,5,-4084.98335688679,8179.97821904683,364.676027531157,2.61310318951602e-80,1
86.7697747291477,-0.00162351872495994,NA,NA,NA,NA,NA,-0.0428646825331973,6,-4084.76051245241,8181.53713537663,366.23494386095,1.19851142989893e-80,1
87.7489369804236,-0.00411532917551573,3.44038539529194e-05,NA,NA,NA,NA,-0.0433398336312291,7,-4084.51657359635,8183.05463194236,367.752440426681,5.61205589339473e-81,1
6.93183921797274,-0.0214667558261133,-0.000174063777933527,NA,NA,-0.941892570556063,0.0523159230975935,NA,8,-4100.74840227462,8217.52443309875,402.22224158307,1.83696029981489e-88,1
7.17338513681893,-0.0357620419127112,NA,NA,NA,-0.939619759864744,0.0521326713963643,NA,7,-4105.68002660627,8225.38153796221,410.079346446532,3.61369194370962e-90,1
5.75792090597811,-0.0204449531147029,-0.000174907691600185,-0.115298898678735,NA,0.0562032891261424,NA,NA,8,-4110.00752702953,8236.04268260857,420.74049109289,1.74949611404395e-92,1
8.89104662819005,-0.0204794512055426,-0.000174597972734327,-0.316453202517309,0.00322940726491843,0.056121245340897,NA,NA,9,-4109.99711781855,8238.02877795143,422.726586435757,6.48093787185807e-93,1
5.98343499700016,-0.0348243981434694,NA,-0.114237172538436,NA,0.0551380868319062,NA,NA,7,-4115.12937443413,8244.28023361793,428.978042102252,2.84545360133659e-94,1
11.7308318868174,-0.0348413333265412,NA,-0.483280146191586,0.00592465798266443,0.0549899590676525,NA,NA,8,-4115.09431624372,8246.21626103693,430.914069521256,1.0808078636951e-94,1
1.87756630880528,-0.0211109812989888,-0.00017024842112353,NA,NA,0.0891433936125817,NA,NA,7,-4132.85009234862,8279.7216694469,464.419477931225,5.72982690899007e-102,1
8.69354987209784,-0.021825447159633,-0.000155599912380201,-0.191535260450229,NA,NA,NA,NA,7,-4135.29562482194,8284.61273439354,469.310542877859,4.96661212208343e-103,1
23.0372035984328,-0.0219747760366497,-0.000154299877467953,-1.11319274902408,0.0148049733075018,NA,NA,NA,8,-4135.07967605742,8286.18698066434,470.884789148667,2.26056505572051e-103,1
2.13135837217518,-0.0350973224815852,NA,NA,NA,0.0878257603426625,NA,NA,6,-4137.55257928569,8287.12126904319,471.819077527512,1.41689890994782e-103,1
