"(Intercept)","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
7.68514469192918,0.0618922913812624,-0.000831279859169732,-0.116043486301709,NA,-0.896600004087685,0.0459384032453341,NA,9,-5418.40928273645,10854.8603385061,0,0.418129559182547,0.418129559182547
11.8385887460065,0.0666911011827191,-0.000860451387516772,-0.114651867475212,NA,-0.908236382719912,0.0465425314744173,-0.00213759143705678,10,-5417.79558046097,10855.6422287028,0.781890196723907,0.282830063892083,0.70095962307463
9.96674037867256,0.0618680227921655,-0.000831029760545288,-0.262600091600704,0.00235615438272592,-0.897125653501754,0.0459633760293934,NA,10,-5418.40805835725,10856.8671844954,2.00684598929183,0.153295639316883,0.854255262391513
17.4027553157654,0.0666642606257719,-0.000860038917145416,-0.470240449794693,0.00571686540573373,-0.909592065398279,0.0466072885587921,-0.00215210423951656,11,-5417.78839175944,10857.6380790842,2.77774057814531,0.104263468400562,0.958518730792076
3.38683067080191,0.0624726210275276,-0.000832824879483247,-0.117637804039492,NA,NA,NA,NA,7,-5424.09996351942,10862.2259070899,7.3655685837839,0.0105171477361527,0.969035878528228
6.95980267200804,0.0666565437763806,-0.000858227689493594,-0.116611892836655,NA,NA,NA,-0.00186082203861803,8,-5423.6373075458,10863.3080257644,8.44768725835638,0.0061223603821135,0.975158238910342
2.84823134387589,0.0625354897466775,-0.000834530253114311,-0.103824269318822,NA,0.0111777610893259,NA,NA,8,-5423.84134273798,10863.7160961488,8.85575764272107,0.00499237881866415,0.980150617729006
3.32496003696295,0.0617145596646481,-0.000833016345121954,NA,NA,-0.768480094270755,0.0408987956888679,NA,8,-5423.9901567241,10864.0137241211,9.15338561497083,0.0043020795721052,0.984452697301111
1.37391071529755,0.0624935995948576,-0.000833039619163921,0.0118567098446196,-0.00208250786958439,NA,NA,NA,8,-5424.09900487035,10864.2314204136,9.37108190746403,0.00385839147754832,0.98831108877866
7.97919899032065,0.0670171284056292,-0.00086525199060582,NA,NA,-0.783063429654166,0.0416345107362635,-0.00236543183322768,9,-5423.24196265063,10864.5256983345,9.66535982836649,0.00333046329024318,0.991641552068903
6.45851414323012,0.0667785485812325,-0.000860330262741917,-0.102460151748715,NA,0.0114413979964845,NA,-0.00188682878511782,9,-5423.36621856554,10864.7742101643,9.91387165818742,0.00294131130965536,0.994582863378558
7.71341987158492,0.0666530537372436,-0.000858173927241736,-0.164851213871796,0.000775793905932886,NA,NA,-0.00186277324200554,9,-5423.63717493567,10865.3161229045,10.4557843984294,0.00224319039379646,0.996826053772355
-0.542745290291134,0.062571061274809,-0.000834898897166268,0.114233698895905,-0.00350581754312453,0.0112255932510105,NA,NA,9,-5423.83862912825,10865.7190312897,10.8586927835931,0.0018339001763852,0.99865995394874
5.83157934775772,0.0667815400077743,-0.000860376509544533,-0.0623433040243149,-0.0006449957432654,0.0114499795727683,NA,-0.00188522594285893,10,-5423.3661270024,10866.7833217857,11.9229832795809,0.00107712956737445,0.999737083516114
-0.61814396949379,0.062308642354467,-0.000835776209035378,NA,NA,0.0370104252473231,NA,NA,7,-5428.34333182073,10870.7126436925,15.8523051863995,0.000151017242717827,0.999888100758832
3.48231896394248,0.067062084707322,-0.000864674527196715,NA,NA,0.036925029708738,NA,-0.00211622264462802,8,-5427.74754126423,10871.5284932013,16.6681546952332,0.000100430833437671,0.99998853159227
