"(Intercept)","CO2","dbh","I(dbh^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-6.70167151353285,-0.00968092221775506,0.189490863777228,-0.00164956285995753,-0.274558525370215,NA,0.0308784992288629,-0.000170079004473967,10,-1392.96689065716,2805.96906599756,0,0.586507767281958,0.586507767281958,FALSE
-5.37978439025482,-0.00968707306281025,0.18945403910781,-0.00164906091407557,-1.22252397700392,0.167871152897879,0.0312826099600164,-0.000172532554573765,11,-1392.31290597476,2806.66816036146,0.699094363898894,0.413492232492055,0.999999999774014,TRUE
-9.5811111276469,NA,0.181995869728855,-0.00173525101413902,-0.276027382061568,NA,0.0308863451832489,-0.000170087512791706,9,-1416.16863272196,2850.36613010075,44.3970641031933,1.34144784340198e-10,0.999999999908158,FALSE
-8.29267319087252,NA,0.181948013700806,-0.00173478820459602,-1.20113415603324,0.163822402846809,0.0312802043253279,-0.000172479112816448,10,-1415.54427879523,2851.12384227371,45.1547762761475,9.18414398562841e-11,1,TRUE
-7.80895053902677,-0.00969564743712165,0.190600127577904,-0.00165899703733195,NA,NA,0.0367749559349159,-0.000195584768686857,9,-1431.05451155349,2880.13788776381,74.1688217662463,4.59958614167651e-17,1,FALSE
-5.27768730227627,-0.0097074986435348,0.189133447140628,-0.00164582201988417,-0.325366120690185,NA,0.00129100757734143,NA,9,-1440.06822803893,2898.16532073468,92.1962547371236,5.59901235374583e-21,1,FALSE
-5.33992455908313,-0.00970719258402975,0.189135342717197,-0.00164584742655315,-0.281382855619665,-0.00778278995796915,0.00129206066709878,NA,10,-1440.06682473136,2900.16893414596,94.1998681484038,2.05604351272203e-21,1,FALSE
-4.97668840560511,-0.00972172222944084,0.188719319984803,-0.00164183429163434,-0.388067355939496,NA,NA,NA,8,-1447.68273289274,2911.38855380857,105.419487811006,7.52874949895931e-24,1,FALSE
-4.76457024502824,-0.0097227676565265,0.188715105679634,-0.00164176962757404,-0.538394934957937,0.0266312063850715,NA,NA,9,-1447.66628821408,2913.36144108499,107.392375087425,2.80747448832212e-24,1,TRUE
-10.6964085904551,NA,0.18294513245582,-0.00174313617739184,NA,NA,0.0368251556590541,-0.000195793249364482,8,-1454.71055338176,2925.44419478661,119.475128789053,6.67696637409943e-27,1,FALSE
-8.16453650467779,NA,0.181606941250162,-0.00173132624516678,-0.326934734325019,NA,0.00129710178279685,NA,8,-1463.38003449652,2942.78315701614,136.814091018575,1.14675694761742e-30,1,FALSE
-8.2573125936568,NA,0.18161057502264,-0.00173136241151835,-0.261281763904179,-0.0116171540642297,0.0012986754272724,NA,9,-1463.37689941712,2944.78266349106,138.813597493501,4.21972419187412e-31,1,FALSE
-7.86462232308801,NA,0.18112719506234,-0.00172766794134329,-0.389952142024402,NA,NA,NA,7,-1471.08227594991,2956.18250637241,150.213440374853,1.41201606127652e-33,1,FALSE
-7.68187350405598,NA,0.181121108523023,-0.00172760440721386,-0.51963196227547,0.0229733269594179,NA,NA,8,-1471.07000636431,2958.16310075171,152.194034754152,5.24516351723018e-34,1,TRUE
-5.01305712586632,-0.0114594037783513,0.0894961865372301,NA,-0.279578483565177,NA,0.0306697779412409,-0.00016903314202774,9,-1472.37111049538,2962.77108564759,156.802019650031,5.23778690239124e-35,1,FALSE
-3.65063637198073,-0.0114673002565022,0.0894970229347557,NA,-1.25645700677905,0.17299063162676,0.0310841115474662,-0.000171549597153221,10,-1471.66665831727,2963.36860131777,157.399535320212,3.88507087601201e-35,1,TRUE
-8.45931734965588,NA,0.077858934353467,NA,-0.281584894364454,NA,0.0306216768687042,-0.000168687373223949,8,-1493.06672503161,3002.15653808632,196.187472088756,1.46793050159956e-43,1,FALSE
-7.12555529614429,NA,0.0778511868065972,NA,-1.23954786161495,0.169640399364072,0.0310277069918671,-0.000171153521414877,9,-1492.38891412354,3002.80669290391,196.837626906346,1.06053784251739e-43,1,TRUE
-6.36732623964772,-0.00972805435243714,0.190405822351579,-0.00165666924905787,NA,NA,0.00306950911526084,NA,8,-1494.01524677153,3004.05358156616,198.084515568596,5.68548786618231e-44,1,FALSE
-6.10729424285105,-0.0115544289100021,0.0899524545243036,NA,NA,NA,0.0367039875575308,-0.000195171424232356,8,-1512.32976249523,3040.68261301354,234.713547015984,6.32229300858069e-52,1,FALSE
-9.26171960517185,NA,0.182663299137953,-0.00174023363550708,NA,NA,0.00308403225055921,NA,7,-1517.93211988276,3049.88219423812,243.913128240554,6.35639589704819e-54,1,FALSE
-3.62492528721129,-0.0114022031199307,0.0893538740164072,NA,-0.330583789591524,NA,0.00126314898160884,NA,8,-1519.4858433678,3054.99477475869,249.025708761131,4.93205810559663e-55,1,FALSE
-3.63035601897275,-0.0114021756129086,0.0893538764982474,NA,-0.326744963613638,-0.000679270888838962,0.0012632410640752,NA,9,-1519.48583181009,3057.00052827702,251.031462279455,1.80919068046298e-55,1,FALSE
-3.32698506669857,-0.0114366141751737,0.0892454397344442,NA,-0.392028900926214,NA,NA,NA,7,-1526.86712674114,3067.75220795486,261.783141957301,8.37118161748932e-58,1,FALSE
-3.06461128130967,-0.0114378429664243,0.089245693788213,NA,-0.578017043490741,0.0329485966224006,NA,NA,8,-1526.84158512186,3069.70625826681,263.737192269246,3.15115764446372e-58,1,TRUE
-9.58978828832684,NA,0.0782186559753424,NA,NA,NA,0.0367029697892899,-0.000195033637706861,7,-1533.59347645089,3081.20490737437,275.235841376805,1.00362206760135e-60,1,FALSE
-7.05841556331983,NA,0.0778503440168826,NA,-0.332486683396457,NA,0.00127527780778549,NA,7,-1540.01350006678,3094.04495460615,288.075888608593,1.63451673674022e-63,1,FALSE
