"(Intercept)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-0.552800101612267,0.663446420185156,-0.193241581576559,0.00347379987571508,-1.39511075741685e-05,8,1238.37763136513,-2460.74470322304,0,1,1,FALSE
0.0498541346085883,-0.036745222200474,NA,0.00390688093974761,-1.60080642264412e-05,7,1157.58695609224,-2301.16569983662,159.57900338642,2.22771536782563e-35,1,FALSE
-0.0321494438303996,NA,NA,0.00428827571509315,-1.7711245058873e-05,6,1140.78665046536,-2269.56714212143,191.177561101609,3.06422093176278e-42,1,FALSE
-0.522121588308742,0.801296821210375,-0.241293229088376,0.000679921113025442,NA,7,1102.34603465311,-2190.68385695838,270.060846264666,2.27526687750441e-59,1,FALSE
0.264814552867195,-0.0799385411269467,NA,0.000707329756295064,NA,6,974.926094707429,-1937.84603060556,522.898672617481,2.8444345413339e-114,1,FALSE
-0.464983999462547,0.822903080382947,-0.25291780871982,NA,NA,6,947.663949709087,-1883.32174060888,577.422962614164,4.11336081196711e-126,1,FALSE
0.118832119509373,NA,NA,0.000809314843548805,NA,5,887.528936253395,-1765.05347367981,695.691229543231,8.56187632928108e-152,1,FALSE
0.365987948700755,-0.101863167050463,NA,NA,NA,5,811.780550189636,-1613.55670155229,847.188001670748,1.08508277622098e-184,1,FALSE
0.189543566000446,NA,NA,NA,NA,4,668.29569934657,-1328.5884663568,1132.15623686624,1.43020021278985e-246,1,FALSE
