"(Intercept)","pet","I(pet^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
0.730831165095475,-0.608647153065853,0.243586464208088,-0.0275033550884189,NA,7,-2797.79224410317,5609.60722470654,0,0.724960221564556,0.724960221564556,TRUE
0.709778661283266,-0.622744891514084,0.247797342281012,-0.0216495021893182,-0.000251782973132255,8,-2797.76097793822,5611.55119445512,1.943969748575,0.274275180898375,0.999235402462931,TRUE
-0.0692487419812042,0.276292302661403,NA,-0.0266786900240957,NA,6,-2806.07509233715,5624.16723358844,14.5600088818946,0.000499629900118827,0.99973503236305,FALSE
0.0462499731432045,0.272318799390392,NA,-0.0461082986545436,0.000833672258389474,7,-2805.70650847488,5625.43575344997,15.8285287434264,0.000264967636949851,1,TRUE
0.307796683064297,-0.453321252622719,0.185306310341328,NA,NA,6,-2863.25457276537,5738.52619444488,128.918969738338,7.34371125354924e-29,1,TRUE
-0.295589734933998,0.221191755461671,NA,NA,NA,5,-2867.93565859474,5745.88349251415,136.276267807603,1.85480652898975e-30,1,FALSE
0.745947814050453,NA,NA,-0.0918022979675212,0.00304108531575411,6,-2872.20067949819,5756.41840791052,146.811183203977,9.5646879133237e-33,1,TRUE
0.346204808741942,NA,NA,-0.020595863031421,NA,5,-2877.11764844604,5764.24747221675,154.640247510208,1.9081437564772e-34,1,FALSE
0.0963238845057602,NA,NA,NA,NA,4,-2914.47731042184,5836.96273608003,227.355511373487,3.09522459491043e-50,1,FALSE
