"(Intercept)","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
-13.0685965716611,0.128146740340077,-0.00089831763295895,0.00681451690622792,0.00131426775987028,0.0113550522338246,NA,0.00218984999042474,10,-113782.220142104,227584.441967466,0,0.587155404561646,0.587155404561646
-12.9694151669696,0.128145461937046,-0.000898327367941021,0.00690784240702604,0.00129067159748186,-9.00104043203607e-05,0.000375982225246317,0.00218306615207195,11,-113781.573987878,227585.14999568,0.708028214547085,0.412103866706265,0.999259271267911
-13.153997882376,0.128139190682309,-0.00089814144514479,0.0152313139059449,NA,0.0111231350666054,NA,0.00223065990503035,9,-113790.577278913,227599.155935025,14.7139675591898,0.000374675765972287,0.999633947033884
-13.0304490840238,0.128137561813897,-0.000898155505069264,0.0151603479331982,NA,-0.00291575909514475,0.000461359187039554,0.00222145777855486,10,-113789.600408873,227599.202501002,14.7605335367844,0.000366052966116476,1
-8.83352928819837,0.132849546537016,-0.000902440092584839,0.00616059855355041,0.00149158661730549,-0.00386670946754134,0.000505239867423619,NA,10,-113855.72816408,227731.458011417,147.016043951735,6.99237550919891e-33,1
-8.94978379457134,0.13287538510369,-0.000902463587194679,0.00603236067822169,0.00152403681287492,0.01151352764329,NA,NA,9,-113856.89670845,227731.7947941,147.352826634917,5.90871867037776e-33,1
-8.8204797419598,0.132951276272333,-0.000902386779628073,0.0157067417717594,NA,-0.00720604794955898,0.000606393947017496,NA,9,-113866.48012867,227750.961634539,166.519667073415,4.06880422305306e-37,1
-8.96027216968401,0.13298481792072,-0.000902411326845936,0.01580251930907,NA,0.0112466454463883,NA,NA,8,-113868.170733229,227752.342568209,167.900600743567,2.03986232640041e-37,1
-12.9897226088805,0.128125737166759,-0.000897876546041918,0.00687133930986591,0.00093229608786407,NA,NA,0.00224320449559009,9,-113901.075173095,227820.151723389,235.709755923861,3.84618259748218e-52,1
-13.051849204662,0.128120430277188,-0.000897755404654271,0.0128765963854003,NA,NA,NA,0.00227156933208673,8,-113905.298358463,227826.597818678,242.155851211952,1.53206817691758e-53,1
-13.2142924252142,0.128013586258905,-0.000896114684312555,NA,NA,-0.0164453164521511,0.000824496138911027,0.00240511317066469,9,-113954.026269587,227926.053916375,341.611948909034,3.87847396996759e-75,1
-13.437579607008,0.128014765109253,-0.000896067372818475,NA,NA,0.0086227511960675,NA,0.00242323784296876,8,-113957.151171969,227930.303445689,345.861478223087,4.63326686428602e-76,1
-8.76835839051221,0.132984545370016,-0.000902185054800874,0.00607208601285387,0.00114110464120687,NA,NA,NA,8,-113979.206262781,227974.413627314,389.971659848088,1.22315945690209e-85,1
-8.77943454975582,0.133065394984717,-0.000902151259133555,0.0134292897497723,NA,NA,NA,NA,7,-113985.552482845,227985.105822602,400.663855136343,5.83045396751183e-88,1
-13.3206539153313,0.128011863418958,-0.00089598564994301,NA,NA,NA,NA,0.00243238162748603,7,-114028.444277423,228070.889411757,486.447444291291,1.37414533215846e-106,1
-8.65220445861336,0.1332995259659,-0.000900909840691918,NA,NA,-0.0215536144721497,0.000993496745417471,NA,8,-114043.507824663,228103.016751077,518.574783611897,1.45100722309695e-113,1
-8.8804720266835,0.133359101012991,-0.000900936437603651,NA,NA,0.00865281074012187,NA,NA,7,-114048.054328379,228110.109513668,525.667546202865,4.18307592191613e-115,1
-8.74580364062137,0.133374506167671,-0.000900878000532922,NA,NA,NA,NA,NA,6,-114119.906736316,228251.81411531,667.372147844027,7.09140795922829e-146,1
