"(Intercept)","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
5.32797203611924,0.0885760853851703,-0.000386917062033311,0.038114466502057,-0.00255699154187006,-0.0812259102918185,0.00265063174907789,-0.0067804764397267,11,-1602.93578173797,3227.92380966632,0,0.867771741134952,0.867771741134952
4.61010163033549,0.0884962964578493,-0.000386167292945042,0.0371415267137883,-0.00234617783347415,NA,NA,-0.00672586889644514,9,-1607.45131389849,3232.93823610558,5.01442643925566,0.0707190856725117,0.938490826807464
4.61827829461158,0.0884607910771433,-0.000385863698077999,0.0371527840091727,-0.00237017010700306,-0.000570820865148105,NA,-0.00672479753381936,10,-1607.40773111969,3234.8589921167,6.93518245037785,0.0270676011688377,0.965558427976302
5.4730447505864,0.0889080693825564,-0.000389624787060842,0.0221771238413573,NA,-0.0747998348406757,0.00245756099327308,-0.00687845829100944,10,-1607.41768470999,3234.8788992973,6.95508963097973,0.0267995177658903,0.992357945742192
4.80070488853532,0.0887815806478147,-0.00038848956441031,0.0223802099227989,NA,NA,NA,-0.00681994105244327,8,-1611.27406761617,3238.57661624501,10.6528065786811,0.004218693233116,0.996576638975308
5.37162281773596,0.0390099146006585,NA,0.0382015112918127,-0.0025927633555292,-0.0806513126457538,0.00262885467449069,-0.00605990528927799,10,-1610.22867304375,3240.50087596483,12.5770662985037,0.001611870909275,0.998188509884583
4.80172070334175,0.0887784415949079,-0.000388462719098025,0.0223662482608475,NA,-5.70743705892254e-05,NA,-0.00681993342480053,9,-1611.27362879695,3240.58286590251,12.6590562361898,0.00154712843626399,0.999735638320847
4.65755621238835,0.039026649134207,NA,0.0372336606005257,-0.00237962241336301,NA,NA,-0.00600689109698514,8,-1614.69684364512,3245.4221683029,17.4983586365711,0.000137621156832662,0.999873259477679
4.66718150555222,0.03903071295233,NA,0.0372464039937351,-0.00240730297844246,-0.00065925339453664,NA,-0.00600642342380646,9,-1614.6385580819,3247.3127244724,19.3889148060707,5.34756593515117e-05,0.999926735137031
5.51955246917565,0.0389913475041218,NA,0.022040734538448,NA,-0.0741256616346615,0.00243274002974921,-0.00615434081783461,9,-1614.8489915042,3247.733591317,19.8097816506788,4.33277437324335e-05,0.999970062880763
-6.99803502278139,0.0686459053852186,-0.000319218583310791,0.0386289863530988,-0.00266414962364689,-0.0792490885748224,0.00258428027805514,NA,10,-1614.79565114801,3249.63483217334,21.7110225070196,1.67462229028812e-05,0.999986809103666
4.85189733812106,0.0390110523845187,NA,0.0222615576187294,NA,NA,NA,-0.00609820878092291,7,-1618.63963086341,3251.30140924511,23.3775995787837,7.27820451056151e-06,0.999994087308177
4.8543860920817,0.0390118659831177,NA,0.0222277385795081,NA,-0.000138145746777858,NA,-0.00609833249586253,8,-1618.63705349565,3253.30258800397,25.3787783376433,2.6759242085359e-06,0.999996763232385
-7.60336786345872,0.0687372708734494,-0.000318914869346948,0.0376744506033922,-0.00245535108753121,NA,NA,NA,8,-1619.10290586608,3254.23429274482,26.310483078491,1.67940984467846e-06,0.99999844264223
-7.59257053719383,0.0687026585485694,-0.000318582042977188,0.0376861933466071,-0.00248108802701439,-0.000613247307567578,NA,NA,9,-1619.05254082647,3256.14068996155,28.2168802952265,6.47422515599846e-07,0.999999090064746
-5.88555738834869,0.0291807569054973,NA,0.0386462411769855,-0.0026813933276835,-0.0789898606971888,0.00257357238216275,NA,9,-1619.53340888717,3257.10242608294,29.1786164166124,4.00266693501209e-07,0.999999490331439
-7.0306777714012,0.0686772975440673,-0.00032128403824407,0.0220215120203557,NA,-0.0725071982476616,0.00238157301250871,NA,9,-1619.67081774666,3257.37724380193,29.453434135602,3.48877968011387e-07,0.999999839209407
-7.58088215753837,0.0687325525321212,-0.000320596927859107,0.0222239878501996,NA,NA,NA,NA,7,-1623.29816481331,3260.6184771449,32.6946674785795,6.89999325947598e-08,0.99999990820934
-6.49012972136567,0.0293022685947121,NA,0.0376936824582135,-0.0024704866529423,NA,NA,NA,7,-1623.82615291826,3261.67445335481,33.7506436884869,4.06954959927281e-08,0.999999948904836
-7.57951708874658,0.0687282648093398,-0.000320557844363826,0.0222053981436737,NA,-7.5906714267651e-05,NA,NA,8,-1623.29738773389,3262.62325648043,34.6994468141097,2.53230705569262e-08,0.999999974227906
-6.47939936317911,0.0293089063942118,NA,0.0377065618983532,-0.0024990203550144,-0.000680207695860951,NA,NA,8,-1623.7640504718,3263.55658195626,35.6327722899373,1.58798835398634e-08,0.99999999010779
-5.91195582647648,0.0289673482181661,NA,0.0219313310949799,NA,-0.0721997140279784,0.00236938547292307,NA,8,-1624.48253151044,3264.99354403353,37.0697343672077,7.74131897581242e-09,0.999999997849109
-6.46229919950587,0.0290992325423222,NA,0.0221480887172364,NA,NA,NA,NA,6,-1628.08238131083,3268.18136997635,40.2575603100227,1.57248805281185e-09,0.999999999421597
-6.46003475666536,0.0291001191259707,NA,0.0221139347016471,NA,-0.000139408007888495,NA,NA,7,-1628.0797544074,3270.1816563331,42.2578466667728,5.78403205357178e-10,1
-13.3325369256333,NA,NA,0.0383513980586997,-0.00260480653613227,-0.0813253317317144,0.00265216992035651,0.00472071810397525,9,-1657.14616505031,3332.32793840922,104.404128742893,1.85070416698109e-23,1
5.32969015269895,0.0871159128933165,-0.000375801534223848,NA,NA,-0.0876620643727406,0.00274261027675872,-0.00667046312707957,9,-1658.24796264778,3334.53153360417,106.607723937847,6.14939493844669e-24,1
-14.0592959486415,NA,NA,0.0373752469416131,-0.00239141062974715,NA,NA,0.00477830782962127,7,-1661.65354907764,3337.32924567356,109.405436007237,1.5181578488108e-24,1
-14.0519789569646,NA,NA,0.0373872617310149,-0.00241760422663547,-0.000623923870468868,NA,0.00477978616787251,8,-1661.6017293801,3339.23193977285,111.308130106525,5.8634355412691e-25,1
-13.1754791253423,NA,NA,0.0221155177529827,NA,-0.07476349772603,0.00245495066964034,0.00462094817018677,8,-1661.77551798482,3339.57951698229,111.655707315968,4.92806835522727e-25,1
4.5788919733757,0.0869513605444904,-0.000374337049042963,NA,NA,-0.00429015302677371,NA,-0.00660333490463584,8,-1662.95023222186,3341.92894545638,114.005135790052,1.52231600066644e-25,1
-13.8569589510743,NA,NA,0.0223288965221303,NA,NA,NA,0.00468247650691739,6,-1665.60632066925,3343.22924869318,115.305439026855,7.94598154208272e-26,1
4.48783600699867,0.0871180118725245,-0.000375869366860113,NA,NA,NA,NA,-0.00659334355863131,7,-1665.49092568663,3345.00399889156,117.080189225231,3.27163949958538e-26,1
-13.8554225361651,NA,NA,0.022304264392586,NA,-0.000100601747492983,NA,0.00468254592148429,7,-1665.60496391256,3345.23207534342,117.308265677097,2.91903478732403e-26,1
5.39196605253849,0.038980727144431,NA,NA,NA,-0.0868926590519703,0.00271540474716675,-0.00598194163914498,8,-1665.17703768074,3346.38255637414,118.458746707813,1.64216007482407e-26,1
-4.0961200928245,NA,NA,0.0378784607502063,-0.00250395299348113,-0.0832013562580288,0.00271415761308679,NA,8,-1667.31473072179,3350.65794245624,122.73413278992,1.93654323470267e-27,1
4.64799922096858,0.0390052811794642,NA,NA,NA,-0.00434804709747008,NA,-0.00591799277308352,7,-1669.79819059818,3353.61852871464,125.694719048319,4.40701024129206e-28,1
-6.79611803441384,0.0674694233330782,-0.000309552238417066,NA,NA,-0.0852723726472694,0.00266427370882546,NA,8,-1669.83492198252,3355.69832497769,127.774515311369,1.55783708963092e-28,1
-4.72428157769023,NA,NA,0.0368752968142997,-0.00228572776229464,NA,NA,NA,6,-1672.03344622599,3356.08349980666,128.159690140339,1.28493863676484e-28,1
4.55545855712678,0.0389752718433781,NA,NA,NA,NA,NA,-0.00590475726843835,6,-1672.41490330059,3356.84641395586,128.922604289535,8.77440518713478e-29,1
-4.13270385034348,NA,NA,0.0222714318107857,NA,-0.0768794144934953,0.0025241421054437,NA,7,-1671.59497876497,3357.21210504823,129.288295381903,7.30817391356254e-29,1
-4.71422003786616,NA,NA,0.0368871672258371,-0.0023115763952272,-0.000614676171393205,NA,NA,7,-1671.98313873146,3357.98842498121,130.064615314881,4.95716234639621e-29,1
-4.70990381313873,NA,NA,0.0224936800486395,NA,NA,NA,NA,5,-1675.64697216994,3361.30580439128,133.381994724951,9.43785620461583e-30,1
