"(Intercept)","CO2","I(CO2^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw"
1.24783494403305,-0.0119527701420378,2.38535943951101e-05,0.00738573153417859,0.00104116830817668,0.00999864765317357,NA,9,-84733.189667994,169484.380698149,0,0.616758035944361,0.616758035944361
1.2759798808619,-0.0118311503620936,2.36646221088967e-05,0.00743902848016338,0.0010284684511092,0.00364909797657186,0.000208703111774361,10,-84732.8504977252,169485.702660326,1.32196217725868,0.318459623506411,0.935217659450771
-0.762861950578835,NA,6.2074180481854e-06,0.00737882463355063,0.00105029659296242,0.0100636340078049,NA,8,-84736.9385950062,169489.878279733,5.49758158402983,0.039475727636289,0.97469338708706
-0.708811957596784,NA,6.1969147940091e-06,0.00743820238692701,0.00103606804573453,0.00300231292010353,0.000232074443028536,9,-84736.5187370944,169491.038836349,6.65813820064068,0.0220962449982198,0.99678963208528
-1.46371804027621,0.00418483641835557,NA,0.00736723300637573,0.00105605585858299,0.0100887696944093,NA,8,-84740.0324884976,169496.066066715,11.6853685666574,0.00178924277835052,0.998578874863631
-1.40615474902591,0.00417759497722386,NA,0.00742924581351037,0.00104118633534512,0.00272389991849985,0.000242048556780244,9,-84739.5757281599,169497.15281848,12.7721203316469,0.00103916407820713,0.999618038941838
1.27703139925761,-0.0121995725142512,2.4294161724123e-05,0.01403063345629,NA,0.00980618484684635,NA,8,-84742.143629799,169500.288349318,15.9076511695748,0.000216676721272882,0.999834715663111
1.31361479221736,-0.0120354247098458,2.40381517070364e-05,0.0139941071594185,NA,0.00144931205807992,0.000274783840830385,9,-84741.5534246337,169501.108211428,16.7275132793002,0.000143807474755778,0.999978523137866
-0.775294053113457,NA,6.28430593266575e-06,0.0140830879399093,NA,0.00987082356701611,NA,7,-84746.0504580677,169506.101763689,21.7210655404197,1.18425537387994e-05,0.999990365691605
-0.70542457330463,NA,6.26941480099825e-06,0.0140425775418929,NA,0.000774706608518395,0.000299060174377649,8,-84745.3505808675,169506.702251455,22.3215533065377,8.77104022011807e-06,0.999999136731825
-1.4849065963169,0.00423683077417365,NA,0.0141086152371352,NA,0.00989521024774566,NA,7,-84749.2449252324,169512.490698019,28.1099998698046,4.85406851272492e-07,0.999999622138677
-1.41092023210238,0.00422663759394978,NA,0.0140665336602556,NA,0.000481295351885255,0.000309505502458548,8,-84748.4952642982,169512.991618317,28.6109201678773,3.77861323345649e-07,1
1.93944025409283,-0.0151910534159511,2.87729501025536e-05,0.00737562436353926,0.000687891057939356,NA,NA,8,-84890.6100637231,169797.221217166,312.840519017656,7.20541922901365e-69,1
1.94989663753097,-0.0153131001267165,2.9002038306827e-05,0.0117949275730608,NA,NA,NA,7,-84894.5348033932,169803.07045434,318.689756191423,3.86824114685047e-70,1
-0.614784304603362,NA,6.34712974128316e-06,0.00736687060890988,0.000696604665124915,NA,NA,7,-84896.6635880886,169807.328023731,322.947325582238,4.60250314431923e-71,1
-0.624976554422694,NA,6.39666102665222e-06,0.0118425231272466,NA,NA,NA,6,-84900.6879213048,169813.37647827,328.995780121448,2.23660287420795e-72,1
-1.32987117423653,0.00427558494431158,NA,0.0073532537989236,0.00070205197166511,NA,NA,7,-84900.5642305549,169815.129308664,330.748610514769,9.31036259185014e-73,1
-1.34576506604786,0.00430920414917935,NA,0.0118640735240981,NA,NA,NA,6,-84904.6518103291,169821.304256319,336.923558169889,4.24711233942123e-74,1
1.85233780356948,-0.0146001625270042,2.82453456611947e-05,NA,NA,-0.00970485173762769,0.000561489834905465,8,-84978.252262503,169972.505614726,488.124916577595,6.23930106571312e-107,1
1.78036404699172,-0.0149508371109195,2.87933343089049e-05,NA,NA,0.00735849407950231,NA,7,-84980.7143767378,169975.429601029,491.048902880721,1.44610685193712e-107,1
-0.596481353349956,NA,6.69186233443958e-06,NA,NA,-0.0105732117877535,0.000592250396105957,7,-84983.8267324754,169981.654312505,497.273614355916,6.43459861773181e-109,1
-0.734616889735938,NA,6.7238357202175e-06,NA,NA,0.00742668334953183,NA,6,-84986.5689974042,169985.138630469,500.75793232015,1.12696759590388e-109,1
-1.34864725893857,0.00450979408836236,NA,NA,NA,-0.0109134014100625,0.000604144634466768,7,-84987.8149516237,169989.630750801,505.250052652409,1.19250413226169e-110,1
-1.49311720035314,0.00453141277675568,NA,NA,NA,0.00744805855397275,NA,6,-84990.6689317285,169993.338499117,508.957800968696,1.86780948123945e-111,1
2.24520837041522,-0.0170514650971722,3.19270764251289e-05,NA,NA,NA,NA,6,-85069.7882463073,170151.577128275,667.196430126351,8.13300130627016e-146,1
-0.621956203700067,NA,6.75713939476273e-06,NA,NA,NA,NA,5,-85077.398522602,170164.797499244,680.416801095125,1.09517560623246e-148,1
-1.38308635874558,0.004551445931699,NA,NA,NA,NA,NA,5,-85082.019605831,170174.039665702,689.658967553056,1.07788596003036e-150,1
0.0323851287592772,NA,NA,0.00567428568925733,0.00152911898013971,-0.00715093674519142,0.00058148144502382,8,-85102.1653362996,170220.331762319,735.951064170687,9.55810410997793e-161,1
-0.100215346982193,NA,NA,0.00551650305676175,0.00156700548510062,0.0105429766249512,NA,7,-85104.8142914899,170223.629430534,739.248732384847,1.83777442053067e-161,1
0.0503223484307519,NA,NA,0.0154414219040066,NA,-0.0106344068338192,0.000686952253053184,7,-85121.5546466217,170257.110140797,772.729442648444,9.86389279618882e-169,1
