"(Intercept)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-3.69553882257105,NA,NA,0.0897274282535668,-0.000500998941063826,6,-1445.03752259764,2902.11345397442,0,0.475788619445969,0.475788619445969,FALSE
-3.46303233856348,-0.0404788130394906,NA,0.0885126074001233,-0.000495463458325339,7,-1444.45008298964,2902.95140111194,0.837947137518768,0.31293644225939,0.788725061705359,FALSE
-5.32227329770085,0.878192366328928,-0.109806283490498,0.0871649883110089,-0.000487437508409648,8,-1443.83558841057,2903.7370807113,1.62362673687448,0.211274938294641,1,FALSE
-4.77307475387033,2.39434596115767,-0.296741750880603,0.00252399627399636,NA,7,-1505.21481293447,3024.48086100161,122.367407027182,1.2754670140478e-27,1,FALSE
0.421649282415157,-0.0905324318617923,NA,0.00239589156067203,NA,6,-1509.53870001899,3031.11580881714,129.002354842714,4.62283741327988e-29,1,FALSE
-4.07168427077884,2.2023440315057,-0.278467444095643,NA,NA,6,-1510.52207307996,3033.08255493907,130.969100964649,1.72915978016718e-29,1,FALSE
-0.00714751692586818,NA,NA,0.00296801343669896,NA,5,-1512.31565708217,3034.65873646782,132.545282493393,7.86269908827168e-30,1,FALSE
0.784908037124906,-0.127646050010229,NA,NA,NA,5,-1514.3171213144,3038.66166493228,136.548210957859,1.06254365785245e-30,1,FALSE
0.250291596240708,NA,NA,NA,NA,4,-1520.38719099729,3048.79265517868,146.679201204262,6.70548512270781e-33,1,FALSE
