"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-10.2700055100092,0.230451433895675,-0.00326587452578351,0.00522657839566278,-6.13342971606916e-06,0.0197950389288876,NA,9,-691.459904309372,1401.00059856488,0,0.460636912961524,0.460636912961524,FALSE
-9.87683126454811,0.231268062663741,-0.00326692463197946,0.00541860586935146,-6.3793605974637e-06,NA,NA,8,-692.706813766053,1401.47823049307,0.477631928190021,0.362779118876425,0.823416031837949,FALSE
-9.46320480381088,0.230463496421775,-0.0032659528295533,0.00521754490927844,-6.12117353421138e-06,-0.0517179743418096,0.00158585689998363,10,-691.447065955655,1402.99291951795,1.99232095307048,0.170110742030876,0.993526773868825,TRUE
-9.89406487235536,0.229546984358198,-0.00325974420292039,0.00187214245502852,NA,0.0235064902057024,NA,8,-697.349656587533,1410.76391613604,9.76331757115076,0.00349366503902677,0.997020438907852,FALSE
-9.4054754931172,0.230475196667443,-0.0032606263398244,0.00194079004721149,NA,NA,NA,7,-699.110249281813,1412.27072277887,11.2701242139876,0.00164468358836613,0.998665122496218,FALSE
-8.36650332474449,0.229573041087418,-0.00325991303135458,0.0018677158043213,NA,-0.112033163199154,0.00300539335091391,9,-697.303674904409,1412.68813975496,11.6875411900728,0.00133487750378231,1,TRUE
-1.24556748844228,0.225995189745473,-0.00322194517123238,NA,NA,-0.741938295551242,0.0179885825499177,8,-789.271523596927,1594.60765015482,193.607051589939,4.1891089490945e-43,1,TRUE
-10.3920770517185,0.225789347021837,-0.00322034321705478,NA,NA,0.069812933013977,NA,7,-790.759025014353,1595.56827424395,194.567675679068,2.59134230371033e-43,1,FALSE
-8.96030259061626,0.0860224433150558,NA,0.00495691690247171,-5.56100432139238e-06,0.0227617857155234,NA,8,-802.199805921852,1620.46421480467,219.463616239789,1.01727877042394e-48,1,FALSE
-8.5082370857811,0.0867251025647445,NA,0.00520738268469322,-5.89156326231771e-06,NA,NA,7,-803.854637650109,1621.75949951546,220.75890095058,5.32319628103335e-49,1,FALSE
-7.11511981038033,0.0860378907694542,NA,0.00493942082709148,-5.5382443406165e-06,-0.140725518721744,0.00362337528348872,9,-802.130690390753,1622.34217072764,221.341572162761,3.9778374667204e-49,1,TRUE
-8.88714192233157,0.228365053622998,-0.0032191731009398,NA,NA,NA,NA,6,-805.463409226149,1622.96446972975,221.963871164867,2.91418100212201e-49,1,FALSE
-8.63895380374224,0.0855426269881709,NA,0.00191361669247158,NA,0.0268448721351506,NA,7,-807.214932942059,1628.48009009936,227.47949153448,1.84848009046393e-50,1,FALSE
-6.2556173682902,0.0855650437857697,NA,0.00190709420542475,NA,-0.184496384428812,0.0046834990610949,8,-807.099889077325,1630.26438111562,229.263782550735,7.57462097286962e-51,1,TRUE
-8.07720675339476,0.0863444135948939,NA,0.00199646393720528,NA,NA,NA,6,-809.528268939996,1631.09418915745,230.093590592563,5.00230743331615e-51,1,FALSE
0.555858840852371,0.0834182615366907,NA,NA,NA,-0.792592942927042,0.0193140088639352,7,-906.493803159654,1827.03783053455,426.03723196967,1.41432517589122e-93,1,TRUE
-9.27957446372857,0.0832909496247377,NA,NA,NA,0.0795954685707752,NA,6,-908.246857730893,1828.53136673924,427.530768174355,6.70242566542964e-94,1,FALSE
-7.55087474566219,0.0856609655285345,NA,NA,NA,NA,NA,5,-927.690306835933,1865.4074953923,464.406896827413,6.58692035217636e-102,1,FALSE
-7.46583614230781,NA,NA,0.0046542025880569,-4.97842188744001e-06,0.0342900331412946,NA,7,-976.095396208054,1966.24101663135,565.24041806647,8.37454999440949e-124,1,FALSE
-4.99822997205466,NA,NA,0.00463348461120129,-4.95241605107155e-06,-0.184253473759948,0.00484170437926926,8,-975.965144734679,1967.99489243033,566.994293865442,3.48427310676261e-124,1,TRUE
-6.76746784413877,NA,NA,0.00506953678031192,-5.5385426831525e-06,NA,NA,6,-979.937728772504,1971.91310882246,570.912510257577,4.91227090845705e-125,1,FALSE
-7.20099419487611,NA,NA,0.00192734981331137,NA,0.0386286880433731,NA,6,-980.333113331711,1972.70387794088,571.703279375991,3.30802648173402e-125,1,FALSE
-4.31754461192703,NA,NA,0.00191978012629564,NA,-0.216914155949813,0.00566082351240945,7,-980.155891661393,1974.36200753803,573.361408973148,1.44381221054062e-125,1,TRUE
-6.36887426488332,NA,NA,0.00205137036568778,NA,NA,NA,5,-985.250872099143,1980.52862591872,579.528027353831,6.6137312455615e-127,1,FALSE
2.0331944576694,NA,NA,NA,NA,-0.7939973625964,0.0197456286432093,6,-1086.51955377023,2185.07675881791,784.076160253021,2.53153445211009e-171,1,TRUE
-8.03575337379901,NA,NA,NA,NA,0.0981716132113972,NA,5,-1088.45445160819,2186.93578493682,785.935186371932,9.99312798476914e-172,1,FALSE
-5.8411376620827,NA,NA,NA,NA,NA,NA,4,-1119.43735336448,2246.89261985033,845.892021285445,9.55520858519285e-185,1,FALSE
