"(Intercept)","CO2","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
4.26563805891095,-0.0138147517662434,-0.0351158715203961,0.000928144580034121,0.619791189025132,-0.196061547011676,0.0584199810582559,-0.00222387130808863,11,1411.03039477667,-2800.04089955109,0,0.999999999904849,0.999999999904849,FALSE
4.5005708416954,-0.0140868471985752,-0.0342948025071515,0.000924765933753004,0.766013370952818,-0.240640716708472,0.00766084508244308,NA,10,1386.95317486463,-2753.88977597605,46.1511235750363,9.51504504956955e-11,1,FALSE
3.57407038483068,-0.0127937280987785,0.00515834759119704,NA,0.622082391247261,-0.196577568602658,0.0577513237761164,-0.0021992140715955,10,1366.67644000786,-2713.33630626252,86.7045932885662,1.48708841225873e-19,1,FALSE
3.32726281278141,-0.0117184149799491,NA,NA,0.62164919335751,-0.19644252508493,0.0584751021194443,-0.00223098135719723,9,1364.43963112696,-2710.86570293188,89.1751966192019,4.32366555329844e-20,1,FALSE
3.81331612373542,-0.0130841028937591,0.00588767451719333,NA,0.766603614606016,-0.240637264762875,0.0075592350855162,NA,9,1342.98962425349,-2667.96568918494,132.075210366143,2.09041479681586e-29,1,FALSE
4.6366818281006,-0.0135720668097932,-0.0353880848504378,0.000929434674340153,-0.0869599509313757,NA,0.0908989941363082,-0.00364926902610978,10,1343.57028040311,-2667.12398705302,132.916912498069,1.37233195218791e-29,1,FALSE
3.53454355020411,-0.0118576515850539,NA,NA,0.76851917123763,-0.24121800331116,0.00755711040554056,NA,8,1340.06727535276,-2664.12370406497,135.917195486118,3.06165324639521e-30,1,FALSE
4.45802689479894,-0.0137371526399098,-0.0337711515633552,0.000909276741453868,0.770487572342073,-0.239331054978044,NA,NA,9,1327.71814203856,-2637.42272475509,162.618174795999,4.87429729619983e-36,1,FALSE
3.94108348477643,-0.0125312230523985,0.00485612272515989,NA,-0.0865033448066975,NA,0.0903128873318841,-0.00362833868040762,9,1298.3993879708,-2578.78521661957,221.255682931521,9.0144431984833e-49,1,FALSE
3.70817434791526,-0.0115181389553808,NA,NA,-0.0864572360749973,NA,0.0909818802424803,-0.00365767768985183,8,1296.3902080635,-2576.76956948645,223.271330064638,3.29038481931429e-49,1,FALSE
3.77564872860144,-0.0127316918516331,0.00568412918270519,NA,0.77114357181931,-0.239383408941145,NA,NA,8,1284.90777477949,-2553.80470291843,246.236196632652,3.39226115106782e-54,1,FALSE
3.50717096507588,-0.0115495240403492,NA,NA,0.773018105813922,-0.239951953299967,NA,NA,7,1282.15976435647,-2550.31109307235,249.729806478733,5.91373064579158e-55,1,FALSE
5.24841590332323,-0.0139827535359623,-0.033944524032817,0.000923514200631399,-0.114775673917408,NA,0.00757909282081461,NA,9,1268.96557421423,-2519.91758910642,280.123310444665,1.48592199286305e-61,1,FALSE
4.30857221581031,-0.0135069878541081,-0.0353524807480525,0.000921665564570476,NA,NA,0.121313860643191,-0.00503534985190799,9,1255.20099763123,-2492.38843594042,307.652463610669,1.56356649277792e-67,1,FALSE
4.56017607999517,-0.0129718334368353,0.00611837204301823,NA,-0.114122747194959,NA,0.00747836789638986,NA,8,1224.21962518214,-2432.42840372373,367.612495827353,1.49265964554299e-80,1,FALSE
4.27152223193186,-0.011694214948755,NA,NA,-0.114356978114846,NA,0.00747621210615878,NA,7,1221.00135149249,-2427.99426734439,372.046632206695,1.62592425935024e-81,1,FALSE
5.20404776510283,-0.0136428652573495,-0.0334314451757946,0.000908512413055977,-0.105608923467538,NA,NA,NA,8,1212.23203564509,-2408.45322464963,391.587674901452,9.2857460970148e-86,1,FALSE
3.61493382761462,-0.0124554928171694,0.00450964417230295,NA,NA,NA,0.120560946709752,-0.00500693800053481,8,1210.31453957898,-2404.6182325174,395.422667033689,1.36476804057018e-86,1,FALSE
3.39909477956139,-0.0115156114190699,NA,NA,NA,NA,0.121176053499556,-0.00503385939164154,7,1208.56662636684,-2403.1248170931,396.91608245799,6.46796714055443e-87,1,FALSE
0.272205328582881,NA,-0.0488934823420008,0.000329138713281775,0.593561358792605,-0.188512144012814,0.0668584213962392,-0.00262359848217446,10,1181.21700694432,-2342.41744013543,457.623459415655,4.24940762760478e-100,1,FALSE
0.130498320688457,NA,-0.0337813501230018,NA,0.595679316130337,-0.189058717427847,0.066320362878919,-0.00260012285956526,9,1177.10862239933,-2336.20368547663,463.837214074454,1.90120397221729e-101,1,FALSE
4.52071894256371,-0.0126294191902222,0.00592742430729312,NA,-0.105093649049828,NA,NA,NA,7,1168.59628285075,-2323.18413006093,476.856769490159,2.83053269730837e-104,1,FALSE
4.24172977267411,-0.0113934764320493,NA,NA,-0.105324360231285,NA,NA,NA,6,1165.54841915006,-2319.09051204616,480.950387504924,3.65552971592298e-105,1,FALSE
0.453549695816876,NA,-0.0480639365514645,0.000309615699604595,0.765884615255993,-0.24105081427141,0.00696968803247744,NA,9,1147.53271660673,-2277.05187389142,522.989025659662,2.71879229195348e-114,1,FALSE
0.318697470574893,NA,-0.0338498789133774,NA,0.766417832104251,-0.241120169886892,0.00696811708658143,NA,8,1143.94346179956,-2271.87607695858,528.164822592511,2.04392994437384e-115,1,FALSE
0.703707308333075,NA,-0.0493155633498264,0.000344624914221422,-0.0859813854126757,NA,0.0980862048863058,-0.0039939826022951,9,1118.60022078772,-2219.1868822534,580.854017297686,7.39865451444174e-127,1,FALSE
0.556495700196991,NA,-0.0334868725390902,NA,-0.0858205854078505,NA,0.0976083039649691,-0.00397315504264879,8,1113.98544574855,-2211.96004485654,588.080854694543,1.99464194066671e-128,1,FALSE
0.506414573040414,NA,-0.0472993740543193,0.000310482653239734,0.770210489587033,-0.239933362197888,NA,NA,8,1098.21606926812,-2180.42129189569,619.619607655399,2.82690854149891e-135,1,FALSE
5.10383229771529,-0.014116688585507,-0.0330745576282879,0.000908590866467957,NA,NA,0.00572398663279452,NA,8,1097.1931837283,-2178.37552081605,621.665378735032,1.01643172652792e-135,1,FALSE
0.370783953679396,NA,-0.0330326166434169,NA,0.770765155800817,-0.24000796354448,NA,NA,7,1094.55336894357,-2175.09830224656,624.94259730453,1.97441863862324e-136,1,FALSE
-0.667951490295606,NA,NA,NA,0.602889429259357,-0.190826850260988,0.0637423097017321,-0.00249397205181125,8,1090.52255130731,-2165.03425597406,635.006643577023,1.2884256472705e-138,1,FALSE
5.08020010908796,-0.013851530150134,-0.032741776939396,0.000898305817943753,NA,NA,NA,NA,7,1065.11368238305,-2116.21892912551,683.821970425577,3.23553289780639e-149,1,FALSE
-0.491217823151188,NA,NA,NA,0.766771267055654,-0.240778712301167,0.00682808737102717,NA,7,1059.00878096953,-2104.00912629847,696.031773252618,7.22139038663538e-152,1,FALSE
4.42279473092097,-0.0131064144882917,0.00631541724662437,NA,NA,NA,0.00563536651866955,NA,7,1053.1958385926,-2092.38324154461,707.657658006473,2.15820167649836e-154,1,FALSE
4.12479219817914,-0.0117882672860399,NA,NA,NA,NA,0.00562963860640178,NA,6,1049.7130935588,-2087.41986086364,712.621038687442,1.80429524626923e-155,1,FALSE
