"(Intercept)","CO2","I(CO2^2)","tmp","I(tmp^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-157.643467547056,0.00418744324424265,NA,12.9264349058765,-0.258419921740658,-0.975436623483143,0.0495485499748844,9,-3893.17413565935,7804.40656147413,0,0.328867085865068,0.328867085865068,TRUE
-156.739003508963,NA,5.88232310746378e-06,12.9143608374527,-0.258181177952375,-0.977072708264801,0.0496170511933354,9,-3893.29669640297,7804.65168296138,0.24512148724898,0.290932979945944,0.619800065811012,TRUE
-164.658117710504,0.0444870343995334,-5.71054736646098e-05,12.9142295631828,-0.258112608344971,-0.970073727422645,0.0494437104268117,10,-3892.61059722628,7805.29246105444,0.885899580311161,0.211178528982817,0.830978594793829,TRUE
9.94456687546059,0.00396622307702815,NA,-0.195363215853019,NA,-1.17857131374788,0.0600340518103032,8,-3896.52008157636,7809.08678018089,4.68021870676148,0.0316755256579119,0.86265412045174,TRUE
10.6549924705687,NA,5.56891206946766e-06,-0.195300177036925,NA,-1.18003315108278,0.0600944416180652,8,-3896.63627001776,7809.31915706369,4.91259558955335,0.0282009560550265,0.890855076506767,TRUE
-211.676301945196,0.00457119510829497,NA,16.7931054327922,-0.334464431313014,NA,NA,7,-3897.74605342106,7809.52835279682,5.12179132268648,0.025400224522739,0.916255301029506,FALSE
-210.697548975254,NA,6.4235294569225e-06,16.7793569220605,-0.334184447407176,NA,NA,7,-3897.8787760195,7809.79379799369,5.38723651955661,0.0222431793383955,0.938498480367902,FALSE
2.65677457806976,0.0446610072972372,-5.7665122955693e-05,-0.191884506061944,NA,-1.17250579359327,0.059895018620532,9,-3895.94881239554,7809.95591494652,5.54935347238643,0.0205113201999992,0.959009800567901,TRUE
-219.195218605949,0.0434639614799331,-5.50857944738705e-05,16.8477595645601,-0.335563276495925,NA,NA,8,-3897.20992472249,7810.46646647314,6.05990499901145,0.0158901778856086,0.974899978453509,FALSE
-211.023925087478,0.00455800663330222,NA,16.737281746358,-0.333304520834702,0.00220539000949739,NA,8,-3897.73717274339,7811.52096251495,7.11440104081976,0.00937881248630725,0.984278790939816,FALSE
-210.136150431691,NA,6.40651354885442e-06,16.7311619098803,-0.333183069260422,0.00189885270333414,NA,8,-3897.87220338825,7811.79102380467,7.38446233054037,0.00819416658908696,0.992472957528903,FALSE
-218.00277055608,0.045751012618415,-5.83717712382361e-05,16.7106515007281,-0.332712849741968,0.00552148119023293,NA,9,-3897.15608631615,7812.37046278774,7.96390131360749,0.00613311647511064,0.998606074004014,FALSE
-136.698078770785,NA,NA,11.3910595715148,-0.227291586922916,-1.09663856671746,0.0560029589916916,8,-3900.54040247443,7817.12742197702,12.7208605028854,0.000568487145880167,0.999174561149894,TRUE
4.04860805871382,0.0044023107222847,NA,-0.194858988639309,NA,NA,NA,6,-3903.75315475012,7819.53348517155,15.1269236974213,0.000170706738562904,0.999345267888457,FALSE
4.81747316002744,NA,6.18616120006728e-06,-0.194409406951759,NA,NA,NA,6,-3903.87581071072,7819.77879709274,15.3722356186072,0.000151001707467853,0.999496269595925,FALSE
10.6714555623957,NA,NA,-0.152358041974702,NA,-1.2710178133915,0.06499343852665,7,-3903.13508834023,7820.30642263516,15.8998611610295,0.000115987029856599,0.999612256625782,TRUE
-2.53917790414264,0.0420164321356532,-5.32758115365179e-05,-0.195921738612317,NA,NA,NA,7,-3903.25572577699,7820.54769750868,16.1411360345483,0.000102805714141938,0.999715062339923,FALSE
3.73136041028565,0.004360144371642,NA,-0.184614111203763,NA,0.00730349105252405,NA,7,-3903.65526698154,7821.34677991778,16.940218443644,6.89443551378873e-05,0.999784006695061,FALSE
4.50569764194468,NA,6.12536525210817e-06,-0.184553471799758,NA,0.00701117469886013,NA,7,-3903.78570789938,7821.60766175345,17.2011002793224,6.05130360742426e-05,0.999844519731136,FALSE
-3.79858876941698,0.0464964934927081,-5.97083282037722e-05,-0.181068677609477,NA,0.0106819546248598,NA,8,-3903.05307113377,7822.15275929571,17.7461978215752,4.60768218159565e-05,0.999890596552952,FALSE
4.68438627739397,0.00295119938366578,NA,NA,NA,-1.07488556922344,0.0563307677603676,7,-3904.39080161983,7822.81784919435,18.4112877202206,3.30415246668251e-05,0.999923638077618,TRUE
5.21942782214733,NA,4.12147311190725e-06,NA,NA,-1.07647167547809,0.0564005070808297,7,-3904.49485173917,7823.02594943303,18.6193879588973,2.97763654859738e-05,0.999953414443104,TRUE
-4.29502650144009,0.0537740627444085,-7.19838728741744e-05,NA,NA,-1.06980684957133,0.0562454465813985,8,-3903.51327426975,7823.07316556767,18.6666040935334,2.90816359227068e-05,0.999982496079027,TRUE
-198.457089742023,NA,NA,15.8363065275654,-0.314798411339934,NA,NA,6,-3906.55284302226,7825.13286171582,20.7263002416867,1.03839239165409e-05,0.999992880002944,FALSE
-195.948547367511,NA,NA,15.6197753343136,-0.31029937956148,0.00895935678267296,NA,7,-3906.40430931345,7826.84486458159,22.4383031074576,4.41168807675291e-06,0.99999729169102,FALSE
6.16956064654329,NA,NA,NA,NA,-1.16549619465386,0.060866048607979,6,-3908.21361975535,7828.45441518201,24.047853707877,1.97285572532883e-06,0.999999264546746,TRUE
-0.891278235492482,0.00337040184846089,NA,NA,NA,0.0362387535098786,NA,6,-3910.67441339787,7833.37600246704,28.9694409929098,1.68417116120883e-07,0.999999432963862,FALSE
-10.0211842102025,0.055096239757828,-7.32627901922682e-05,NA,NA,0.0396289017367909,NA,7,-3909.78058667156,7833.59741929781,29.1908578236762,1.50766958116564e-07,0.99999958373082,FALSE
-0.288896957325574,NA,4.71434075114172e-06,NA,NA,0.0360046565456619,NA,6,-3910.7938375697,7833.61485081071,29.2082893365759,1.49458619889852e-07,0.99999973318944,FALSE
4.5666374615661,NA,NA,-0.154328264378199,NA,NA,NA,5,-3911.86497319425,7833.74935130442,29.3427898302843,1.39738010746e-07,0.999999872927451,FALSE
3.97744536711098,NA,NA,-0.136330892694706,NA,0.0134230644609899,NA,6,-3911.52994392462,7835.08706352055,30.680502046419,7.1586979692587e-08,0.99999994451443,FALSE
-0.505132330270145,0.00328945127187037,NA,NA,NA,NA,NA,5,-3913.76279608174,7837.5449970794,33.1384356052631,2.09459734570014e-08,0.999999965460404,FALSE
0.0783492960242552,NA,4.61869178054643e-06,NA,NA,NA,NA,5,-3913.84294031763,7837.70528555118,33.2987240770462,1.9332781807009e-08,0.999999984793186,FALSE
-6.4435766582767,0.0370631711237639,-4.78438486832705e-05,NA,NA,NA,NA,6,-3913.3685656825,7838.76430703631,34.3577455621735,1.13849402535941e-08,0.999999996178126,FALSE
0.305386223601686,NA,NA,NA,NA,0.03495679774286,NA,5,-3915.60667164179,7841.2327481995,36.826186725365,3.31371815987756e-09,0.999999999491844,FALSE
0.650440605372224,NA,NA,NA,NA,NA,NA,4,-3918.48494532475,7844.98282307756,40.5762616034326,5.08156113311416e-10,1,FALSE
