"(Intercept)","CO2","I(CO2^2)","tmp","I(tmp^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-22.4552171924185,0.167567242934094,-0.000232595976738759,-0.105886121653434,NA,-0.775858241116941,0.0398921641323786,9,-4599.82531875902,9217.68622470666,0,0.728337825352311,0.728337825352311,TRUE
-16.3506847619455,0.16768765989211,-0.000232779360124161,-0.585319585685618,0.00944076613090798,-0.783899046257762,0.0403064875017365,10,-4599.81011194228,9219.66372793834,1.97750323167929,0.270971424463179,0.99930924981549,TRUE
-26.3109368704513,0.172508902617076,-0.000240404421922142,NA,NA,-0.710618539534217,0.0374111176520448,8,-4607.88897853966,9231.80642120267,14.1201964960073,0.000625419120226871,0.999934668935717,TRUE
-25.4454299402393,0.164186919301689,-0.000227378053925998,-0.113934553717875,NA,NA,NA,7,-4612.40818042539,9238.83849523813,21.1522705314746,1.85855611987157e-05,0.999953254496916,FALSE
-26.833873673066,0.168975257199415,-0.000234257618080785,-0.0966464557443412,NA,0.0121403516041567,NA,8,-4611.4333332022,9238.89513052774,21.2089058210786,1.80666438130649e-05,0.999971321140729,FALSE
-68.4065696331048,0.163611325976152,-0.000226504420039487,3.27729078075159,-0.0667627919729509,NA,NA,8,-4611.5818510491,9239.19216622155,21.5059415148953,1.55731691610057e-05,0.99998689430989,FALSE
-65.7820706009718,0.168084158683604,-0.000232934896606514,2.98487339019004,-0.0606914746072556,0.0112216527885663,NA,9,-4610.75559298992,9239.54677316845,21.8605484617947,1.30429275211763e-05,0.999999937237411,FALSE
-30.1154308351979,0.173390789375237,-0.00024127397584884,NA,NA,0.0270346325664064,NA,7,-4618.15006361625,9250.32226161985,32.6360369131908,5.96358609992062e-08,0.999999996873272,FALSE
6.7574924553069,0.00318398360413235,NA,-0.113136082297429,NA,-0.786913109489206,0.0400870172442882,8,-4620.8966036649,9257.82167145315,40.1354467464935,1.40291493864875e-09,0.999999998276187,TRUE
7.32941075939257,NA,4.30989090044235e-06,-0.112260168344479,NA,-0.788823836403715,0.0401838641249848,8,-4621.67912583783,9259.38671579901,41.7004910923515,6.41484663900108e-10,0.999999998917672,TRUE
5.84223801640583,0.00318540843399501,NA,-0.0415307496594579,-0.0014099758943758,-0.78569986856698,0.0400245710050577,9,-4620.89626523891,9259.82811766644,42.1418929597785,5.14442784688552e-10,0.999999999432114,TRUE
-27.8233911655328,0.161951820946404,-0.000225183288579848,NA,NA,NA,NA,6,-4624.34571509268,9260.70802769573,43.0218029890766,3.3133479477963e-10,0.999999999763449,FALSE
6.76145411432405,NA,4.31115952942464e-06,-0.0678137874780871,-0.00087519288467621,-0.788070516641684,0.0401450883960403,9,-4621.67899547949,9261.3935781476,43.7073534409428,2.35180687774113e-10,0.99999999999863,TRUE
3.67291086048445,0.00255948660310541,NA,NA,NA,-0.715860305017675,0.0373578624816953,7,-4630.12229161218,9274.2667176117,56.5804929050464,3.76734106109147e-13,0.999999999999007,TRUE
7.46870552629244,NA,NA,-0.090145825328494,NA,-0.825358967976018,0.0421793429696108,7,-4630.13782691265,9274.29778821265,56.6115635059941,3.70926655615921e-13,0.999999999999377,TRUE
4.16024077787067,NA,3.42672248025566e-06,NA,NA,-0.718304690203335,0.0374759484300841,7,-4630.75893912844,9275.54001264423,57.853787937569,1.99316125277828e-13,0.999999999999577,TRUE
17.7667883007404,NA,NA,-0.896209537749106,0.0158698698139495,-0.838840788008481,0.0428726694006149,8,-4630.09480290341,9276.21806993017,58.5318452235097,1.42005173572689e-13,0.999999999999719,TRUE
-44.9586244878057,0.00349201335298506,NA,3.64799466108745,-0.0739970960759469,NA,NA,7,-4631.81917733579,9277.66048905893,59.9742643522732,6.90377824287787e-14,0.999999999999788,FALSE
2.77934305932096,0.00344229937263629,NA,-0.110698649088767,NA,NA,NA,6,-4632.83305159179,9277.68270069395,59.996475987291,6.8275303230269e-14,0.999999999999856,FALSE
2.5604740445913,0.0034117339731343,NA,-0.103579889322783,NA,0.00496458685647723,NA,7,-4632.66692130149,9279.35597699034,61.6697522836803,2.95744247895384e-14,0.999999999999886,FALSE
-44.1681250951525,NA,4.74757100818473e-06,3.63514463620648,-0.0737263365779281,NA,NA,7,-4632.66707283433,9279.35628005602,61.6700553493611,2.95699436324769e-14,0.999999999999915,FALSE
3.3864588816821,NA,4.67635608939327e-06,-0.109790384056381,NA,NA,NA,6,-4633.67336546889,9279.36332844815,61.6771037414965,2.94659167666084e-14,0.999999999999945,FALSE
-43.8077694060123,0.0034664918356634,NA,3.54935547982606,-0.0719440373679185,0.00393875108301015,NA,8,-4631.71532781622,9279.45911975579,61.772895049131,2.80878915488257e-14,0.999999999999973,FALSE
3.16237991371921,NA,4.63085194123257e-06,-0.102666732567377,NA,0.00496306567365201,NA,7,-4633.5074018567,9281.03693810075,63.3507133940911,1.27614563479699e-14,0.999999999999986,FALSE
-43.0182563837945,NA,4.70963443619525e-06,3.53624279988457,-0.0716680122221419,0.00393810395610762,NA,8,-4632.56330193045,9281.15506798425,63.4688432775893,1.20295300394456e-14,0.999999999999998,FALSE
4.7908749036291,NA,NA,NA,NA,-0.759636719320021,0.0395468378015044,6,-4636.25176198778,9284.52012148593,66.8338967792752,2.23633354075922e-15,1,TRUE
-0.0166255636688547,0.00282154462521019,NA,NA,NA,0.0207627285918332,NA,6,-4640.40054987399,9292.81769725835,75.131472551695,3.52972517018802e-17,1,FALSE
0.505554553212321,NA,3.7973972039993e-06,NA,NA,0.0206393872411792,NA,6,-4641.10264179681,9294.22188110399,76.5356563973273,1.74914673604542e-17,1,FALSE
3.45230072940431,NA,NA,-0.0894643425827774,NA,NA,NA,5,-4643.65768835008,9297.32722972268,79.6410050160193,3.70261332087693e-18,1,FALSE
-36.8510537517982,NA,NA,3.08478809068573,-0.062486637283001,NA,NA,6,-4642.93428043141,9297.8851583732,80.1989336665447,2.80127465637396e-18,1,FALSE
0.206627423153687,0.00276875137534032,NA,NA,NA,NA,NA,5,-4644.12180904112,9298.25547110476,80.5692463981031,2.32778735241659e-18,1,FALSE
3.08667373693986,NA,NA,-0.0782126621092221,NA,0.00811868004032085,NA,6,-4643.20887725697,9298.43435202431,80.7481273176545,2.1286281739805e-18,1,FALSE
-34.8097228954428,NA,NA,2.90820487630134,-0.0588109296464251,0.0073167156738631,NA,7,-4642.57209934331,9299.16633307396,81.4801083673046,1.47622358879996e-18,1,FALSE
0.717036129681877,NA,3.73284850025288e-06,NA,NA,NA,NA,5,-4644.78042456479,9299.57270215209,81.8864774454341,1.2047868442636e-18,1,FALSE
0.983224138863928,NA,NA,NA,NA,0.020107288711017,NA,5,-4647.82787130718,9305.66759563688,87.9813709302252,5.72032774690681e-20,1,FALSE
1.18142729390788,NA,NA,NA,NA,NA,NA,4,-4651.32145113523,9310.65080272474,92.9645780180799,4.73512275452085e-21,1,FALSE
