"(Intercept)","CO2","I(CO2^2)","tmp","I(tmp^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-85.1856485352245,-0.0951110020546074,9.4011667304953e-05,9.19462828020109,-0.185737413674428,-1.11538706683283,0.0594169817818155,10,-3522.42687469959,7064.8998613254,0,0.927274752312427,0.927274752312427,TRUE
-93.9289756110341,-0.0282218333526118,NA,8.940645202967,-0.180672919705789,-1.10413464872069,0.0589536185525148,9,-3526.01915175039,7070.07602353431,5.17616220890886,0.0696978036563633,0.99697255596879,TRUE
-97.5943659124776,NA,-3.9555010865315e-05,8.83030536633006,-0.178479156299263,-1.09797128166625,0.0586816362737753,9,-3529.63115921162,7077.30003845676,12.4001771313688,0.00188167313155767,0.998854229100347,TRUE
34.9520215905679,-0.0916775647152927,8.89682660771266e-05,-0.2445358069888,NA,-1.28580013202454,0.0681714463106742,9,-3530.23886770022,7078.51545543397,13.6155941085726,0.00102475427900558,0.999878983379353,TRUE
23.561487720429,-0.0283739606046653,NA,-0.241285804191606,NA,-1.27088655688086,0.0675127193832698,8,-3533.41095562876,7082.8520809621,17.9522196367088,0.000117201581486697,0.99999618496084,TRUE
18.4437631266062,NA,-3.97717804567933e-05,-0.240107738136048,NA,-1.26288755397398,0.0671461998496875,8,-3536.83590007192,7089.70196984842,24.8021085230266,3.81503915381433e-06,0.999999999999994,TRUE
-169.354566013565,-0.0904072010588345,8.80752339945174e-05,15.2835827127988,-0.305254610385874,0.0555767631892232,NA,9,-3556.14042100621,7130.31856204595,65.4187007205528,5.77720883765084e-15,0.999999999999999,FALSE
-177.195408749594,-0.0277459561637167,NA,15.0214790642416,-0.300035259434788,0.0575820849356898,NA,8,-3559.25478076277,7134.53973123012,69.6398699047259,7.00007712532099e-16,1,FALSE
-180.611876264233,NA,-3.88951879713409e-05,14.9003479441585,-0.297629494789781,0.0583909224234512,NA,8,-3562.57493425717,7141.18003821892,76.2801768935224,2.53033768330113e-17,1,FALSE
26.2992417735685,-0.0831469324782254,7.76527578826651e-05,-0.225590708655709,NA,0.0593926493366658,NA,8,-3579.11187644125,7174.25392258709,109.354061261691,1.66446913102619e-24,1,FALSE
16.4152877115099,-0.0279009609971659,NA,-0.222773128121361,NA,0.0610939796499964,NA,7,-3581.4783121884,7176.98008478735,112.080223461952,4.25889707948353e-25,1,FALSE
11.4185318057587,NA,-3.91228311317091e-05,-0.221592175325301,NA,0.061877986738393,NA,7,-3584.42884524054,7182.88115089163,117.981289566237,2.22790630124106e-26,1,FALSE
-180.617505411153,-0.110454901569812,0.000117076433832586,16.5686517334371,-0.332190815983292,NA,NA,8,-3584.36987312166,7184.76991594792,119.870054622521,8.66476524898122e-27,1,FALSE
25.7902271798538,-0.0791853213520522,6.9318184908178e-05,NA,NA,-1.11899048960154,0.0616209546563622,8,-3588.10659269304,7192.24335509066,127.343493765262,2.06500026048976e-28,1,TRUE
16.9821760740727,-0.0298477957981752,NA,NA,NA,-1.10850330784241,0.0611410547103208,7,-3589.93765457353,7193.89876955761,128.998908232218,9.02508761381781e-29,1,TRUE
-191.82548636781,-0.0271343298436295,NA,16.2874536895363,-0.326655594551372,NA,NA,7,-3590.05065856027,7194.12477753111,129.22491620571,8.06073082373782e-29,1,FALSE
11.6355898437027,NA,-4.18469546228051e-05,NA,NA,-1.10072329399513,0.0607752711069601,7,-3592.78140929404,7199.58627899864,134.686417673246,5.25320614532976e-30,1,TRUE
-195.389155919338,NA,-3.80009727967371e-05,16.188017062156,-0.324702123466618,NA,NA,7,-3594.27238228858,7202.56822498771,137.668363662317,1.18277762284482e-30,1,FALSE
32.8682426498931,-0.104657082428445,0.000108766244178444,-0.315494508198184,NA,NA,NA,7,-3611.28370865635,7236.59087772325,171.691016397858,4.84147761358994e-38,1,FALSE
19.132221561133,-0.027253735112097,NA,-0.315196846826941,NA,NA,NA,6,-3616.07209032062,7244.16177226428,179.261910938881,1.09895286848537e-39,1,FALSE
14.2854242344578,NA,-3.81789101790187e-05,-0.315271193488709,NA,NA,NA,6,-3619.96039900278,7251.9383896286,187.038528303206,2.25065051567809e-41,1,FALSE
18.4590720801505,-0.0717468822273032,5.96234007552908e-05,NA,NA,0.0942893661632673,NA,7,-3627.66752800385,7269.35851641825,204.458655092855,3.71172329829468e-45,1,FALSE
10.92403013826,-0.0293138433761021,NA,NA,NA,0.0951826326367817,NA,6,-3628.99226481232,7270.00212124767,205.102259922275,2.69041069034277e-45,1,FALSE
5.70901160833482,NA,-4.11103128867556e-05,NA,NA,0.0957590176385191,NA,6,-3631.42295468931,7274.86350100166,209.963639676263,2.36691890896033e-46,1,FALSE
25.7253499652004,-0.107638103715636,0.000110249889721047,NA,NA,NA,NA,6,-3731.00421561845,7474.02602285994,409.126161534547,1.33841642208361e-89,1,FALSE
11.8107940524383,-0.029182241853904,NA,NA,NA,NA,NA,5,-3735.49504783106,7481.0026584762,416.102797150802,4.08915978909967e-91,1,FALSE
6.62039511061882,NA,-4.08914875688988e-05,NA,NA,NA,NA,5,-3739.36431884363,7488.74120050134,423.84133917594,8.53554058634455e-93,1,FALSE
-121.765699145505,NA,NA,10.294810204344,-0.207673050971271,-0.93211048021053,0.0500650132269787,8,-3900.55184945453,7817.13386861365,752.234007288249,4.18474695875187e-164,1,TRUE
13.2980658211255,NA,NA,-0.260320551478184,NA,-1.1345408039693,0.0604364465541276,7,-3910.09782246285,7834.21910533625,769.319244010859,8.15938051590888e-168,1,TRUE
-201.155886965706,NA,NA,16.1487822502488,-0.322536794691919,0.0551650305885402,NA,7,-3925.72621181138,7865.47588403332,800.576022707927,1.3314778068552e-174,1,FALSE
6.91188424260958,NA,NA,-0.238707295498898,NA,0.0588240616159957,NA,6,-3951.27141240653,7914.5604164361,849.660555110703,2.92255805761321e-185,1,FALSE
-216.12492924422,NA,NA,17.4550644531217,-0.349915051902503,NA,NA,6,-3956.6491877282,7925.31596707944,860.416105754045,1.34966193722421e-187,1,FALSE
5.46236509651636,NA,NA,NA,NA,-0.923297702764847,0.0516323089910569,6,-3977.06821221249,7966.15401604801,901.254154722611,1.82959658442691e-196,1,TRUE
9.80224568192686,NA,NA,-0.329697152156193,NA,NA,NA,5,-3986.23470915525,7982.48198112457,917.582119799169,5.20934084548763e-200,1,FALSE
0.502135777047792,NA,NA,NA,NA,0.0935582004497403,NA,5,-4007.07329326556,8024.15914934519,959.259288019793,4.64195241678602e-209,1,FALSE
1.42066845495164,NA,NA,NA,NA,NA,NA,4,-4118.22603296889,8244.46043939393,1179.56057806853,6.7434691053038e-257,1,FALSE
