"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-107.200621175641,0.0730791684854811,-0.000758610368644091,8.62135695900997,-0.174520420371223,-0.928691920175085,0.0494668314891997,10,-2781.98065394342,5584.00461497345,0,0.999979560194215,0.999979560194215,TRUE
6.28956658454523,0.0723805903053547,-0.000752145872356866,-0.248371071957557,NA,-1.09496822708573,0.0580118740320757,9,-2793.78260029248,5605.60062668219,21.5960117087388,2.04398057850437e-05,1,TRUE
-184.144232766438,0.0739222601855322,-0.00076126302060332,14.2908134807864,-0.285862111907839,0.0462652606158066,NA,9,-2825.00621310844,5668.04785231411,84.0432373406593,5.62644417040027e-19,1,FALSE
0.31725766413801,0.0728658427607927,-0.00075020737143198,-0.234549379324594,NA,0.0501421612316505,NA,8,-2859.71804101565,5735.46441733236,151.459802358908,1.29096041528118e-33,1,FALSE
-198.543144462954,0.0720677917461616,-0.000734725255051982,15.5343370374323,-0.31175413613507,NA,NA,8,-2860.39328564004,5736.81490658114,152.810291607691,6.57140012051245e-34,1,FALSE
-95.2301129918629,0.0119427894757007,NA,7.75604355818228,-0.157376091584667,-0.935659806250848,0.0497664037146971,9,-2869.49650284734,5757.02843179191,173.02381681846,2.68130786423835e-38,1,TRUE
7.11950400267886,0.0117652681615834,NA,-0.242634069714475,NA,-1.08733502495307,0.0575590679620551,8,-2879.05586016826,5774.14005563757,190.13544066412,5.1594662471848e-42,1,TRUE
-0.894470305767296,0.0720894613913622,-0.000764614136097895,NA,NA,-0.945067387515201,0.0523085505585432,8,-2897.19890480321,5810.42614490748,226.42152993403,6.81052522455308e-50,1,TRUE
2.83809581985915,0.0707706605189447,-0.000720476189634475,-0.31330956567165,NA,NA,NA,7,-2900.9214048716,5815.86484397495,231.860229001493,4.48933597891751e-51,1,FALSE
-87.6387176287503,NA,NA,7.21022037772463,-0.146411417260399,-0.993205588227407,0.0528077315605244,8,-2910.11853991432,5836.2654151297,252.260800156249,1.66822401509255e-55,1,TRUE
-174.263792780275,0.0125148038088515,NA,13.5872186629288,-0.271879482189599,0.0452780135460897,NA,8,-2913.38929462028,5842.80692454163,258.802309568173,6.33554016277935e-57,1,FALSE
7.57208131944753,NA,NA,-0.231366071732775,NA,-1.13314469878962,0.0599960761409387,7,-2918.25360579082,5850.52924581339,266.524630839933,1.33322328617069e-58,1,TRUE
1.16822041203301,0.0122806957264915,NA,-0.227819499702807,NA,0.0489681699573045,NA,7,-2944.7620464375,5903.54612710675,319.541512133295,4.09669275436821e-70,1,FALSE
-188.648668465983,0.0124351571754146,NA,14.8260367780218,-0.297649587524076,NA,NA,7,-2947.78654881133,5909.5951318544,325.590516880951,1.99025490219151e-71,1,FALSE
-5.94879874636811,0.072561220336125,-0.000761942068209187,NA,NA,0.0856377998425877,NA,7,-2949.66100656214,5913.34404735604,329.339432382589,3.05381022259728e-72,1,FALSE
-170.741020726677,NA,NA,13.3385070439214,-0.266723129800269,0.0479660238286384,NA,7,-2958.66045635168,5931.34294693511,347.338331961659,3.77077536229014e-76,1,FALSE
0.0809679742211579,0.0107454764100727,NA,NA,NA,-0.935619581536871,0.0517048024313275,7,-2978.26538794151,5970.55281011478,386.548195141328,1.15376418427404e-84,1,TRUE
3.61292099474501,0.0121921411280542,NA,-0.30482724808236,NA,NA,NA,6,-2984.65083678079,5981.31819598486,397.313581011407,5.30204261179832e-87,1,FALSE
1.35495522624194,NA,NA,-0.214570169605843,NA,0.0515781384610334,NA,6,-2988.27056875473,5988.55765993274,404.553044959288,1.42040957598638e-88,1,FALSE
-185.895243299868,NA,NA,14.6422825475551,-0.293822984386164,NA,NA,6,-2996.70552314359,6005.42756871047,421.422953737016,3.08432010876103e-92,1,FALSE
0.79333265832358,NA,NA,NA,NA,-0.98330062563925,0.0541465399943762,6,-3007.62502798696,6027.26657839721,443.26196342376,5.58314293891006e-97,1,TRUE
-4.9135588501212,0.0113310224664953,NA,NA,NA,0.0831773120190911,NA,6,-3030.16276227608,6072.34204697545,488.337432001998,9.09630702157087e-107,1,FALSE
3.8812188632575,NA,NA,-0.29395193763477,NA,NA,NA,5,-3031.94354666918,6073.8988927484,489.894277774946,4.17638325868895e-107,1,FALSE
-4.41080383774933,NA,NA,NA,NA,0.0836838494458023,NA,5,-3063.46135391022,6136.93450723047,552.929892257015,8.56624674344977e-121,1,FALSE
-5.01313402733453,0.0675288668256831,-0.000702750031282347,NA,NA,NA,NA,6,-3100.32174975304,6212.66002192936,628.65540695591,3.08463650000195e-137,1,FALSE
-4.04801601484321,0.0104106122374318,NA,NA,NA,NA,NA,5,-3173.93895918874,6357.88971778751,773.885102814055,8.97379684348189e-169,1,FALSE
-3.58201151398433,NA,NA,NA,NA,NA,NA,4,-3205.87865049281,6419.76516571232,835.760550738865,3.28770947948404e-182,1,FALSE
