"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-8.0701604826904,0.171320170656897,-0.00156346379475242,-0.0580777550503212,NA,0.183166885853245,-0.00720531795818868,9,-2637.42994654282,5292.89582840208,0,0.562085440114478,0.562085440114478,FALSE
-36.6977803814192,0.171446267200138,-0.001563739773107,2.19119782036285,-0.0443123693650255,0.200793636767418,-0.00807595505535274,10,-2636.69112769415,5293.42618510076,0.530356698684045,0.431158390377738,0.993243830492215,FALSE
-9.51066126975366,0.1704605102997,-0.00155893039987469,NA,NA,0.174787464415889,-0.00653910524159309,8,-2643.45578912576,5302.9403207665,10.0444923644227,0.00370397913919249,0.996947809631408,FALSE
-7.42750526926243,0.17044513065951,-0.00155650487330226,-0.0523373223104216,NA,0.0328999630027945,NA,8,-2643.97692322302,5303.982588961,11.0867605589283,0.0021995957369512,0.999147405368359,FALSE
-5.58653939163846,0.170444154093046,-0.00155654102154936,-0.197425024454974,0.00285751552314863,0.0329348291330007,NA,9,-2643.97346053706,5305.98285639055,13.0870279884693,0.00080907785761929,0.999956483225978,TRUE
-8.79166839142795,0.169738648939946,-0.00155297273860981,NA,NA,0.0379134005485945,NA,7,-2648.90300145948,5311.82835374714,18.932525345067,4.35167740217002e-05,1,FALSE
-5.59778312099204,0.170800629468522,-0.0015546869662016,-0.111274603812543,NA,NA,NA,7,-2679.25171471299,5372.52578025415,79.6299518520764,2.87328029173604e-18,1,FALSE
-23.7287736682153,0.170808306116887,-0.00155439391639205,1.3167364233336,-0.0281124381988988,NA,NA,8,-2678.92043784002,5373.86961819501,80.9737897929353,1.46746344904358e-18,1,FALSE
-8.38366179920633,0.169137497333031,-0.00154489313851906,NA,NA,NA,NA,6,-2705.36228355483,5422.74132688619,129.845498484114,3.58270120630198e-29,1,FALSE
-40.8197754500382,0.0641336141934308,NA,2.60585580874637,-0.052016722691738,0.174355092869008,-0.00659769295463255,9,-2946.09750268607,5910.23094068858,617.335112286499,4.97950256238682e-135,1,FALSE
-7.21301352874897,0.0639712384876278,NA,-0.0342063940948748,NA,0.152024464231887,-0.00550120367930157,8,-2947.11068758012,5910.2501176752,617.354289273126,4.93198481124404e-135,1,FALSE
-8.05909991672499,0.0636222897014938,NA,NA,NA,0.146403889974535,-0.00508238040335205,7,-2949.28419461567,5912.59074005951,619.694911657433,1.53024876472194e-135,1,FALSE
-6.73716268562799,0.0636770040060502,NA,-0.0293820523461299,NA,0.0372250147093074,NA,7,-2951.14769627147,5916.31774337112,623.421914969048,2.3738515216467e-136,1,FALSE
-7.50330736523297,0.0633946402109695,NA,NA,NA,0.039934034224229,NA,6,-2952.76511601499,5917.54699180652,624.651163404442,1.28388358208506e-136,1,FALSE
-12.6619239436434,0.0636949464437887,NA,0.437540723258083,-0.00919635542112135,0.0371274167916332,NA,8,-2951.11110195683,5918.25094642864,625.355118026562,9.02950288964556e-137,1,FALSE
-4.70018749043778,0.0639956324738881,NA,-0.0945057218230596,NA,NA,NA,6,-2999.60550776332,6011.22777530319,718.331946901109,5.83447762634724e-157,1,FALSE
-31.3324307320784,0.0640697661166097,NA,2.00321918764966,-0.0413008361202458,NA,NA,7,-2998.87984910963,6011.78204904743,718.886220645357,4.42224667922354e-157,1,FALSE
-7.07006613015191,0.0630094667770502,NA,NA,NA,NA,NA,5,-3018.94676495817,6047.90549879726,755.009670395183,6.33192143579873e-165,1,FALSE
-6.12582639032871,NA,NA,NA,NA,0.13794037684648,-0.004629077186816,6,-3285.48600768606,6582.98877514865,1290.09294674657,4.0707869968029e-281,1,FALSE
-5.70793076375359,NA,NA,-0.016711842447581,NA,0.140851736898542,-0.00484058607990504,7,-3284.96462867576,6583.95160817969,1291.05577977761,2.51536980008488e-281,1,FALSE
-23.7484126121014,NA,NA,1.40080462817434,-0.0279309301173218,0.15306429103841,-0.00543933921181308,8,-3284.67473317508,6585.37820886513,1292.48238046305,1.23259226950994e-281,1,FALSE
-5.62486911389949,NA,NA,NA,NA,0.0409569411622738,NA,5,-3288.42178066352,6586.85553020796,1293.95970180588,5.88875093264576e-282,1,FALSE
-5.30174385671005,NA,NA,-0.0122508616992596,NA,0.0398426879682633,NA,6,-3288.13876024053,6588.2942802576,1295.39845185552,2.86815476676995e-282,1,FALSE
0.189267517290366,NA,NA,-0.445075684521224,0.00852511437971831,0.0399286720003814,NA,7,-3288.10728113332,6590.23691309481,1297.34108469274,1.0858384635098e-282,1,TRUE
-3.12564300029258,NA,NA,-0.0815661740122847,NA,NA,NA,5,-3344.94025336797,6699.89247561685,1406.99664721477,1.67634099134709e-306,1,FALSE
-18.9753839724222,NA,NA,1.16713890889262,-0.024586549355088,NA,NA,6,-3344.68249203127,6701.38174383907,1408.485915437,7.96107800701229e-307,1,FALSE
-5.19982939681222,NA,NA,NA,NA,NA,NA,4,-3359.43502986038,6726.87803738331,1433.98220898123,2.31484588172852e-312,1,FALSE
