"(Intercept)","CO2","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-5.96824015163207,-0.00239420124408403,0.0642498357597852,-0.000273576125699604,0.0442317934627679,-0.00295185212691631,-0.0933150030930688,0.00314749157245403,11,-934.423975124821,1890.91246637867,0,0.465222461698199,0.465222461698199,TRUE
-6.56809231443732,NA,0.0614509885705532,-0.000275937745292728,0.0445747235336271,-0.00303010825009061,-0.0925955852873805,0.00312220719638199,10,-935.467366697556,1890.98848370051,0.0760173218379805,0.447871805271895,0.913094266970094,TRUE
-4.97607032379151,-0.00243018061008369,0.030024864815148,NA,0.0443240934868947,-0.00298313343245484,-0.0933060358157103,0.00314529135716867,10,-938.068586108835,1896.19092252307,5.27845614439616,0.0332245025138884,0.946318769483982,TRUE
-5.59028394796607,NA,0.0271056352064399,NA,0.0446762138836181,-0.0030629158150989,-0.0925657510498933,0.00311929606597515,9,-939.124729681907,1896.29342614447,5.38095976579621,0.0315645867764895,0.977883356260472,TRUE
-5.92634172560263,-0.00272981338151458,0.0648462804240819,-0.000277427195900227,0.0259489816624803,NA,-0.0855852213228594,0.00291388224911441,10,-940.122551985658,1900.29885427672,9.38638789804213,0.00426022405691368,0.982143580317385,TRUE
-7.24371687505599,NA,0.061438627023222,-0.000274927243238792,0.0434007757695731,-0.00289157023608189,NA,NA,8,-942.224546082609,1900.48425700038,9.57179062170917,0.00388304792364017,0.986026628241025,FALSE
-6.68625283292357,-0.0022427534472187,0.0640603397199335,-0.0002727585710428,0.043070605133895,-0.00281830329345488,NA,NA,9,-941.309832949471,1900.6636326796,9.7511663009243,0.0035499465710895,0.989576574812115,FALSE
-7.28657170273584,NA,0.0615824878909002,-0.000276193128813851,0.043362967682407,-0.00279219128313338,0.0024029630871859,NA,9,-941.474392519562,1900.99275181978,10.0802854411047,0.00301130332350522,0.99258787813562,FALSE
-6.61099317379671,NA,0.0616721565990569,-0.000280539474045604,0.0257854384851561,NA,-0.0845220278404293,0.00287767838669793,9,-941.491464469525,1901.02689571971,10.1144293410323,0.0029603308416647,0.995548208977285,TRUE
-6.72097210214782,-0.00227895577444706,0.0642491854046907,-0.000274008765492709,0.0430266991811836,-0.00271576076569513,0.00245045365167257,NA,10,-940.529594449348,1901.1129392041,10.2004728254226,0.00283567297717184,0.998383881954457,FALSE
-6.26901590110706,NA,0.0272073478019478,NA,0.043500660041953,-0.00292204985256588,NA,NA,7,-945.850120531815,1905.72758481363,14.8151184349572,0.000282227015035788,0.998666108969492,FALSE
-4.91701121679494,-0.00277867431499727,0.0301439888905139,NA,0.0258465554848868,NA,-0.0854937212632294,0.00290916418035679,9,-943.90228904898,1905.84854487861,14.9360784999405,0.000265663835293732,0.998931772804786,TRUE
-5.69814530713027,-0.00227648001805475,0.0299374687530864,NA,0.0431617345793382,-0.00284733748507761,NA,NA,8,-944.924140184434,1905.88344520403,14.970978825359,0.000261068172292949,0.999192840977079,FALSE
-6.30656776299383,NA,0.0271957804841025,NA,0.0434646586527319,-0.0028252205653787,0.00234350985639045,NA,8,-945.134858212759,1906.30488126068,15.3924148820101,0.000211465854586199,0.999404306831665,FALSE
