"(Intercept)","CO2","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-7.75249176745034,NA,0.0575482147175085,NA,NA,NA,0.00825796610120434,NA,6,-116743.833480266,233499.667603211,6130.74946476714,0,1,FALSE
-7.62388020225502,NA,0.0575660031468665,NA,NA,NA,NA,NA,5,-116810.524063718,233631.048586488,6262.13044804474,0,1,FALSE
-11.761809358558,0.0184429634525506,NA,NA,0.00774235599968773,0.000808350491879802,0.0102661525737746,NA,8,-118794.273218743,237604.547539238,10235.629400794,0,1,FALSE
-11.7066836470116,0.0184359439817281,NA,NA,0.00780226885692644,0.000794050057852328,0.00321646873230027,0.000231700388151973,9,-118794.024664014,237606.050705227,10237.1325667831,0,1,FALSE
-11.7781562212272,0.0184831464034587,NA,NA,0.0129020185464171,NA,0.0101178770668087,NA,7,-118797.479897493,237608.960651898,10240.0425134543,0,1,FALSE
-11.7103704887846,0.0184736912623468,NA,NA,0.0128636473555634,NA,0.00149759231122092,0.000283426398831165,8,-118797.106506081,237610.214113914,10241.2959754701,0,1,FALSE
-11.6358890747951,0.018557300841427,NA,NA,0.0106016110429071,NA,NA,NA,6,-118893.954236479,237799.909115636,10430.9909771926,0,1,FALSE
-11.6256727069077,0.0185356364797867,NA,NA,0.00772092695779189,0.000448374760164288,NA,NA,7,-118892.96275127,237799.926359451,10431.0082210069,0,1,FALSE
-11.653987373787,0.0187341256975901,NA,NA,NA,NA,-0.00891218589456788,0.000552418804365623,7,-118916.004460551,237846.009778014,10477.0916395704,0,1,TRUE
-11.7861457817973,0.0187541016352758,NA,NA,NA,NA,0.00787643308117567,NA,6,-118917.423938519,237846.848519716,10477.9303812721,0,1,FALSE
-11.6696309606383,0.0187748779137936,NA,NA,NA,NA,NA,NA,5,-118978.176063275,237966.352585603,10597.4344471593,0,1,FALSE
-5.45312968827627,NA,NA,NA,0.00296089419706391,0.00206736955388817,-0.0237415127931602,0.00115139342312947,8,-121795.89820487,243607.797511491,16238.8793730474,0,1,TRUE
-5.71535589330637,NA,NA,NA,0.00264527530086214,0.00214005989400349,0.0112802955176809,NA,7,-121802.205049373,243618.410955658,16249.492817214,0,1,FALSE
-5.42937408047501,NA,NA,NA,0.0161224960320253,NA,-0.0283264973017329,0.00128950051700579,7,-121817.410066366,243648.820989643,16279.9028511995,0,1,TRUE
-5.72335538716202,NA,NA,NA,0.0162878472614584,NA,0.010880814330778,NA,6,-121825.355674133,243662.711990945,16293.7938525014,0,1,FALSE
-5.53149073980703,NA,NA,NA,0.00252930114927995,0.00174138819220155,NA,NA,6,-121924.729574474,243861.459791627,16492.5416531831,0,1,FALSE
-5.54336921524423,NA,NA,NA,0.0137066843454503,NA,NA,NA,5,-121940.136754353,243890.273967758,16521.3558293148,0,1,FALSE
-5.25295318063319,NA,NA,NA,NA,NA,-0.0409557902711411,0.00160923872049756,6,-122008.477218501,244028.95507968,16660.0369412367,0,1,TRUE
-5.61848360737197,NA,NA,NA,NA,NA,0.00793523129123808,NA,5,-122020.866083985,244051.732627023,16682.8144885791,0,1,FALSE
-5.49398576878089,NA,NA,NA,NA,NA,NA,NA,4,-122084.588949546,244177.178205124,16808.2600666806,0,1,FALSE
