"(Intercept)","CO2","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-10.0144207699483,0.00393564083023148,0.127268405033327,-0.000907125403877688,0.00760085449414846,0.00105847475291281,0.0110999196390719,NA,10,-113674.458227593,227368.918138444,0,0.682408871051264,0.682408871051264,FALSE
-9.96529730586241,0.00392947959793948,0.127268542840436,-0.000907116275976108,0.00765082167238258,0.00104589796595726,0.00481512784005532,0.000206470418337905,11,-113674.263659732,227370.529339387,1.61120094385114,0.304913620173554,0.987322491224818,FALSE
-10.0355419552814,0.00398810855123071,0.127257785136793,-0.000907107826182107,0.0143697075845979,NA,0.0109108344575851,NA,9,-113679.861682021,227377.724741241,8.80660279750009,0.00835055160470823,0.995673042829527,FALSE
-9.97013995065793,0.00397912213797818,0.12725813030814,-0.000907095955644871,0.0143293527836359,NA,0.00258888320730391,0.00027349359536057,10,-113679.518992026,227379.039667309,10.1215288657695,0.00432695717047346,1,FALSE
-9.86551660407987,0.00403211028659451,0.127225347760401,-0.000906910311094811,0.00767935224996067,0.000679164379372478,NA,NA,9,-113787.936208886,227593.873794971,224.955656527105,9.67262860109618e-50,1,FALSE
-9.8807860493868,0.00406482750477699,0.12722026152598,-0.000906912142395415,0.0120482541300801,NA,NA,NA,8,-113790.170839017,227596.342779785,227.424641341524,2.81456493101414e-50,1,FALSE
-9.90545888901123,0.00428966659407883,0.127080118004983,-0.000905919155289346,NA,NA,-0.0097339152313134,0.000601430925559196,9,-113825.767709672,227669.536796543,300.61865809912,3.59362270938858e-66,1,TRUE
-10.0493662107514,0.00431143669101357,0.127077905225364,-0.000905934145400689,NA,NA,0.00855205821247882,NA,8,-113827.42702041,227670.855142571,301.93700412786,1.85890534553304e-66,1,FALSE
-8.83352928819837,NA,0.132849546537016,-0.000902440092584839,0.00616059855355041,0.00149158661730549,-0.00386670946754134,0.000505239867423619,10,-113855.72816408,227731.458011417,362.539872973692,1.28680136425825e-79,1,TRUE
-8.94978379457134,NA,0.13287538510369,-0.000902463587194679,0.00603236067822169,0.00152403681287492,0.01151352764329,NA,9,-113856.89670845,227731.7947941,362.876655656873,1.0873768486915e-79,1,FALSE
-8.8204797419598,NA,0.132951276272333,-0.000902386779628073,0.0157067417717594,NA,-0.00720604794955898,0.000606393947017496,9,-113866.48012867,227750.961634539,382.043496095372,7.48778840357825e-84,1,TRUE
-8.96027216968401,NA,0.13298481792072,-0.000902411326845936,0.01580251930907,NA,0.0112466454463883,NA,8,-113868.170733229,227752.342568209,383.424429765524,3.7539425922676e-84,1,FALSE
-9.92183549064725,0.00433127358803114,0.127069732130672,-0.00090590908516471,NA,NA,NA,NA,7,-113897.514146986,227809.029150883,440.11101243968,1.84141891608053e-96,1,FALSE
-8.76835839051221,NA,0.132984545370016,-0.000902185054800874,0.00607208601285387,0.00114110464120687,NA,NA,8,-113979.206262781,227974.413627314,605.495488870045,2.25097072629516e-132,1,FALSE
-8.77943454975582,NA,0.133065394984717,-0.000902151259133555,0.0134292897497723,NA,NA,NA,7,-113985.552482845,227985.105822602,616.1876841583,1.07297385699166e-134,1,FALSE
-8.65220445861336,NA,0.1332995259659,-0.000900909840691918,NA,NA,-0.0215536144721497,0.000993496745417471,8,-114043.507824663,228103.016751077,734.098612633854,2.67027717801106e-160,1,TRUE
-8.8804720266835,NA,0.133359101012991,-0.000900936437603651,NA,NA,0.00865281074012187,NA,7,-114048.054328379,228110.109513668,741.191375224822,7.69808171205355e-162,1,FALSE
-8.74580364062137,NA,0.133374506167671,-0.000900878000532922,NA,NA,NA,NA,6,-114119.906736316,228251.81411531,882.895976865984,1.30502622813119e-192,1,FALSE
-8.60858039983025,0.00293465443551573,0.0525494470786105,NA,0.00700335594308877,0.00105129099027777,0.0107305657628524,NA,9,-116512.502860831,233043.007098861,5674.08896041711,0,1,FALSE
-8.53224207687529,0.00292461915683244,0.052551301789619,NA,0.00708516949817549,0.0010315503034487,0.000974091229141367,0.000320634963474986,10,-116512.0272564,233044.056196058,5675.13805761421,0,1,FALSE
-8.63016298620539,0.00298919304894936,0.0525375258557918,NA,0.0137163997431271,NA,0.0105386382313961,NA,8,-116517.918919746,233051.838941244,5682.92080280007,0,1,FALSE
-8.53738653259649,0.00297582376728399,0.0525400389225456,NA,0.0136629109965976,NA,-0.00125176810606048,0.000387620787470432,9,-116517.221116906,233052.443611013,5683.52547256908,0,1,TRUE
-7.70716297626546,NA,0.0570061957930352,NA,0.00626537322214352,0.00127289788083188,-0.00371047931906411,0.000482595300354531,9,-116582.284781168,233182.570939536,5813.65280109204,0,1,TRUE
-7.81803774468206,NA,0.0570277426253362,NA,0.00613774136722128,0.00130389235494901,0.0109753500081305,NA,8,-116583.364779646,233182.730661043,5813.81252259933,0,1,FALSE
-7.6958083527101,NA,0.057093202356767,NA,0.0143968629077732,NA,-0.00656782809523695,0.000569024558323104,8,-116590.230470542,233196.462042836,5827.5439043926,0,1,TRUE
-7.82678792538764,NA,0.0571213055299936,NA,0.0144801886473438,NA,0.0107415700919397,NA,7,-116591.738391275,233197.477639462,5828.55950101835,0,1,FALSE
-8.46764462506427,0.00304002796067162,0.0525072081754216,NA,0.00700218213529834,0.000676907788953439,NA,NA,8,-116620.182415775,233256.365933301,5887.44779485729,0,1,FALSE
-8.48326164032022,0.00307413910076412,0.0524999941345172,NA,0.0113523298132822,NA,NA,NA,7,-116622.43854503,233258.877946971,5889.95980852746,0,1,FALSE
-8.4809800207878,0.00327591314638901,0.0524505214224303,NA,NA,NA,-0.0124585019769852,0.000679096651750686,8,-116651.399633293,233318.800368338,5949.88222989425,0,1,TRUE
-8.64361030069474,0.00330145943587594,0.0524455077253354,NA,NA,NA,0.00818175178950926,NA,7,-116653.543178866,233321.087214642,5952.16907619868,0,1,FALSE
-7.64474536044668,NA,0.0571502085800901,NA,0.00610352467044143,0.000929705260245176,NA,NA,7,-116696.182461101,233406.365779113,6037.44764066974,0,1,FALSE
-7.65367431102464,NA,0.0572155654487132,NA,0.0120888936165221,NA,NA,NA,6,-116700.458768377,233412.918179432,6044.00004098829,0,1,FALSE
-8.52308189335602,0.00332646161276535,0.0524282830316611,NA,NA,NA,NA,NA,6,-116718.941247485,233449.883137649,6080.96499920575,0,1,FALSE
-7.54685888264439,NA,0.0574997288494583,NA,NA,NA,-0.0189820151061039,0.000896222192939595,7,-116740.087971636,233494.176800184,6125.2586617402,0,1,TRUE
