"(Intercept)","CO2","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-8.37958606319679,NA,0.0979356958211105,-0.000612414422631929,0.0165649411366141,0.000713477893455521,0.0495141859857317,-0.00103361931406745,10,-38220.5858991272,76461.1753908535,0,0.462105051696919,0.462105051696919,FALSE
-8.33709793558832,-0.000158129853855598,0.0980897960906024,-0.000611459404020981,0.0165153645896188,0.000727378532743857,0.0492656326481252,-0.00102518729422438,11,-38220.4464257153,76462.8971626201,1.72177176657715,0.195372182288645,0.657477233985564,FALSE
-8.37254778400714,NA,0.0979550385114628,-0.00061209370284701,0.0210817864830847,NA,0.0478256870362116,-0.000982626222450932,9,-38222.4569452717,76462.9168298947,1.74143904117227,0.193460378508459,0.850937612494023,FALSE
-8.34123834429519,-0.000116148037689925,0.0980685055945156,-0.00061138781867666,0.0211100013214079,NA,0.0476189305214702,-0.000975702355814378,10,-38222.3813192522,76464.7662311037,3.59084025013726,0.0767360894270707,0.927673701921093,FALSE
-8.14140268852778,NA,0.0979069622323336,-0.000612547021949303,0.0168658862172885,0.000644235379502105,0.0180248408700522,NA,9,-38224.2670463251,76466.5370320016,5.36164114806161,0.0316573920001705,0.959331093921264,FALSE
-8.14567797861896,NA,0.0979257753419957,-0.000612249835851718,0.0209505293781965,NA,0.0179023723818207,NA,8,-38225.7997212021,76467.6017938469,6.42640299332561,0.0185893856378488,0.977920479559113,FALSE
-8.09223849019761,-0.000191738883179025,0.0980940176756608,-0.000611387034339383,0.0168028138088666,0.000661774840243674,0.0180349626537782,NA,10,-38224.0616546046,76468.1269018084,6.95151095488109,0.0142968148174706,0.992217294376583,FALSE
-8.10682168378704,-0.000151895440166503,0.0980743705459274,-0.000611324707997167,0.0209886496570353,NA,0.0179077409094435,NA,9,-38225.6701139567,76469.3431672648,8.16777641123917,0.00778270562341673,1,FALSE
-7.85481633537021,NA,0.0979109646374803,-0.000611202445325419,0.0170695459402899,NA,NA,NA,7,-38454.1650656741,76922.3319602183,461.156569364757,3.35632518628597e-101,1,FALSE
-7.83835054830046,-6.4198172839475e-05,0.0979736193376437,-0.000610810950861552,0.0170851289327812,NA,NA,NA,8,-38454.1419807451,76924.2863129329,463.110922079359,1.263227967099e-101,1,FALSE
-7.8549498873667,NA,0.0979113649687991,-0.000611196232076355,0.0171572266346168,-1.37401164652274e-05,NA,NA,8,-38454.1643692897,76924.3310900221,463.155699168507,1.23526037648775e-101,1,FALSE
-7.83855006953816,-6.37240928502219e-05,0.0979733905148477,-0.000610810220898465,0.0171361760153358,-8.01742880567799e-06,NA,NA,9,-38454.1417448854,76926.2864291222,465.111038268617,4.64688601912456e-102,1,FALSE
-8.03339744237643,NA,0.0979190838705892,-0.000606794130670292,NA,NA,0.0143491335481458,NA,7,-38470.8728678556,76955.7475645813,494.57217372772,1.8610487080579e-108,1,FALSE
-8.15479684775544,NA,0.0979346577603203,-0.000606690029797651,NA,NA,0.0303991058155246,-0.000527447153816553,8,-38469.9157874598,76955.8339263624,494.658535508846,1.78239730690242e-108,1,FALSE
-8.26344250974022,0.000399153937883309,0.0975451590247917,-0.000609140643560242,NA,NA,0.0311926473711004,-0.000553395595104977,9,-38469.0182685649,76956.0394764812,494.864085627676,1.60831042161901e-108,1,FALSE
-8.13044196709223,0.000377269276628731,0.0975502778194531,-0.000609115865313077,NA,NA,0.0143528268739498,NA,8,-38470.068980652,76956.1403127467,494.964921893144,1.5292326408495e-108,1,FALSE
-7.80862988563523,NA,0.0979015723805207,-0.000606680758045242,NA,NA,NA,NA,6,-38621.9949591976,77255.9912900252,794.815899171692,1.18211886082405e-173,1,FALSE
-7.90267153842408,0.000365595263155698,0.097545657115103,-0.000608936831796689,NA,NA,NA,NA,7,-38621.2433743748,77256.4885776196,795.313186766041,9.21884509447975e-174,1,FALSE
-6.17030721964945,-0.00251066730041148,0.0340632986409323,NA,0.0165606298437179,0.000668222993686916,0.0470802531998303,-0.000963276323847041,10,-39176.7341693512,78373.4719313016,1912.29654044809,0,1,FALSE
-6.17471140904935,-0.00247045706011085,0.0340511580085579,NA,0.0207769221433058,NA,0.0455589130073194,-0.000917586142417993,9,-39178.3885854983,78374.780110348,1913.60471949443,0,1,FALSE
-5.94033120858473,-0.00254291207076503,0.0340744748322247,NA,0.0168394934279139,0.000606362698949108,0.0177433603810177,NA,9,-39179.9630876564,78377.9291146642,1916.75372381062,0,1,FALSE
-5.95428687235138,-0.0025048723059974,0.0340629354534849,NA,0.0206702834421793,NA,0.0176250280973402,NA,8,-39181.3312417374,78378.6648349176,1917.48944406403,0,1,FALSE
-6.80810781536951,NA,0.0301932850047272,NA,0.0202827159145795,NA,0.0492343039028829,-0.00104099595195888,8,-39206.874109613,78429.7505706687,1968.57517981512,0,1,FALSE
-6.81229981933228,NA,0.0301562112754951,NA,0.017252543219781,0.000479329167479716,0.0503675589512273,-0.00107518155990445,9,-39206.0198032168,78430.042545785,1968.86715493149,0,1,FALSE
-6.56755201345868,NA,0.0301447195477777,NA,0.020153669497406,NA,0.0175420245832296,NA,7,-39210.6650996938,78435.3320282577,1974.15663740416,0,1,FALSE
-6.56439856507644,NA,0.0301118185490082,NA,0.0175739027662482,0.000407512112612701,0.0176206670694356,NA,8,-39210.0447289254,78436.0918092935,1974.91641844,0,1,FALSE
-5.69296344535373,-0.00240767675851575,0.0339963303081081,NA,0.0166669474580707,NA,NA,NA,7,-39405.497225646,78824.9962801619,2363.82088930839,0,1,FALSE
-5.69457845405346,-0.00240383991466375,0.0339952175111743,NA,0.0170641644738414,-6.24355196492134e-05,NA,NA,8,-39405.4827322159,78826.9678158746,2365.79242502101,0,1,FALSE
-5.9814990747555,-0.00198297045889645,0.0337957344704751,NA,NA,NA,0.0139947296313058,NA,7,-39420.1857178565,78854.3732645831,2393.19787372956,0,1,FALSE
-6.10893064885639,-0.00196168264745333,0.0337885513427559,NA,NA,NA,0.030126369329019,-0.000530255037253541,8,-39419.2101401626,78854.4226317679,2393.24724091432,0,1,FALSE
-6.28392953526399,NA,0.0302340381530426,NA,0.0161876470182228,NA,NA,NA,6,-39432.5640100133,78877.1293916567,2415.95400080312,0,1,FALSE
-6.28661196668053,NA,0.0302537334286152,NA,0.0177622989080772,-0.000247031801498497,NA,NA,7,-39432.336250679,78878.6743302281,2417.49893937451,0,1,FALSE
-6.61593255561516,NA,0.0307173089048157,NA,NA,NA,0.0333791089980388,-0.000636868676692559,7,-39437.2741020329,78888.5500329358,2427.3746420823,0,1,FALSE
-6.4691398008354,NA,0.0306853193641312,NA,NA,NA,0.0140040267379373,NA,6,-39438.6834456334,78889.368262897,2428.19287204341,0,1,FALSE
-5.76041501427749,-0.00198983656415566,0.0337946504709242,NA,NA,NA,NA,NA,6,-39566.2274136048,79144.4561988396,2683.2808079861,0,1,FALSE
-6.24982907727664,NA,0.0306780801903608,NA,NA,NA,NA,NA,5,-39584.8015849788,79179.6041496774,2718.42875882384,0,1,FALSE
-8.29221154569342,0.00926238675618446,NA,NA,0.0200527888524805,NA,0.0492170420451434,-0.00104450940947859,8,-39974.4528898719,79964.9081311866,3503.73274033301,0,1,FALSE
-8.28952383577735,0.00923697206439043,NA,NA,0.0171414922726742,0.000461489954090826,0.0502693110119885,-0.00107611259039713,9,-39973.6650035501,79965.3329464516,3504.15755559802,0,1,FALSE
-8.04196442161665,0.00922726862980029,NA,NA,0.0199329166656688,NA,0.0174208666035728,NA,7,-39978.2590517943,79970.5199324587,3509.34454160514,0,1,FALSE
-8.03324370435926,0.00920476208341166,NA,NA,0.017455115539684,0.000392285002762513,0.017497567467705,NA,8,-39977.6872985807,79971.3769486042,3510.20155775064,0,1,FALSE
-7.77982243699715,0.00930182929137877,NA,NA,0.0159419744770753,NA,NA,NA,6,-40196.9313828004,80405.8641372308,3944.6887463773,0,1,FALSE
-7.78660176925245,0.00931705533374291,NA,NA,0.0176539588785885,-0.00026912697243546,NA,NA,7,-40196.6624281735,80407.326685217,3946.15129436347,0,1,FALSE
-8.21622689476501,0.00967270985212655,NA,NA,NA,NA,0.0344691888975602,-0.000676139768437827,7,-40198.1828386254,80410.3675061209,3949.19211526732,0,1,FALSE
-8.05420813847019,0.00964840726439815,NA,NA,NA,NA,0.0139002836729198,NA,6,-40199.7663209829,80411.534013596,3950.35862274241,0,1,FALSE
-7.83400711231785,0.00963970339597842,NA,NA,NA,NA,NA,NA,5,-40343.7166675233,80697.4343147664,4236.25892391283,0,1,FALSE
-5.0376560704423,NA,NA,NA,0.0136160975484541,0.00138065294219782,0.0179082900185714,NA,7,-40621.9239507267,81257.8497303233,4796.6743394698,0,1,FALSE
-5.15455874348626,NA,NA,NA,0.0134598978464182,0.0014147128638879,0.0335004127901233,-0.000512063115472445,8,-40621.0007467075,81258.0038448577,4796.82845400419,0,1,FALSE
-5.04245303175873,NA,NA,NA,0.0223438448043754,NA,0.0176363864513716,NA,6,-40629.1310597688,81270.2634911677,4809.0881003142,0,1,FALSE
-5.13642744936162,NA,NA,NA,0.0223912524429863,NA,0.0301524761965178,-0.000411220575639799,7,-40628.5327275488,81271.0672839676,4809.89189311401,0,1,FALSE
-4.74726459071972,NA,NA,NA,0.0137020973942128,0.000711936888850597,NA,NA,6,-40854.3355199381,81720.6724115064,5259.49702065281,0,1,FALSE
-4.75204341611212,NA,NA,NA,0.0182345810645678,NA,NA,NA,5,-40856.2507045961,81722.5023889121,5261.32699805853,0,1,FALSE
-4.90017895107587,NA,NA,NA,NA,NA,0.0135825022075075,NA,5,-40911.7341814596,81833.469342639,5372.29395178548,0,1,FALSE
-4.89807693190064,NA,NA,NA,NA,NA,0.0133018000022935,9.22924364320959e-06,6,-40911.7338822716,81835.4691361733,5374.29374531977,0,1,FALSE
-4.68768869734115,NA,NA,NA,NA,NA,NA,NA,4,-41051.4546104801,82110.909874096,5649.73448324249,0,1,FALSE
