"(Intercept)","CO2","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-8.36531105792707,NA,0.0971208076589859,-0.000602909040708858,0.0165670386502326,0.000712015374325655,0.0495244606253003,-0.00103390968160916,10,-38195.1028796194,76410.2093517207,0,0.45912037558585,0.45912037558585,FALSE
-8.3204233303333,-0.000167205764351762,0.0972831338002974,-0.000601907885828192,0.0165144258132551,0.000726768995268101,0.0492606760645951,-0.00102496103850099,11,-38194.9461365394,76411.8965841274,1.68723240678082,0.197491634891675,0.656612010477524,FALSE
-8.35829342682285,NA,0.0971399785239414,-0.000602591527369315,0.0210746949072129,NA,0.0478393273360299,-0.000983017396130598,9,-38196.9672872966,76411.9375138485,1.72816212788166,0.193491071234628,0.850103081712152,FALSE
-8.32454721065305,-0.000125295000116447,0.0972619170063665,-0.000601836576185492,0.0211052515116372,NA,0.0476154649113479,-0.000975520753030314,10,-38196.8788280146,76413.7612485112,3.55189679050818,0.0777395422042914,0.927842623916444,FALSE
-8.12704530137494,NA,0.0970918814298825,-0.000603037714527227,0.0168679785958214,0.000642747540294019,0.0180261875649293,NA,9,-38198.7881511049,76415.5792414652,5.36988974454289,0.0313234669544922,0.959166090870936,FALSE
-8.13131781338098,NA,0.0971105386265292,-0.000602743693544786,0.0209432575447016,NA,0.0179040213243777,NA,8,-38200.3145950757,76416.6315415173,6.42218979666359,0.0185082676735003,0.977674358544436,FALSE
-8.0756192117969,-0.000200778570370595,0.0972870141630196,-0.000601833484640145,0.0168016928978599,0.000661182774208912,0.0180368227447483,NA,10,-38198.5617799905,76417.1271524629,6.91780074220151,0.0144459205634892,0.992120279107925,FALSE
-8.09017664146714,-0.00016100500476051,0.0972674503507485,-0.000601771497176655,0.0209838236773095,NA,0.0179097309076929,NA,9,-38200.168226181,76418.3393916175,8.13003989680146,0.00787972089207453,1,FALSE
-7.84046031344395,NA,0.097096286635465,-0.000601710534199374,0.0170634217970923,NA,NA,NA,7,-38428.844186607,76871.6902020243,461.480850303677,2.83552298171282e-101,1,FALSE
-7.82163588181024,-7.34742558197893e-05,0.0971677227474487,-0.000601266323088931,0.0170813289343983,NA,NA,NA,8,-38428.8137934418,76873.6299382495,463.42058652881,1.0750404414951e-101,1,FALSE
-7.84060793324265,NA,0.0970967266055475,-0.000601703740538626,0.0171602375194409,-1.51713726262346e-05,NA,NA,8,-38428.8433371149,76873.6890255958,463.479673875117,1.04374437475643e-101,1,FALSE
-7.82184955917854,-7.29666064862048e-05,0.0971674779610031,-0.000601265538520571,0.0171360476576223,-8.5940588733114e-06,NA,NA,9,-38428.813522311,76875.6299838774,465.420632156762,3.95476254365182e-102,1,FALSE
-8.01929024827657,NA,0.0971095749357117,-0.000597398587104725,NA,NA,0.0143532178004149,NA,7,-38445.3707476176,76904.7433240455,494.533972324818,1.88468563257404e-108,1,FALSE
-8.14071679933497,NA,0.0971252565642415,-0.000597296985006809,NA,NA,0.030405680914481,-0.000527527832653681,8,-38444.4128396779,76904.8280307216,494.618679000967,1.80652967045526e-108,1,FALSE
-8.24665664076545,0.000389529774259418,0.0967465479944853,-0.00059966767284574,NA,NA,0.0311831037909797,-0.000552949249737994,9,-38443.5536366371,76905.1102125295,494.900860808892,1.56880909261031e-108,1,FALSE
-8.11376472532132,0.000367679004699041,0.096751458269704,-0.000599641544266181,NA,NA,0.0143568284140479,NA,8,-38444.6032360091,76905.2088233841,494.999471663468,1.49333423939509e-108,1,FALSE
-7.79444605647094,NA,0.0970915212742915,-0.000597279992661125,NA,NA,NA,NA,6,-38596.6541583891,77205.3096883634,795.100336642776,1.01878416321577e-173,1,FALSE
-7.88591034593078,0.000355964714293389,0.0967462241744293,-0.00059945713476953,NA,NA,NA,NA,7,-38595.9379509616,77205.8777307335,795.668379012859,7.66890489444698e-174,1,FALSE
-6.16025410176515,-0.0024962151578304,0.0337617305643218,NA,0.0165691706368156,0.000667664643360301,0.0470464786079823,-0.000962019173395178,10,-39142.6498172095,78305.3032269009,1895.09387518023,0,1,FALSE
-6.16463826631602,-0.00245609616503999,0.0337496970649776,NA,0.0207820126216129,NA,0.0455265715658359,-0.000916371715826227,9,-39144.3020589746,78306.6070572046,1896.39770548393,0,1,FALSE
-5.9305930876459,-0.00252836661983497,0.033772831224121,NA,0.0168474926310204,0.000605889595317927,0.0177477454541167,NA,9,-39145.871546111,78309.7460314773,1899.5366797567,0,1,FALSE
-5.94452131367097,-0.00249041153182641,0.0337613921621017,NA,0.0206753659686559,NA,0.017629532427988,NA,8,-39147.2380529305,78310.478457227,1900.26910550633,0,1,FALSE
-6.79354390157893,NA,0.0299234716590543,NA,0.0202876349837359,NA,0.0492014648875091,-0.00103976017173694,8,-39172.6744575694,78361.3512665047,1951.14191478406,0,1,FALSE
-6.79772216672947,NA,0.0298865434587958,NA,0.0172610046313876,0.000478756365175946,0.05033343191924,-0.00107390772045297,9,-39171.8218637013,78361.646666658,1951.43731493734,0,1,FALSE
-6.55326095180168,NA,0.02987513254455,NA,0.0201585374130695,NA,0.017546664356589,NA,7,-39176.4579581588,78366.917745128,1956.7083934073,0,1,FALSE
-6.55010304447127,NA,0.0298423631331709,NA,0.0175818277339982,0.000407017685737399,0.0176251912870085,NA,8,-39175.8388528306,78367.680057027,1957.47070530636,0,1,FALSE
-5.68304522296051,-0.00239358419739107,0.0336958188027605,NA,0.0166736744187218,NA,NA,NA,7,-39371.5989218823,78757.1996725749,2346.99032085425,0,1,FALSE
-5.68467145669168,-0.00238972095977267,0.033694700311187,NA,0.0170739957675125,-6.29226439825658e-05,NA,NA,8,-39371.5841962307,78759.1707438273,2348.96139210669,0,1,FALSE
-5.97155330807737,-0.00196900526068037,0.0334955857080862,NA,NA,NA,0.0140004145021418,NA,7,-39386.320637691,78786.6431041922,2376.4337524716,0,1,FALSE
-6.09852377125134,-0.00194782269508878,0.0334884654274294,NA,NA,NA,0.0300749167136005,-0.000528374856790371,8,-39385.3515948923,78786.7055411505,2376.49618942986,0,1,FALSE
-6.26961471331647,NA,0.0299645702485459,NA,0.0161941511098125,NA,NA,NA,6,-39398.555595382,78809.1125623493,2398.90321062862,0,1,FALSE
-6.27230704670355,NA,0.0299842471711824,NA,0.0177719245811593,-0.000247516147478519,NA,NA,7,-39398.3268551645,78810.6555391393,2400.44618741867,0,1,FALSE
-6.60133157280994,NA,0.0304462716129981,NA,NA,NA,0.0333237468240974,-0.000634857088721739,7,-39403.2988049783,78820.5994387669,2410.39008704621,0,1,FALSE
-6.45499484425006,NA,0.0304144927305217,NA,NA,NA,0.0140097884285998,NA,6,-39404.6998204483,78821.4010124819,2411.19166076121,0,1,FALSE
-5.75035905103746,-0.00197602014834872,0.0334950079820624,NA,NA,NA,NA,NA,6,-39532.5248256449,79077.0510228752,2666.84167115456,0,1,FALSE
-6.23560822882893,NA,0.0304075519564889,NA,NA,NA,NA,NA,5,-39550.9832332157,79111.9674461191,2701.75809439848,0,1,FALSE
-8.25452107678786,0.00918402601609352,NA,NA,0.0200596182416112,NA,0.0491671351021275,-0.00104265448904152,8,-39935.7717627895,79887.545876945,3477.33652522435,0,1,FALSE
-8.2518417857269,0.00915861185120479,NA,NA,0.017143742888465,0.000462205083302404,0.0502210320177195,-0.00107430644595327,9,-39934.9811540803,79887.9652474161,3477.7558956954,0,1,FALSE
-8.00473357277804,0.00914902667549271,NA,NA,0.0199397731431524,NA,0.0174272851637941,NA,7,-39939.5658572422,79893.1335432947,3482.924191574,0,1,FALSE
-7.9960015624879,0.00912649650953108,NA,NA,0.0174566375957227,0.000393121953964723,0.0175041262596225,NA,8,-39938.9914603695,79893.985272105,3483.7759203843,0,1,FALSE
-7.74248227228304,0.00922353072794301,NA,NA,0.0159501784054547,NA,NA,NA,6,-40158.4762340799,80328.9538397451,3918.74448802446,0,1,FALSE
-7.74922429419271,0.00923866000371478,NA,NA,0.0176574371991511,-0.000268379131395998,NA,NA,7,-40158.2086708776,80330.4191705656,3920.20981884493,0,1,FALSE
-8.17832367962933,0.00959419354815294,NA,NA,NA,NA,0.0343985707936582,-0.000673574355633954,7,-40159.7564489456,80333.5147267016,3923.30537498092,0,1,FALSE
-8.01692804215533,0.00957001373197995,NA,NA,NA,NA,0.013907623904145,NA,6,-40161.3285314962,80334.6584345777,3924.44908285707,0,1,FALSE
-7.7966225004948,0.00956133414840368,NA,NA,NA,NA,NA,NA,5,-40305.4725447129,80620.9460691136,4210.73671739298,0,1,FALSE
-5.0259587698348,NA,NA,NA,0.0136181625581993,0.00138151527001933,0.0179153185736646,NA,7,-40578.2005229729,81170.4028747561,4760.1935230354,0,1,FALSE
-5.14247623458474,NA,NA,NA,0.0134625517303703,0.00141546982314629,0.0334559219558125,-0.000510368509274228,8,-40577.2832124327,81170.5687762312,4760.35942451059,0,1,FALSE
-5.03076223013614,NA,NA,NA,0.0223517374696107,NA,0.0176433177398555,NA,6,-40585.418307412,81182.8379864094,4772.62863468875,0,1,FALSE
-5.12433176413919,NA,NA,NA,0.0223990430265932,NA,0.030105311577232,-0.000409441088961191,7,-40584.8250105832,81183.6518499767,4773.442498256,0,1,FALSE
-4.73547202929899,NA,NA,NA,0.0137062351626751,0.000712760327795411,NA,NA,6,-40810.8391579198,81633.6796874249,5223.47033570423,0,1,FALSE
-4.74025712587006,NA,NA,NA,0.0182440961909664,NA,NA,NA,5,-40812.7591925684,81635.5193648246,5225.31001310394,0,1,FALSE
-4.88849220781736,NA,NA,NA,NA,NA,0.0135905303944851,NA,5,-40868.3209442565,81746.6428682007,5336.43351648009,0,1,FALSE
-4.88572671434735,NA,NA,NA,NA,NA,0.013221263685378,1.21409585769768e-05,6,-40868.3204258996,81748.6422233846,5338.4328716639,0,1,FALSE
-4.6758799067676,NA,NA,NA,NA,NA,NA,NA,4,-41008.2229072232,82024.4464675609,5614.23711584025,0,1,FALSE
