"(Intercept)","CO2","I(CO2^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
4.63879351085774,-0.00763357675885305,NA,-2.06658264626788,0.379084749650576,0.007027463289852,-2.61532569972592e-05,9,-1159.76194214267,2337.59178319141,0,0.425867808042307,0.425867808042307,TRUE
3.33876737620056,NA,-1.11188471681199e-05,-2.06930651167431,0.379747714420458,0.00702857981746401,-2.61548957757351e-05,9,-1159.80735663412,2337.68261217431,0.0908289828967099,0.406959835747162,0.832827643789469,TRUE
5.86954384787895,-0.0148729687946653,1.05653841679691e-05,-2.06415181719855,0.378489958598025,0.00702661812818834,-2.61530808253046e-05,10,-1159.74784453764,2339.57870794321,1.98692475179951,0.15769560314634,0.990523246935809,TRUE
4.70508805668763,-0.00773848046603119,NA,-1.88352341623133,0.342423123387952,0.00169408090020151,NA,8,-1165.90232589239,2347.85895042732,10.2671672359029,0.00251065925588067,0.99303390619169,TRUE
3.3872452888387,NA,-1.12720831899605e-05,-1.88627272646578,0.343092823272222,0.00169488245638877,NA,8,-1165.94749147358,2347.9492815897,10.3574983982871,0.0023997865339483,0.995433692725638,TRUE
2.48381493621567,-0.00782014483353815,NA,-0.218507393342624,NA,0.00656198701203546,-2.34173889940482e-05,8,-1166.39048651493,2348.8352716724,11.2434884809863,0.00154092786982409,0.996974620595462,FALSE
1.14723091595555,NA,-1.13833835119139e-05,-0.217983198999755,NA,0.00656233663751075,-2.341445449561e-05,8,-1166.45853383632,2348.97136631518,11.3795831237676,0.00143955987782304,0.998414180473285,FALSE
5.89727651743971,-0.0147510408326017,1.02342847304926e-05,-1.88116436136762,0.341845942940704,0.0016932900697188,NA,9,-1165.88914008948,2349.84617908504,12.254395893624,0.000929536728395748,0.999343717201681,TRUE
4.59018068475545,-0.0201750762789191,1.80311389199142e-05,-0.219306870313201,NA,0.00656181815801682,-2.34245613850109e-05,9,-1166.3496589272,2350.76721676048,13.1754335690621,0.00058649695883592,0.999930214160517,FALSE
2.73229212461267,-0.0078986685520164,NA,-0.214593117556841,NA,0.00177843825539292,NA,7,-1171.34230840822,2356.72683317529,19.1350499838732,2.97955566115562e-05,0.999960009717128,FALSE
1.38238244337828,NA,-1.14987922126331e-05,-0.214064606997325,NA,0.00177940548798096,NA,7,-1171.4083037877,2356.85882393424,19.2670407428245,2.78926690412839e-05,0.99998790238617,FALSE
4.72864441147408,-0.0196078876855275,1.70887197517683e-05,-0.215350235906561,NA,0.00177687960818172,NA,8,-1171.30573109608,2358.66576083469,21.0739776432783,1.13010477843278e-05,0.999999203433954,FALSE
2.17914670321556,NA,NA,-2.14229237540519,0.395733133790041,0.00712111766816261,-2.67733336028927e-05,8,-1173.96418680699,2363.98267225652,26.3908890651037,7.91709881735309e-07,0.999999995143836,TRUE
