"site","coreID","core_measurement","Year","species_code","genus","species","treeID","canopy_position","tree_status","dbh","agb","agb_inc","BAI","Date","CO2","residuals","wet","pet"
"NewMexico","NewMexico.lts332a",0.62,1973,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",43.174,0.4386879,0.002884419,7.720995,"15/06/1973",327.2837,-0.20106158359998,-3.18056160283267,2.81304831474305
"NewMexico","NewMexico.lts332a",0.35,1974,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",43.237,0.4402867,0.001598806,4.275624,"15/06/1974",329.7425,-3.6321011426721,-4.69365564097926,3.44858190411137
"NewMexico","NewMexico.lts332a",0.64,1975,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",43.367,0.4435966,0.003309885,8.842421,"15/06/1975",331.166363636364,0.947301310527081,-3.82574966097328,2.78411546169034
"NewMexico","NewMexico.lts332a",0.82,1976,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",43.53,0.4477671,0.004170563,11.12455,"15/06/1976",332.055,3.2297935121262,-4.07385206325044,2.91965507906989
"NewMexico","NewMexico.lts332a",0.42,1977,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",43.6,0.4495651,0.001798029,4.790222,"15/06/1977",333.8375,-3.12637153703021,-3.71095166089514,3.05518850949188
"NewMexico","NewMexico.lts332a",0.52,1978,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",43.704,0.4522443,0.00267911,7.131114,"15/06/1978",335.415,-0.838148364707152,-3.66604565884636,3.05738873373692
"NewMexico","NewMexico.lts332a",0.64,1979,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",43.839,0.4557358,0.003491506,9.282075,"15/06/1979",336.85,1.22269959914794,-2.67813984081763,2.89292229131511
"NewMexico","NewMexico.lts332a",0.45,1980,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",43.932,0.4581501,0.002414336,6.410972,"15/06/1980",338.768333333333,-1.77997856971193,-4.06024216283253,3.3951285435714
"NewMexico","NewMexico.lts332a",0.59,1981,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",44.044,0.4610675,0.00291741,7.738773,"15/06/1981",340.109166666667,-0.626215244124969,-3.89334165684451,2.99732899033988
"NewMexico","NewMexico.lts332a",0.56,1982,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",44.133,0.4633935,0.002325948,6.163611,"15/06/1982",341.444166666667,-2.41561628123266,-4.04743579863658,2.89952915100589
"NewMexico","NewMexico.lts332a",0.57,1983,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",44.242,0.4662513,0.002857858,7.565642,"15/06/1983",343.063333333333,-1.26245488319037,-3.5045298302357,2.83506261321592
"NewMexico","NewMexico.lts332a",0.63,1984,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",44.364,0.4694621,0.003210744,8.490101,"15/06/1984",344.679166666667,-0.612769112024711,-3.7776321368192,3.10393543677075
"NewMexico","NewMexico.lts332a",1.11,1985,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",44.579,0.4751513,0.00568921,15.01897,"15/06/1985",346.113333333333,5.62695642739707,-2.63873180660829,2.9061356928037
"NewMexico","NewMexico.lts332a",1.08,1986,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",44.776,0.4803988,0.005247523,13.82531,"15/06/1986",347.4125,4.14359330167356,-3.28182572029411,2.67500280623801
"NewMexico","NewMexico.lts332a",0.76,1987,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",44.924,0.4843629,0.00396406,10.42663,"15/06/1987",349.209166666667,0.470056152481622,-2.50191996581324,2.91053614129084
"NewMexico","NewMexico.lts332a",1.04,1988,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",45.162,0.4907766,0.006413742,16.8393,"15/06/1988",351.5525,6.63891644045287,-2.42902222071723,2.87940909200164
"NewMexico","NewMexico.lts332a",0.36,1989,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",45.235,0.4927535,0.001976894,5.182828,"15/06/1989",353.125833333333,-5.21419437876713,-4.48912174822778,3.2482761100681
"NewMexico","NewMexico.lts332a",0.42,1990,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",45.327,0.4952514,0.002497876,6.543705,"15/06/1990",354.393333333333,-3.98764094812062,-3.40221583935538,3.18380957227709
"NewMexico","NewMexico.lts332a",1.18,1991,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",45.572,0.5019384,0.006686988,17.49102,"15/06/1991",355.601666666667,6.90095206847418,-3.32230979263341,3.0193431298534
"NewMexico","NewMexico.lts332a",0.84,1992,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",45.727,0.5061952,0.004256818,11.11444,"15/06/1992",356.4475,0.551872166354633,-3.12741235444455,2.82154925495131
"NewMexico","NewMexico.lts332a",0.44,1993,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",45.826,0.5089247,0.002729513,7.11865,"15/06/1993",357.11,-3.32293196378364,-3.34951182265501,3.29041617764986
"NewMexico","NewMexico.lts332a",0.82,1994,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",45.99,0.5134645,0.004539849,11.82639,"15/06/1994",358.831666666667,1.60265253090933,-3.40560586664652,3.55928313213746
"NewMexico","NewMexico.lts332a",0.78,1995,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.147,0.5178319,0.004367352,11.36118,"15/06/1995",360.810833333333,1.45128272475801,-3.6756999926158,2.99481675329163
"NewMexico","NewMexico.lts332a",0.28,1996,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.185,0.5188921,0.001060191,2.755661,"15/06/1996",362.618333333333,-6.74963248957872,-5.1278022352666,3.49702300554571
"NewMexico","NewMexico.lts332a",0.8,1997,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.343,0.5233133,0.00442121,11.48207,"15/06/1997",363.735,2.46263213734668,-2.81990193459389,2.86588986466561
"NewMexico","NewMexico.lts332a",0.49,1998,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.442,0.5260942,0.002780961,7.214444,"15/06/1998",366.705,-1.25136569033025,-4.25599581870363,3.20142342224124
"NewMexico","NewMexico.lts332a",0.8,1999,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.602,0.5306061,0.004511902,11.69225,"15/06/1999",368.3725,3.83091655910962,-3.14708988874992,2.77029024957185
"NewMexico","NewMexico.lts332a",0.19,2000,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.633,0.5314828,0.0008766675,2.270025,"15/06/2000",369.565833333333,-4.95564480684919,-4.89719230007665,3.10582983515897
"NewMexico","NewMexico.lts332a",0.3,2001,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.713,0.5337489,0.002266094,5.865102,"15/06/2001",371.1325,-0.715252192947677,-3.17929193729996,3.40803009119022
"NewMexico","NewMexico.lts332a",0,2002,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.713,0.5337489,0,0,"15/06/2002",373.278333333333,-5.9478253268903,-5.39938593789085,3.21023034722142
"NewMexico","NewMexico.lts332a",0.36,2003,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.79,0.5359351,0.002186185,5.654656,"15/06/2003",375.809166666667,0.304262746155627,-4.92847990603649,3.04576390479677
"NewMexico","NewMexico.lts332a",0.26,2004,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.844,0.5374712,0.001536133,3.971158,"15/06/2004",377.553333333333,-0.838042111189213,-4.14258229200443,2.94797009347207
"NewMexico","NewMexico.lts332a",0.38,2005,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.938,0.5401511,0.002679835,6.923684,"15/06/2005",379.788333333333,2.58045545297047,-2.83468196729788,3.01683723869382
"NewMexico","NewMexico.lts332a",0.21,2006,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",46.977,0.5412651,0.001114017,2.876666,"15/06/2006",381.895833333333,-1.09174538174599,-5.12677600048465,3.28570387528924
"NewMexico","NewMexico.lts332a",0.43,2007,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.073,0.5440127,0.002747614,7.091203,"15/06/2007",383.800833333333,3.3943108142468,-3.48986998979099,2.92123746465359
"NewMexico","NewMexico.lts332a",0.22,2008,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.13,0.5456477,0.00163504,4.217251,"15/06/2008",385.546666666667,0.680770931330691,-3.88597241671678,3.09011038357373
"NewMexico","NewMexico.lts332a",0.54,2009,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.247,0.5490124,0.003364635,8.672452,"15/06/2009",387.429166666667,5.18211848573594,-4.51107200089212,3.02564400472718
"NewMexico","NewMexico.lts332a",0.35,2010,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.33,0.5514062,0.002393802,6.16529,"15/06/2010",389.9,2.60839198477709,-3.78416602832196,3.02784438791472
"NewMexico","NewMexico.lts332a",0.04,2011,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.339,0.5516661,0.000259914,0.6691757,"15/06/2011",391.6475,-3.06093544128088,-6.2952599956655,3.46337785012243
"NewMexico","NewMexico.lts332a",0.19,2012,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.376,0.5527353,0.001069244,2.752393,"15/06/2012",393.856666666667,-1.24748415691103,-4.72936241017105,3.46558394343013
"NewMexico","NewMexico.lts332a",0,2013,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.376,0.5527353,0,0,"15/06/2013",396.52,-4.35280206953914,-5.45946204916531,3.06778407230449
"NewMexico","NewMexico.lts332a",0.37,2014,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.449,0.5548483,0.002112935,5.436703,"15/06/2014",398.643333333333,0.663533252585351,-4.38655606084655,2.9699843919137
"NewMexico","NewMexico.lts332a",0.69,2015,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.586,0.5588256,0.003977344,10.22572,"15/06/2015",400.835,4.98158883885389,-2.21565013022385,2.70551820380196
"NewMexico","NewMexico.lts332a",0.34,2016,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.66,0.5609804,0.002154838,5.535646,"15/06/2016",404.245,-0.213426516652241,-4.20675256188905,3.24105759865383
"NewMexico","NewMexico.lts332a",0.6,2017,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.768,0.5641335,0.003153064,8.094489,"15/06/2017",406.544166666667,1.82136438751487,-3.02385205830476,3.14325791826303
"NewMexico","NewMexico.lts332a",0.23,2018,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",47.8,0.5650696,0.0009361006,2.401886,"15/06/2018",408.525,-4.4028896612627,-5.94394602748532,3.37879141225985
"NewMexico","NewMexico.lts332b",2.18,1903,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",27.405,0.141164,0.004966467,16.71157,"15/06/1903",296.652,4.29905204238652,-3.25772881214896,2.79225747799257
"NewMexico","NewMexico.lts332b",0.42,1904,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",27.481,0.142142,0.0009779406,3.27616,"15/06/1904",297.0012,-10.0860621084892,-4.86183115366855,2.86113033334853
"NewMexico","NewMexico.lts332b",1.89,1905,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",27.846,0.1468959,0.004753944,15.86061,"15/06/1905",297.4366,1.55837220563069,-3.08693078375314,3.02999722427112
"NewMexico","NewMexico.lts332b",1.52,1906,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",28.149,0.1509145,0.004018609,13.32545,"15/06/1906",297.8837,-1.89243955115943,-3.24102491470366,3.03219744852703
"NewMexico","NewMexico.lts332b",2.62,1907,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",28.621,0.1573055,0.006391004,21.04509,"15/06/1907",298.3233,4.9548770918191,-2.72411895839222,2.70106449839533
"NewMexico","NewMexico.lts332b",2.43,1908,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",29.093,0.1638568,0.006551285,21.39504,"15/06/1908",298.7272,4.49705150846685,-3.22322124134765,2.90327071887374
"NewMexico","NewMexico.lts332b",1.92,1909,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",29.476,0.1692912,0.005434407,17.61799,"15/06/1909",299.0624,-0.00164600846522944,-3.69132085798776,3.23880411751725
"NewMexico","NewMexico.lts332b",1.65,1910,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",29.758,0.1733607,0.004069479,13.11928,"15/06/1910",299.3141,-5.11564431450156,-4.20041485303496,3.54100437356227
"NewMexico","NewMexico.lts332b",2.22,1911,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",30.152,0.1791438,0.005783047,18.53896,"15/06/1911",299.5416,-0.187493886201178,-3.16250889290287,3.00987129627394
"NewMexico","NewMexico.lts332b",2.18,1912,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",30.542,0.1849805,0.005836701,18.59089,"15/06/1912",299.82,-0.489982066744545,-3.22961136134068,2.87874418341896
"NewMexico","NewMexico.lts332b",2.05,1913,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",30.9,0.1904373,0.005456812,17.2758,"15/06/1913",300.1743,-2.01398879492575,-4.11771078008472,3.14761097897401
"NewMexico","NewMexico.lts332b",2.76,1914,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",31.455,0.1990854,0.00864816,27.18029,"15/06/1914",300.5865,7.82991941479592,-2.95080501449408,2.58314460014141
"NewMexico","NewMexico.lts332b",1.71,1915,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",31.806,0.2046739,0.005588457,17.43946,"15/06/1915",301.0586,-1.82614252647664,-3.21789897805644,2.81867809415221
"NewMexico","NewMexico.lts332b",1.98,1916,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",32.196,0.2109922,0.006318303,19.60415,"15/06/1916",301.5742,0.559928762974497,-3.42200139927414,3.42088456894357
"NewMexico","NewMexico.lts332b",1.23,1917,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",32.415,0.2145907,0.003598463,11.11323,"15/06/1917",302.1061,-7.58710528364927,-4.71410095127926,3.02308469783181
"NewMexico","NewMexico.lts332b",1.75,1918,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",32.706,0.2194286,0.004837949,14.88346,"15/06/1918",302.6124,-3.36930269000405,-3.82119500185125,3.29195165233237
"NewMexico","NewMexico.lts332b",3.56,1919,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",33.324,0.2299178,0.01048915,32.04938,"15/06/1919",303.0476,14.3252528319235,-2.2302890207082,2.76081841609801
"NewMexico","NewMexico.lts332b",2.03,1920,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",33.697,0.2363908,0.006472998,19.63404,"15/06/1920",303.3881,2.49427516230938,-3.09539130028471,3.09635800169849
"NewMexico","NewMexico.lts332b",2.83,1921,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",34.216,0.2455768,0.009186006,27.68281,"15/06/1921",303.6591,11.1563089891766,-2.81449096360865,2.63189152749809
"NewMexico","NewMexico.lts332b",0.77,1922,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",34.386,0.2486313,0.003054506,9.15958,"15/06/1922",303.8949,-6.75178157648905,-4.55058500140033,3.06742514866505
"NewMexico","NewMexico.lts332b",1,1923,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",34.559,0.2517629,0.003131592,9.367825,"15/06/1923",304.1296,-5.95246045467946,-3.60067903179325,3.10295867446449
"NewMexico","NewMexico.lts332b",1.24,1924,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",34.797,0.2561094,0.004346499,12.96435,"15/06/1924",304.3854,-1.812553306634,-3.74378151113458,3.23849829185378
"NewMexico","NewMexico.lts332b",0.77,1925,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",34.912,0.2582255,0.002116121,6.296172,"15/06/1925",304.6646,-8.00527131612001,-3.90688103709679,3.20736537351036
"NewMexico","NewMexico.lts332b",1.22,1926,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",35.143,0.2625075,0.004282052,12.70987,"15/06/1926",304.992,-1.19994756688448,-3.24597507497225,2.74289874036378
"NewMexico","NewMexico.lts332b",0.8,1927,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",35.291,0.2652731,0.00276557,8.187173,"15/06/1927",305.3711,-5.42575973309412,-3.61706917768685,3.14509890104032
"NewMexico","NewMexico.lts332b",1.34,1928,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",35.506,0.2693215,0.004048386,11.95482,"15/06/1928",305.7965,-1.46143695413862,-4.24117149033218,2.94730534404155
"NewMexico","NewMexico.lts332b",2.09,1929,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",35.872,0.2762975,0.006976022,20.51801,"15/06/1929",306.2273,7.19834850771045,-3.09827115906267,2.91617210780622
"NewMexico","NewMexico.lts332b",1.61,1930,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",36.146,0.2815899,0.005292382,15.49821,"15/06/1930",306.6139,2.18066827361327,-3.56036512727249,2.91837233206066
"NewMexico","NewMexico.lts332b",1.33,1931,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",36.387,0.2862946,0.004704701,13.72912,"15/06/1931",306.9661,0.329912047995551,-3.30145916317952,3.02057246094752
"NewMexico","NewMexico.lts332b",1.96,1932,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",36.737,0.2932104,0.006915852,20.10101,"15/06/1932",307.3024,6.55148700102863,-3.15856158139099,3.02277887215904
"NewMexico","NewMexico.lts332b",1.25,1933,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",36.96,0.2976685,0.004458103,12.90757,"15/06/1933",307.6412,-0.842181560186287,-4.07866116018179,2.79164582665798
"NewMexico","NewMexico.lts332b",0.69,1934,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",37.083,0.3001448,0.002476255,7.152848,"15/06/1934",307.9971,-6.82572790367074,-4.28475514597635,3.42717941603428
"NewMexico","NewMexico.lts332b",1.46,1935,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",37.35,0.3055626,0.005417791,15.6087,"15/06/1935",308.3682,1.39547515902626,-3.28184922378476,2.66271275109727
"NewMexico","NewMexico.lts332b",1.46,1936,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",37.588,0.3104412,0.004878614,14.00777,"15/06/1936",308.7454,-0.422887794886787,-4.3859515494277,3.19825246385232
"NewMexico","NewMexico.lts332b",1.44,1937,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",37.852,0.3159074,0.005466196,15.64212,"15/06/1937",309.1504,1.03337620130768,-3.77805119062078,2.93378595786067
"NewMexico","NewMexico.lts332b",0.89,1938,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",38.015,0.3193112,0.003403785,9.712486,"15/06/1938",309.6082,-5.01489031702472,-4.53414522403492,2.9359861821138
"NewMexico","NewMexico.lts332b",1.1,1939,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",38.221,0.3236445,0.004333333,12.33438,"15/06/1939",310.0768,-2.43508883021567,-4.45523923120691,3.33818650173418
"NewMexico","NewMexico.lts332b",1.11,1940,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",38.474,0.329015,0.005370525,15.23974,"15/06/1940",310.4871,0.517957064283319,-3.62234165167597,3.1737259283862
"NewMexico","NewMexico.lts332b",1.99,1941,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",38.867,0.3374641,0.008449047,23.87219,"15/06/1941",310.7975,9.29664010263526,-1.78844124607522,2.54259294646201
"NewMexico","NewMexico.lts332b",1.47,1942,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",39.147,0.3435633,0.006099179,17.15617,"15/06/1942",310.9933,2.82931236593293,-4.17153527751943,3.21145983738106
"NewMexico","NewMexico.lts332b",1.23,1943,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",39.377,0.3486229,0.005059646,14.1847,"15/06/1943",311.0459,0.207912491628818,-4.05562934375828,3.14699345854487
"NewMexico","NewMexico.lts332b",1.57,1944,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",39.656,0.3548207,0.006197756,17.31819,"15/06/1944",310.989,3.78689174802143,-3.41873174414117,3.01586618674032
"NewMexico","NewMexico.lts332b",1.23,1945,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",39.877,0.3597769,0.004956262,13.80478,"15/06/1945",310.8733,0.803912641290765,-4.21283131178098,3.1847332366045
"NewMexico","NewMexico.lts332b",0.72,1946,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",40.018,0.3629608,0.003183859,8.847663,"15/06/1946",310.8083,-3.55224951284015,-4.66492520584231,3.25360006394448
"NewMexico","NewMexico.lts332b",0.7,1947,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",40.164,0.3662754,0.003314621,9.19432,"15/06/1947",310.8038,-2.55170658468123,-4.27501942604873,3.2224669866517
"NewMexico","NewMexico.lts332b",0.87,1948,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",40.346,0.3704328,0.004157407,11.5083,"15/06/1948",310.8721,0.449231239754502,-3.08112165424559,3.09133987379209
"NewMexico","NewMexico.lts332b",1.3,1949,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",40.597,0.3762129,0.005780055,15.95669,"15/06/1949",311.0242,5.59652888030424,-3.10922135630882,2.69354016162139
"NewMexico","NewMexico.lts332b",0.34,1950,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",40.668,0.3778577,0.001644793,4.531602,"15/06/1950",311.2407,-5.13904204481631,-5.09331535094128,3.02907371920555
"NewMexico","NewMexico.lts332b",0.29,1951,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",40.723,0.3791348,0.001277109,3.515839,"15/06/1951",311.4847,-5.49520608210619,-4.45040939515617,3.29794051475541
"NewMexico","NewMexico.lts332b",0.78,1952,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",40.865,0.3824441,0.003309273,9.099227,"15/06/1952",311.7859,0.699112731179925,-3.1445117778123,3.10014679880662
"NewMexico","NewMexico.lts332b",0.46,1953,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",40.951,0.3844567,0.002012628,5.5262,"15/06/1953",312.1931,-2.3277745371069,-4.38461137303037,3.06901356256694
"NewMexico","NewMexico.lts332b",0.66,1954,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",41.076,0.3873933,0.002936662,8.052982,"15/06/1954",312.7537,0.667553045683634,-4.35470544058721,3.33788051706193
"NewMexico","NewMexico.lts332b",0.5,1955,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",41.171,0.3896342,0.002240844,6.136681,"15/06/1955",313.4586,-0.866776576602351,-4.22579936413202,2.84008090025747
"NewMexico","NewMexico.lts332b",0.15,1956,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",41.199,0.3902961,0.0006619398,1.811411,"15/06/1956",314.126,-4.90151510893799,-5.36990187788882,3.57562042227379
"NewMexico","NewMexico.lts332b",0.63,1957,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",41.321,0.3931882,0.002892034,7.906949,"15/06/1957",314.6769,1.39243204025396,-3.37300142491702,2.77782061473408
"NewMexico","NewMexico.lts332b",0.62,1958,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",41.438,0.3959737,0.002785533,7.604856,"15/06/1958",315.1709,1.19997476028608,-3.68509544046885,3.14668747386083
"NewMexico","NewMexico.lts332b",0.47,1959,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",41.535,0.398292,0.002318303,6.321184,"15/06/1959",315.6582,-0.0558144834434886,-3.7951894817615,2.94888772989899
"NewMexico","NewMexico.lts332b",0.81,1960,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",41.682,0.4018207,0.003528738,9.607696,"15/06/1960",316.1464,3.18697607565428,-4.22829192252938,3.01776058524783
"NewMexico","NewMexico.lts332b",0.46,1961,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",41.782,0.4042319,0.002411131,6.555247,"15/06/1961",316.667,0.0317853303029523,-3.85539148239678,3.08662757153053
"NewMexico","NewMexico.lts332b",0.61,1962,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",41.913,0.4074035,0.003171602,8.611141,"15/06/1962",317.2378,1.94013445900219,-4.83648551555296,3.08882779577893
"NewMexico","NewMexico.lts332b",0.38,1963,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",42.004,0.4096153,0.002211865,5.997651,"15/06/1963",317.8368,-0.850717086052296,-4.31457945619046,3.29102798823798
"NewMexico","NewMexico.lts332b",0.4,1964,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",42.105,0.4120786,0.002463269,6.671964,"15/06/1964",318.4488,-0.368703589656816,-4.97468184732016,3.15990087537512
"NewMexico","NewMexico.lts332b",0.87,1965,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",42.329,0.417573,0.005494402,14.85441,"15/06/1965",319.1043,7.62043508985896,-2.73678154064979,2.66210109962289
"NewMexico","NewMexico.lts332b",0.67,1966,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",42.504,0.4218955,0.004322525,11.65984,"15/06/1966",319.8608,4.24377333685715,-4.13287549983848,3.16430148281615
"NewMexico","NewMexico.lts332b",0.22,1967,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",42.556,0.423185,0.001289481,3.47391,"15/06/1967",320.7604,-4.10315046948682,-4.41796946949927,2.76650161169606
"NewMexico","NewMexico.lts332b",0.51,1968,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",42.673,0.4260948,0.00290983,7.831828,"15/06/1968",321.7668,0.121936619612035,-3.9870719831058,3.00204129265558
"NewMexico","NewMexico.lts332b",0.6,1969,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",42.816,0.4296673,0.003572433,9.601435,"15/06/1969",322.824,1.79082918959794,-2.72217159481923,2.93757459592268
"NewMexico","NewMexico.lts332b",0.35,1970,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",42.89,0.4315228,0.001855569,4.981187,"15/06/1970",323.8883,-2.89727178182734,-4.23526564499986,3.03977488374766
"NewMexico","NewMexico.lts332b",0.17,1971,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",42.929,0.4325027,0.0009798275,2.628681,"15/06/1971",324.9674,-5.28713049011161,-4.65335969038661,3.00864196539566
"NewMexico","NewMexico.lts332b",0.61,1972,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",43.06,0.4358034,0.003300777,8.847164,"15/06/1972",326.0949,0.919326509217054,-4.40646198073473,2.97751475716366
"NewMexico","NewMexico.lts332b",0.52,1973,"PIPO","Pinus","ponderosa","NewMexico.lts332",NA,"alive",43.174,0.4386879,0.002884419,7.720995,"15/06/1973",327.2837,-0.20106158359998,-3.18056160283267,2.81304831474305
