"(Intercept)","tmx","I(tmx^2)","wet","I(wet^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
494.565416249767,-7.48831974578617,0.11540213519812,-1.70748752774164,0.094333772333043,-0.365301355070743,9.14179910878329e-05,10,-8444.58116374707,16909.1923616238,0,0.986458555835045,0.986458555835045
138.063241668993,-7.44503590461352,0.114740314455256,-1.74704098100594,0.0964193700957917,-0.00448408805597844,NA,9,-8450.6668037977,16919.35817762,10.1658159961225,0.0061178658305036,0.992576421665548
133.503014702282,-7.43786467500314,0.114625248347454,-1.74699605709593,0.0964177745161658,NA,-1.12993890696136e-06,9,-8450.81765050396,16919.6598710325,10.467509408656,0.00526123930826572,0.997837660973814
381.244989049006,-0.306039438955912,NA,-1.67777664248336,0.0929541059281132,-0.364216094558266,9.12372124246912e-05,9,-8451.7193546683,16921.4632793612,12.2709177373399,0.00213541806946909,0.999973079043283
26.0906918585287,-0.303958500234262,NA,-1.71684287542941,0.0950133741974228,-0.00411486716999457,NA,8,-8457.72303501791,16931.4657233728,22.2733617489539,1.43707618842103e-05,0.999987449805167
22.0065836252883,-0.303950684704691,NA,-1.71678631855076,0.0950109798745034,NA,-1.03649907711705e-06,8,-8457.85980443332,16931.7392622036,22.5469005797822,1.25337662499854e-05,0.999999983571417
110.01872574333,-6.24032998062864,0.0953382218233292,-1.65219611711119,0.0915581622880808,NA,NA,8,-8464.51625115024,16945.0521556375,35.8597940136133,1.61147477885687e-08,0.999999999686165
17.6133386832885,-0.306576095632969,NA,-1.63357659604689,0.0907234306013018,NA,NA,7,-8469.45705890308,16952.929401649,43.7370400251239,3.13834927051402e-10,1
546.037041409272,-6.69898876188056,0.103149321282656,0.160107928390251,NA,-0.440567889664359,0.00011072609123826,9,-8500.74003662643,17019.5046432774,110.312281653583,1.09665807238308e-24,1
443.749338858713,-0.279417652208748,NA,0.162328650183231,NA,-0.438449272501525,0.000110270667087004,8,-8506.34533046836,17028.7103142737,119.517952649858,1.0992214178026e-26,1
113.26051569996,-6.60340386865736,0.101672498800545,0.162372087258171,NA,-0.00352189180810209,NA,8,-8509.6325470047,17035.2847473464,126.092385722539,4.10643714083195e-28,1
109.623672343693,-6.59486103616675,0.10153524788703,0.162380588195637,NA,NA,-8.84900269226256e-07,8,-8509.77462515342,17035.5689036438,126.376542019982,3.56255373191125e-28,1
14.1886731085472,-0.275789364770993,NA,0.164526955296151,NA,-0.00320617845976356,NA,7,-8515.0787845633,17044.1728529694,134.980491345552,4.82433620544495e-30,1
10.9968652025375,-0.275791103403118,NA,0.164530871483368,NA,NA,-8.05051571286946e-07,7,-8515.20629214418,17044.4278681312,135.235506507313,4.24679920282338e-30,1
91.8270610039995,-5.67037082749571,0.0866268482972707,0.161270922927146,NA,NA,NA,7,-8518.22629741549,17050.4678786738,141.275517049944,2.07247882764789e-31,1
7.94048810546516,-0.27887564789918,NA,0.163216741871332,NA,NA,NA,6,-8522.23555903897,17056.482579396,147.290217772163,1.02426995930725e-32,1
340.461391800413,NA,NA,-1.32351071689439,0.0791528703365315,-0.334326960855494,8.35807884155847e-05,8,-8540.78649068148,17097.5926346999,188.400273076102,1.2119350644012e-41,1
