"(Intercept)","tmx","I(tmx^2)","wet","I(wet^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
-329.289822917088,-0.113750514971949,NA,-0.942600280814601,0.0481853498975772,0.334018911377647,-8.2482665945261e-05,9,-5459.91316348372,10937.8681000006,0,0.498190304874725,0.498190304874725
-308.044954116739,-1.39969875901115,0.020673487244196,-0.947688619078201,0.0484284257872429,0.332838931592495,-8.21994290138261e-05,10,-5459.82001066917,10939.6910891192,1.82298911859652,0.200234180291048,0.698424485165773
-8.56122352713744,-0.114905862175315,NA,-0.897601640858561,0.0458999936016754,0.00860892205870238,NA,8,-5462.52035570323,10941.0741220793,3.20602207868251,0.100280484323458,0.798704969489231
-0.0609250379189606,-0.11489024435596,NA,-0.896750160260605,0.0458572320303463,NA,2.17828644870331e-06,8,-5462.65950851548,10941.3524277038,3.4843277031996,0.0872535537342226,0.885958523223453
13.7373476655421,-1.53839430189139,0.0228846391312865,-0.903496030578298,0.0461822916815048,0.0085396832934045,NA,9,-5462.40619757499,10942.8541681832,4.98606818255212,0.0411798084910173,0.927138331714471
22.3413830171763,-1.54939337578115,0.0230617102658034,-0.902701923802538,0.0461423029244327,NA,2.16061561658053e-06,9,-5462.54357445291,10943.128921939,5.26082193837647,0.035894036702917,0.963032368417388
-301.031363929886,-0.112872868930947,NA,NA,NA,0.300385902476135,-7.38774816595643e-05,7,-5466.00793760099,10946.041855253,8.17375525238822,0.00836540304961493,0.971397771467003
-342.083340215566,NA,NA,-0.815762843530537,0.0431765914674797,0.342848462671808,-8.47714929780791e-05,8,-5465.19521256959,10946.423835812,8.55573581141834,0.00691099925024388,0.978308770717246
-302.20744753663,-0.100723390887415,NA,0.00977440451836536,NA,0.301117612346632,-7.40676736064833e-05,8,-5465.81114245184,10947.6556955765,9.78759557590274,0.00373289605399881,0.982041666771245
-285.448671617839,-1.05184790822462,0.0151002905449106,NA,NA,0.299428250102851,-7.36461431896582e-05,8,-5465.95813474472,10947.9496801623,10.0815801616791,0.00322261151866996,0.985264278289915
-13.5299667342395,-0.114289654756952,NA,NA,NA,0.00891237989563034,NA,6,-5468.09229726516,10948.2040750498,10.3359750491873,0.00283770213631314,0.988101980426228
-4.72661912104891,-0.114298352279867,NA,NA,NA,NA,2.25550363119193e-06,6,-5468.22127182581,10948.4620241711,10.5939241704764,0.00249432975312639,0.990596310179355
-287.882469388661,-0.962821128208026,0.0138601536325698,0.00958361938863568,NA,0.300225264702131,-7.38518585211568e-05,9,-5465.76923859881,10949.5802502308,11.7121502301816,0.00142604806449391,0.992022358243849
-13.9591182481118,-0.102332092429463,NA,0.00961972013629753,NA,0.00889400458360347,NA,7,-5467.9017071199,10949.8293942908,11.9612942902131,0.00125902170806948,0.993281379951918
-12.4921146435119,NA,NA,-0.768730718869167,0.0408023830332096,0.00840621434962375,NA,7,-5467.90683654164,10949.8396531343,11.9715531336878,0.0012525801895085,0.994533960141427
3.26309308505485,-1.18824119270212,0.0172709825299653,NA,NA,0.00886100709102339,NA,7,-5468.02714108976,10950.0802622306,12.2121622299346,0.00111060068583835,0.995644560827265
-5.1741324063217,-0.102333451611985,NA,0.00962535244299725,NA,NA,2.25083508280597e-06,7,-5468.03045910652,10950.0868982641,12.2187982634532,0.00110692180082606,0.996751482628091
-4.1905504120845,NA,NA,-0.76793667512526,0.0407622985192448,NA,2.12680723621875e-06,7,-5468.04423108893,10950.1144422289,12.2463422282708,0.00109178178655887,0.99784326441465
12.1819105147069,-1.19890991899851,0.0174424134164421,NA,NA,NA,2.24236624900673e-06,7,-5468.15481396985,10950.3356079907,12.4675079901099,0.000977485468982779,0.998820749883633
1.65706871148182,-1.10066336884118,0.0160504387474833,0.00939806395405566,NA,0.00884669100367611,NA,8,-5467.8455094374,10951.7244295477,13.8563295470394,0.000488125550214587,0.999308875433847
10.5607180689523,-1.11126836838228,0.0162209135711766,0.00940124378046648,NA,NA,2.2387277645249e-06,8,-5467.97305987553,10951.9795304239,14.1114304232851,0.000429672035556889,0.999738547469404
-316.314352152733,NA,NA,0.0347304379015237,NA,0.312217593997915,-7.69341791711754e-05,7,-5469.98550926685,10953.9969985847,16.1288985841056,0.00015669294550888,0.999895240414913
-16.9594938305004,NA,NA,0.0349755899570701,NA,0.00868115802276579,NA,6,-5472.21018646926,10956.439853458,18.5717534573705,4.61944976554461e-05,0.999941434912568
-8.38394513753287,NA,NA,0.0349807968081587,NA,NA,2.19675491532025e-06,6,-5472.33879221451,10956.6970649485,18.8289649478829,4.06197721719752e-05,0.99998205468474
-318.958164722896,NA,NA,NA,NA,0.315279712593997,-7.77188214114507e-05,6,-5473.57850355234,10959.1764876242,21.3083876235323,1.17581146359674e-05,0.999993812799376
-16.5473511206111,NA,NA,NA,NA,0.00864733173620852,NA,5,-5475.85376122079,10961.7214338721,23.8533338715188,3.29389411211379e-06,0.999997106693489
-8.00496407102619,NA,NA,NA,NA,NA,2.18814367345663e-06,5,-5475.98343173663,10961.9807749038,24.1126749031882,2.89330651143288e-06,1
89.5526748097807,-5.29658600445427,0.0836794352167919,-1.08160546714336,0.0554191076954143,NA,NA,8,-5499.16537780395,11014.3641662808,76.4960662801332,1.22035317454179e-17,1
8.49277882667696,-0.0903959273494418,NA,-1.06228260223668,0.0545138867694123,NA,NA,7,-5500.71475829033,11015.4554966317,77.5873966310792,7.07141231552588e-18,1
5.04232327817412,NA,NA,-0.952097930543541,0.050051051200099,NA,NA,6,-5504.0368572127,11020.0931949449,82.2250949442605,6.95733263021995e-19,1
79.7650482415873,-5.00268630503033,0.0789423775956979,NA,NA,NA,NA,6,-5507.4346556185,11026.8887917565,89.0206917558608,2.32700689020906e-20,1
3.44872454601556,-0.0931137999253116,NA,NA,NA,NA,NA,5,-5508.81593027737,11027.6457719853,89.7776719846861,1.59375478279068e-20,1
76.7942802430621,-4.83856360298883,0.0765917636555545,0.0144448411761752,NA,NA,NA,7,-5507.0035740324,11028.0331281158,90.1650281152142,1.31313139888107e-20,1
2.68609655605202,-0.0735282440096451,NA,0.0157706796273091,NA,NA,NA,6,-5508.30090693101,11028.6212943815,90.7531943808717,9.78564607536612e-21,1
0.228655175938821,NA,NA,0.0338787186053812,NA,NA,NA,5,-5510.5257544379,11031.0654203064,93.1973203057332,2.88306413218631e-21,1
0.563026335434665,NA,NA,NA,NA,NA,NA,4,-5513.95081028429,11035.9108927058,98.0427927051824,2.55666214115514e-22,1
