"(Intercept)","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-107.732929588035,0.175451145097254,-0.00196295380776139,9.37773417207529,-0.187926499131012,-0.699738689885077,0.0360819477551047,-0.00303743134694516,11,-3511.83511084052,7045.74075334014,0,0.535616376209276,0.535616376209276,TRUE
-116.685050394893,0.170231378557307,-0.001937135694475,9.61503812512453,-0.19272814548257,-0.677453304076884,0.0349455277250741,NA,10,-3513.09620631043,7046.25117330462,0.510419964477478,0.414970820851524,0.9505871970608,TRUE
14.2003096563425,0.175637187231287,-0.00196646519820541,-0.148558896446657,NA,-0.842525783506591,0.043515308832504,-0.00331791531772265,10,-3516.45299370267,7052.9647480891,7.22399474895428,0.0144605002897853,0.965047697350586,TRUE
7.81003988332665,0.16994441022257,-0.00193840195295156,-0.155244450744835,NA,-0.822232939707953,0.0424846346683469,NA,9,-3517.95750010518,7053.96306429581,8.22231095566985,0.008778123943561,0.973825821294147,TRUE
-155.426586567629,0.170850732504571,-0.00193815790418781,12.4244378645422,-0.248337854348254,NA,NA,NA,8,-3519.17217910468,7054.3827992131,8.64204587295717,0.0071163521262828,0.98094217342043,FALSE
-148.761850781373,0.171032411978785,-0.00194266568642493,11.8685146840463,-0.237005032569289,0.0144252511679473,NA,NA,9,-3518.25987964168,7054.5678233688,8.82707002865664,0.00648753844488333,0.987429711865313,FALSE
-148.77196491761,0.175313037583545,-0.00196024296029448,12.2912604450208,-0.245608157853116,NA,NA,-0.0025850042470439,9,-3518.26019427959,7054.56845264463,8.82769930449012,0.00648549754039203,0.993915209405705,FALSE
-141.918607371099,0.175559943720095,-0.00196513302060596,11.7259077962492,-0.234083317921799,0.014613265034434,NA,-0.00262342069052582,10,-3517.32274131735,7054.70424331846,8.96348997831592,0.0060597782053753,0.99997498761108,FALSE
8.82224779558007,0.175839138954849,-0.00197043978979279,-0.137900482385662,NA,0.0203516040244815,NA,-0.00288161265505341,9,-3524.85359286623,7067.75524981792,22.0144964777728,8.88109827427683e-06,0.999983868709355,FALSE
3.36520166733994,0.170883269423772,-0.00194590968969105,-0.143922362485697,NA,0.0202215971216766,NA,NA,8,-3525.97977909879,7067.99799920131,22.2572458611667,7.8660067898203e-06,0.999991734716144,FALSE
9.62625285358385,0.17550590227743,-0.00196383847542694,-0.164538301088506,NA,NA,NA,-0.00284346574397833,8,-3526.70435619209,7069.44715338792,23.7064000477785,3.81131183638983e-06,0.999995546027981,FALSE
4.2366110331546,0.170613243767671,-0.00193967093008142,-0.170336302268944,NA,NA,NA,NA,7,-3527.8040014874,7069.63789355392,23.8971402137786,3.46462139406281e-06,0.999999010649375,FALSE
11.9264935868273,0.176190410095512,-0.00197467936283788,NA,NA,-0.74137350701626,0.0394763969345379,-0.00437762479922712,9,-3527.22909449686,7072.50625307916,26.7654997390136,8.2565654110989e-07,0.999999836305916,TRUE
3.23328851278588,0.168667446420793,-0.00193800793036432,NA,NA,-0.707957080370649,0.0378455147171178,NA,8,-3529.87004426193,7075.77852952759,30.0377761874461,1.607805920152e-07,0.999999997086508,TRUE
7.1677517658011,0.176341991866889,-0.00197781834122293,NA,NA,0.0400269710069113,NA,-0.00391168075136918,8,-3534.17002974129,7084.37850048632,38.6377471461801,2.18159262865072e-09,0.9999999992681,FALSE
-0.45821396136906,0.16959520566752,-0.00194478961526833,NA,NA,0.0410370769255382,NA,NA,7,-3536.26798924368,7086.56586906648,40.8251157263358,7.30790015930507e-10,0.999999999998891,FALSE
8.33874562435154,0.175770519262948,-0.00196525853135912,NA,NA,NA,NA,-0.00430037789612652,7,-3542.95098215872,7099.93185489657,54.191101556421,9.14967482611375e-13,0.999999999999805,FALSE
-0.0336633310657905,0.168330580823442,-0.00192866040623038,NA,NA,NA,NA,NA,6,-3545.50341738347,7103.02924671997,57.2884933798296,1.94453413445775e-13,1,FALSE
-107.233715319826,0.0599749647366524,NA,8.92060571309997,-0.178677232853908,-0.625557388167093,0.0323159575640001,NA,9,-3674.88403644353,7367.8161369725,322.075383632357,6.18120166172513e-71,1,TRUE
-110.322237534469,0.0587701906414674,NA,9.00208901720426,-0.180317691732521,-0.620771814719753,0.0320704664819749,0.00105118361407914,10,-3674.77654718312,7369.61185505001,323.871101709861,2.51847524643305e-71,1,TRUE
8.21248228142365,0.0595993049990033,NA,-0.137726848014648,NA,-0.763135645437592,0.0394669343938573,NA,8,-3678.90549447719,7373.84942995811,328.108676617963,3.02663456134546e-72,1,TRUE
-145.925326485664,0.0604684301810684,NA,11.7463122212934,-0.234609397461093,NA,NA,NA,7,-3680.31008887395,7374.65006832703,328.909314986885,2.02816635598483e-72,1,FALSE
-138.904939110368,0.0603950946760775,NA,11.162230699969,-0.22271669243965,0.0145026088204961,NA,NA,8,-3679.36149621685,7374.76143343744,329.020680097294,1.91831952758477e-72,1,FALSE
6.87049067730171,0.0588013985184336,NA,-0.138838046330124,NA,-0.760814076766549,0.0393484183562824,0.000695380219344378,9,-3678.85852036383,7375.76510481312,330.024351472971,1.16138570899615e-72,1,TRUE
-149.783412504187,0.0588045604922687,NA,11.8295740613409,-0.236296852216205,NA,NA,0.00144923343834102,8,-3680.10550010639,7376.24944121653,330.508687876381,9.11599679851073e-73,1,FALSE
-142.679092778003,0.058794203951421,NA,11.2469903552274,-0.224434635988785,0.0143977250498462,NA,0.00139737128369893,9,-3679.17185524291,7376.39177457128,330.65102123113,8.48978845298463e-73,1,FALSE
4.05777594933074,0.0600183537148511,NA,-0.126142617342246,NA,0.0198430223520446,NA,NA,7,-3685.95802752335,7385.94594562584,340.205192285694,7.14883024712083e-75,1,FALSE
4.91437244495557,0.0600933175628339,NA,-0.152249315852586,NA,NA,NA,NA,6,-3687.76486694685,7387.55214584674,341.811392506591,3.20223380736131e-75,1,FALSE
2.08047996165812,0.0588350150579441,NA,-0.127854392873175,NA,0.0197957575337561,NA,0.00103424138110982,8,-3685.85462890926,7387.74769882227,342.006945482122,2.90395076700009e-75,1,FALSE
2.84256288124627,0.0588515266578381,NA,-0.153983148867274,NA,NA,NA,0.00108268768787403,7,-3687.65115047379,7389.33219152671,343.591438186561,1.31498570005398e-75,1,FALSE
4.13342872057042,0.0585041272945091,NA,NA,NA,-0.657592969552743,0.0351114945882545,NA,7,-3688.15963737021,7390.34916531955,344.60841197941,7.90838815273788e-76,1,TRUE
4.88794241850259,0.058945092954266,NA,NA,NA,-0.659320648606149,0.0351950550220795,-0.000381617612354442,8,-3688.14542216829,7392.32928534033,346.588532000182,2.93839636152119e-76,1,TRUE
0.71056244245788,0.0589673945927898,NA,NA,NA,0.0375318402406404,NA,NA,6,-3693.77577316091,7399.57395827487,353.833204934722,7.85144582205734e-78,1,FALSE
